14370   , -2485.85    , array([ 0.0024064  ,  23.0784    ,  6.6839e-39 ,  0.00732949 ])
14371   , -2485.85    , array([ 0.00240881 ,  23.0784    ,  6.6839e-39 ,  0.00732949 ])
14372   , -2485.85    , array([ 0.0024064  ,  23.1014    ,  6.6839e-39 ,  0.00732949 ])
14373   , -2485.85    , array([ 0.0024064  ,  23.0784    ,  6.69059e-39,  0.00732949 ])
14374   , -2486.01    , array([ 0.0024064  ,  23.0784    ,  6.6839e-39 ,  0.00733682 ])
14375   , -2485.85    , array([ 0.0024064  ,  23.0784    ,  6.6839e-39 ,  0.00732949 ])
14376   , -2387.8     , array([ 0.0024064  ,  22.0378    ,  6.6839e-39 ,  0.00267236 ])
14377   , -2387.8     , array([ 0.0024064  ,  22.0378    ,  6.6839e-39 ,  0.00267236 ])
14378   , -2387.8     , array([ 0.00240881 ,  22.0378    ,  6.6839e-39 ,  0.00267236 ])
14379   , -2387.8     , array([ 0.0024064  ,  22.0598    ,  6.6839e-39 ,  0.00267236 ])
14380   , -2387.8     , array([ 0.0024064  ,  22.0378    ,  6.69059e-39,  0.00267236 ])
14381   , -2387.85    , array([ 0.0024064  ,  22.0378    ,  6.6839e-39 ,  0.00267503 ])
14382   , -2367.58    , array([ 0.0024064  ,  18.743     ,  6.6839e-39 ,  0.00165095 ])
14383   , -2367.58    , array([ 0.0024064  ,  18.743     ,  6.6839e-39 ,  0.00165095 ])
14384   , -2367.58    , array([ 0.00240881 ,  18.743     ,  6.6839e-39 ,  0.00165095 ])
14385   , -2367.58    , array([ 0.0024064  ,  18.7618    ,  6.6839e-39 ,  0.00165095 ])
14386   , -2367.58    , array([ 0.0024064  ,  18.743     ,  6.69059e-39,  0.00165095 ])
14387   , -2367.61    , array([ 0.0024064  ,  18.743     ,  6.6839e-39 ,  0.0016526  ])
14388   , -2350.72    , array([ 0.0024064  ,  7.40715    ,  6.6839e-39 ,  0.000827805])
14389   , -2350.72    , array([ 0.0024064  ,  7.40715    ,  6.6839e-39 ,  0.000827805])
14390   , -2350.72    , array([ 0.00240881 ,  7.40715    ,  6.6839e-39 ,  0.000827805])
14391   , -2350.72    , array([ 0.0024064  ,  7.41456    ,  6.6839e-39 ,  0.000827805])
14392   , -2350.72    , array([ 0.0024064  ,  7.40715    ,  6.69059e-39,  0.000827805])
14393   , -2350.74    , array([ 0.0024064  ,  7.40715    ,  6.6839e-39 ,  0.000828633])
14394   , -2292.68    , array([ 0.0024064  ,  0.138739   ,  6.6839e-39 ,  0.000383477])
14395   , -2292.68    , array([ 0.0024064  ,  0.138739   ,  6.6839e-39 ,  0.000383477])
14396   , -2292.68    , array([ 0.00240881 ,  0.138739   ,  6.6839e-39 ,  0.000383477])
14397   , -2292.73    , array([ 0.0024064  ,  0.138877   ,  6.6839e-39 ,  0.000383477])
14398   , -2292.68    , array([ 0.0024064  ,  0.138739   ,  6.69059e-39,  0.000383477])
