1       , -2335.94    , array([ 0.502863   ,  0.741862   ,  7.30816e-14,  0.000128777])
2       , -2335.94    , array([ 0.503366   ,  0.741862   ,  7.30816e-14,  0.000128777])
3       , -2335.95    , array([ 0.502863   ,  0.742605   ,  7.30816e-14,  0.000128777])
4       , -2335.94    , array([ 0.502863   ,  0.741862   ,  7.31547e-14,  0.000128777])
5       , -2335.94    , array([ 0.502863   ,  0.741862   ,  7.30816e-14,  0.000128906])
6       , -2335.94    , array([ 0.502863   ,  0.741862   ,  7.30816e-14,  0.000128777])
7       , -2328.63    , array([ 0.502863   ,  0.279021   ,  7.30816e-14,  0.000165801])
8       , -2328.63    , array([ 0.502863   ,  0.279021   ,  7.30816e-14,  0.000165801])
9       , -2328.63    , array([ 0.503366   ,  0.279021   ,  7.30816e-14,  0.000165801])
10      , -2328.64    , array([ 0.502863   ,  0.2793     ,  7.30816e-14,  0.000165801])
11      , -2328.63    , array([ 0.502863   ,  0.279021   ,  7.31547e-14,  0.000165801])
12      , -2328.62    , array([ 0.502863   ,  0.279021   ,  7.30816e-14,  0.000165967])
13      , -1793.52    , array([ 0.502863   ,  0.00558332 ,  7.30816e-14,  0.000455593])
14      , -1793.52    , array([ 0.502863   ,  0.00558332 ,  7.30816e-14,  0.000455593])
15      , -1793.52    , array([ 0.503366   ,  0.00558332 ,  7.30816e-14,  0.000455593])
16      , -1793.5     , array([ 0.502863   ,  0.00558891 ,  7.30816e-14,  0.000455593])
17      , -1793.52    , array([ 0.502863   ,  0.00558332 ,  7.31547e-14,  0.000455593])
18      , -1793.52    , array([ 0.502863   ,  0.00558332 ,  7.30816e-14,  0.000456049])
19      , -2236.18    , array([ 0.502863   ,  0.0446016  ,  7.30816e-14,  0.000266295])
20      , -2236.18    , array([ 0.502863   ,  0.0446016  ,  7.30816e-14,  0.000266295])
21      , -2236.18    , array([ 0.503366   ,  0.0446016  ,  7.30816e-14,  0.000266295])
