334195  , -1.73745e+06, array([ 0.223547   ,  0.004574   ,  1.38339e-40,  2.64548e-20,  0.329707   ])
334196  , -1.73741e+06, array([ 0.223771   ,  0.004574   ,  1.38339e-40,  2.64548e-20,  0.329707   ])
334197  , -1.73741e+06, array([ 0.223547   ,  0.00457857 ,  1.38339e-40,  2.64548e-20,  0.329707   ])
334198  , -1.73745e+06, array([ 0.223547   ,  0.004574   ,  1.38478e-40,  2.64548e-20,  0.329707   ])
334199  , -1.73742e+06, array([ 0.223547   ,  0.004574   ,  1.38339e-40,  2.64813e-20,  0.329707   ])
334200  , -1.73749e+06, array([ 0.223547   ,  0.004574   ,  1.38339e-40,  2.64548e-20,  0.330036   ])
334201  , -1.73745e+06, array([ 0.223547   ,  0.004574   ,  1.38339e-40,  2.64548e-20,  0.329707   ])
334202  , -950777     , array([ 0.404302   ,  0.00763092 ,  1.38339e-40,  4.10497e-20,  0.207595   ])
334203  , -950777     , array([ 0.404302   ,  0.00763092 ,  1.38339e-40,  4.10497e-20,  0.207595   ])
334204  , -950758     , array([ 0.404706   ,  0.00763092 ,  1.38339e-40,  4.10497e-20,  0.207595   ])
334205  , -949828     , array([ 0.404302   ,  0.00763855 ,  1.38339e-40,  4.10497e-20,  0.207595   ])
334206  , -950777     , array([ 0.404302   ,  0.00763092 ,  1.38478e-40,  4.10497e-20,  0.207595   ])
334207  , -950777     , array([ 0.404302   ,  0.00763092 ,  1.38339e-40,  4.10907e-20,  0.207595   ])
334208  , -951737     , array([ 0.404302   ,  0.00763092 ,  1.38339e-40,  4.10497e-20,  0.207802   ])
334209  , -4639.28    , array([ 4.32564    ,  0.0591154  ,  1.38339e-40,  2.37975e-19,  0.0326265  ])
334210  , -4639.28    , array([ 4.32564    ,  0.0591154  ,  1.38339e-40,  2.37975e-19,  0.0326265  ])
334211  , -4639.45    , array([ 4.32997    ,  0.0591154  ,  1.38339e-40,  2.37975e-19,  0.0326265  ])
334212  , -4625.61    , array([ 4.32564    ,  0.0591745  ,  1.38339e-40,  2.37975e-19,  0.0326265  ])
334213  , -4639.28    , array([ 4.32564    ,  0.0591154  ,  1.38478e-40,  2.37975e-19,  0.0326265  ])
334214  , -4639.28    , array([ 4.32564    ,  0.0591154  ,  1.38339e-40,  2.38213e-19,  0.0326265  ])
334215  , -4653.05    , array([ 4.32564    ,  0.0591154  ,  1.38339e-40,  2.37975e-19,  0.0326591  ])
334223  , -15181.1    , array([ 2.63056    ,  0.119619   ,  1.38339e-40,  1.6628e-19 ,  0.015385   ])
334224  , -15181.1    , array([ 2.63056    ,  0.119619   ,  1.38339e-40,  1.6628e-19 ,  0.015385   ])
334225  , -15181.7    , array([ 2.63319    ,  0.119619   ,  1.38339e-40,  1.6628e-19 ,  0.015385   ])
334226  , -15204      , array([ 2.63056    ,  0.119739   ,  1.38339e-40,  1.6628e-19 ,  0.015385   ])
334227  , -15181.1    , array([ 2.63056    ,  0.119619   ,  1.38478e-40,  1.6628e-19 ,  0.015385   ])
334228  , -15181.1    , array([ 2.63056    ,  0.119619   ,  1.38339e-40,  1.66446e-19,  0.015385   ])
334229  , -15157.9    , array([ 2.63056    ,  0.119619   ,  1.38339e-40,  1.6628e-19 ,  0.0154004  ])
334230  , -1757.83    , array([ 3.75284    ,  0.0722974  ,  1.38339e-40,  2.14816e-19,  0.0263226  ])
334231  , -1757.83    , array([ 3.75284    ,  0.0722974  ,  1.38339e-40,  2.14816e-19,  0.0263226  ])
334232  , -1758       , array([ 3.7566     ,  0.0722974  ,  1.38339e-40,  2.14816e-19,  0.0263226  ])
334233  , -1757.65    , array([ 3.75284    ,  0.0723697  ,  1.38339e-40,  2.14816e-19,  0.0263226  ])
334234  , -1757.83    , array([ 3.75284    ,  0.0722974  ,  1.38478e-40,  2.14816e-19,  0.0263226  ])
334235  , -1757.83    , array([ 3.75284    ,  0.0722974  ,  1.38339e-40,  2.1503e-19 ,  0.0263226  ])
334236  , -1758.17    , array([ 3.75284    ,  0.0722974  ,  1.38339e-40,  2.14816e-19,  0.026349   ])
334244  , -1757.78    , array([ 3.75231    ,  0.0722832  ,  1.38339e-40,  2.14861e-19,  0.0263174  ])
334245  , -1757.78    , array([ 3.75231    ,  0.0722832  ,  1.38339e-40,  2.14861e-19,  0.0263174  ])
334246  , -1757.95    , array([ 3.75607    ,  0.0722832  ,  1.38339e-40,  2.14861e-19,  0.0263174  ])
334247  , -1757.6     , array([ 3.75231    ,  0.0723555  ,  1.38339e-40,  2.14861e-19,  0.0263174  ])
334248  , -1757.78    , array([ 3.75231    ,  0.0722832  ,  1.38478e-40,  2.14861e-19,  0.0263174  ])
334249  , -1757.78    , array([ 3.75231    ,  0.0722832  ,  1.38339e-40,  2.15076e-19,  0.0263174  ])
334250  , -1758.12    , array([ 3.75231    ,  0.0722832  ,  1.38339e-40,  2.14861e-19,  0.0263438  ])
334251  , -1737.44    , array([ 3.34369    ,  0.0614828  ,  1.38339e-40,  2.55664e-19,  0.0223626  ])
334252  , -1737.44    , array([ 3.34369    ,  0.0614828  ,  1.38339e-40,  2.55664e-19,  0.0223626  ])
334253  , -1737.58    , array([ 3.34703    ,  0.0614828  ,  1.38339e-40,  2.55664e-19,  0.0223626  ])
334254  , -1737.12    , array([ 3.34369    ,  0.0615443  ,  1.38339e-40,  2.55664e-19,  0.0223626  ])
334255  , -1737.44    , array([ 3.34369    ,  0.0614828  ,  1.38478e-40,  2.55664e-19,  0.0223626  ])
334256  , -1737.44    , array([ 3.34369    ,  0.0614828  ,  1.38339e-40,  2.5592e-19 ,  0.0223626  ])
334257  , -1737.69    , array([ 3.34369    ,  0.0614828  ,  1.38339e-40,  2.55664e-19,  0.022385   ])
334258  , -1694.35    , array([ 2.53878    ,  0.0634979  ,  1.38339e-40,  3.69788e-19,  0.0230988  ])
334259  , -1694.35    , array([ 2.53878    ,  0.0634979  ,  1.38339e-40,  3.69788e-19,  0.0230988  ])
334260  , -1694.5     , array([ 2.54132    ,  0.0634979  ,  1.38339e-40,  3.69788e-19,  0.0230988  ])
334261  , -1694       , array([ 2.53878    ,  0.0635614  ,  1.38339e-40,  3.69788e-19,  0.0230988  ])
334262  , -1694.35    , array([ 2.53878    ,  0.0634979  ,  1.38478e-40,  3.69788e-19,  0.0230988  ])
334263  , -1694.35    , array([ 2.53878    ,  0.0634979  ,  1.38339e-40,  3.70158e-19,  0.0230988  ])
334264  , -1694.63    , array([ 2.53878    ,  0.0634979  ,  1.38339e-40,  3.69788e-19,  0.023122   ])
334265  , -1799.72    , array([ 0.84377    ,  0.0722407  ,  1.38339e-40,  1.61841e-18,  0.0262942  ])
334266  , -1799.72    , array([ 0.84377    ,  0.0722407  ,  1.38339e-40,  1.61841e-18,  0.0262942  ])
334267  , -1799.02    , array([ 0.844614   ,  0.0722407  ,  1.38339e-40,  1.61841e-18,  0.0262942  ])
334268  , -1799.11    , array([ 0.84377    ,  0.072313   ,  1.38339e-40,  1.61841e-18,  0.0262942  ])
334269  , -1799.72    , array([ 0.84377    ,  0.0722407  ,  1.38478e-40,  1.61841e-18,  0.0262942  ])
334270  , -1799.72    , array([ 0.84377    ,  0.0722407  ,  1.38339e-40,  1.62002e-18,  0.0262942  ])
334271  , -1800.87    , array([ 0.84377    ,  0.0722407  ,  1.38339e-40,  1.61841e-18,  0.0263205  ])
334272  , -1639.28    , array([ 1.61853    ,  0.0669351  ,  1.38339e-40,  6.76022e-19,  0.0243549  ])
334273  , -1639.28    , array([ 1.61853    ,  0.0669351  ,  1.38339e-40,  6.76022e-19,  0.0243549  ])
334274  , -1639.34    , array([ 1.62015    ,  0.0669351  ,  1.38339e-40,  6.76022e-19,  0.0243549  ])
334275  , -1638.85    , array([ 1.61853    ,  0.0670021  ,  1.38339e-40,  6.76022e-19,  0.0243549  ])
334276  , -1639.28    , array([ 1.61853    ,  0.0669351  ,  1.38478e-40,  6.76022e-19,  0.0243549  ])
334277  , -1639.28    , array([ 1.61853    ,  0.0669351  ,  1.38339e-40,  6.76699e-19,  0.0243549  ])
334278  , -1639.7     , array([ 1.61853    ,  0.0669351  ,  1.38339e-40,  6.76022e-19,  0.0243792  ])
334279  , -1680.03    , array([ 1.03719    ,  0.0709058  ,  1.38339e-40,  1.21398e-18,  0.0254015  ])
334280  , -1680.03    , array([ 1.03719    ,  0.0709058  ,  1.38339e-40,  1.21398e-18,  0.0254015  ])
