148479  , -79088.4    , array([ 0.0229057  ,  0.00595634 ,  0.000234363,  0.0737595  ,  4.28589e-09])
148480  , -79088.4    , array([ 0.0229286  ,  0.00595634 ,  0.000234363,  0.0737595  ,  4.28589e-09])
148481  , -79088.5    , array([ 0.0229057  ,  0.0059623  ,  0.000234363,  0.0737595  ,  4.28589e-09])
148482  , -79088.4    , array([ 0.0229057  ,  0.00595634 ,  0.000234597,  0.0737595  ,  4.28589e-09])
148483  , -79088.4    , array([ 0.0229057  ,  0.00595634 ,  0.000234363,  0.0738333  ,  4.28589e-09])
148484  , -79088.4    , array([ 0.0229057  ,  0.00595634 ,  0.000234363,  0.0737595  ,  4.29018e-09])
148485  , -79088.4    , array([ 0.0229057  ,  0.00595634 ,  0.000234363,  0.0737595  ,  4.28589e-09])
148486  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148487  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148488  , -79085.6    , array([ 0.0204423  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148489  , -79085.6    , array([ 0.0204219  ,  0.00311448 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148490  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234597,  0.0737595  ,  9.21027e-09])
148491  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0738333  ,  9.21027e-09])
148492  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21948e-09])
148500  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148501  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148502  , -79085.6    , array([ 0.0204423  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148503  , -79085.6    , array([ 0.0204219  ,  0.00311448 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148504  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234597,  0.0737595  ,  9.21027e-09])
148505  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0738333  ,  9.21027e-09])
148506  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21949e-09])
148507  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148508  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148509  , -79085.6    , array([ 0.0204423  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148510  , -79085.6    , array([ 0.0204219  ,  0.00311448 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148511  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234597,  0.0737595  ,  9.21027e-09])
148512  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0738333  ,  9.21027e-09])
148513  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21949e-09])
148521  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148522  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148523  , -79085.6    , array([ 0.0204423  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148524  , -79085.6    , array([ 0.0204219  ,  0.00311448 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148525  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234597,  0.0737595  ,  9.21027e-09])
148526  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0738333  ,  9.21027e-09])
148527  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21949e-09])
148528  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148529  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148530  , -79085.6    , array([ 0.0204423  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148531  , -79085.6    , array([ 0.0204219  ,  0.00311448 ,  0.000234363,  0.0737595  ,  9.21027e-09])
148532  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234597,  0.0737595  ,  9.21027e-09])
148533  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0738333  ,  9.21027e-09])
148534  , -79085.6    , array([ 0.0204219  ,  0.00311136 ,  0.000234363,  0.0737595  ,  9.21949e-09])
148535  , -79074.3    , array([ 0.0182074  ,  0.00162526 ,  0.000234363,  0.0737595  ,  1.97927e-08])
