105902  , -77141      , array([ 2.68768    ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105903  , -77141      , array([ 2.68768    ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105904  , -77524.6    , array([ 3.68768    ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105905  , -75101      , array([ 1.06964    ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105907  , -75101      , array([ 1.06964    ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105908  , -54437.1    , array([ 0.0696421  ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105910  , -72405.2    , array([ 0.569539   ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105912  , -66813.1    , array([ 0.260586   ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105914  , -60875.9    , array([ 0.142576   ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105915  , -54912      , array([ 0.0352003  ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105916  , -56910.4    , array([ 0.0958225  ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105917  , -54437.1    , array([ 0.0696421  ,  11.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105918  , -54457.7    , array([ 0.0696421  ,  12.6885    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105919  , -54395.2    , array([ 0.0696421  ,  10.0705    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105920  , -54289.2    , array([ 0.0696421  ,  7.45244    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105921  , -53755.8    , array([ 0.0696421  ,  3.21637    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105923  , -53755.8    , array([ 0.0696421  ,  3.21637    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105924  , -49867.1    , array([ 0.0696421  ,  0.598338   ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105926  , -53120.8    , array([ 0.0696421  ,  1.9073     ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105928  , -51995.9    , array([ 0.0696421  ,  1.09832    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105929  , -47008      , array([ 0.0696421  ,  0.36227    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105930  , -42579.3    , array([ 0.0696421  ,  0.216372   ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105931  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105932  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105933  , -32667.4    , array([ 0.0696421  ,  0.10165    ,  1          ,  5.08199e-53,  0.00490373 ])
105935  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  5.27196e-29,  5.08199e-53,  0.00490373 ])
105937  , -32640.5    , array([ 0.0696421  ,  0.10165    ,  0.381966   ,  5.08199e-53,  0.00490373 ])
105938  , -32632.2    , array([ 0.0696421  ,  0.10165    ,  0.190983   ,  5.08199e-53,  0.00490373 ])
105941  , -32627.1    , array([ 0.0696421  ,  0.10165    ,  0.072949   ,  5.08199e-53,  0.00490373 ])
105943  , -32625.1    , array([ 0.0696421  ,  0.10165    ,  0.027864   ,  5.08199e-53,  0.00490373 ])
105945  , -32624.4    , array([ 0.0696421  ,  0.10165    ,  0.0106431  ,  5.08199e-53,  0.00490373 ])
105947  , -32624.1    , array([ 0.0696421  ,  0.10165    ,  0.00406531 ,  5.08199e-53,  0.00490373 ])
105949  , -32624      , array([ 0.0696421  ,  0.10165    ,  0.00155281 ,  5.08199e-53,  0.00490373 ])
105951  , -32624      , array([ 0.0696421  ,  0.10165    ,  0.00059312 ,  5.08199e-53,  0.00490373 ])
105953  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  0.000226552,  5.08199e-53,  0.00490373 ])
105955  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  8.65351e-05,  5.08199e-53,  0.00490373 ])
105957  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  3.30534e-05,  5.08199e-53,  0.00490373 ])
105959  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  1.26253e-05,  5.08199e-53,  0.00490373 ])
105961  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  4.82243e-06,  5.08199e-53,  0.00490373 ])
105963  , -32623.9    , array([ 0.0696421  ,  0.10165    ,  1.84201e-06,  5.08199e-53,  0.00490373 ])
