Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-398.45	804.9	607.1	16350.71	30.0,0.4518,2.5541,1.002
our_model	Round_1_Replicate_2	-396.72	801.44	603.92	13796.25	3.143,0.5365,30.0,1.0407
our_model	Round_1_Replicate_3	-397.06	802.12	603.58	22402.06	1.9015,0.3317,30.0,0.6385
our_model	Round_1_Replicate_4	-393.72	795.44	598.31	5118.62	29.9186,1.4522,29.9226,4.1804
our_model	Round_1_Replicate_5	-396.83	801.66	602.96	45533.8	0.8076,0.1634,0.4273,0.3117
our_model	Round_1_Replicate_6	-393.19	794.38	597.3	8577.74	29.8778,0.8674,29.9827,2.9743
our_model	Round_1_Replicate_7	-394.85	797.7	599.73	36879.73	1.5447,0.2018,29.996,0.4582
our_model	Round_1_Replicate_8	-398.58	805.16	607.34	28924.44	30.0,0.2554,0.7506,0.5357
our_model	Round_1_Replicate_9	-393.34	794.68	597.6	6855.41	29.8843,1.085,29.9713,3.464
our_model	Round_1_Replicate_10	-393.33	794.66	597.57	127071.46	0.8335,0.0585,1.4567,0.1752
our_model	Round_2_Replicate_1	-395.43	798.86	600.82	33089.6	1.6063,0.2247,4.3769,0.4853
our_model	Round_2_Replicate_2	-396.04	800.08	601.32	3959.82	14.9593,1.8822,29.2263,4.0531
our_model	Round_2_Replicate_3	-395.94	799.88	602.48	7975.47	5.9601,0.9289,30.0,1.8994
our_model	Round_2_Replicate_4	-392.96	793.92	596.86	60378.97	8.4735,0.1233,25.7326,0.5602
our_model	Round_2_Replicate_5	-393.09	794.18	597.11	10949.92	29.9368,0.6796,29.6177,2.499
our_model	Round_2_Replicate_6	-400.59	809.18	610.98	2128.34	30.0,3.4646,30.0,6.4789
our_model	Round_2_Replicate_7	-396.96	801.92	604.37	4963.75	8.9562,1.4907,30.0,2.8789
our_model	Round_2_Replicate_8	-398.44	804.88	607.09	5118.22	30.0,1.4434,11.6062,3.1294
our_model	Round_2_Replicate_9	-398.2	804.4	606.64	2403.44	30.0,3.0745,30.0,6.2096
our_model	Round_2_Replicate_10	-398.98	805.96	608.07	2294.42	30.0,3.2182,30.0,6.3173
our_model	Round_3_Replicate_1	-394.02	796.04	598.87	62381.67	1.1397,0.1191,29.1055,0.2999
our_model	Round_3_Replicate_2	-394.86	797.72	600.46	100295.49	0.5585,0.074,17.8174,0.1661
our_model	Round_3_Replicate_3	-393.03	794.06	597.01	119862.21	1.7983,0.0621,29.9969,0.23
our_model	Round_3_Replicate_4	-398.7	805.4	607.56	8481.15	30.0,0.8708,6.181,1.9167
our_model	Round_3_Replicate_5	-395.45	798.9	600.96	20454.61	2.5128,0.3634,11.3543,0.778
our_model	Round_3_Replicate_6	-392.94	793.88	596.84	197352.29	12.6436,0.0377,10.8765,0.2145
our_model	Round_3_Replicate_7	-396.88	801.76	604.21	7299.32	5.8993,1.0138,30.0,1.9515
our_model	Round_3_Replicate_8	-396.88	801.76	604.21	6377.15	6.8042,1.1604,30.0,2.237
our_model	Round_3_Replicate_9	-395.47	798.94	600.77	37685.51	1.3547,0.1974,29.9939,0.423
our_model	Round_3_Replicate_10	-394.08	796.16	598.32	20716.88	3.4487,0.3596,16.7852,0.9071
our_model	Round_4_Replicate_1	-394.64	797.28	600.44	7026.58	16.5939,1.0547,14.8799,2.6641
our_model	Round_4_Replicate_2	-395.0	798.0	599.9	301072.51	0.1842,0.0247,28.3916,0.0554
our_model	Round_4_Replicate_3	-394.11	796.22	599.05	101895.24	0.6665,0.0729,2.9031,0.1803
our_model	Round_4_Replicate_4	-394.11	796.22	599.06	67975.05	29.9997,0.1093,0.0727,0.2779
our_model	Round_4_Replicate_5	-393.09	794.18	597.11	342349.42	0.512,0.0217,28.419,0.0759
our_model	Round_4_Replicate_6	-393.59	795.18	598.06	133115.65	0.6661,0.0559,25.2714,0.1543
