162543  , -60681.6    , array([ 7.11632    ,  12.0016    ,  3.35088e-57,  5.34697e-24,  1.1994     ])
162544  , -60681.6    , array([ 7.12344    ,  12.0016    ,  3.35088e-57,  5.34697e-24,  1.1994     ])
162545  , -60696      , array([ 7.11632    ,  12.0136    ,  3.35088e-57,  5.34697e-24,  1.1994     ])
162546  , -60681.6    , array([ 7.11632    ,  12.0016    ,  3.35423e-57,  5.34697e-24,  1.1994     ])
162547  , -60681.6    , array([ 7.11632    ,  12.0016    ,  3.35088e-57,  5.35232e-24,  1.1994     ])
162548  , -60696.5    , array([ 7.11632    ,  12.0016    ,  3.35088e-57,  5.34697e-24,  1.2006     ])
162549  , -60681.6    , array([ 7.11632    ,  12.0016    ,  3.35088e-57,  5.34697e-24,  1.1994     ])
162550  , -44829.7    , array([ 7.12407    ,  5.93688    ,  3.35088e-57,  5.34697e-24,  0.581273   ])
162551  , -44829.7    , array([ 7.12407    ,  5.93688    ,  3.35088e-57,  5.34697e-24,  0.581273   ])
162552  , -44837.5    , array([ 7.1312     ,  5.93688    ,  3.35088e-57,  5.34697e-24,  0.581273   ])
162553  , -44847.1    , array([ 7.12407    ,  5.94282    ,  3.35088e-57,  5.34697e-24,  0.581273   ])
162554  , -44829.7    , array([ 7.12407    ,  5.93688    ,  3.35423e-57,  5.34697e-24,  0.581273   ])
162555  , -44829.7    , array([ 7.12407    ,  5.93688    ,  3.35088e-57,  5.35232e-24,  0.581273   ])
162556  , -44829.3    , array([ 7.12407    ,  5.93688    ,  3.35088e-57,  5.34697e-24,  0.581854   ])
162557  , -17859.2    , array([ 4.409      ,  1.15483    ,  3.35088e-57,  5.34697e-24,  0.330939   ])
162558  , -17859.2    , array([ 4.409      ,  1.15483    ,  3.35088e-57,  5.34697e-24,  0.330939   ])
162559  , -17861      , array([ 4.41341    ,  1.15483    ,  3.35088e-57,  5.34697e-24,  0.330939   ])
162560  , -17866.5    , array([ 4.409      ,  1.15598    ,  3.35088e-57,  5.34697e-24,  0.330939   ])
162561  , -17859.2    , array([ 4.409      ,  1.15483    ,  3.35423e-57,  5.34697e-24,  0.330939   ])
162562  , -17859.2    , array([ 4.409      ,  1.15483    ,  3.35088e-57,  5.35232e-24,  0.330939   ])
162563  , -17867.6    , array([ 4.409      ,  1.15483    ,  3.35088e-57,  5.34697e-24,  0.33127    ])
162571  , -17854.3    , array([ 4.40412    ,  1.15506    ,  3.35088e-57,  5.34697e-24,  0.330763   ])
162572  , -17854.3    , array([ 4.40412    ,  1.15506    ,  3.35088e-57,  5.34697e-24,  0.330763   ])
162573  , -17856.1    , array([ 4.40853    ,  1.15506    ,  3.35088e-57,  5.34697e-24,  0.330763   ])
162574  , -17861.6    , array([ 4.40412    ,  1.15622    ,  3.35088e-57,  5.34697e-24,  0.330763   ])
162575  , -17854.3    , array([ 4.40412    ,  1.15506    ,  3.35423e-57,  5.34697e-24,  0.330763   ])
162576  , -17854.3    , array([ 4.40412    ,  1.15506    ,  3.35088e-57,  5.35232e-24,  0.330763   ])
162577  , -17862.7    , array([ 4.40412    ,  1.15506    ,  3.35088e-57,  5.34697e-24,  0.331094   ])
162578  , -17082.2    , array([ 3.15682    ,  1.22755    ,  3.35088e-57,  5.34697e-24,  0.281898   ])
162579  , -17082.2    , array([ 3.15682    ,  1.22755    ,  3.35088e-57,  5.34697e-24,  0.281898   ])
162580  , -17082.6    , array([ 3.15998    ,  1.22755    ,  3.35088e-57,  5.34697e-24,  0.281898   ])
162581  , -17092.9    , array([ 3.15682    ,  1.22878    ,  3.35088e-57,  5.34697e-24,  0.281898   ])
162582  , -17082.2    , array([ 3.15682    ,  1.22755    ,  3.35423e-57,  5.34697e-24,  0.281898   ])
162583  , -17082.2    , array([ 3.15682    ,  1.22755    ,  3.35088e-57,  5.35232e-24,  0.281898   ])
162584  , -17086      , array([ 3.15682    ,  1.22755    ,  3.35088e-57,  5.34697e-24,  0.28218    ])
162585  , -15560.7    , array([ 3.00305    ,  1.09046    ,  3.35088e-57,  5.34697e-24,  0.26176    ])
162586  , -15560.7    , array([ 3.00305    ,  1.09046    ,  3.35088e-57,  5.34697e-24,  0.26176    ])
162587  , -15561      , array([ 3.00606    ,  1.09046    ,  3.35088e-57,  5.34697e-24,  0.26176    ])
162588  , -15570.7    , array([ 3.00305    ,  1.09155    ,  3.35088e-57,  5.34697e-24,  0.26176    ])
162589  , -15560.7    , array([ 3.00305    ,  1.09046    ,  3.35423e-57,  5.34697e-24,  0.26176    ])
162590  , -15560.7    , array([ 3.00305    ,  1.09046    ,  3.35088e-57,  5.35232e-24,  0.26176    ])
162591  , -15564.6    , array([ 3.00305    ,  1.09046    ,  3.35088e-57,  5.34697e-24,  0.262022   ])
162592  , -10424.7    , array([ 2.4593     ,  0.67903    ,  3.35088e-57,  5.34697e-24,  0.194604   ])
162593  , -10424.7    , array([ 2.4593     ,  0.67903    ,  3.35088e-57,  5.34697e-24,  0.194604   ])
162594  , -10424.2    , array([ 2.46176    ,  0.67903    ,  3.35088e-57,  5.34697e-24,  0.194604   ])
162595  , -10431.3    , array([ 2.4593     ,  0.679709   ,  3.35088e-57,  5.34697e-24,  0.194604   ])
162596  , -10424.7    , array([ 2.4593     ,  0.67903    ,  3.35423e-57,  5.34697e-24,  0.194604   ])
162597  , -10424.7    , array([ 2.4593     ,  0.67903    ,  3.35088e-57,  5.35232e-24,  0.194604   ])
162598  , -10429.2    , array([ 2.4593     ,  0.67903    ,  3.35088e-57,  5.34697e-24,  0.194799   ])
162599  , -3566.28    , array([ 1.56514    ,  0.167973   ,  3.35088e-57,  5.34697e-24,  0.0739111  ])
162600  , -3566.28    , array([ 1.56514    ,  0.167973   ,  3.35088e-57,  5.34697e-24,  0.0739111  ])
162601  , -3565.51    , array([ 1.56671    ,  0.167973   ,  3.35088e-57,  5.34697e-24,  0.0739111  ])
162602  , -3561.1     , array([ 1.56514    ,  0.168141   ,  3.35088e-57,  5.34697e-24,  0.0739111  ])
162603  , -3566.28    , array([ 1.56514    ,  0.167973   ,  3.35423e-57,  5.34697e-24,  0.0739111  ])
162604  , -3566.28    , array([ 1.56514    ,  0.167973   ,  3.35088e-57,  5.35232e-24,  0.0739111  ])
162605  , -3574.89    , array([ 1.56514    ,  0.167973   ,  3.35088e-57,  5.34697e-24,  0.073985   ])
162606  , -2263.21    , array([ 1.16171    ,  0.137946   ,  3.35088e-57,  5.34697e-24,  0.0494437  ])
162607  , -2263.21    , array([ 1.16171    ,  0.137946   ,  3.35088e-57,  5.34697e-24,  0.0494437  ])
162608  , -2262.25    , array([ 1.16287    ,  0.137946   ,  3.35088e-57,  5.34697e-24,  0.0494437  ])
162609  , -2263.52    , array([ 1.16171    ,  0.138084   ,  3.35088e-57,  5.34697e-24,  0.0494437  ])
162610  , -2263.21    , array([ 1.16171    ,  0.137946   ,  3.35423e-57,  5.34697e-24,  0.0494437  ])
162611  , -2263.21    , array([ 1.16171    ,  0.137946   ,  3.35088e-57,  5.35232e-24,  0.0494437  ])
162612  , -2264.95    , array([ 1.16171    ,  0.137946   ,  3.35088e-57,  5.34697e-24,  0.0494931  ])
162613  , -1872.47    , array([ 1.06855    ,  0.102106   ,  3.35088e-57,  5.34697e-24,  0.036331   ])
162614  , -1872.47    , array([ 1.06855    ,  0.102106   ,  3.35088e-57,  5.34697e-24,  0.036331   ])
162615  , -1871.81    , array([ 1.06962    ,  0.102106   ,  3.35088e-57,  5.34697e-24,  0.036331   ])
162616  , -1872.78    , array([ 1.06855    ,  0.102208   ,  3.35088e-57,  5.34697e-24,  0.036331   ])
162617  , -1872.47    , array([ 1.06855    ,  0.102106   ,  3.35423e-57,  5.34697e-24,  0.036331   ])
162618  , -1872.47    , array([ 1.06855    ,  0.102106   ,  3.35088e-57,  5.35232e-24,  0.036331   ])
162619  , -1873.21    , array([ 1.06855    ,  0.102106   ,  3.35088e-57,  5.34697e-24,  0.0363674  ])
162620  , -1702.92    , array([ 1.04108    ,  0.0771428  ,  3.35088e-57,  5.34697e-24,  0.0276719  ])
162621  , -1702.92    , array([ 1.04108    ,  0.0771428  ,  3.35088e-57,  5.34697e-24,  0.0276719  ])
162622  , -1702.53    , array([ 1.04213    ,  0.0771428  ,  3.35088e-57,  5.34697e-24,  0.0276719  ])
162623  , -1702.84    , array([ 1.04108    ,  0.07722    ,  3.35088e-57,  5.34697e-24,  0.0276719  ])
162624  , -1702.92    , array([ 1.04108    ,  0.0771428  ,  3.35423e-57,  5.34697e-24,  0.0276719  ])
162625  , -1702.92    , array([ 1.04108    ,  0.0771428  ,  3.35088e-57,  5.35232e-24,  0.0276719  ])
162626  , -1703.4     , array([ 1.04108    ,  0.0771428  ,  3.35088e-57,  5.34697e-24,  0.0276996  ])
162627  , -1666.77    , array([ 1.05568    ,  0.067155   ,  3.35088e-57,  5.34697e-24,  0.0240557  ])
162628  , -1666.77    , array([ 1.05568    ,  0.067155   ,  3.35088e-57,  5.34697e-24,  0.0240557  ])
162629  , -1666.52    , array([ 1.05674    ,  0.067155   ,  3.35088e-57,  5.34697e-24,  0.0240557  ])
162630  , -1666.65    , array([ 1.05568    ,  0.0672222  ,  3.35088e-57,  5.34697e-24,  0.0240557  ])
162631  , -1666.77    , array([ 1.05568    ,  0.067155   ,  3.35423e-57,  5.34697e-24,  0.0240557  ])
162632  , -1666.77    , array([ 1.05568    ,  0.067155   ,  3.35088e-57,  5.35232e-24,  0.0240557  ])
162633  , -1667.02    , array([ 1.05568    ,  0.067155   ,  3.35088e-57,  5.34697e-24,  0.0240798  ])
162634  , -1656.35    , array([ 1.09406    ,  0.0630022  ,  3.35088e-57,  5.34697e-24,  0.0225233  ])
162635  , -1656.35    , array([ 1.09406    ,  0.0630022  ,  3.35088e-57,  5.34697e-24,  0.0225233  ])
162636  , -1656.18    , array([ 1.09515    ,  0.0630022  ,  3.35088e-57,  5.34697e-24,  0.0225233  ])
162637  , -1656.26    , array([ 1.09406    ,  0.0630653  ,  3.35088e-57,  5.34697e-24,  0.0225233  ])
162638  , -1656.35    , array([ 1.09406    ,  0.0630022  ,  3.35423e-57,  5.34697e-24,  0.0225233  ])
162639  , -1656.35    , array([ 1.09406    ,  0.0630022  ,  3.35088e-57,  5.35232e-24,  0.0225233  ])
162640  , -1656.45    , array([ 1.09406    ,  0.0630022  ,  3.35088e-57,  5.34697e-24,  0.0225459  ])
162641  , -1649.53    , array([ 1.15658    ,  0.0615896  ,  3.35088e-57,  5.34697e-24,  0.0220017  ])
162642  , -1649.53    , array([ 1.15658    ,  0.0615896  ,  3.35088e-57,  5.34697e-24,  0.0220017  ])
162643  , -1649.42    , array([ 1.15773    ,  0.0615896  ,  3.35088e-57,  5.34697e-24,  0.0220017  ])
162644  , -1649.47    , array([ 1.15658    ,  0.0616512  ,  3.35088e-57,  5.34697e-24,  0.0220017  ])
162645  , -1649.53    , array([ 1.15658    ,  0.0615896  ,  3.35423e-57,  5.34697e-24,  0.0220017  ])
162646  , -1649.53    , array([ 1.15658    ,  0.0615896  ,  3.35088e-57,  5.35232e-24,  0.0220017  ])
162647  , -1649.55    , array([ 1.15658    ,  0.0615896  ,  3.35088e-57,  5.34697e-24,  0.0220237  ])
162648  , -1641.01    , array([ 1.27485    ,  0.06222    ,  3.35088e-57,  5.34697e-24,  0.0222326  ])
162649  , -1641.01    , array([ 1.27485    ,  0.06222    ,  3.35088e-57,  5.34697e-24,  0.0222326  ])
162650  , -1640.97    , array([ 1.27613    ,  0.06222    ,  3.35088e-57,  5.34697e-24,  0.0222326  ])
162651  , -1640.99    , array([ 1.27485    ,  0.0622822  ,  3.35088e-57,  5.34697e-24,  0.0222326  ])
162652  , -1641.01    , array([ 1.27485    ,  0.06222    ,  3.35423e-57,  5.34697e-24,  0.0222326  ])
162653  , -1641.01    , array([ 1.27485    ,  0.06222    ,  3.35088e-57,  5.35232e-24,  0.0222326  ])
162654  , -1640.97    , array([ 1.27485    ,  0.06222    ,  3.35088e-57,  5.34697e-24,  0.0222549  ])
162655  , -1634.67    , array([ 1.40917    ,  0.0650301  ,  3.35088e-57,  5.34697e-24,  0.0232666  ])
162656  , -1634.67    , array([ 1.40917    ,  0.0650301  ,  3.35088e-57,  5.34697e-24,  0.0232666  ])
162657  , -1634.67    , array([ 1.41058    ,  0.0650301  ,  3.35088e-57,  5.34697e-24,  0.0232666  ])
162658  , -1634.67    , array([ 1.40917    ,  0.0650952  ,  3.35088e-57,  5.34697e-24,  0.0232666  ])
162659  , -1634.67    , array([ 1.40917    ,  0.0650301  ,  3.35423e-57,  5.34697e-24,  0.0232666  ])
162660  , -1634.67    , array([ 1.40917    ,  0.0650301  ,  3.35088e-57,  5.35232e-24,  0.0232666  ])
