Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2088.46	4186.92	1498.15	3521.34	5.4228,0.5808,0.5236,1.4321,30.0
our_model	Round_1_Replicate_2	-2118.04	4246.08	1555.64	3173.95	5.987,0.6715,0.4699,1.2335,30.0
our_model	Round_1_Replicate_3	-1995.27	4000.54	1310.14	5966.05	3.3061,0.2705,0.9088,3.1483,30.0
our_model	Round_1_Replicate_4	-2248.61	4507.22	1797.63	5852.39	3.1429,0.4276,0.8669,1.8977,30.0
our_model	Round_1_Replicate_5	-2023.74	4057.48	1369.65	7298.1	2.6627,0.2458,1.0989,3.429,30.0
our_model	Round_1_Replicate_6	-2425.39	4860.78	2117.19	4945.43	3.618,0.5817,0.7343,1.3681,30.0
our_model	Round_1_Replicate_7	-2458.24	4926.48	2175.72	4663.01	3.8214,0.6305,0.6935,1.2581,30.0
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2841.33	5692.66	2843.42	6209.26	2.7403,0.578,0.94,1.326,30.0
our_model	Round_1_Replicate_2	-2005.26	4020.52	1331.5	6889.88	2.8452,0.2449,1.044,3.4622,30.0
our_model	Round_1_Replicate_3	-1476.4	2962.8	327.78	19684.75	0.9748,0.1522,5.4328,0.7314,0.0702
our_model	Round_1_Replicate_4	-2074.33	4158.66	1469.89	7505.0	2.545,0.2676,1.1196,3.1128,30.0
our_model	Round_1_Replicate_5	-2051.34	4112.68	1425.25	4060.73	4.7454,0.4714,0.6076,1.7765,30.0
our_model	Round_1_Replicate_6	-2167.8	4345.6	1647.86	8117.85	2.3014,0.2833,1.2048,2.8961,30.0
our_model	Round_1_Replicate_7	-1339.81	2689.62	58.26	20030.82	0.9443,0.1141,5.42,1.3335,0.0529
our_model	Round_1_Replicate_8	-1344.21	2698.42	67.8	20127.93	0.9223,0.112,5.5662,1.1483,0.0528
our_model	Round_1_Replicate_9	-2826.51	5663.02	2818.2	5174.37	3.2937,0.6891,0.7824,1.1135,30.0
our_model	Round_1_Replicate_10	-1400.63	2811.26	177.4	19809.66	0.9657,0.1384,5.4102,1.1381,0.0663
our_model	Round_2_Replicate_1	-1313.99	2637.98	6.11	20097.65	0.9631,0.0978,5.2065,2.3209,0.0476
our_model	Round_2_Replicate_2	-1310.97	2631.94	0.09	19994.73	1.0053,0.0994,4.9859,2.5292,0.0497
our_model	Round_2_Replicate_3	-1329.56	2669.12	37.78	20092.2	1.0114,0.083,4.767,3.3038,0.0409
our_model	Round_2_Replicate_4	-1330.6	2671.2	39.61	19999.77	0.9624,0.1151,5.4209,1.5826,0.0555
our_model	Round_2_Replicate_5	-1314.37	2638.74	6.84	19998.19	1.008,0.0941,4.7158,2.7447,0.0462
our_model	Round_2_Replicate_6	-1326.44	2662.88	30.91	19724.17	1.1365,0.1051,4.7282,2.4983,0.0529
our_model	Round_2_Replicate_7	-1335.96	2681.92	49.53	19796.17	1.0299,0.1206,5.0743,1.8337,0.0606
our_model	Round_2_Replicate_8	-1313.07	2636.14	4.26	19974.31	0.9956,0.1056,5.0752,2.3551,0.0536
our_model	Round_2_Replicate_9	-1339.26	2688.52	55.95	19846.69	1.0027,0.1164,4.8293,2.4231,0.0633
our_model	Round_2_Replicate_10	-1315.71	2641.42	9.63	19949.5	1.0262,0.1024,5.0326,1.9652,0.049
our_model	Round_2_Replicate_11	-1311.55	2633.1	1.24	19973.14	1.0032,0.1029,5.0202,2.3645,0.0512
our_model	Round_2_Replicate_12	-1319.97	2649.94	18.02	19800.04	1.0622,0.1094,4.7747,2.0267,0.0534
our_model	Round_2_Replicate_13	-1322.34	2654.68	22.82	19853.71	1.0359,0.1126,5.0752,1.9146,0.0556
our_model	Round_2_Replicate_14	-1315.0	2640.0	8.18	20027.27	1.0116,0.092,4.8446,2.8187,0.0455
our_model	Round_2_Replicate_15	-1312.3	2634.6	2.75	20029.7	1.0054,0.0955,5.0125,2.6367,0.0475
our_model	Round_2_Replicate_16	-1326.78	2663.56	31.91	19941.62	0.9918,0.114,5.2991,1.6778,0.0551
our_model	Round_2_Replicate_17	-1310.94	2631.88	0.01	20002.66	0.9997,0.0997,4.9975,2.5148,0.0498
our_model	Round_2_Replicate_18	-1318.49	2646.98	15.07	19789.27	1.0711,0.1066,4.6346,2.2619,0.0523
our_model	Round_2_Replicate_19	-1314.37	2638.74	6.87	19907.28	1.0223,0.1066,4.9321,2.1154,0.0527
our_model	Round_2_Replicate_20	-1311.24	2632.48	0.62	19967.71	1.0062,0.1019,4.9431,2.4193,0.0508
