137918  , -77110.8    , array([ 0.0308233  ,  2.25907    ,  1.41614e-42,  4.64545e-20,  7.766e-05  ])
137919  , -77112.6    , array([ 0.0308541  ,  2.25907    ,  1.41614e-42,  4.64545e-20,  7.766e-05  ])
137920  , -77110.8    , array([ 0.0308233  ,  2.26133    ,  1.41614e-42,  4.64545e-20,  7.766e-05  ])
137921  , -77110.8    , array([ 0.0308233  ,  2.25907    ,  1.41756e-42,  4.64545e-20,  7.766e-05  ])
137922  , -77110.8    , array([ 0.0308233  ,  2.25907    ,  1.41614e-42,  4.6501e-20 ,  7.766e-05  ])
137923  , -77108.9    , array([ 0.0308233  ,  2.25907    ,  1.41614e-42,  4.64545e-20,  7.77377e-05])
137924  , -77110.8    , array([ 0.0308233  ,  2.25907    ,  1.41614e-42,  4.64545e-20,  7.766e-05  ])
137925  , -71800.8    , array([ 0.0152155  ,  2.22606    ,  1.41614e-42,  4.64545e-20,  0.000159891])
137926  , -71800.8    , array([ 0.0152155  ,  2.22606    ,  1.41614e-42,  4.64545e-20,  0.000159891])
137927  , -71807      , array([ 0.0152307  ,  2.22606    ,  1.41614e-42,  4.64545e-20,  0.000159891])
137928  , -71800.9    , array([ 0.0152155  ,  2.22828    ,  1.41614e-42,  4.64545e-20,  0.000159891])
137929  , -71800.8    , array([ 0.0152155  ,  2.22606    ,  1.41756e-42,  4.64545e-20,  0.000159891])
137930  , -71800.8    , array([ 0.0152155  ,  2.22606    ,  1.41614e-42,  4.6501e-20 ,  0.000159891])
137931  , -71794.6    , array([ 0.0152155  ,  2.22606    ,  1.41614e-42,  4.64545e-20,  0.000160051])
137939  , -71798.7    , array([ 0.0152129  ,  2.22605    ,  1.41614e-42,  4.64545e-20,  0.000159918])
137940  , -71798.7    , array([ 0.0152129  ,  2.22605    ,  1.41614e-42,  4.64545e-20,  0.000159918])
137941  , -71804.9    , array([ 0.0152281  ,  2.22605    ,  1.41614e-42,  4.64545e-20,  0.000159918])
137942  , -71798.8    , array([ 0.0152129  ,  2.22828    ,  1.41614e-42,  4.64545e-20,  0.000159918])
137943  , -71798.7    , array([ 0.0152129  ,  2.22605    ,  1.41756e-42,  4.64545e-20,  0.000159918])
137944  , -71798.7    , array([ 0.0152129  ,  2.22605    ,  1.41614e-42,  4.6501e-20 ,  0.000159918])
137945  , -71792.5    , array([ 0.0152129  ,  2.22605    ,  1.41614e-42,  4.64545e-20,  0.000160078])
137946  , -71796.6    , array([ 0.0152104  ,  2.22604    ,  1.41614e-42,  4.64545e-20,  0.000159946])
137947  , -71796.6    , array([ 0.0152104  ,  2.22604    ,  1.41614e-42,  4.64545e-20,  0.000159946])
137948  , -71802.8    , array([ 0.0152256  ,  2.22604    ,  1.41614e-42,  4.64545e-20,  0.000159946])
137949  , -71796.7    , array([ 0.0152104  ,  2.22827    ,  1.41614e-42,  4.64545e-20,  0.000159946])
137950  , -71796.6    , array([ 0.0152104  ,  2.22604    ,  1.41756e-42,  4.64545e-20,  0.000159946])
137951  , -71796.6    , array([ 0.0152104  ,  2.22604    ,  1.41614e-42,  4.6501e-20 ,  0.000159946])
137952  , -71790.4    , array([ 0.0152104  ,  2.22604    ,  1.41614e-42,  4.64545e-20,  0.000160106])
137953  , -60765.4    , array([ 0.00370701 ,  2.16146    ,  1.41614e-42,  4.64545e-20,  0.000677879])
137954  , -60765.4    , array([ 0.00370701 ,  2.16146    ,  1.41614e-42,  4.64545e-20,  0.000677879])
137955  , -60745.3    , array([ 0.00371072 ,  2.16146    ,  1.41614e-42,  4.64545e-20,  0.000677879])
137956  , -60765.5    , array([ 0.00370701 ,  2.16362    ,  1.41614e-42,  4.64545e-20,  0.000677879])
137957  , -60765.4    , array([ 0.00370701 ,  2.16146    ,  1.41756e-42,  4.64545e-20,  0.000677879])
137958  , -60765.4    , array([ 0.00370701 ,  2.16146    ,  1.41614e-42,  4.6501e-20 ,  0.000677879])
137959  , -60785      , array([ 0.00370701 ,  2.16146    ,  1.41614e-42,  4.64545e-20,  0.000678557])
137960  , -66597.7    , array([ 0.0108776  ,  2.21053    ,  1.41614e-42,  4.64545e-20,  0.000225381])
137961  , -66597.7    , array([ 0.0108776  ,  2.21053    ,  1.41614e-42,  4.64545e-20,  0.000225381])
137962  , -66606.7    , array([ 0.0108885  ,  2.21053    ,  1.41614e-42,  4.64545e-20,  0.000225381])
137963  , -66597.8    , array([ 0.0108776  ,  2.21274    ,  1.41614e-42,  4.64545e-20,  0.000225381])
137964  , -66597.7    , array([ 0.0108776  ,  2.21053    ,  1.41756e-42,  4.64545e-20,  0.000225381])
137965  , -66597.7    , array([ 0.0108776  ,  2.21053    ,  1.41614e-42,  4.6501e-20 ,  0.000225381])
137966  , -66588.6    , array([ 0.0108776  ,  2.21053    ,  1.41614e-42,  4.64545e-20,  0.000225607])
