122219  , -5866.61    , array([ 0.317276   ,  0.0304967  ,  3.9155e-47 ,  8.01089e-38,  0.00630201 ])
122220  , -5866.59    , array([ 0.317594   ,  0.0304967  ,  3.9155e-47 ,  8.01089e-38,  0.00630201 ])
122221  , -5880.04    , array([ 0.317276   ,  0.0305272  ,  3.9155e-47 ,  8.01089e-38,  0.00630201 ])
122222  , -5866.61    , array([ 0.317276   ,  0.0304967  ,  3.91942e-47,  8.01089e-38,  0.00630201 ])
122223  , -5866.61    , array([ 0.317276   ,  0.0304967  ,  3.9155e-47 ,  8.01891e-38,  0.00630201 ])
122224  , -5852.97    , array([ 0.317276   ,  0.0304967  ,  3.9155e-47 ,  8.01089e-38,  0.00630831 ])
122225  , -5866.61    , array([ 0.317276   ,  0.0304967  ,  3.9155e-47 ,  8.01089e-38,  0.00630201 ])
122226  , -15667.7    , array([ 0.317628   ,  0.0150119  ,  3.9155e-47 ,  8.01089e-38,  0.0129411  ])
122227  , -15667.7    , array([ 0.317628   ,  0.0150119  ,  3.9155e-47 ,  8.01089e-38,  0.0129411  ])
122228  , -15666.6    , array([ 0.317946   ,  0.0150119  ,  3.9155e-47 ,  8.01089e-38,  0.0129411  ])
122229  , -15636.9    , array([ 0.317628   ,  0.0150269  ,  3.9155e-47 ,  8.01089e-38,  0.0129411  ])
122230  , -15667.7    , array([ 0.317628   ,  0.0150119  ,  3.91942e-47,  8.01089e-38,  0.0129411  ])
122231  , -15667.7    , array([ 0.317628   ,  0.0150119  ,  3.9155e-47 ,  8.01891e-38,  0.0129411  ])
122232  , -15698.3    , array([ 0.317628   ,  0.0150119  ,  3.9155e-47 ,  8.01089e-38,  0.012954   ])
122233  , -2214.58    , array([ 0.317398   ,  0.0238702  ,  3.9155e-47 ,  8.01089e-38,  0.0080815  ])
122234  , -2214.58    , array([ 0.317398   ,  0.0238702  ,  3.9155e-47 ,  8.01089e-38,  0.0080815  ])
122235  , -2213.92    , array([ 0.317715   ,  0.0238702  ,  3.9155e-47 ,  8.01089e-38,  0.0080815  ])
122236  , -2215.35    , array([ 0.317398   ,  0.023894   ,  3.9155e-47 ,  8.01089e-38,  0.0080815  ])
122237  , -2214.58    , array([ 0.317398   ,  0.0238702  ,  3.91942e-47,  8.01089e-38,  0.0080815  ])
122238  , -2214.58    , array([ 0.317398   ,  0.0238702  ,  3.9155e-47 ,  8.01891e-38,  0.0080815  ])
122239  , -2214.03    , array([ 0.317398   ,  0.0238702  ,  3.9155e-47 ,  8.01089e-38,  0.00808959 ])
122247  , -2214.49    , array([ 0.317437   ,  0.0238696  ,  3.9155e-47 ,  8.01089e-38,  0.00808136 ])
122248  , -2214.49    , array([ 0.317437   ,  0.0238696  ,  3.9155e-47 ,  8.01089e-38,  0.00808136 ])
122249  , -2213.83    , array([ 0.317755   ,  0.0238696  ,  3.9155e-47 ,  8.01089e-38,  0.00808136 ])
122250  , -2215.26    , array([ 0.317437   ,  0.0238935  ,  3.9155e-47 ,  8.01089e-38,  0.00808136 ])
122251  , -2214.49    , array([ 0.317437   ,  0.0238696  ,  3.91942e-47,  8.01089e-38,  0.00808136 ])
122252  , -2214.49    , array([ 0.317437   ,  0.0238696  ,  3.9155e-47 ,  8.01891e-38,  0.00808136 ])
122253  , -2213.94    , array([ 0.317437   ,  0.0238696  ,  3.9155e-47 ,  8.01089e-38,  0.00808945 ])
122254  , -2067.65    , array([ 0.444581   ,  0.0223548  ,  3.9155e-47 ,  8.01089e-38,  0.00771058 ])
122255  , -2067.65    , array([ 0.444581   ,  0.0223548  ,  3.9155e-47 ,  8.01089e-38,  0.00771058 ])
122256  , -2067.43    , array([ 0.445026   ,  0.0223548  ,  3.9155e-47 ,  8.01089e-38,  0.00771058 ])
122257  , -2067.92    , array([ 0.444581   ,  0.0223771  ,  3.9155e-47 ,  8.01089e-38,  0.00771058 ])
122258  , -2067.65    , array([ 0.444581   ,  0.0223548  ,  3.91942e-47,  8.01089e-38,  0.00771058 ])
122259  , -2067.65    , array([ 0.444581   ,  0.0223548  ,  3.9155e-47 ,  8.01891e-38,  0.00771058 ])
122260  , -2067.18    , array([ 0.444581   ,  0.0223548  ,  3.9155e-47 ,  8.01089e-38,  0.0077183  ])
122261  , -1738.99    , array([ 0.876776   ,  0.0472116  ,  3.9155e-47 ,  8.01089e-38,  0.0164416  ])
122262  , -1738.99    , array([ 0.876776   ,  0.0472116  ,  3.9155e-47 ,  8.01089e-38,  0.0164416  ])
122263  , -1738.82    , array([ 0.877654   ,  0.0472116  ,  3.9155e-47 ,  8.01089e-38,  0.0164416  ])
122264  , -1739.45    , array([ 0.876776   ,  0.0472588  ,  3.9155e-47 ,  8.01089e-38,  0.0164416  ])
122265  , -1738.99    , array([ 0.876776   ,  0.0472116  ,  3.91942e-47,  8.01089e-38,  0.0164416  ])
122266  , -1738.99    , array([ 0.876776   ,  0.0472116  ,  3.9155e-47 ,  8.01891e-38,  0.0164416  ])
122267  , -1738.35    , array([ 0.876776   ,  0.0472116  ,  3.9155e-47 ,  8.01089e-38,  0.016458   ])
122268  , -5524.6     , array([ 4.75617    ,  0.312517   ,  3.9155e-47 ,  8.01089e-38,  0.11408    ])
122269  , -5524.6     , array([ 4.75617    ,  0.312517   ,  3.9155e-47 ,  8.01089e-38,  0.11408    ])
122270  , -5525.7     , array([ 4.76093    ,  0.312517   ,  3.9155e-47 ,  8.01089e-38,  0.11408    ])
122271  , -5525.86    , array([ 4.75617    ,  0.312829   ,  3.9155e-47 ,  8.01089e-38,  0.11408    ])
