31516   , -79089.4    , array([ 1.6207     ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31517   , -79089.4    , array([ 1.6207     ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31518   , -79089.4    , array([ 2.6207     ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31519   , -79089.4    , array([ 4.23874    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31520   , -79089.4    , array([ 2.6207     ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31521   , -79089.4    , array([ 3.23874    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31522   , -79089.4    , array([ 3.6207     ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31523   , -79089.4    , array([ 3.85677    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31524   , -79089.4    , array([ 4.00267    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31525   , -79089.4    , array([ 4.09284    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31526   , -79089.4    , array([ 4.14857    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31527   , -79089.4    , array([ 4.18301    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31528   , -79089.4    , array([ 4.20863    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31529   , -79089.4    , array([ 4.20863    ,  1.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31530   , -79089.4    , array([ 4.20863    ,  2.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31531   , -79089.4    , array([ 4.20863    ,  3.68924    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31532   , -79089.4    , array([ 4.20863    ,  2.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31533   , -79089.4    , array([ 4.20863    ,  2.68924    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31534   , -79089.4    , array([ 4.20863    ,  3.07121    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31535   , -79089.4    , array([ 4.20863    ,  3.30728    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31536   , -79089.4    , array([ 4.20863    ,  3.45317    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31537   , -79089.4    , array([ 4.20863    ,  3.54334    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31538   , -79089.4    , array([ 4.20863    ,  3.59907    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31539   , -79089.4    , array([ 4.20863    ,  3.63351    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31540   , -79089.4    , array([ 4.20863    ,  3.65914    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31541   , -79089.4    , array([ 4.20863    ,  3.65914    ,  2.03728e-20,  1.15046e-18,  7.79583e-55])
31542   , -79089.4    , array([ 4.20863    ,  3.65914    ,  1          ,  1.15046e-18,  7.79583e-55])
31543   , -79089.4    , array([ 4.20863    ,  3.65914    ,  2.61803    ,  1.15046e-18,  7.79583e-55])
31544   , -79089.4    , array([ 4.20863    ,  3.65914    ,  1          ,  1.15046e-18,  7.79583e-55])
