12849   , -2336.8     , array([ 0.0180203  ,  2.96979    ,  1.10562e-11,  2.7588e-16 ])
12850   , -2336.8     , array([ 0.0180383  ,  2.96979    ,  1.10562e-11,  2.7588e-16 ])
12851   , -2336.8     , array([ 0.0180203  ,  2.97277    ,  1.10562e-11,  2.7588e-16 ])
12852   , -2336.8     , array([ 0.0180203  ,  2.96979    ,  1.10673e-11,  2.7588e-16 ])
12853   , -2336.8     , array([ 0.0180203  ,  2.96979    ,  1.10562e-11,  2.76156e-16])
12854   , -2336.8     , array([ 0.0180203  ,  2.96979    ,  1.10562e-11,  2.7588e-16 ])
12855   , -2336.8     , array([ 0.0180201  ,  2.96979    ,  1.10563e-11,  2.7588e-16 ])
12856   , -2336.8     , array([ 0.0180201  ,  2.96979    ,  1.10563e-11,  2.7588e-16 ])
12857   , -2336.8     , array([ 0.0180381  ,  2.96979    ,  1.10563e-11,  2.7588e-16 ])
12858   , -2336.8     , array([ 0.0180201  ,  2.97277    ,  1.10563e-11,  2.7588e-16 ])
12859   , -2336.8     , array([ 0.0180201  ,  2.96979    ,  1.10674e-11,  2.7588e-16 ])
12860   , -2336.8     , array([ 0.0180201  ,  2.96979    ,  1.10563e-11,  2.76156e-16])
12861   , -2336.8     , array([ 0.0180193  ,  2.96979    ,  1.10569e-11,  2.7588e-16 ])
12862   , -2336.8     , array([ 0.0180193  ,  2.96979    ,  1.10569e-11,  2.7588e-16 ])
12863   , -2336.8     , array([ 0.0180373  ,  2.96979    ,  1.10569e-11,  2.7588e-16 ])
12864   , -2336.8     , array([ 0.0180193  ,  2.97277    ,  1.10569e-11,  2.7588e-16 ])
12865   , -2336.8     , array([ 0.0180193  ,  2.96979    ,  1.10679e-11,  2.7588e-16 ])
12866   , -2336.8     , array([ 0.0180193  ,  2.96979    ,  1.10569e-11,  2.76156e-16])
12867   , -2336.8     , array([ 0.0180159  ,  2.96979    ,  1.10589e-11,  2.7588e-16 ])
12868   , -2336.8     , array([ 0.0180159  ,  2.96979    ,  1.10589e-11,  2.7588e-16 ])
12869   , -2336.8     , array([ 0.0180339  ,  2.96979    ,  1.10589e-11,  2.7588e-16 ])
12870   , -2336.8     , array([ 0.0180159  ,  2.97277    ,  1.10589e-11,  2.7588e-16 ])
12871   , -2336.8     , array([ 0.0180159  ,  2.96979    ,  1.107e-11  ,  2.7588e-16 ])
12872   , -2336.8     , array([ 0.0180159  ,  2.96979    ,  1.10589e-11,  2.76156e-16])
12873   , -2336.8     , array([ 0.0180023  ,  2.96979    ,  1.10671e-11,  2.7588e-16 ])
12874   , -2336.8     , array([ 0.0180023  ,  2.96979    ,  1.10671e-11,  2.7588e-16 ])
12875   , -2336.8     , array([ 0.0180203  ,  2.96979    ,  1.10671e-11,  2.7588e-16 ])
12876   , -2336.8     , array([ 0.0180023  ,  2.97277    ,  1.10671e-11,  2.7588e-16 ])
12877   , -2336.8     , array([ 0.0180023  ,  2.96979    ,  1.10782e-11,  2.7588e-16 ])
12878   , -2336.8     , array([ 0.0180023  ,  2.96979    ,  1.10671e-11,  2.76156e-16])
12879   , -2336.8     , array([ 0.0179481  ,  2.96979    ,  1.11e-11   ,  2.7588e-16 ])
12880   , -2336.8     , array([ 0.0179481  ,  2.96979    ,  1.11e-11   ,  2.7588e-16 ])
12881   , -2336.8     , array([ 0.0179661  ,  2.96979    ,  1.11e-11   ,  2.7588e-16 ])
12882   , -2336.8     , array([ 0.0179481  ,  2.97277    ,  1.11e-11   ,  2.7588e-16 ])
12883   , -2336.8     , array([ 0.0179481  ,  2.96979    ,  1.11111e-11,  2.7588e-16 ])
12884   , -2336.8     , array([ 0.0179481  ,  2.96979    ,  1.11e-11   ,  2.76156e-16])
12885   , -2336.8     , array([ 0.017733   ,  2.96979    ,  1.12324e-11,  2.7588e-16 ])
12886   , -2336.8     , array([ 0.017733   ,  2.96979    ,  1.12324e-11,  2.7588e-16 ])
12887   , -2336.8     , array([ 0.0177507  ,  2.96979    ,  1.12324e-11,  2.7588e-16 ])
12888   , -2336.8     , array([ 0.017733   ,  2.97277    ,  1.12324e-11,  2.7588e-16 ])
12889   , -2336.8     , array([ 0.017733   ,  2.96979    ,  1.12436e-11,  2.7588e-16 ])
12890   , -2336.8     , array([ 0.017733   ,  2.96979    ,  1.12324e-11,  2.76156e-16])
12891   , -2336.8     , array([ 0.0168979  ,  2.96979    ,  1.1778e-11 ,  2.7588e-16 ])
12892   , -2336.8     , array([ 0.0168979  ,  2.96979    ,  1.1778e-11 ,  2.7588e-16 ])
