236071  , -221347     , array([ 0.00225458 ,  0.0912437  ,  2.21393e-10,  7.15337e-65,  0.00503122 ])
236072  , -221201     , array([ 0.00225684 ,  0.0912437  ,  2.21393e-10,  7.15337e-65,  0.00503122 ])
236073  , -221361     , array([ 0.00225458 ,  0.091335   ,  2.21393e-10,  7.15337e-65,  0.00503122 ])
236074  , -221347     , array([ 0.00225458 ,  0.0912437  ,  2.21614e-10,  7.15337e-65,  0.00503122 ])
236075  , -221347     , array([ 0.00225458 ,  0.0912437  ,  2.21393e-10,  7.16053e-65,  0.00503122 ])
236076  , -221467     , array([ 0.00225458 ,  0.0912437  ,  2.21393e-10,  7.15337e-65,  0.00503625 ])
236077  , -221347     , array([ 0.00225458 ,  0.0912437  ,  2.21393e-10,  7.15337e-65,  0.00503122 ])
236078  , -92613.1    , array([ 0.00490692 ,  0.084588   ,  2.21393e-10,  7.15337e-65,  0.00265298 ])
236079  , -92613.1    , array([ 0.00490692 ,  0.084588   ,  2.21393e-10,  7.15337e-65,  0.00265298 ])
236080  , -92548.8    , array([ 0.00491183 ,  0.084588   ,  2.21393e-10,  7.15337e-65,  0.00265298 ])
236081  , -92623.4    , array([ 0.00490692 ,  0.0846726  ,  2.21393e-10,  7.15337e-65,  0.00265298 ])
236082  , -92613.1    , array([ 0.00490692 ,  0.084588   ,  2.21614e-10,  7.15337e-65,  0.00265298 ])
236083  , -92613.1    , array([ 0.00490692 ,  0.084588   ,  2.21393e-10,  7.16053e-65,  0.00265298 ])
236084  , -92664.5    , array([ 0.00490692 ,  0.084588   ,  2.21393e-10,  7.15337e-65,  0.00265563 ])
236092  , -92499.2    , array([ 0.00491726 ,  0.0834018  ,  2.21393e-10,  7.15337e-65,  0.00266171 ])
236093  , -92499.2    , array([ 0.00491726 ,  0.0834018  ,  2.21393e-10,  7.15337e-65,  0.00266171 ])
236094  , -92434.9    , array([ 0.00492218 ,  0.0834018  ,  2.21393e-10,  7.15337e-65,  0.00266171 ])
236095  , -92509.7    , array([ 0.00491726 ,  0.0834852  ,  2.21393e-10,  7.15337e-65,  0.00266171 ])
236096  , -92499.2    , array([ 0.00491726 ,  0.0834018  ,  2.21614e-10,  7.15337e-65,  0.00266171 ])
236097  , -92499.2    , array([ 0.00491726 ,  0.0834018  ,  2.21393e-10,  7.16053e-65,  0.00266171 ])
236098  , -92550.5    , array([ 0.00491726 ,  0.0834018  ,  2.21393e-10,  7.15337e-65,  0.00266438 ])
236099  , -92381      , array([ 0.00492781 ,  0.0822111  ,  2.21393e-10,  7.15337e-65,  0.00267064 ])
236100  , -92381      , array([ 0.00492781 ,  0.0822111  ,  2.21393e-10,  7.15337e-65,  0.00267064 ])
236101  , -92316.7    , array([ 0.00493274 ,  0.0822111  ,  2.21393e-10,  7.15337e-65,  0.00267064 ])
236102  , -92391.6    , array([ 0.00492781 ,  0.0822933  ,  2.21393e-10,  7.15337e-65,  0.00267064 ])
236103  , -92381      , array([ 0.00492781 ,  0.0822111  ,  2.21614e-10,  7.15337e-65,  0.00267064 ])
236104  , -92381      , array([ 0.00492781 ,  0.0822111  ,  2.21393e-10,  7.16053e-65,  0.00267064 ])
236105  , -92432.3    , array([ 0.00492781 ,  0.0822111  ,  2.21393e-10,  7.15337e-65,  0.00267331 ])
236113  , -92350.6    , array([ 0.0049305  ,  0.0819105  ,  2.21393e-10,  7.15337e-65,  0.00267292 ])
236114  , -92350.6    , array([ 0.0049305  ,  0.0819105  ,  2.21393e-10,  7.15337e-65,  0.00267292 ])
236115  , -92286.2    , array([ 0.00493543 ,  0.0819105  ,  2.21393e-10,  7.15337e-65,  0.00267292 ])
236116  , -92361.2    , array([ 0.0049305  ,  0.0819925  ,  2.21393e-10,  7.15337e-65,  0.00267292 ])
236117  , -92350.6    , array([ 0.0049305  ,  0.0819105  ,  2.21614e-10,  7.15337e-65,  0.00267292 ])
236118  , -92350.6    , array([ 0.0049305  ,  0.0819105  ,  2.21393e-10,  7.16053e-65,  0.00267292 ])
236119  , -92401.8    , array([ 0.0049305  ,  0.0819105  ,  2.21393e-10,  7.15337e-65,  0.00267559 ])
236120  , -92319.8    , array([ 0.0049332  ,  0.0816097  ,  2.21393e-10,  7.15337e-65,  0.00267521 ])
236121  , -92319.8    , array([ 0.0049332  ,  0.0816097  ,  2.21393e-10,  7.15337e-65,  0.00267521 ])
236122  , -92255.5    , array([ 0.00493814 ,  0.0816097  ,  2.21393e-10,  7.15337e-65,  0.00267521 ])
236123  , -92330.5    , array([ 0.0049332  ,  0.0816914  ,  2.21393e-10,  7.15337e-65,  0.00267521 ])
236124  , -92319.8    , array([ 0.0049332  ,  0.0816097  ,  2.21614e-10,  7.15337e-65,  0.00267521 ])
236125  , -92319.8    , array([ 0.0049332  ,  0.0816097  ,  2.21393e-10,  7.16053e-65,  0.00267521 ])
236126  , -92371      , array([ 0.0049332  ,  0.0816097  ,  2.21393e-10,  7.15337e-65,  0.00267788 ])
236134  , -92312.1    , array([ 0.00493388 ,  0.0815344  ,  2.21393e-10,  7.15337e-65,  0.00267578 ])
236135  , -92312.1    , array([ 0.00493388 ,  0.0815344  ,  2.21393e-10,  7.15337e-65,  0.00267578 ])
236136  , -92247.7    , array([ 0.00493882 ,  0.0815344  ,  2.21393e-10,  7.15337e-65,  0.00267578 ])
236137  , -92322.8    , array([ 0.00493388 ,  0.0816159  ,  2.21393e-10,  7.15337e-65,  0.00267578 ])
