146786  , -246638     , array([ 0.00512442 ,  2.21923    ,  1.88121e-48,  7.47107e-14,  0.0138865  ])
146787  , -246487     , array([ 0.00512955 ,  2.21923    ,  1.88121e-48,  7.47107e-14,  0.0138865  ])
146788  , -246640     , array([ 0.00512442 ,  2.22145    ,  1.88121e-48,  7.47107e-14,  0.0138865  ])
146789  , -246638     , array([ 0.00512442 ,  2.21923    ,  1.8831e-48 ,  7.47107e-14,  0.0138865  ])
146790  , -246638     , array([ 0.00512442 ,  2.21923    ,  1.88121e-48,  7.47855e-14,  0.0138865  ])
146791  , -246765     , array([ 0.00512442 ,  2.21923    ,  1.88121e-48,  7.47107e-14,  0.0139004  ])
146792  , -246638     , array([ 0.00512442 ,  2.21923    ,  1.88121e-48,  7.47107e-14,  0.0138865  ])
146793  , -110971     , array([ 0.0110823  ,  2.1978     ,  1.88121e-48,  7.47107e-14,  0.00723521 ])
146794  , -110971     , array([ 0.0110823  ,  2.1978     ,  1.88121e-48,  7.47107e-14,  0.00723521 ])
146795  , -110902     , array([ 0.0110934  ,  2.1978     ,  1.88121e-48,  7.47107e-14,  0.00723521 ])
146796  , -110972     , array([ 0.0110823  ,  2.2        ,  1.88121e-48,  7.47107e-14,  0.00723521 ])
146797  , -110971     , array([ 0.0110823  ,  2.1978     ,  1.8831e-48 ,  7.47107e-14,  0.00723521 ])
146798  , -110971     , array([ 0.0110823  ,  2.1978     ,  1.88121e-48,  7.47855e-14,  0.00723521 ])
146799  , -111031     , array([ 0.0110823  ,  2.1978     ,  1.88121e-48,  7.47107e-14,  0.00724245 ])
146807  , -110844     , array([ 0.0108022  ,  2.17085    ,  1.88121e-48,  7.47107e-14,  0.0070137  ])
146808  , -110844     , array([ 0.0108022  ,  2.17085    ,  1.88121e-48,  7.47107e-14,  0.0070137  ])
146809  , -110775     , array([ 0.010813   ,  2.17085    ,  1.88121e-48,  7.47107e-14,  0.0070137  ])
146810  , -110845     , array([ 0.0108022  ,  2.17302    ,  1.88121e-48,  7.47107e-14,  0.0070137  ])
146811  , -110844     , array([ 0.0108022  ,  2.17085    ,  1.8831e-48 ,  7.47107e-14,  0.0070137  ])
146812  , -110844     , array([ 0.0108022  ,  2.17085    ,  1.88121e-48,  7.47855e-14,  0.0070137  ])
146813  , -110905     , array([ 0.0108022  ,  2.17085    ,  1.88121e-48,  7.47107e-14,  0.00702071 ])
146814  , -110707     , array([ 0.0105186  ,  2.14318    ,  1.88121e-48,  7.47107e-14,  0.00679066 ])
146815  , -110707     , array([ 0.0105186  ,  2.14318    ,  1.88121e-48,  7.47107e-14,  0.00679066 ])
146816  , -110638     , array([ 0.0105292  ,  2.14318    ,  1.88121e-48,  7.47107e-14,  0.00679066 ])
146817  , -110708     , array([ 0.0105186  ,  2.14533    ,  1.88121e-48,  7.47107e-14,  0.00679066 ])
146818  , -110707     , array([ 0.0105186  ,  2.14318    ,  1.8831e-48 ,  7.47107e-14,  0.00679066 ])
146819  , -110707     , array([ 0.0105186  ,  2.14318    ,  1.88121e-48,  7.47855e-14,  0.00679066 ])
