170400  , -76885.4    , array([ 0.00219035 ,  0.093555   ,  4.34776e-39,  0.00116683 ,  6.0913e-06 ])
170401  , -76887.5    , array([ 0.00219254 ,  0.093555   ,  4.34776e-39,  0.00116683 ,  6.0913e-06 ])
170402  , -76885.5    , array([ 0.00219035 ,  0.0936486  ,  4.34776e-39,  0.00116683 ,  6.0913e-06 ])
170403  , -76885.4    , array([ 0.00219035 ,  0.093555   ,  4.35211e-39,  0.00116683 ,  6.0913e-06 ])
170404  , -76885.4    , array([ 0.00219035 ,  0.093555   ,  4.34776e-39,  0.00116799 ,  6.0913e-06 ])
170405  , -76883.3    , array([ 0.00219035 ,  0.093555   ,  4.34776e-39,  0.00116683 ,  6.0974e-06 ])
170406  , -76885.4    , array([ 0.00219035 ,  0.093555   ,  4.34776e-39,  0.00116683 ,  6.0913e-06 ])
170407  , -71118.8    , array([ 0.00108674 ,  0.0912273  ,  4.34776e-39,  0.00116683 ,  1.25996e-05])
170408  , -71118.8    , array([ 0.00108674 ,  0.0912273  ,  4.34776e-39,  0.00116683 ,  1.25996e-05])
170409  , -71125.3    , array([ 0.00108783 ,  0.0912273  ,  4.34776e-39,  0.00116683 ,  1.25996e-05])
170410  , -71118.9    , array([ 0.00108674 ,  0.0913185  ,  4.34776e-39,  0.00116683 ,  1.25996e-05])
170411  , -71118.8    , array([ 0.00108674 ,  0.0912273  ,  4.35211e-39,  0.00116683 ,  1.25996e-05])
170412  , -71118.8    , array([ 0.00108674 ,  0.0912273  ,  4.34776e-39,  0.00116799 ,  1.25996e-05])
170413  , -71112.1    , array([ 0.00108674 ,  0.0912273  ,  4.34776e-39,  0.00116683 ,  1.26122e-05])
170421  , -71116.4    , array([ 0.00108655 ,  0.0912267  ,  4.34776e-39,  0.00116683 ,  1.26019e-05])
170422  , -71116.4    , array([ 0.00108655 ,  0.0912267  ,  4.34776e-39,  0.00116683 ,  1.26019e-05])
170423  , -71122.9    , array([ 0.00108764 ,  0.0912267  ,  4.34776e-39,  0.00116683 ,  1.26019e-05])
170424  , -71116.5    , array([ 0.00108655 ,  0.0913179  ,  4.34776e-39,  0.00116683 ,  1.26019e-05])
170425  , -71116.4    , array([ 0.00108655 ,  0.0912267  ,  4.35211e-39,  0.00116683 ,  1.26019e-05])
170426  , -71116.4    , array([ 0.00108655 ,  0.0912267  ,  4.34776e-39,  0.00116799 ,  1.26019e-05])
170427  , -71109.7    , array([ 0.00108655 ,  0.0912267  ,  4.34776e-39,  0.00116683 ,  1.26145e-05])
170428  , -71114      , array([ 0.00108636 ,  0.0912261  ,  4.34776e-39,  0.00116683 ,  1.26042e-05])
170429  , -71114      , array([ 0.00108636 ,  0.0912261  ,  4.34776e-39,  0.00116683 ,  1.26042e-05])
170430  , -71120.6    , array([ 0.00108744 ,  0.0912261  ,  4.34776e-39,  0.00116683 ,  1.26042e-05])
170431  , -71114.1    , array([ 0.00108636 ,  0.0913174  ,  4.34776e-39,  0.00116683 ,  1.26042e-05])
170432  , -71114      , array([ 0.00108636 ,  0.0912261  ,  4.35211e-39,  0.00116683 ,  1.26042e-05])
170433  , -71114      , array([ 0.00108636 ,  0.0912261  ,  4.34776e-39,  0.00116799 ,  1.26042e-05])
170434  , -71107.3    , array([ 0.00108636 ,  0.0912261  ,  4.34776e-39,  0.00116683 ,  1.26168e-05])
170442  , -71113.4    , array([ 0.00108631 ,  0.0912259  ,  4.34776e-39,  0.00116683 ,  1.26048e-05])
170443  , -71113.4    , array([ 0.00108631 ,  0.0912259  ,  4.34776e-39,  0.00116683 ,  1.26048e-05])
170444  , -71120      , array([ 0.0010874  ,  0.0912259  ,  4.34776e-39,  0.00116683 ,  1.26048e-05])
170445  , -71113.5    , array([ 0.00108631 ,  0.0913172  ,  4.34776e-39,  0.00116683 ,  1.26048e-05])
170446  , -71113.4    , array([ 0.00108631 ,  0.0912259  ,  4.35211e-39,  0.00116683 ,  1.26048e-05])
170447  , -71113.4    , array([ 0.00108631 ,  0.0912259  ,  4.34776e-39,  0.00116799 ,  1.26048e-05])
170448  , -71106.7    , array([ 0.00108631 ,  0.0912259  ,  4.34776e-39,  0.00116683 ,  1.26174e-05])
170449  , -71112.8    , array([ 0.00108626 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26053e-05])
170450  , -71112.8    , array([ 0.00108626 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26053e-05])
170451  , -71119.4    , array([ 0.00108735 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26053e-05])
170452  , -71112.9    , array([ 0.00108626 ,  0.0913171  ,  4.34776e-39,  0.00116683 ,  1.26053e-05])
170453  , -71112.8    , array([ 0.00108626 ,  0.0912258  ,  4.35211e-39,  0.00116683 ,  1.26053e-05])
170454  , -71112.8    , array([ 0.00108626 ,  0.0912258  ,  4.34776e-39,  0.00116799 ,  1.26053e-05])
170455  , -71106.1    , array([ 0.00108626 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.2618e-05 ])
170463  , -71112.7    , array([ 0.00108625 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26055e-05])
170464  , -71112.7    , array([ 0.00108625 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26055e-05])
170465  , -71119.2    , array([ 0.00108734 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26055e-05])
170466  , -71112.8    , array([ 0.00108625 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26055e-05])
170467  , -71112.7    , array([ 0.00108625 ,  0.0912258  ,  4.35211e-39,  0.00116683 ,  1.26055e-05])
170468  , -71112.7    , array([ 0.00108625 ,  0.0912258  ,  4.34776e-39,  0.00116799 ,  1.26055e-05])
170469  , -71106      , array([ 0.00108625 ,  0.0912258  ,  4.34776e-39,  0.00116683 ,  1.26181e-05])
170470  , -71112.5    , array([ 0.00108624 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26056e-05])
170471  , -71112.5    , array([ 0.00108624 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26056e-05])
170472  , -71119.1    , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26056e-05])
170473  , -71112.6    , array([ 0.00108624 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26056e-05])
170474  , -71112.5    , array([ 0.00108624 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26056e-05])
170475  , -71112.5    , array([ 0.00108624 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26056e-05])
170476  , -71105.8    , array([ 0.00108624 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26182e-05])
170484  , -71112.5    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170485  , -71112.5    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170486  , -71119      , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170487  , -71112.6    , array([ 0.00108623 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170488  , -71112.5    , array([ 0.00108623 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26057e-05])
170489  , -71112.5    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26057e-05])
170490  , -71105.8    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26183e-05])
170491  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170492  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170493  , -71119      , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170494  , -71112.6    , array([ 0.00108623 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170495  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26057e-05])
170496  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26057e-05])
170497  , -71105.7    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26183e-05])
170505  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170506  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170507  , -71119      , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170508  , -71112.6    , array([ 0.00108623 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170509  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26057e-05])
170510  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26057e-05])
170511  , -71105.7    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26183e-05])
170512  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170513  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170514  , -71119      , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170515  , -71112.6    , array([ 0.00108623 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170516  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26057e-05])
170517  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26057e-05])
170518  , -71105.7    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26183e-05])
170526  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170527  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170528  , -71119      , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170529  , -71112.5    , array([ 0.00108623 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170530  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26057e-05])
170531  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26057e-05])
170532  , -71105.7    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26183e-05])
170533  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170534  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170535  , -71119      , array([ 0.00108732 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170536  , -71112.5    , array([ 0.00108623 ,  0.091317   ,  4.34776e-39,  0.00116683 ,  1.26057e-05])
170537  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.35211e-39,  0.00116683 ,  1.26057e-05])
170538  , -71112.4    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116799 ,  1.26057e-05])
170539  , -71105.7    , array([ 0.00108623 ,  0.0912257  ,  4.34776e-39,  0.00116683 ,  1.26183e-05])
170540  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170541  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170542  , -70510.2    , array([ 0.00104073 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170543  , -70503.4    , array([ 0.00103969 ,  0.0911733  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170544  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.35211e-39,  0.00116683 ,  1.31914e-05])
170545  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116799 ,  1.31914e-05])
170546  , -70496.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.32046e-05])
170547  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170548  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170549  , -70510.2    , array([ 0.00104073 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170550  , -70503.4    , array([ 0.00103969 ,  0.0911733  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170551  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.35211e-39,  0.00116683 ,  1.31914e-05])
170552  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116799 ,  1.31914e-05])
170553  , -70496.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.32046e-05])
170554  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170555  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170556  , -70510.2    , array([ 0.00104073 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170557  , -70503.4    , array([ 0.00103969 ,  0.0911733  ,  4.34776e-39,  0.00116683 ,  1.31914e-05])
170558  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.35211e-39,  0.00116683 ,  1.31914e-05])
170559  , -70503.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116799 ,  1.31914e-05])
170560  , -70496.2    , array([ 0.00103969 ,  0.0910822  ,  4.34776e-39,  0.00116683 ,  1.32046e-05])
170561  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170562  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170563  , -70192.7    , array([ 0.00101818 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170564  , -70185.7    , array([ 0.00101717 ,  0.0911016  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170565  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.35211e-39,  0.00116683 ,  1.34944e-05])
170566  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116799 ,  1.34944e-05])
170567  , -70178.2    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.35079e-05])
170568  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170569  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170570  , -70192.7    , array([ 0.00101818 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170571  , -70185.7    , array([ 0.00101717 ,  0.0911016  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170572  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.35211e-39,  0.00116683 ,  1.34944e-05])
170573  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116799 ,  1.34944e-05])
170574  , -70178.2    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.35079e-05])
170575  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170576  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170577  , -70192.7    , array([ 0.00101818 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170578  , -70185.7    , array([ 0.00101717 ,  0.0911016  ,  4.34776e-39,  0.00116683 ,  1.34944e-05])
170579  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.35211e-39,  0.00116683 ,  1.34944e-05])
170580  , -70185.5    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116799 ,  1.34944e-05])
170581  , -70178.2    , array([ 0.00101717 ,  0.0910105  ,  4.34776e-39,  0.00116683 ,  1.35079e-05])
170582  , -70023.4    , array([ 0.00100609 ,  0.0909747  ,  4.34776e-39,  0.00116683 ,  1.36484e-05])
