[000:46:24]	202123.191903	[     0.517,      0.205,     24.756,      0.230,      0.474,      0.048,      0.015,      0.927]	rm
[000:46:29]	206795.920746	[     0.369,      0.250,     24.756,      0.230,      0.474,      0.048,      0.015,      0.927]	rm
[000:46:51]	596891.792292	[     0.055,      0.837,      0.010,  2.093e-05,      0.473,      0.012,      4.483,      0.492]	rm
[000:47:15]	653384.610997	[     0.055,      0.837,      0.010,  2.093e-05,      0.245,      0.012,      4.483,      0.492]	rm
[000:47:20]	280089.685332	[    44.588,      0.250,      0.153,      1.882,  1.896e-04,      0.072,      3.593,      0.791]	rm
[000:47:24]	280012.103517	[    44.588,      0.250,      0.153,      1.882,  2.771e-04,      0.072,      3.593,      0.791]	rm
[000:48:53]	203080.186794	[    10.494,      0.377,      0.021,      0.002,      7.701,      0.540,      4.310,      4.699]	c
[000:49:26]	367119.652873	[     0.421,      4.420,      0.016,      0.093,      0.474,      0.048,      0.015,      0.927]	c
[000:49:33]	77593.4034255	[    16.485,      3.521,      4.369,  1.012e-04,  2.799e-05,  1.745e-07,      0.177,      0.833]	c
[000:49:41]	580494.077153	[     0.027,      4.192,      1.022,      0.002,  4.373e-04,  8.522e-09,      2.594,      0.421]	r
[000:49:51]	858415.262264	[     0.699,      0.126,      0.977,      0.006,  2.438e-06,  9.670e-10,      0.697,      3.100]	r
[000:49:56]	59704.728021	[     1.146,      4.541,      2.363,      0.265,      1.655,      0.297,      3.893,      2.625]	rm
[000:50:03]	52006.4776331	[     1.564,      4.541,      2.363,      0.479,      1.655,      0.297,      3.893,      4.842]	rm
[000:50:08]	203264.119418	[     0.517,      0.205,     24.756,      0.230,      0.474,      0.043,      0.015,      0.927]	rmm
[000:50:13]	201885.718447	[     0.517,      0.205,     24.756,      0.230,      0.474,      0.049,      0.015,      0.927]	rmm
[000:50:18]	277542.581706	[    44.588,      0.277,      0.175,      1.882,  2.109e-04,      0.072,      3.593,      0.604]	rmm
[000:50:23]	292458.34796	[    44.588,      0.183,      0.140,      1.882,  3.600e-04,      0.072,      3.593,      0.822]	rmm
[000:50:56]	32642.0113899	[     0.698,      0.791,      0.118,      0.002,      7.701,      8.693,      4.310,      4.699]	c
[000:51:01]	137674.121778	[     0.421,      4.192,      1.022,      0.002,      0.474,      0.048,      2.594,      0.421]	c
[000:51:06]	220479.624917	[     0.517,      0.250,     24.756,      1.882,  2.771e-04,      0.048,      3.593,      0.791]	c
[000:51:11]	260636.035404	[     0.563,      4.117,      5.834,  1.156e-04,  6.294e-05,  5.359e-07,      0.666,      1.055]	r
[000:51:16]	405937.914132	[    28.051,      0.780,      1.880,  1.883e-04,      0.009,  8.797e-05,      0.319,      3.387]	r
[000:51:52]	35145.6940616	[     0.698,      0.791,      0.118,      0.002,      8.969,      8.693,      4.310,      4.699]	cm
[000:52:27]	27136.6523412	[     0.698,      0.791,      0.118,      0.002,      3.817,      8.693,      4.310,      4.699]	cm
[000:52:32]	418561.672422	[     0.275,      4.117,      4.757,  1.156e-04,  6.294e-05,  2.783e-07,      0.666,      1.055]	rm
[000:52:37]	249526.3775	[     0.604,      4.117,      8.073,  1.156e-04,  6.294e-05,  6.786e-07,      0.666,      1.055]	rm
[000:52:43]	54884.5181664	[     1.161,      4.541,      2.363,      0.356,      1.655,      0.370,      3.893,      3.493]	rm
[000:52:49]	58377.2113894	[     1.161,      4.541,      2.363,      0.356,      1.655,      0.246,      3.893,      3.493]	rm
[000:52:53]	80868.6588298	[     0.698,      0.791,      0.175,      1.882,      7.701,      0.072,      4.310,      0.604]	c
[000:52:58]	163916.476991	[     0.421,      0.791,      1.022,      0.002,      0.474,      0.048,      2.594,      0.421]	c
[000:53:03]	74969.4212126	[     0.563,      4.117,      5.834,      0.356,      1.655,      0.297,      0.666,      1.055]	c
[000:53:09]	239191.545763	[     0.088,      0.991,     15.715,      3.159,  1.403e-05,      0.075,      1.959,      0.866]	r
[000:53:14]	268729.110647	[     3.330,     11.412,      4.587,  2.879e-05,  4.774e-04,  9.980e-09,      0.889,      4.415]	r
[000:53:20]	53638.5625918	[     1.564,      4.997,      2.363,      0.479,      1.655,      0.297,      3.893,      4.435]	rmm
[000:53:29]	48612.3378934	[     1.564,      3.552,      2.363,      0.479,      1.655,      0.297,      3.893,      6.935]	rmm
[000:53:36]	253118.78713	[     0.088,      1.707,     15.715,      4.146,  1.403e-05,      0.075,      2.492,      1.219]	rm
[000:53:40]	235123.441122	[     0.088,      0.862,     15.715,      2.437,  1.403e-05,      0.075,      1.554,      0.762]	rm
[000:53:45]	49229.3544607	[     1.418,      3.558,      2.363,      0.364,      1.655,      0.370,      3.893,      3.493]	rmm
[000:53:50]	65399.4743678	[     1.058,      6.408,      2.363,      0.236,      1.655,      0.370,      3.893,      3.493]	rmm
[000:53:55]	112835.2519	[     0.421,      0.791,      1.022,      0.002,      0.474,      8.693,      4.310,      0.421]	c
[000:54:30]	37099.7617346	[     0.698,      0.791,      2.363,      0.002,      1.655,      8.693,      4.310,      4.699]	c
[000:54:34]	79130.6938583	[     0.563,      0.791,      1.022,      0.356,      0.474,      0.297,      0.666,      1.055]	c
[000:54:39]	118136.718015	[    12.899,      2.892,      8.856,      0.001,      0.006,      0.552,      1.790,      4.861]	r
[000:54:43]	222663.266322	[     0.190,      2.021,      0.136,      0.673,  2.599e-06,  9.107e-10,      1.186,      0.124]	r
[000:55:20]	35049.9923687	[     0.698,      0.791,      0.148,      0.002,      9.313,      8.693,      4.249,      4.699]	cm
[000:55:52]	41852.0477361	[     0.698,      0.791,      0.061,      0.002,      6.679,      8.693,      5.000,      4.699]	cm
[000:56:29]	37294.1814835	[     0.698,      0.791,      2.363,      0.002,      1.655,      8.693,      4.777,      4.699]	cm
[000:57:07]	36701.5977072	[     0.698,      0.791,      2.363,      0.002,      1.655,      8.693,      3.231,      4.699]	cm
[000:57:12]	78182.3685169	[     0.563,      0.791,      1.076,      0.356,      0.474,      0.297,      0.932,      1.055]	cm
[000:57:17]	85196.4727617	[     0.563,      0.791,      0.656,      0.356,      0.474,      0.297,      0.631,      1.055]	cm
[000:57:50]	52429.8411	[     0.421,      0.791,      2.363,      0.002,      1.655,      8.693,      4.310,      4.699]	c
[000:58:26]	37941.0214213	[     1.418,      3.558,      0.118,      0.364,      1.655,      8.693,      4.310,      4.699]	c
[000:59:00]	51118.5310002	[     0.698,      0.791,      8.856,      0.001,      7.701,      8.693,      1.790,      4.699]	c
[000:59:05]	517053.623219	[     0.349,      0.379,      5.183,  9.093e-06,  3.078e-04,      0.498,      2.157,      3.193]	r
[000:59:10]	90301.1365176	[     0.515,      1.791,      2.662,      0.003,      0.491,      0.802,      3.372,      4.812]	r
