85497   , -78989.7    , array([ 0.449174   ,  0.0346688  ,  2.49972e-34,  3.49373e-23,  2.7967e-06 ])
85498   , -78989.7    , array([ 0.449623   ,  0.0346688  ,  2.49972e-34,  3.49373e-23,  2.7967e-06 ])
85499   , -78989.8    , array([ 0.449174   ,  0.0347035  ,  2.49972e-34,  3.49373e-23,  2.7967e-06 ])
85500   , -78989.7    , array([ 0.449174   ,  0.0346688  ,  2.50223e-34,  3.49373e-23,  2.7967e-06 ])
85501   , -78989.7    , array([ 0.449174   ,  0.0346688  ,  2.49972e-34,  3.49722e-23,  2.7967e-06 ])
85502   , -78989.6    , array([ 0.449174   ,  0.0346688  ,  2.49972e-34,  3.49373e-23,  2.7995e-06 ])
85503   , -78989.7    , array([ 0.449174   ,  0.0346688  ,  2.49972e-34,  3.49373e-23,  2.7967e-06 ])
85504   , -78685.2    , array([ 0.433102   ,  0.0173073  ,  2.49972e-34,  3.49373e-23,  5.81629e-06])
85505   , -78685.2    , array([ 0.433102   ,  0.0173073  ,  2.49972e-34,  3.49373e-23,  5.81629e-06])
85506   , -78685.2    , array([ 0.433535   ,  0.0173073  ,  2.49972e-34,  3.49373e-23,  5.81629e-06])
85507   , -78685.6    , array([ 0.433102   ,  0.0173246  ,  2.49972e-34,  3.49373e-23,  5.81629e-06])
85508   , -78685.2    , array([ 0.433102   ,  0.0173073  ,  2.50223e-34,  3.49373e-23,  5.81629e-06])
85509   , -78685.2    , array([ 0.433102   ,  0.0173073  ,  2.49972e-34,  3.49722e-23,  5.81629e-06])
85510   , -78684.8    , array([ 0.433102   ,  0.0173073  ,  2.49972e-34,  3.49373e-23,  5.82211e-06])
85511   , -21660.3    , array([ 0.374363   ,  0.00107495 ,  2.49972e-34,  3.49373e-23,  0.000108803])
85512   , -21660.3    , array([ 0.374363   ,  0.00107495 ,  2.49972e-34,  3.49373e-23,  0.000108803])
85513   , -21660.4    , array([ 0.374737   ,  0.00107495 ,  2.49972e-34,  3.49373e-23,  0.000108803])
85514   , -21686.1    , array([ 0.374363   ,  0.00107603 ,  2.49972e-34,  3.49373e-23,  0.000108803])
85515   , -21660.3    , array([ 0.374363   ,  0.00107495 ,  2.50223e-34,  3.49373e-23,  0.000108803])
85516   , -21660.3    , array([ 0.374363   ,  0.00107495 ,  2.49972e-34,  3.49722e-23,  0.000108803])
85517   , -21634.6    , array([ 0.374363   ,  0.00107495 ,  2.49972e-34,  3.49373e-23,  0.000108912])
85525   , -21088.2    , array([ 0.37415    ,  0.00106335 ,  2.49972e-34,  3.49373e-23,  0.000110056])
85526   , -21088.2    , array([ 0.37415    ,  0.00106335 ,  2.49972e-34,  3.49373e-23,  0.000110056])
85527   , -21088.2    , array([ 0.374524   ,  0.00106335 ,  2.49972e-34,  3.49373e-23,  0.000110056])
85528   , -21113.8    , array([ 0.37415    ,  0.00106441 ,  2.49972e-34,  3.49373e-23,  0.000110056])
85529   , -21088.2    , array([ 0.37415    ,  0.00106335 ,  2.50223e-34,  3.49373e-23,  0.000110056])
85530   , -21088.2    , array([ 0.37415    ,  0.00106335 ,  2.49972e-34,  3.49722e-23,  0.000110056])
85531   , -21062.6    , array([ 0.37415    ,  0.00106335 ,  2.49972e-34,  3.49373e-23,  0.000110166])
85539   , -21086.8    , array([ 0.374149   ,  0.00106332 ,  2.49972e-34,  3.49373e-23,  0.000110059])
85540   , -21086.8    , array([ 0.374149   ,  0.00106332 ,  2.49972e-34,  3.49373e-23,  0.000110059])
85541   , -21086.9    , array([ 0.374524   ,  0.00106332 ,  2.49972e-34,  3.49373e-23,  0.000110059])
85542   , -21112.4    , array([ 0.374149   ,  0.00106438 ,  2.49972e-34,  3.49373e-23,  0.000110059])
85543   , -21086.8    , array([ 0.374149   ,  0.00106332 ,  2.50223e-34,  3.49373e-23,  0.000110059])
85544   , -21086.8    , array([ 0.374149   ,  0.00106332 ,  2.49972e-34,  3.49722e-23,  0.000110059])
85545   , -21061.2    , array([ 0.374149   ,  0.00106332 ,  2.49972e-34,  3.49373e-23,  0.000110169])
85546   , -20827.9    , array([ 0.374052   ,  0.00105808 ,  2.49972e-34,  3.49373e-23,  0.000110633])
85547   , -20827.9    , array([ 0.374052   ,  0.00105808 ,  2.49972e-34,  3.49373e-23,  0.000110633])
85548   , -20827.9    , array([ 0.374427   ,  0.00105808 ,  2.49972e-34,  3.49373e-23,  0.000110633])
85549   , -20853.3    , array([ 0.374052   ,  0.00105914 ,  2.49972e-34,  3.49373e-23,  0.000110633])
