275773  , -77932      , array([ 0.166036   ,  0.957831   ,  3.68806e-21,  1.85534e-26,  0.000194533])
275774  , -77932.9    , array([ 0.166202   ,  0.957831   ,  3.68806e-21,  1.85534e-26,  0.000194533])
275775  , -77932.2    , array([ 0.166036   ,  0.95879    ,  3.68806e-21,  1.85534e-26,  0.000194533])
275776  , -77932      , array([ 0.166036   ,  0.957831   ,  3.69175e-21,  1.85534e-26,  0.000194533])
275777  , -77932      , array([ 0.166036   ,  0.957831   ,  3.68806e-21,  1.8572e-26 ,  0.000194533])
275778  , -77930.8    , array([ 0.166036   ,  0.957831   ,  3.68806e-21,  1.85534e-26,  0.000194728])
275779  , -77932      , array([ 0.166036   ,  0.957831   ,  3.68806e-21,  1.85534e-26,  0.000194533])
275780  , -74966.8    , array([ 0.089464   ,  0.815866   ,  3.68806e-21,  1.85534e-26,  0.000425344])
275781  , -74966.8    , array([ 0.089464   ,  0.815866   ,  3.68806e-21,  1.85534e-26,  0.000425344])
275782  , -74970.1    , array([ 0.0895535  ,  0.815866   ,  3.68806e-21,  1.85534e-26,  0.000425344])
275783  , -74967.4    , array([ 0.089464   ,  0.816683   ,  3.68806e-21,  1.85534e-26,  0.000425344])
275784  , -74966.8    , array([ 0.089464   ,  0.815866   ,  3.69175e-21,  1.85534e-26,  0.000425344])
275785  , -74966.8    , array([ 0.089464   ,  0.815866   ,  3.68806e-21,  1.8572e-26 ,  0.000425344])
275786  , -74963      , array([ 0.089464   ,  0.815866   ,  3.68806e-21,  1.85534e-26,  0.00042577 ])
275787  , -157505     , array([ 0.00754113 ,  0.429476   ,  3.68806e-21,  1.85534e-26,  0.00972142 ])
275788  , -157505     , array([ 0.00754113 ,  0.429476   ,  3.68806e-21,  1.85534e-26,  0.00972142 ])
275789  , -157408     , array([ 0.00754868 ,  0.429476   ,  3.68806e-21,  1.85534e-26,  0.00972142 ])
275790  , -157512     , array([ 0.00754113 ,  0.429906   ,  3.68806e-21,  1.85534e-26,  0.00972142 ])
275791  , -157505     , array([ 0.00754113 ,  0.429476   ,  3.69175e-21,  1.85534e-26,  0.00972142 ])
275792  , -157505     , array([ 0.00754113 ,  0.429476   ,  3.68806e-21,  1.8572e-26 ,  0.00972142 ])
275793  , -157584     , array([ 0.00754113 ,  0.429476   ,  3.68806e-21,  1.85534e-26,  0.00973115 ])
275794  , -63772.2    , array([ 0.0435303  ,  0.676793   ,  3.68806e-21,  1.85534e-26,  0.00105812 ])
275795  , -63772.2    , array([ 0.0435303  ,  0.676793   ,  3.68806e-21,  1.85534e-26,  0.00105812 ])
275796  , -63781.5    , array([ 0.0435739  ,  0.676793   ,  3.68806e-21,  1.85534e-26,  0.00105812 ])
275797  , -63773.6    , array([ 0.0435303  ,  0.67747    ,  3.68806e-21,  1.85534e-26,  0.00105812 ])
275798  , -63772.2    , array([ 0.0435303  ,  0.676793   ,  3.69175e-21,  1.85534e-26,  0.00105812 ])
275799  , -63772.2    , array([ 0.0435303  ,  0.676793   ,  3.68806e-21,  1.8572e-26 ,  0.00105812 ])
275800  , -63761.5    , array([ 0.0435303  ,  0.676793   ,  3.68806e-21,  1.85534e-26,  0.00105918 ])
275801  , -52852.2    , array([ 0.0261677  ,  0.593083   ,  3.68806e-21,  1.85534e-26,  0.00201445 ])
275802  , -52852.2    , array([ 0.0261677  ,  0.593083   ,  3.68806e-21,  1.85534e-26,  0.00201445 ])
275803  , -52855.7    , array([ 0.0261939  ,  0.593083   ,  3.68806e-21,  1.85534e-26,  0.00201445 ])
275804  , -52854.2    , array([ 0.0261677  ,  0.593676   ,  3.68806e-21,  1.85534e-26,  0.00201445 ])
275805  , -52852.2    , array([ 0.0261677  ,  0.593083   ,  3.69175e-21,  1.85534e-26,  0.00201445 ])
275806  , -52852.2    , array([ 0.0261677  ,  0.593083   ,  3.68806e-21,  1.8572e-26 ,  0.00201445 ])
275807  , -52846.2    , array([ 0.0261677  ,  0.593083   ,  3.68806e-21,  1.85534e-26,  0.00201647 ])
275808  , -52136.1    , array([ 0.0227894  ,  0.572192   ,  3.68806e-21,  1.85534e-26,  0.00239941 ])
275809  , -52136.1    , array([ 0.0227894  ,  0.572192   ,  3.68806e-21,  1.85534e-26,  0.00239941 ])
275810  , -52133.3    , array([ 0.0228122  ,  0.572192   ,  3.68806e-21,  1.85534e-26,  0.00239941 ])
275811  , -52138.3    , array([ 0.0227894  ,  0.572764   ,  3.68806e-21,  1.85534e-26,  0.00239941 ])
275812  , -52136.1    , array([ 0.0227894  ,  0.572192   ,  3.69175e-21,  1.85534e-26,  0.00239941 ])
275813  , -52136.1    , array([ 0.0227894  ,  0.572192   ,  3.68806e-21,  1.8572e-26 ,  0.00239941 ])
275814  , -52136      , array([ 0.0227894  ,  0.572192   ,  3.68806e-21,  1.85534e-26,  0.00240181 ])
275822  , -52131.7    , array([ 0.022782   ,  0.570852   ,  3.68806e-21,  1.85534e-26,  0.00240717 ])
275823  , -52131.7    , array([ 0.022782   ,  0.570852   ,  3.68806e-21,  1.85534e-26,  0.00240717 ])
275824  , -52128.8    , array([ 0.0228047  ,  0.570852   ,  3.68806e-21,  1.85534e-26,  0.00240717 ])
275825  , -52133.9    , array([ 0.022782   ,  0.571423   ,  3.68806e-21,  1.85534e-26,  0.00240717 ])
275826  , -52131.7    , array([ 0.022782   ,  0.570852   ,  3.69175e-21,  1.85534e-26,  0.00240717 ])
275827  , -52131.7    , array([ 0.022782   ,  0.570852   ,  3.68806e-21,  1.8572e-26 ,  0.00240717 ])
275828  , -52131.7    , array([ 0.022782   ,  0.570852   ,  3.68806e-21,  1.85534e-26,  0.00240958 ])
275829  , -52117.6    , array([ 0.0227546  ,  0.565987   ,  3.68806e-21,  1.85534e-26,  0.00243573 ])
275830  , -52117.6    , array([ 0.0227546  ,  0.565987   ,  3.68806e-21,  1.85534e-26,  0.00243573 ])
275831  , -52114.4    , array([ 0.0227774  ,  0.565987   ,  3.68806e-21,  1.85534e-26,  0.00243573 ])
275832  , -52119.8    , array([ 0.0227546  ,  0.566553   ,  3.68806e-21,  1.85534e-26,  0.00243573 ])
275833  , -52117.6    , array([ 0.0227546  ,  0.565987   ,  3.69175e-21,  1.85534e-26,  0.00243573 ])
275834  , -52117.6    , array([ 0.0227546  ,  0.565987   ,  3.68806e-21,  1.8572e-26 ,  0.00243573 ])
275835  , -52117.8    , array([ 0.0227546  ,  0.565987   ,  3.68806e-21,  1.85534e-26,  0.00243817 ])
275836  , -52079.5    , array([ 0.0218541  ,  0.527562   ,  3.68806e-21,  1.85534e-26,  0.00234327 ])
275837  , -52079.5    , array([ 0.0218541  ,  0.527562   ,  3.68806e-21,  1.85534e-26,  0.00234327 ])
275838  , -52076.2    , array([ 0.021876   ,  0.527562   ,  3.68806e-21,  1.85534e-26,  0.00234327 ])
275839  , -52081.8    , array([ 0.0218541  ,  0.52809    ,  3.68806e-21,  1.85534e-26,  0.00234327 ])
275840  , -52079.5    , array([ 0.0218541  ,  0.527562   ,  3.69175e-21,  1.85534e-26,  0.00234327 ])
275841  , -52079.5    , array([ 0.0218541  ,  0.527562   ,  3.68806e-21,  1.8572e-26 ,  0.00234327 ])
275842  , -52079.8    , array([ 0.0218541  ,  0.527562   ,  3.68806e-21,  1.85534e-26,  0.00234561 ])
275843  , -51896.9    , array([ 0.0185947  ,  0.398239   ,  3.68806e-21,  1.85534e-26,  0.0020072  ])
275844  , -51896.9    , array([ 0.0185947  ,  0.398239   ,  3.68806e-21,  1.85534e-26,  0.0020072  ])
275845  , -51893.3    , array([ 0.0186133  ,  0.398239   ,  3.68806e-21,  1.85534e-26,  0.0020072  ])
275846  , -51899.5    , array([ 0.0185947  ,  0.398638   ,  3.68806e-21,  1.85534e-26,  0.0020072  ])
275847  , -51896.9    , array([ 0.0185947  ,  0.398239   ,  3.69175e-21,  1.85534e-26,  0.0020072  ])
275848  , -51896.9    , array([ 0.0185947  ,  0.398239   ,  3.68806e-21,  1.8572e-26 ,  0.0020072  ])
275849  , -51897.3    , array([ 0.0185947  ,  0.398239   ,  3.68806e-21,  1.85534e-26,  0.00200921 ])
275850  , -50635.9    , array([ 0.00974577 ,  0.129308   ,  3.68806e-21,  1.85534e-26,  0.0010806  ])
275851  , -50635.9    , array([ 0.00974577 ,  0.129308   ,  3.68806e-21,  1.85534e-26,  0.0010806  ])
275852  , -50630.9    , array([ 0.00975552 ,  0.129308   ,  3.68806e-21,  1.85534e-26,  0.0010806  ])
275853  , -50640      , array([ 0.00974577 ,  0.129437   ,  3.68806e-21,  1.85534e-26,  0.0010806  ])
275854  , -50635.9    , array([ 0.00974577 ,  0.129308   ,  3.69175e-21,  1.85534e-26,  0.0010806  ])
275855  , -50635.9    , array([ 0.00974577 ,  0.129308   ,  3.68806e-21,  1.8572e-26 ,  0.0010806  ])
275856  , -50636.5    , array([ 0.00974577 ,  0.129308   ,  3.68806e-21,  1.85534e-26,  0.00108168 ])
275864  , -50635.8    , array([ 0.00974548 ,  0.129301   ,  3.68806e-21,  1.85534e-26,  0.00108057 ])
275865  , -50635.8    , array([ 0.00974548 ,  0.129301   ,  3.68806e-21,  1.85534e-26,  0.00108057 ])
275866  , -50630.8    , array([ 0.00975523 ,  0.129301   ,  3.68806e-21,  1.85534e-26,  0.00108057 ])
275867  , -50639.9    , array([ 0.00974548 ,  0.129431   ,  3.68806e-21,  1.85534e-26,  0.00108057 ])
275868  , -50635.8    , array([ 0.00974548 ,  0.129301   ,  3.69175e-21,  1.85534e-26,  0.00108057 ])
275869  , -50635.8    , array([ 0.00974548 ,  0.129301   ,  3.68806e-21,  1.8572e-26 ,  0.00108057 ])
275870  , -50636.4    , array([ 0.00974548 ,  0.129301   ,  3.68806e-21,  1.85534e-26,  0.00108165 ])
275871  , -50635.7    , array([ 0.00974519 ,  0.129295   ,  3.68806e-21,  1.85534e-26,  0.00108054 ])
275872  , -50635.7    , array([ 0.00974519 ,  0.129295   ,  3.68806e-21,  1.85534e-26,  0.00108054 ])
275873  , -50630.7    , array([ 0.00975494 ,  0.129295   ,  3.68806e-21,  1.85534e-26,  0.00108054 ])
275874  , -50639.8    , array([ 0.00974519 ,  0.129424   ,  3.68806e-21,  1.85534e-26,  0.00108054 ])
275875  , -50635.7    , array([ 0.00974519 ,  0.129295   ,  3.69175e-21,  1.85534e-26,  0.00108054 ])
275876  , -50635.7    , array([ 0.00974519 ,  0.129295   ,  3.68806e-21,  1.8572e-26 ,  0.00108054 ])
275877  , -50636.3    , array([ 0.00974519 ,  0.129295   ,  3.68806e-21,  1.85534e-26,  0.00108162 ])
275878  , -44712.1    , array([ 0.00267705 ,  0.0136322  ,  3.68806e-21,  1.85534e-26,  0.000313184])
275879  , -44712.1    , array([ 0.00267705 ,  0.0136322  ,  3.68806e-21,  1.85534e-26,  0.000313184])
275880  , -44704      , array([ 0.00267972 ,  0.0136322  ,  3.68806e-21,  1.85534e-26,  0.000313184])
275881  , -44721.4    , array([ 0.00267705 ,  0.0136458  ,  3.68806e-21,  1.85534e-26,  0.000313184])
275882  , -44712.1    , array([ 0.00267705 ,  0.0136322  ,  3.69175e-21,  1.85534e-26,  0.000313184])
275883  , -44712.1    , array([ 0.00267705 ,  0.0136322  ,  3.68806e-21,  1.8572e-26 ,  0.000313184])
275884  , -44710.9    , array([ 0.00267705 ,  0.0136322  ,  3.68806e-21,  1.85534e-26,  0.000313497])
275885  , -44712      , array([ 0.002677   ,  0.0136317  ,  3.68806e-21,  1.85534e-26,  0.000313178])
275886  , -44712      , array([ 0.002677   ,  0.0136317  ,  3.68806e-21,  1.85534e-26,  0.000313178])
275887  , -44703.9    , array([ 0.00267967 ,  0.0136317  ,  3.68806e-21,  1.85534e-26,  0.000313178])
275888  , -44721.3    , array([ 0.002677   ,  0.0136454  ,  3.68806e-21,  1.85534e-26,  0.000313178])
275889  , -44712      , array([ 0.002677   ,  0.0136317  ,  3.69175e-21,  1.85534e-26,  0.000313178])
275890  , -44712      , array([ 0.002677   ,  0.0136317  ,  3.68806e-21,  1.8572e-26 ,  0.000313178])
275891  , -44710.8    , array([ 0.002677   ,  0.0136317  ,  3.68806e-21,  1.85534e-26,  0.000313491])
275892  , -44711.9    , array([ 0.00267694 ,  0.0136313  ,  3.68806e-21,  1.85534e-26,  0.000313172])
275893  , -44711.9    , array([ 0.00267694 ,  0.0136313  ,  3.68806e-21,  1.85534e-26,  0.000313172])
275894  , -44703.7    , array([ 0.00267962 ,  0.0136313  ,  3.68806e-21,  1.85534e-26,  0.000313172])
275895  , -44721.1    , array([ 0.00267694 ,  0.0136449  ,  3.68806e-21,  1.85534e-26,  0.000313172])
275896  , -44711.9    , array([ 0.00267694 ,  0.0136313  ,  3.69175e-21,  1.85534e-26,  0.000313172])
275897  , -44711.9    , array([ 0.00267694 ,  0.0136313  ,  3.68806e-21,  1.8572e-26 ,  0.000313172])
275898  , -44710.6    , array([ 0.00267694 ,  0.0136313  ,  3.68806e-21,  1.85534e-26,  0.000313486])
275899  , -39433.9    , array([ 0.00140307 ,  0.00442633 ,  3.68806e-21,  1.85534e-26,  0.000168605])
275900  , -39433.9    , array([ 0.00140307 ,  0.00442633 ,  3.68806e-21,  1.85534e-26,  0.000168605])
275901  , -39423.9    , array([ 0.00140448 ,  0.00442633 ,  3.68806e-21,  1.85534e-26,  0.000168605])
275902  , -39446.7    , array([ 0.00140307 ,  0.00443076 ,  3.68806e-21,  1.85534e-26,  0.000168605])
275903  , -39433.9    , array([ 0.00140307 ,  0.00442633 ,  3.69175e-21,  1.85534e-26,  0.000168605])
275904  , -39433.9    , array([ 0.00140307 ,  0.00442633 ,  3.68806e-21,  1.8572e-26 ,  0.000168605])
275905  , -39431.1    , array([ 0.00140307 ,  0.00442633 ,  3.68806e-21,  1.85534e-26,  0.000168774])
275906  , -39433.8    , array([ 0.00140306 ,  0.00442628 ,  3.68806e-21,  1.85534e-26,  0.000168604])
275907  , -39433.8    , array([ 0.00140306 ,  0.00442628 ,  3.68806e-21,  1.85534e-26,  0.000168604])
275908  , -39423.8    , array([ 0.00140447 ,  0.00442628 ,  3.68806e-21,  1.85534e-26,  0.000168604])
275909  , -39446.6    , array([ 0.00140306 ,  0.00443071 ,  3.68806e-21,  1.85534e-26,  0.000168604])
275910  , -39433.8    , array([ 0.00140306 ,  0.00442628 ,  3.69175e-21,  1.85534e-26,  0.000168604])
275911  , -39433.8    , array([ 0.00140306 ,  0.00442628 ,  3.68806e-21,  1.8572e-26 ,  0.000168604])
275912  , -39431      , array([ 0.00140306 ,  0.00442628 ,  3.68806e-21,  1.85534e-26,  0.000168773])
275913  , -39433.8    , array([ 0.00140305 ,  0.00442623 ,  3.68806e-21,  1.85534e-26,  0.000168603])
275914  , -39433.8    , array([ 0.00140305 ,  0.00442623 ,  3.68806e-21,  1.85534e-26,  0.000168603])
275915  , -39423.8    , array([ 0.00140446 ,  0.00442623 ,  3.68806e-21,  1.85534e-26,  0.000168603])
275916  , -39446.5    , array([ 0.00140305 ,  0.00443065 ,  3.68806e-21,  1.85534e-26,  0.000168603])
275917  , -39433.8    , array([ 0.00140305 ,  0.00442623 ,  3.69175e-21,  1.85534e-26,  0.000168603])
275918  , -39433.8    , array([ 0.00140305 ,  0.00442623 ,  3.68806e-21,  1.8572e-26 ,  0.000168603])
275919  , -39431      , array([ 0.00140305 ,  0.00442623 ,  3.68806e-21,  1.85534e-26,  0.000168772])
275920  , -36143.7    , array([ 0.00101578 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275921  , -36143.7    , array([ 0.00101578 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275922  , -36132.7    , array([ 0.00101679 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275923  , -36158.1    , array([ 0.00101578 ,  0.0025248  ,  3.68806e-21,  1.85534e-26,  0.000123712])
275924  , -36143.7    , array([ 0.00101578 ,  0.00252227 ,  3.69175e-21,  1.85534e-26,  0.000123712])
275925  , -36143.7    , array([ 0.00101578 ,  0.00252227 ,  3.68806e-21,  1.8572e-26 ,  0.000123712])
275926  , -36140.2    , array([ 0.00101578 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123836])
275927  , -36143.7    , array([ 0.00101577 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275928  , -36143.7    , array([ 0.00101577 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275929  , -36132.7    , array([ 0.00101679 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275930  , -36158.1    , array([ 0.00101577 ,  0.00252479 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275931  , -36143.7    , array([ 0.00101577 ,  0.00252227 ,  3.69175e-21,  1.85534e-26,  0.000123712])
275932  , -36143.7    , array([ 0.00101577 ,  0.00252227 ,  3.68806e-21,  1.8572e-26 ,  0.000123712])
275933  , -36140.2    , array([ 0.00101577 ,  0.00252227 ,  3.68806e-21,  1.85534e-26,  0.000123836])
275934  , -36143.7    , array([ 0.00101577 ,  0.00252226 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275935  , -36143.7    , array([ 0.00101577 ,  0.00252226 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275936  , -36132.7    , array([ 0.00101679 ,  0.00252226 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275937  , -36158.1    , array([ 0.00101577 ,  0.00252478 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275938  , -36143.7    , array([ 0.00101577 ,  0.00252226 ,  3.69175e-21,  1.85534e-26,  0.000123712])
275939  , -36143.7    , array([ 0.00101577 ,  0.00252226 ,  3.68806e-21,  1.8572e-26 ,  0.000123712])
275940  , -36140.2    , array([ 0.00101577 ,  0.00252226 ,  3.68806e-21,  1.85534e-26,  0.000123836])
275948  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275949  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275950  , -36132.7    , array([ 0.00101679 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275951  , -36158.1    , array([ 0.00101577 ,  0.00252478 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275952  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.69175e-21,  1.85534e-26,  0.000123712])
275953  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.68806e-21,  1.8572e-26 ,  0.000123712])
275954  , -36140.2    , array([ 0.00101577 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123836])
275955  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275956  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275957  , -36132.7    , array([ 0.00101679 ,  0.00252225 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275958  , -36158.1    , array([ 0.00101577 ,  0.00252478 ,  3.68806e-21,  1.85534e-26,  0.000123712])
275959  , -36143.6    , array([ 0.00101577 ,  0.00252225 ,  3.69175e-21,  1.85534e-26,  0.000123712])
