253497  , -2.20169e+06, array([ 0.0166697  ,  15.6326    ,  3.25251e-22,  8.11659e-32,  1.11399    ])
253498  , -2.20162e+06, array([ 0.0166863  ,  15.6326    ,  3.25251e-22,  8.11659e-32,  1.11399    ])
253499  , -2.20171e+06, array([ 0.0166697  ,  15.6483    ,  3.25251e-22,  8.11659e-32,  1.11399    ])
253500  , -2.20166e+06, array([ 0.0166697  ,  15.6326    ,  3.25577e-22,  8.11659e-32,  1.11399    ])
253501  , -2.20169e+06, array([ 0.0166697  ,  15.6326    ,  3.25251e-22,  8.12471e-32,  1.11399    ])
253502  , -2.20172e+06, array([ 0.0166697  ,  15.6326    ,  3.25251e-22,  8.11659e-32,  1.11511    ])
253503  , -2.20169e+06, array([ 0.0166697  ,  15.6326    ,  3.25251e-22,  8.11659e-32,  1.11399    ])
253504  , -966191     , array([ 0.0376956  ,  12.4676    ,  5.042e-22  ,  8.11659e-32,  0.798377   ])
253505  , -966191     , array([ 0.0376956  ,  12.4676    ,  5.042e-22  ,  8.11659e-32,  0.798377   ])
253506  , -965345     , array([ 0.0377333  ,  12.4676    ,  5.042e-22  ,  8.11659e-32,  0.798377   ])
253507  , -966205     , array([ 0.0376956  ,  12.4801    ,  5.042e-22  ,  8.11659e-32,  0.798377   ])
253508  , -966191     , array([ 0.0376956  ,  12.4676    ,  5.04705e-22,  8.11659e-32,  0.798377   ])
253509  , -966191     , array([ 0.0376956  ,  12.4676    ,  5.042e-22  ,  8.12471e-32,  0.798377   ])
253510  , -967042     , array([ 0.0376956  ,  12.4676    ,  5.042e-22  ,  8.11659e-32,  0.799176   ])
253511  , -38885.8    , array([ 0.985705   ,  5.04422    ,  2.91164e-21,  8.11659e-32,  0.210627   ])
253512  , -38885.8    , array([ 0.985705   ,  5.04422    ,  2.91164e-21,  8.11659e-32,  0.210627   ])
253513  , -38875.1    , array([ 0.986691   ,  5.04422    ,  2.91164e-21,  8.11659e-32,  0.210627   ])
253514  , -38895.2    , array([ 0.985705   ,  5.04927    ,  2.91164e-21,  8.11659e-32,  0.210627   ])
253515  , -38885.8    , array([ 0.985705   ,  5.04422    ,  2.91456e-21,  8.11659e-32,  0.210627   ])
253516  , -38885.8    , array([ 0.985705   ,  5.04422    ,  2.91164e-21,  8.12471e-32,  0.210627   ])
253517  , -38894.5    , array([ 0.985705   ,  5.04422    ,  2.91164e-21,  8.11659e-32,  0.210838   ])
253525  , -24514      , array([ 1.19231    ,  0.768889   ,  6.5202e-22 ,  8.11659e-32,  0.0573625  ])
253526  , -24514      , array([ 1.19231    ,  0.768889   ,  6.5202e-22 ,  8.11659e-32,  0.0573625  ])
253527  , -24517.5    , array([ 1.1935     ,  0.768889   ,  6.5202e-22 ,  8.11659e-32,  0.0573625  ])
253528  , -24533.2    , array([ 1.19231    ,  0.769659   ,  6.5202e-22 ,  8.11659e-32,  0.0573625  ])
253529  , -24514      , array([ 1.19231    ,  0.768889   ,  6.52672e-22,  8.11659e-32,  0.0573625  ])
253530  , -24514      , array([ 1.19231    ,  0.768889   ,  6.5202e-22 ,  8.12471e-32,  0.0573625  ])
253531  , -24493.3    , array([ 1.19231    ,  0.768889   ,  6.5202e-22 ,  8.11659e-32,  0.0574199  ])
253532  , -1666.99    , array([ 1.46061    ,  0.0815338  ,  1.83791e-22,  8.11659e-32,  0.0300223  ])
253533  , -1666.99    , array([ 1.46061    ,  0.0815338  ,  1.83791e-22,  8.11659e-32,  0.0300223  ])
253534  , -1666.93    , array([ 1.46207    ,  0.0815338  ,  1.83791e-22,  8.11659e-32,  0.0300223  ])
253535  , -1666.3     , array([ 1.46061    ,  0.0816153  ,  1.83791e-22,  8.11659e-32,  0.0300223  ])
253536  , -1666.99    , array([ 1.46061    ,  0.0815338  ,  1.83975e-22,  8.11659e-32,  0.0300223  ])
253537  , -1666.99    , array([ 1.46061    ,  0.0815338  ,  1.83791e-22,  8.12471e-32,  0.0300223  ])
253538  , -1667.99    , array([ 1.46061    ,  0.0815338  ,  1.83791e-22,  8.11659e-32,  0.0300523  ])
253546  , -1666.49    , array([ 1.45711    ,  0.0814288  ,  1.8427e-22 ,  8.11659e-32,  0.0299747  ])
253547  , -1666.49    , array([ 1.45711    ,  0.0814288  ,  1.8427e-22 ,  8.11659e-32,  0.0299747  ])
253548  , -1666.43    , array([ 1.45857    ,  0.0814288  ,  1.8427e-22 ,  8.11659e-32,  0.0299747  ])
253549  , -1665.81    , array([ 1.45711    ,  0.0815102  ,  1.8427e-22 ,  8.11659e-32,  0.0299747  ])
253550  , -1666.49    , array([ 1.45711    ,  0.0814288  ,  1.84455e-22,  8.11659e-32,  0.0299747  ])
253551  , -1666.49    , array([ 1.45711    ,  0.0814288  ,  1.8427e-22 ,  8.12471e-32,  0.0299747  ])
253552  , -1667.48    , array([ 1.45711    ,  0.0814288  ,  1.8427e-22 ,  8.11659e-32,  0.0300047  ])
253553  , -1650.77    , array([ 1.24344    ,  0.0747758  ,  2.18938e-22,  8.11659e-32,  0.0269911  ])
253554  , -1650.77    , array([ 1.24344    ,  0.0747758  ,  2.18938e-22,  8.11659e-32,  0.0269911  ])
253555  , -1650.61    , array([ 1.24468    ,  0.0747758  ,  2.18938e-22,  8.11659e-32,  0.0269911  ])
253556  , -1650.55    , array([ 1.24344    ,  0.0748506  ,  2.18938e-22,  8.11659e-32,  0.0269911  ])
253557  , -1650.77    , array([ 1.24344    ,  0.0747758  ,  2.19157e-22,  8.11659e-32,  0.0269911  ])
253558  , -1650.77    , array([ 1.24344    ,  0.0747758  ,  2.18938e-22,  8.12471e-32,  0.0269911  ])
