265197  , -270479     , array([ 0.0154017  ,  0.00975241 ,  1.36022e-15,  1.34323e-34,  0.0416559  ])
265198  , -270336     , array([ 0.0154172  ,  0.00975241 ,  1.36022e-15,  1.34323e-34,  0.0416559  ])
265199  , -270327     , array([ 0.0154017  ,  0.00976216 ,  1.36022e-15,  1.34323e-34,  0.0416559  ])
265200  , -270479     , array([ 0.0154017  ,  0.00975241 ,  1.36158e-15,  1.34323e-34,  0.0416559  ])
265201  , -270479     , array([ 0.0154017  ,  0.00975241 ,  1.36022e-15,  1.34457e-34,  0.0416559  ])
265202  , -270757     , array([ 0.0154017  ,  0.00975241 ,  1.36022e-15,  1.34323e-34,  0.0416976  ])
265203  , -270479     , array([ 0.0154017  ,  0.00975241 ,  1.36022e-15,  1.34323e-34,  0.0416559  ])
265204  , -75488.6    , array([ 0.023335   ,  0.0151557  ,  1.36022e-15,  1.34323e-34,  0.0185651  ])
265205  , -75488.6    , array([ 0.023335   ,  0.0151557  ,  1.36022e-15,  1.34323e-34,  0.0185651  ])
265206  , -75437.3    , array([ 0.0233584  ,  0.0151557  ,  1.36022e-15,  1.34323e-34,  0.0185651  ])
265207  , -75460      , array([ 0.023335   ,  0.0151708  ,  1.36022e-15,  1.34323e-34,  0.0185651  ])
265208  , -75488.6    , array([ 0.023335   ,  0.0151557  ,  1.36158e-15,  1.34323e-34,  0.0185651  ])
265209  , -75488.6    , array([ 0.023335   ,  0.0151557  ,  1.36022e-15,  1.34457e-34,  0.0185651  ])
265210  , -75564.2    , array([ 0.023335   ,  0.0151557  ,  1.36022e-15,  1.34323e-34,  0.0185836  ])
265218  , -75234      , array([ 0.0235199  ,  0.0150479  ,  1.36022e-15,  1.34323e-34,  0.0185509  ])
265219  , -75234      , array([ 0.0235199  ,  0.0150479  ,  1.36022e-15,  1.34323e-34,  0.0185509  ])
265220  , -75183.1    , array([ 0.0235434  ,  0.0150479  ,  1.36022e-15,  1.34323e-34,  0.0185509  ])
265221  , -75204.9    , array([ 0.0235199  ,  0.0150629  ,  1.36022e-15,  1.34323e-34,  0.0185509  ])
265222  , -75234      , array([ 0.0235199  ,  0.0150479  ,  1.36158e-15,  1.34323e-34,  0.0185509  ])
265223  , -75234      , array([ 0.0235199  ,  0.0150479  ,  1.36022e-15,  1.34457e-34,  0.0185509  ])
265224  , -75309.6    , array([ 0.0235199  ,  0.0150479  ,  1.36022e-15,  1.34323e-34,  0.0185694  ])
265225  , -70675.4    , array([ 0.0310589  ,  0.0117019  ,  1.36022e-15,  1.34323e-34,  0.018058   ])
265226  , -70675.4    , array([ 0.0310589  ,  0.0117019  ,  1.36022e-15,  1.34323e-34,  0.018058   ])
265227  , -70639.2    , array([ 0.03109    ,  0.0117019  ,  1.36022e-15,  1.34323e-34,  0.018058   ])
