15830   , -2179.47    , array([ 0.0948161  ,  0.0860448  ,  4.14378    ,  0.149027   ])
15831   , -2177.84    , array([ 0.094911   ,  0.0860448  ,  4.14378    ,  0.149027   ])
15832   , -2180.86    , array([ 0.0948161  ,  0.0861309  ,  4.14378    ,  0.149027   ])
15833   , -2179.47    , array([ 0.0948161  ,  0.0860448  ,  4.14793    ,  0.149027   ])
15834   , -2179.72    , array([ 0.0948161  ,  0.0860448  ,  4.14378    ,  0.149177   ])
15835   , -2179.47    , array([ 0.0948161  ,  0.0860448  ,  4.14378    ,  0.149027   ])
15836   , -1162.85    , array([ 0.203582   ,  0.0449004  ,  4.14378    ,  0.132877   ])
15837   , -1162.85    , array([ 0.203582   ,  0.0449004  ,  4.14378    ,  0.132877   ])
15838   , -1161.86    , array([ 0.203786   ,  0.0449004  ,  4.14378    ,  0.132877   ])
15839   , -1161.57    , array([ 0.203582   ,  0.0449454  ,  4.14378    ,  0.132877   ])
15840   , -1162.85    , array([ 0.203582   ,  0.0449004  ,  4.14793    ,  0.132877   ])
15841   , -1165.12    , array([ 0.203582   ,  0.0449004  ,  4.14378    ,  0.13301    ])
15842   , -1278.49    , array([ 0.514142   ,  0.0342074  ,  4.14378    ,  0.068973   ])
15843   , -1278.49    , array([ 0.514142   ,  0.0342074  ,  4.14378    ,  0.068973   ])
15844   , -1280.47    , array([ 0.514657   ,  0.0342074  ,  4.14378    ,  0.068973   ])
15845   , -1280.05    , array([ 0.514142   ,  0.0342416  ,  4.14378    ,  0.068973   ])
15846   , -1278.48    , array([ 0.514142   ,  0.0342074  ,  4.14793    ,  0.068973   ])
15847   , -1274.95    , array([ 0.514142   ,  0.0342074  ,  4.14378    ,  0.069042   ])
15848   , -398.689    , array([ 0.325732   ,  0.0391128  ,  4.14378    ,  0.0952745  ])
15849   , -398.689    , array([ 0.325732   ,  0.0391128  ,  4.14378    ,  0.0952745  ])
15850   , -398.56     , array([ 0.326058   ,  0.0391128  ,  4.14378    ,  0.0952745  ])
15851   , -398.552    , array([ 0.325732   ,  0.039152   ,  4.14378    ,  0.0952745  ])
15852   , -398.689    , array([ 0.325732   ,  0.0391128  ,  4.14793    ,  0.0952745  ])
15853   , -398.961    , array([ 0.325732   ,  0.0391128  ,  4.14378    ,  0.0953698  ])
