21505   , -79089.4    , array([ 1.04157    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21506   , -79089.4    , array([ 1.04157    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21507   , -79089.4    , array([ 2.04157    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21508   , -79089.4    , array([ 3.6596     ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21509   , -79089.4    , array([ 2.04157    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21510   , -79089.4    , array([ 2.6596     ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21511   , -79089.4    , array([ 3.04157    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21512   , -79089.4    , array([ 3.27764    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21513   , -79089.4    , array([ 3.42354    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21514   , -79089.4    , array([ 3.51371    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21515   , -79089.4    , array([ 3.56943    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21516   , -79089.4    , array([ 3.60388    ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21517   , -79089.4    , array([ 3.6295     ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21518   , -79089.4    , array([ 3.6295     ,  0.896872   ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21519   , -79089.4    , array([ 3.6295     ,  1.89687    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21520   , -79089.4    , array([ 3.6295     ,  3.51491    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21521   , -79089.4    , array([ 3.6295     ,  1.89687    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21522   , -79089.4    , array([ 3.6295     ,  2.51491    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21523   , -79089.4    , array([ 3.6295     ,  2.89687    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21524   , -79089.4    , array([ 3.6295     ,  3.13294    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21525   , -79089.4    , array([ 3.6295     ,  3.27884    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
21526   , -79089.4    , array([ 3.6295     ,  3.36901    ,  1.16644e-42,  6.43272e-89,  7.0478e-41 ])
