6761    , -20739.2    , array([ 0.0926858  ,  1.76454    ,  4.32419    ,  0.0684163  ])
6762    , -20724.1    , array([ 0.0927786  ,  1.76454    ,  4.32419    ,  0.0684163  ])
6763    , -20743.8    , array([ 0.0926858  ,  1.7663     ,  4.32419    ,  0.0684163  ])
6764    , -20739.2    , array([ 0.0926858  ,  1.76454    ,  4.32852    ,  0.0684163  ])
6765    , -20749.6    , array([ 0.0926858  ,  1.76454    ,  4.32419    ,  0.0684847  ])
6766    , -20739.2    , array([ 0.0926858  ,  1.76454    ,  4.32419    ,  0.0684163  ])
6767    , -7164.22    , array([ 0.207259   ,  1.37894    ,  4.32419    ,  0.0391475  ])
6768    , -7164.22    , array([ 0.207259   ,  1.37894    ,  4.32419    ,  0.0391475  ])
6769    , -7157.96    , array([ 0.207467   ,  1.37894    ,  4.32419    ,  0.0391475  ])
6770    , -7166.02    , array([ 0.207259   ,  1.38031    ,  4.32419    ,  0.0391475  ])
6771    , -7164.22    , array([ 0.207259   ,  1.37894    ,  4.32852    ,  0.0391475  ])
6772    , -7168.68    , array([ 0.207259   ,  1.37894    ,  4.32419    ,  0.0391867  ])
6779    , -7162.95    , array([ 0.207113   ,  1.38334    ,  4.32419    ,  0.0390475  ])
6780    , -7162.95    , array([ 0.207113   ,  1.38334    ,  4.32419    ,  0.0390475  ])
6781    , -7156.7     , array([ 0.20732    ,  1.38334    ,  4.32419    ,  0.0390475  ])
6782    , -7164.74    , array([ 0.207113   ,  1.38472    ,  4.32419    ,  0.0390475  ])
6783    , -7162.95    , array([ 0.207113   ,  1.38334    ,  4.32852    ,  0.0390475  ])
6784    , -7167.42    , array([ 0.207113   ,  1.38334    ,  4.32419    ,  0.0390866  ])
6785    , -7161.61    , array([ 0.206962   ,  1.38789    ,  4.32419    ,  0.0389448  ])
6786    , -7161.61    , array([ 0.206962   ,  1.38789    ,  4.32419    ,  0.0389448  ])
6787    , -7155.36    , array([ 0.207169   ,  1.38789    ,  4.32419    ,  0.0389448  ])
6788    , -7163.39    , array([ 0.206962   ,  1.38927    ,  4.32419    ,  0.0389448  ])
6789    , -7161.61    , array([ 0.206962   ,  1.38789    ,  4.32852    ,  0.0389448  ])
6790    , -7166.08    , array([ 0.206962   ,  1.38789    ,  4.32419    ,  0.0389838  ])
