26910   , -2336.67    , array([ 0.0383007  ,  0.0946816  ,  2.78954e-07,  1.95686e-42])
26911   , -2336.67    , array([ 0.038339   ,  0.0946816  ,  2.78954e-07,  1.95686e-42])
26912   , -2336.67    , array([ 0.0383007  ,  0.0947763  ,  2.78954e-07,  1.95686e-42])
26913   , -2336.67    , array([ 0.0383007  ,  0.0946816  ,  2.79233e-07,  1.95686e-42])
26914   , -2336.67    , array([ 0.0383007  ,  0.0946816  ,  2.78954e-07,  1.95882e-42])
26915   , -2336.67    , array([ 0.0383007  ,  0.0946816  ,  2.78954e-07,  1.95686e-42])
26916   , -2336.63    , array([ 0.0333026  ,  0.0946816  ,  3.19149e-07,  1.95686e-42])
26917   , -2336.63    , array([ 0.0333026  ,  0.0946816  ,  3.19149e-07,  1.95686e-42])
26918   , -2336.63    , array([ 0.0333359  ,  0.0946816  ,  3.19149e-07,  1.95686e-42])
26919   , -2336.63    , array([ 0.0333026  ,  0.0947763  ,  3.19149e-07,  1.95686e-42])
26920   , -2336.63    , array([ 0.0333026  ,  0.0946816  ,  3.19468e-07,  1.95686e-42])
26921   , -2336.63    , array([ 0.0333026  ,  0.0946816  ,  3.19149e-07,  1.95882e-42])
26922   , -2336.26    , array([ 0.0190353  ,  0.0946816  ,  5.46815e-07,  1.95686e-42])
26923   , -2336.26    , array([ 0.0190353  ,  0.0946816  ,  5.46815e-07,  1.95686e-42])
26924   , -2336.26    , array([ 0.0190544  ,  0.0946816  ,  5.46815e-07,  1.95686e-42])
26925   , -2336.26    , array([ 0.0190353  ,  0.0947763  ,  5.46815e-07,  1.95686e-42])
26926   , -2336.26    , array([ 0.0190353  ,  0.0946816  ,  5.47362e-07,  1.95686e-42])
26927   , -2336.26    , array([ 0.0190353  ,  0.0946816  ,  5.46815e-07,  1.95882e-42])
26928   , -2293.88    , array([ 0.00203185 ,  0.0946816  ,  4.71225e-06,  1.95686e-42])
26929   , -2293.88    , array([ 0.00203185 ,  0.0946816  ,  4.71225e-06,  1.95686e-42])
26930   , -2293.92    , array([ 0.00203389 ,  0.0946816  ,  4.71225e-06,  1.95686e-42])
26931   , -2293.88    , array([ 0.00203185 ,  0.0947763  ,  4.71225e-06,  1.95686e-42])
26932   , -2293.84    , array([ 0.00203185 ,  0.0946816  ,  4.71697e-06,  1.95686e-42])
26933   , -2293.88    , array([ 0.00203185 ,  0.0946816  ,  4.71225e-06,  1.95882e-42])
26940   , -2293.88    , array([ 0.00203183 ,  0.0946816  ,  4.7123e-06 ,  1.95686e-42])
26941   , -2293.88    , array([ 0.00203183 ,  0.0946816  ,  4.7123e-06 ,  1.95686e-42])
26942   , -2293.92    , array([ 0.00203387 ,  0.0946816  ,  4.7123e-06 ,  1.95686e-42])
26943   , -2293.88    , array([ 0.00203183 ,  0.0947763  ,  4.7123e-06 ,  1.95686e-42])
26944   , -2293.84    , array([ 0.00203183 ,  0.0946816  ,  4.71702e-06,  1.95686e-42])
26945   , -2293.88    , array([ 0.00203183 ,  0.0946816  ,  4.7123e-06 ,  1.95882e-42])
26946   , -2293.88    , array([ 0.00203181 ,  0.0946816  ,  4.71235e-06,  1.95686e-42])
26947   , -2293.88    , array([ 0.00203181 ,  0.0946816  ,  4.71235e-06,  1.95686e-42])
26948   , -2293.92    , array([ 0.00203384 ,  0.0946816  ,  4.71235e-06,  1.95686e-42])
26949   , -2293.88    , array([ 0.00203181 ,  0.0947763  ,  4.71235e-06,  1.95686e-42])
26950   , -2293.84    , array([ 0.00203181 ,  0.0946816  ,  4.71706e-06,  1.95686e-42])
26951   , -2293.88    , array([ 0.00203181 ,  0.0946816  ,  4.71235e-06,  1.95882e-42])
26958   , -2293.88    , array([ 0.00203181 ,  0.0946816  ,  4.71236e-06,  1.95686e-42])
26959   , -2293.88    , array([ 0.00203181 ,  0.0946816  ,  4.71236e-06,  1.95686e-42])
26960   , -2293.92    , array([ 0.00203384 ,  0.0946816  ,  4.71236e-06,  1.95686e-42])
26961   , -2293.88    , array([ 0.00203181 ,  0.0947763  ,  4.71236e-06,  1.95686e-42])
26962   , -2293.84    , array([ 0.00203181 ,  0.0946816  ,  4.71708e-06,  1.95686e-42])
26963   , -2293.88    , array([ 0.00203181 ,  0.0946816  ,  4.71236e-06,  1.95882e-42])
26964   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71237e-06,  1.95686e-42])
26965   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71237e-06,  1.95686e-42])
26966   , -2293.92    , array([ 0.00203383 ,  0.0946816  ,  4.71237e-06,  1.95686e-42])
26967   , -2293.88    , array([ 0.0020318  ,  0.0947763  ,  4.71237e-06,  1.95686e-42])
26968   , -2293.84    , array([ 0.0020318  ,  0.0946816  ,  4.71709e-06,  1.95686e-42])
26969   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71237e-06,  1.95882e-42])
26976   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71238e-06,  1.95686e-42])
26977   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71238e-06,  1.95686e-42])
26978   , -2293.92    , array([ 0.00203383 ,  0.0946816  ,  4.71238e-06,  1.95686e-42])
26979   , -2293.88    , array([ 0.0020318  ,  0.0947763  ,  4.71238e-06,  1.95686e-42])
26980   , -2293.84    , array([ 0.0020318  ,  0.0946816  ,  4.71709e-06,  1.95686e-42])
26981   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71238e-06,  1.95882e-42])
26982   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71238e-06,  1.95686e-42])
26983   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71238e-06,  1.95686e-42])
26984   , -2293.92    , array([ 0.00203383 ,  0.0946816  ,  4.71238e-06,  1.95686e-42])
26985   , -2293.88    , array([ 0.0020318  ,  0.0947763  ,  4.71238e-06,  1.95686e-42])
26986   , -2293.84    , array([ 0.0020318  ,  0.0946816  ,  4.7171e-06 ,  1.95686e-42])
26987   , -2293.88    , array([ 0.0020318  ,  0.0946816  ,  4.71238e-06,  1.95882e-42])
