1       , -15117.9    , array([ 0.00616608 ,  1.18157    ,  0.0026435  ,  0.0744774  ])
2       , -15115.3    , array([ 0.00617225 ,  1.18157    ,  0.0026435  ,  0.0744774  ])
3       , -15118.2    , array([ 0.00616608 ,  1.18275    ,  0.0026435  ,  0.0744774  ])
4       , -15120.4    , array([ 0.00616608 ,  1.18157    ,  0.00264614 ,  0.0744774  ])
5       , -15117.9    , array([ 0.00616608 ,  1.18157    ,  0.0026435  ,  0.0745519  ])
6       , -15117.9    , array([ 0.00616608 ,  1.18157    ,  0.0026435  ,  0.0744774  ])
7       , -13092.3    , array([ 0.0125967  ,  1.07092    ,  0.00130333 ,  0.0744633  ])
8       , -13092.3    , array([ 0.0125967  ,  1.07092    ,  0.00130333 ,  0.0744633  ])
9       , -13091.9    , array([ 0.0126093  ,  1.07092    ,  0.00130333 ,  0.0744633  ])
10      , -13092.4    , array([ 0.0125967  ,  1.07199    ,  0.00130333 ,  0.0744633  ])
11      , -13092.8    , array([ 0.0125967  ,  1.07092    ,  0.00130463 ,  0.0744633  ])
12      , -13092.7    , array([ 0.0125967  ,  1.07092    ,  0.00130333 ,  0.0745378  ])
13      , -12730.1    , array([ 0.0288371  ,  2.46245    ,  0.000545565,  3.09845e-06])
14      , -12730.1    , array([ 0.0288371  ,  2.46245    ,  0.000545565,  3.09845e-06])
15      , -12730.3    , array([ 0.028866   ,  2.46245    ,  0.000545565,  3.09845e-06])
16      , -12730.1    , array([ 0.0288371  ,  2.46491    ,  0.000545565,  3.09845e-06])
17      , -12730      , array([ 0.0288371  ,  2.46245    ,  0.000546111,  3.09845e-06])
18      , -12730.1    , array([ 0.0288371  ,  2.46245    ,  0.000545565,  3.10155e-06])
25      , -12730.1    , array([ 0.0288371  ,  2.46243    ,  0.000545565,  3.09845e-06])
26      , -12730.1    , array([ 0.0288371  ,  2.46243    ,  0.000545565,  3.09845e-06])
27      , -12730.3    , array([ 0.028866   ,  2.46243    ,  0.000545565,  3.09845e-06])
28      , -12730.1    , array([ 0.0288371  ,  2.4649     ,  0.000545565,  3.09845e-06])
29      , -12730      , array([ 0.0288371  ,  2.46243    ,  0.000546111,  3.09845e-06])
30      , -12730.1    , array([ 0.0288371  ,  2.46243    ,  0.000545565,  3.10155e-06])
31      , -12730.1    , array([ 0.0288371  ,  2.46242    ,  0.000545565,  3.09844e-06])
32      , -12730.1    , array([ 0.0288371  ,  2.46242    ,  0.000545565,  3.09844e-06])
33      , -12730.3    , array([ 0.0288659  ,  2.46242    ,  0.000545565,  3.09844e-06])
34      , -12730.1    , array([ 0.0288371  ,  2.46488    ,  0.000545565,  3.09844e-06])
35      , -12730      , array([ 0.0288371  ,  2.46242    ,  0.000546111,  3.09844e-06])
36      , -12730.1    , array([ 0.0288371  ,  2.46242    ,  0.000545565,  3.10154e-06])
37      , -12677.1    , array([ 0.0101944  ,  0.00121753 ,  0.000558022,  1.36948e-06])
38      , -12677.1    , array([ 0.0101944  ,  0.00121753 ,  0.000558022,  1.36948e-06])
39      , -12676.9    , array([ 0.0102046  ,  0.00121753 ,  0.000558022,  1.36948e-06])
40      , -12677.1    , array([ 0.0101944  ,  0.00121875 ,  0.000558022,  1.36948e-06])
41      , -12677.2    , array([ 0.0101944  ,  0.00121753 ,  0.00055858 ,  1.36948e-06])
42      , -12677.1    , array([ 0.0101944  ,  0.00121753 ,  0.000558022,  1.37085e-06])
43      , -12679.9    , array([ 0.0187479  ,  0.1053     ,  0.000550689,  2.20959e-06])
44      , -12679.9    , array([ 0.0187479  ,  0.1053     ,  0.000550689,  2.20959e-06])
45      , -12680      , array([ 0.0187666  ,  0.1053     ,  0.000550689,  2.20959e-06])
46      , -12679.9    , array([ 0.0187479  ,  0.105405   ,  0.000550689,  2.20959e-06])
47      , -12679.8    , array([ 0.0187479  ,  0.1053     ,  0.00055124 ,  2.20959e-06])
48      , -12679.9    , array([ 0.0187479  ,  0.1053     ,  0.000550689,  2.2118e-06 ])
