750     , -10616.6    , array([ 37.8969    ,  0.179052   ,  0.23398    ,  6.97217e-57])
751     , -10617.3    , array([ 37.9348    ,  0.179052   ,  0.23398    ,  6.97217e-57])
752     , -10616.6    , array([ 37.8969    ,  0.179231   ,  0.23398    ,  6.97217e-57])
753     , -10624.8    , array([ 37.8969    ,  0.179052   ,  0.234214   ,  6.97217e-57])
754     , -10616.6    , array([ 37.8969    ,  0.179052   ,  0.23398    ,  6.97915e-57])
755     , -10616.6    , array([ 37.8969    ,  0.179052   ,  0.23398    ,  6.97217e-57])
756     , -5050.29    , array([ 34.837     ,  0.179052   ,  0.0855201  ,  6.97217e-57])
757     , -5050.29    , array([ 34.837     ,  0.179052   ,  0.0855201  ,  6.97217e-57])
758     , -5050.44    , array([ 34.8718    ,  0.179052   ,  0.0855201  ,  6.97217e-57])
759     , -5050.29    , array([ 34.837     ,  0.179231   ,  0.0855201  ,  6.97217e-57])
760     , -5053.52    , array([ 34.837     ,  0.179052   ,  0.0856057  ,  6.97217e-57])
761     , -5050.29    , array([ 34.837     ,  0.179052   ,  0.0855201  ,  6.97915e-57])
768     , -5050.08    , array([ 34.8727    ,  0.179052   ,  0.0855104  ,  6.97217e-57])
769     , -5050.08    , array([ 34.8727    ,  0.179052   ,  0.0855104  ,  6.97217e-57])
770     , -5050.23    , array([ 34.9075    ,  0.179052   ,  0.0855104  ,  6.97217e-57])
771     , -5050.08    , array([ 34.8727    ,  0.179231   ,  0.0855104  ,  6.97217e-57])
772     , -5053.31    , array([ 34.8727    ,  0.179052   ,  0.085596   ,  6.97217e-57])
773     , -5050.08    , array([ 34.8727    ,  0.179052   ,  0.0855104  ,  6.97915e-57])
774     , -5049.87    , array([ 34.9084    ,  0.179052   ,  0.0855007  ,  6.97217e-57])
775     , -5049.87    , array([ 34.9084    ,  0.179052   ,  0.0855007  ,  6.97217e-57])
776     , -5050.02    , array([ 34.9433    ,  0.179052   ,  0.0855007  ,  6.97217e-57])
777     , -5049.87    , array([ 34.9084    ,  0.179231   ,  0.0855007  ,  6.97217e-57])
778     , -5053.09    , array([ 34.9084    ,  0.179052   ,  0.0855862  ,  6.97217e-57])
779     , -5049.87    , array([ 34.9084    ,  0.179052   ,  0.0855007  ,  6.97915e-57])
786     , -5049.82    , array([ 34.9174    ,  0.179052   ,  0.0854983  ,  6.97217e-57])
787     , -5049.82    , array([ 34.9174    ,  0.179052   ,  0.0854983  ,  6.97217e-57])
788     , -5049.97    , array([ 34.9523    ,  0.179052   ,  0.0854983  ,  6.97217e-57])
789     , -5049.82    , array([ 34.9174    ,  0.179231   ,  0.0854983  ,  6.97217e-57])
790     , -5053.04    , array([ 34.9174    ,  0.179052   ,  0.0855838  ,  6.97217e-57])
791     , -5049.82    , array([ 34.9174    ,  0.179052   ,  0.0854983  ,  6.97915e-57])
792     , -5049.76    , array([ 34.9263    ,  0.179052   ,  0.0854958  ,  6.97217e-57])
793     , -5049.76    , array([ 34.9263    ,  0.179052   ,  0.0854958  ,  6.97217e-57])
794     , -5049.92    , array([ 34.9613    ,  0.179052   ,  0.0854958  ,  6.97217e-57])
795     , -5049.76    , array([ 34.9263    ,  0.179231   ,  0.0854958  ,  6.97217e-57])
