166341  , -51863.4    , array([ 0.167783   ,  0.474267   ,  0.297873   ,  1.11656e-70,  0.00596636 ])
166342  , -51871.5    , array([ 0.16795    ,  0.474267   ,  0.297873   ,  1.11656e-70,  0.00596636 ])
166343  , -51871.5    , array([ 0.167783   ,  0.474742   ,  0.297873   ,  1.11656e-70,  0.00596636 ])
166344  , -51863.4    , array([ 0.167783   ,  0.474267   ,  0.298171   ,  1.11656e-70,  0.00596636 ])
166345  , -51863.4    , array([ 0.167783   ,  0.474267   ,  0.297873   ,  1.11768e-70,  0.00596636 ])
166346  , -51846.8    , array([ 0.167783   ,  0.474267   ,  0.297873   ,  1.11656e-70,  0.00597233 ])
166347  , -51863.4    , array([ 0.167783   ,  0.474267   ,  0.297873   ,  1.11656e-70,  0.00596636 ])
166348  , -35010.9    , array([ 0.112105   ,  0.316495   ,  0.297525   ,  1.11656e-70,  0.0137241  ])
166349  , -35010.9    , array([ 0.112105   ,  0.316495   ,  0.297525   ,  1.11656e-70,  0.0137241  ])
166350  , -35002.8    , array([ 0.112217   ,  0.316495   ,  0.297525   ,  1.11656e-70,  0.0137241  ])
166351  , -35023.7    , array([ 0.112105   ,  0.316812   ,  0.297525   ,  1.11656e-70,  0.0137241  ])
166352  , -35010.9    , array([ 0.112105   ,  0.316495   ,  0.297823   ,  1.11656e-70,  0.0137241  ])
166353  , -35010.9    , array([ 0.112105   ,  0.316495   ,  0.297525   ,  1.11768e-70,  0.0137241  ])
166354  , -35003.9    , array([ 0.112105   ,  0.316495   ,  0.297525   ,  1.11656e-70,  0.0137378  ])
166355  , -32689      , array([ 0.165906   ,  0.0629866  ,  0.297517   ,  1.11656e-70,  0.058934   ])
166356  , -32689      , array([ 0.165906   ,  0.0629866  ,  0.297517   ,  1.11656e-70,  0.058934   ])
166357  , -32665.9    , array([ 0.166072   ,  0.0629866  ,  0.297517   ,  1.11656e-70,  0.058934   ])
166358  , -32665.1    , array([ 0.165906   ,  0.0630496  ,  0.297517   ,  1.11656e-70,  0.058934   ])
166359  , -32687.8    , array([ 0.165906   ,  0.0629866  ,  0.297814   ,  1.11656e-70,  0.058934   ])
166360  , -32689      , array([ 0.165906   ,  0.0629866  ,  0.297517   ,  1.11768e-70,  0.058934   ])
166361  , -32731.3    , array([ 0.165906   ,  0.0629866  ,  0.297517   ,  1.11656e-70,  0.058993   ])
166362  , -25438.1    , array([ 0.124714   ,  0.204044   ,  0.297523   ,  1.11656e-70,  0.0203973  ])
166363  , -25438.1    , array([ 0.124714   ,  0.204044   ,  0.297523   ,  1.11656e-70,  0.0203973  ])
166364  , -25422      , array([ 0.124839   ,  0.204044   ,  0.297523   ,  1.11656e-70,  0.0203973  ])
