32865   , -380403     , array([ 2.7898     ,  0.00650005 ,  0.105841   ,  0.000800926,  0.673245   ])
32866   , -380413     , array([ 2.79259    ,  0.00650005 ,  0.105841   ,  0.000800926,  0.673245   ])
32867   , -380357     , array([ 2.7898     ,  0.00650656 ,  0.105841   ,  0.000800926,  0.673245   ])
32868   , -380396     , array([ 2.7898     ,  0.00650005 ,  0.105947   ,  0.000800926,  0.673245   ])
32869   , -380373     , array([ 2.7898     ,  0.00650005 ,  0.105841   ,  0.000801727,  0.673245   ])
32870   , -380408     , array([ 2.7898     ,  0.00650005 ,  0.105841   ,  0.000800926,  0.673918   ])
32871   , -380403     , array([ 2.7898     ,  0.00650005 ,  0.105841   ,  0.000800926,  0.673245   ])
32872   , -323215     , array([ 2.32249    ,  0.0147721  ,  0.118476   ,  0.00137433 ,  0.614619   ])
32873   , -323215     , array([ 2.32249    ,  0.0147721  ,  0.118476   ,  0.00137433 ,  0.614619   ])
32874   , -323225     , array([ 2.32482    ,  0.0147721  ,  0.118476   ,  0.00137433 ,  0.614619   ])
32875   , -323167     , array([ 2.32249    ,  0.0147869  ,  0.118476   ,  0.00137433 ,  0.614619   ])
32876   , -323207     , array([ 2.32249    ,  0.0147721  ,  0.118595   ,  0.00137433 ,  0.614619   ])
32877   , -323186     , array([ 2.32249    ,  0.0147721  ,  0.118476   ,  0.0013757  ,  0.614619   ])
32878   , -323220     , array([ 2.32249    ,  0.0147721  ,  0.118476   ,  0.00137433 ,  0.615233   ])
32879   , -35768.9    , array([ 1.11553    ,  0.394044   ,  0.186009   ,  0.0119146  ,  0.42691    ])
32880   , -35768.9    , array([ 1.11553    ,  0.394044   ,  0.186009   ,  0.0119146  ,  0.42691    ])
32881   , -35755.2    , array([ 1.11665    ,  0.394044   ,  0.186009   ,  0.0119146  ,  0.42691    ])
32882   , -35744.9    , array([ 1.11553    ,  0.394439   ,  0.186009   ,  0.0119146  ,  0.42691    ])
32883   , -35763.2    , array([ 1.11553    ,  0.394044   ,  0.186195   ,  0.0119146  ,  0.42691    ])
32884   , -35768.3    , array([ 1.11553    ,  0.394044   ,  0.186009   ,  0.0119265  ,  0.42691    ])
32885   , -35810.2    , array([ 1.11553    ,  0.394044   ,  0.186009   ,  0.0119146  ,  0.427337   ])
32893   , -34973.2    , array([ 1.11743    ,  0.399281   ,  0.186457   ,  0.0119742  ,  0.422311   ])
32894   , -34973.2    , array([ 1.11743    ,  0.399281   ,  0.186457   ,  0.0119742  ,  0.422311   ])
32895   , -34959.5    , array([ 1.11854    ,  0.399281   ,  0.186457   ,  0.0119742  ,  0.422311   ])
32896   , -34950      , array([ 1.11743    ,  0.399681   ,  0.186457   ,  0.0119742  ,  0.422311   ])
32897   , -34967.6    , array([ 1.11743    ,  0.399281   ,  0.186643   ,  0.0119742  ,  0.422311   ])
32898   , -34972.6    , array([ 1.11743    ,  0.399281   ,  0.186457   ,  0.0119862  ,  0.422311   ])
32899   , -35013.8    , array([ 1.11743    ,  0.399281   ,  0.186457   ,  0.0119742  ,  0.422734   ])
32900   , -21616.6    , array([ 1.16113    ,  0.537965   ,  0.196854   ,  0.0134034  ,  0.33068    ])
32901   , -21616.6    , array([ 1.16113    ,  0.537965   ,  0.196854   ,  0.0134034  ,  0.33068    ])
32902   , -21603.7    , array([ 1.16229    ,  0.537965   ,  0.196854   ,  0.0134034  ,  0.33068    ])
32903   , -21609.2    , array([ 1.16113    ,  0.538503   ,  0.196854   ,  0.0134034  ,  0.33068    ])
32904   , -21613.2    , array([ 1.16113    ,  0.537965   ,  0.197051   ,  0.0134034  ,  0.33068    ])
32905   , -21616.3    , array([ 1.16113    ,  0.537965   ,  0.196854   ,  0.0134168  ,  0.33068    ])
32906   , -21642.9    , array([ 1.16113    ,  0.537965   ,  0.196854   ,  0.0134034  ,  0.331011   ])
32907   , -12533.7    , array([ 4.68921    ,  0.285075   ,  0.275068   ,  0.12517    ,  0.197224   ])
32908   , -12533.7    , array([ 4.68921    ,  0.285075   ,  0.275068   ,  0.12517    ,  0.197224   ])
32909   , -12535.6    , array([ 4.69391    ,  0.285075   ,  0.275068   ,  0.12517    ,  0.197224   ])
32910   , -12518.7    , array([ 4.68921    ,  0.28536    ,  0.275068   ,  0.12517    ,  0.197224   ])
32911   , -12532.3    , array([ 4.68921    ,  0.285075   ,  0.275344   ,  0.12517    ,  0.197224   ])
32912   , -12532.8    , array([ 4.68921    ,  0.285075   ,  0.275068   ,  0.125295   ,  0.197224   ])
32913   , -12554.9    , array([ 4.68921    ,  0.285075   ,  0.275068   ,  0.12517    ,  0.197422   ])
32914   , -3190.32    , array([ 1.43719    ,  0.0668994  ,  0.182253   ,  1.14211    ,  0.0357201  ])
32915   , -3190.32    , array([ 1.43719    ,  0.0668994  ,  0.182253   ,  1.14211    ,  0.0357201  ])
32916   , -3190.19    , array([ 1.43863    ,  0.0668994  ,  0.182253   ,  1.14211    ,  0.0357201  ])
32917   , -3180.62    , array([ 1.43719    ,  0.0669663  ,  0.182253   ,  1.14211    ,  0.0357201  ])
32918   , -3190.26    , array([ 1.43719    ,  0.0668994  ,  0.182436   ,  1.14211    ,  0.0357201  ])
32919   , -3189.61    , array([ 1.43719    ,  0.0668994  ,  0.182253   ,  1.14325    ,  0.0357201  ])
32920   , -3199.51    , array([ 1.43719    ,  0.0668994  ,  0.182253   ,  1.14211    ,  0.0357558  ])
32928   , -3189.73    , array([ 1.43726    ,  0.0669003  ,  0.182178   ,  1.14222    ,  0.0357185  ])
32929   , -3189.73    , array([ 1.43726    ,  0.0669003  ,  0.182178   ,  1.14222    ,  0.0357185  ])
32930   , -3189.6     , array([ 1.4387     ,  0.0669003  ,  0.182178   ,  1.14222    ,  0.0357185  ])
32931   , -3180.03    , array([ 1.43726    ,  0.0669673  ,  0.182178   ,  1.14222    ,  0.0357185  ])
32932   , -3189.66    , array([ 1.43726    ,  0.0669003  ,  0.182361   ,  1.14222    ,  0.0357185  ])
32933   , -3189.02    , array([ 1.43726    ,  0.0669003  ,  0.182178   ,  1.14336    ,  0.0357185  ])
32934   , -3198.91    , array([ 1.43726    ,  0.0669003  ,  0.182178   ,  1.14222    ,  0.0357542  ])
32935   , -1613.54    , array([ 1.96062    ,  0.0728324  ,  0.0159905  ,  1.99473    ,  0.0274919  ])
32936   , -1613.54    , array([ 1.96062    ,  0.0728324  ,  0.0159905  ,  1.99473    ,  0.0274919  ])
32937   , -1613.67    , array([ 1.96259    ,  0.0728324  ,  0.0159905  ,  1.99473    ,  0.0274919  ])
32938   , -1614.65    , array([ 1.96062    ,  0.0729053  ,  0.0159905  ,  1.99473    ,  0.0274919  ])
32939   , -1613.54    , array([ 1.96062    ,  0.0728324  ,  0.0160065  ,  1.99473    ,  0.0274919  ])
32940   , -1613.59    , array([ 1.96062    ,  0.0728324  ,  0.0159905  ,  1.99672    ,  0.0274919  ])
32941   , -1612.62    , array([ 1.96062    ,  0.0728324  ,  0.0159905  ,  1.99473    ,  0.0275194  ])
32942   , -1583.77    , array([ 1.82654    ,  0.0691489  ,  0.0207444  ,  1.99365    ,  0.0270729  ])
32943   , -1583.77    , array([ 1.82654    ,  0.0691489  ,  0.0207444  ,  1.99365    ,  0.0270729  ])
32944   , -1583.88    , array([ 1.82837    ,  0.0691489  ,  0.0207444  ,  1.99365    ,  0.0270729  ])
32945   , -1583.77    , array([ 1.82654    ,  0.0692181  ,  0.0207444  ,  1.99365    ,  0.0270729  ])
32946   , -1583.77    , array([ 1.82654    ,  0.0691489  ,  0.0207651  ,  1.99365    ,  0.0270729  ])
32947   , -1583.74    , array([ 1.82654    ,  0.0691489  ,  0.0207444  ,  1.99565    ,  0.0270729  ])
32948   , -1583.83    , array([ 1.82654    ,  0.0691489  ,  0.0207444  ,  1.99365    ,  0.0271     ])
32949   , -1578.15    , array([ 1.74813    ,  0.0660478  ,  0.0214671  ,  2.10939    ,  0.025998   ])
32950   , -1578.15    , array([ 1.74813    ,  0.0660478  ,  0.0214671  ,  2.10939    ,  0.025998   ])
32951   , -1578.23    , array([ 1.74988    ,  0.0660478  ,  0.0214671  ,  2.10939    ,  0.025998   ])
32952   , -1577.98    , array([ 1.74813    ,  0.0661139  ,  0.0214671  ,  2.10939    ,  0.025998   ])
32953   , -1578.15    , array([ 1.74813    ,  0.0660478  ,  0.0214886  ,  2.10939    ,  0.025998   ])
32954   , -1578.1     , array([ 1.74813    ,  0.0660478  ,  0.0214671  ,  2.1115     ,  0.025998   ])
32955   , -1578.3     , array([ 1.74813    ,  0.0660478  ,  0.0214671  ,  2.10939    ,  0.026024   ])
32956   , -1573.92    , array([ 1.62731    ,  0.0611402  ,  0.0214963  ,  2.36902    ,  0.0240814  ])
32957   , -1573.92    , array([ 1.62731    ,  0.0611402  ,  0.0214963  ,  2.36902    ,  0.0240814  ])
32958   , -1573.98    , array([ 1.62894    ,  0.0611402  ,  0.0214963  ,  2.36902    ,  0.0240814  ])
32959   , -1573.76    , array([ 1.62731    ,  0.0612014  ,  0.0214963  ,  2.36902    ,  0.0240814  ])
32960   , -1573.92    , array([ 1.62731    ,  0.0611402  ,  0.0215179  ,  2.36902    ,  0.0240814  ])
32961   , -1573.87    , array([ 1.62731    ,  0.0611402  ,  0.0214963  ,  2.37139    ,  0.0240814  ])
32962   , -1573.98    , array([ 1.62731    ,  0.0611402  ,  0.0214963  ,  2.36902    ,  0.0241055  ])
32963   , -1573.52    , array([ 1.59241    ,  0.0599512  ,  0.0213706  ,  2.46125    ,  0.0235769  ])
32964   , -1573.52    , array([ 1.59241    ,  0.0599512  ,  0.0213706  ,  2.46125    ,  0.0235769  ])
32965   , -1573.57    , array([ 1.59401    ,  0.0599512  ,  0.0213706  ,  2.46125    ,  0.0235769  ])
32966   , -1573.43    , array([ 1.59241    ,  0.0600112  ,  0.0213706  ,  2.46125    ,  0.0235769  ])
32967   , -1573.52    , array([ 1.59241    ,  0.0599512  ,  0.021392   ,  2.46125    ,  0.0235769  ])
32968   , -1573.48    , array([ 1.59241    ,  0.0599512  ,  0.0213706  ,  2.46372    ,  0.0235769  ])
32969   , -1573.5     , array([ 1.59241    ,  0.0599512  ,  0.0213706  ,  2.46125    ,  0.0236005  ])
32970   , -1573.05    , array([ 1.56879    ,  0.0594291  ,  0.0214703  ,  2.5187     ,  0.0233568  ])
32971   , -1573.05    , array([ 1.56879    ,  0.0594291  ,  0.0214703  ,  2.5187     ,  0.0233568  ])
32972   , -1573.1     , array([ 1.57036    ,  0.0594291  ,  0.0214703  ,  2.5187     ,  0.0233568  ])
32973   , -1573       , array([ 1.56879    ,  0.0594886  ,  0.0214703  ,  2.5187     ,  0.0233568  ])
32974   , -1573.05    , array([ 1.56879    ,  0.0594291  ,  0.0214917  ,  2.5187     ,  0.0233568  ])
32975   , -1573.01    , array([ 1.56879    ,  0.0594291  ,  0.0214703  ,  2.52122    ,  0.0233568  ])
32976   , -1572.98    , array([ 1.56879    ,  0.0594291  ,  0.0214703  ,  2.5187     ,  0.0233801  ])
32977   , -1572.32    , array([ 1.54566    ,  0.059121   ,  0.0217402  ,  2.57046    ,  0.0232337  ])
