1       , -55434.7    , array([ 0.0096106  ,  1.99941    ,  0.00634886 ,  0.074378   ])
2       , -55432.9    , array([ 0.00962021 ,  1.99941    ,  0.00634886 ,  0.074378   ])
3       , -55434.7    , array([ 0.0096106  ,  2.00141    ,  0.00634886 ,  0.074378   ])
4       , -55436.6    , array([ 0.0096106  ,  1.99941    ,  0.00635521 ,  0.074378   ])
5       , -55438.7    , array([ 0.0096106  ,  1.99941    ,  0.00634886 ,  0.0744524  ])
6       , -55434.7    , array([ 0.0096106  ,  1.99941    ,  0.00634886 ,  0.074378   ])
7       , -54710.6    , array([ 0.0140888  ,  2.00192    ,  0.00426828 ,  0.0319101  ])
8       , -54710.6    , array([ 0.0140888  ,  2.00192    ,  0.00426828 ,  0.0319101  ])
9       , -54712.8    , array([ 0.0141029  ,  2.00192    ,  0.00426828 ,  0.0319101  ])
10      , -54710.5    , array([ 0.0140888  ,  2.00392    ,  0.00426828 ,  0.0319101  ])
11      , -54708.4    , array([ 0.0140888  ,  2.00192    ,  0.00427255 ,  0.0319101  ])
12      , -54710.6    , array([ 0.0140888  ,  2.00192    ,  0.00426828 ,  0.031942   ])
13      , -53933.5    , array([ 0.010025   ,  2.05597    ,  0.00582423 ,  0.0164749  ])
14      , -53933.5    , array([ 0.010025   ,  2.05597    ,  0.00582423 ,  0.0164749  ])
15      , -53934.6    , array([ 0.0100351  ,  2.05597    ,  0.00582423 ,  0.0164749  ])
16      , -53933.4    , array([ 0.010025   ,  2.05803    ,  0.00582423 ,  0.0164749  ])
17      , -53932.5    , array([ 0.010025   ,  2.05597    ,  0.00583006 ,  0.0164749  ])
18      , -53932.6    , array([ 0.010025   ,  2.05597    ,  0.00582423 ,  0.0164914  ])
25      , -53933.5    , array([ 0.010025   ,  2.05604    ,  0.00582421 ,  0.0164749  ])
26      , -53933.5    , array([ 0.010025   ,  2.05604    ,  0.00582421 ,  0.0164749  ])
27      , -53934.6    , array([ 0.010035   ,  2.05604    ,  0.00582421 ,  0.0164749  ])
28      , -53933.4    , array([ 0.010025   ,  2.0581     ,  0.00582421 ,  0.0164749  ])
29      , -53932.5    , array([ 0.010025   ,  2.05604    ,  0.00583004 ,  0.0164749  ])
30      , -53932.6    , array([ 0.010025   ,  2.05604    ,  0.00582421 ,  0.0164914  ])
31      , -53867      , array([ 0.00909822 ,  5.02725    ,  0.00533667 ,  0.0160618  ])
32      , -53867      , array([ 0.00909822 ,  5.02725    ,  0.00533667 ,  0.0160618  ])
33      , -53868.1    , array([ 0.00910733 ,  5.02725    ,  0.00533667 ,  0.0160618  ])
