11078   , -2336.8     , array([ 12.9244    ,  0.0778099  ,  6.39306e-09,  1.2335e-23 ])
11079   , -2336.8     , array([ 12.9374    ,  0.0778099  ,  6.39306e-09,  1.2335e-23 ])
11080   , -2336.8     , array([ 12.9244    ,  0.0778877  ,  6.39306e-09,  1.2335e-23 ])
11081   , -2336.8     , array([ 12.9244    ,  0.0778099  ,  6.39946e-09,  1.2335e-23 ])
11082   , -2336.8     , array([ 12.9244    ,  0.0778099  ,  6.39306e-09,  1.23473e-23])
11083   , -2336.8     , array([ 12.9244    ,  0.0778099  ,  6.39306e-09,  1.2335e-23 ])
11084   , -2336.8     , array([ 12.9243    ,  0.0778099  ,  6.39234e-09,  1.2335e-23 ])
11085   , -2336.8     , array([ 12.9243    ,  0.0778099  ,  6.39234e-09,  1.2335e-23 ])
11086   , -2336.8     , array([ 12.9372    ,  0.0778099  ,  6.39234e-09,  1.2335e-23 ])
11087   , -2336.8     , array([ 12.9243    ,  0.0778877  ,  6.39234e-09,  1.2335e-23 ])
11088   , -2336.8     , array([ 12.9243    ,  0.0778099  ,  6.39873e-09,  1.2335e-23 ])
11089   , -2336.8     , array([ 12.9243    ,  0.0778099  ,  6.39234e-09,  1.23473e-23])
11090   , -2336.8     , array([ 12.9238    ,  0.0778099  ,  6.38944e-09,  1.2335e-23 ])
11091   , -2336.8     , array([ 12.9238    ,  0.0778099  ,  6.38944e-09,  1.2335e-23 ])
11092   , -2336.8     , array([ 12.9367    ,  0.0778099  ,  6.38944e-09,  1.2335e-23 ])
11093   , -2336.8     , array([ 12.9238    ,  0.0778877  ,  6.38944e-09,  1.2335e-23 ])
11094   , -2336.8     , array([ 12.9238    ,  0.0778099  ,  6.39583e-09,  1.2335e-23 ])
11095   , -2336.8     , array([ 12.9238    ,  0.0778099  ,  6.38944e-09,  1.23473e-23])
11096   , -2336.8     , array([ 12.9218    ,  0.0778099  ,  6.37786e-09,  1.2335e-23 ])
11097   , -2336.8     , array([ 12.9218    ,  0.0778099  ,  6.37786e-09,  1.2335e-23 ])
11098   , -2336.8     , array([ 12.9348    ,  0.0778099  ,  6.37786e-09,  1.2335e-23 ])
11099   , -2336.8     , array([ 12.9218    ,  0.0778877  ,  6.37786e-09,  1.2335e-23 ])
11100   , -2336.8     , array([ 12.9218    ,  0.0778099  ,  6.38424e-09,  1.2335e-23 ])
11101   , -2336.8     , array([ 12.9218    ,  0.0778099  ,  6.37786e-09,  1.23473e-23])
11102   , -2336.8     , array([ 12.914     ,  0.0778099  ,  6.33175e-09,  1.2335e-23 ])
11103   , -2336.8     , array([ 12.914     ,  0.0778099  ,  6.33175e-09,  1.2335e-23 ])
11104   , -2336.8     , array([ 12.9269    ,  0.0778099  ,  6.33175e-09,  1.2335e-23 ])
11105   , -2336.8     , array([ 12.914     ,  0.0778877  ,  6.33175e-09,  1.2335e-23 ])
11106   , -2336.8     , array([ 12.914     ,  0.0778099  ,  6.33809e-09,  1.2335e-23 ])
11107   , -2336.8     , array([ 12.914     ,  0.0778099  ,  6.33175e-09,  1.23473e-23])
11108   , -2336.8     , array([ 12.8825    ,  0.0778099  ,  6.15062e-09,  1.2335e-23 ])
11109   , -2336.8     , array([ 12.8825    ,  0.0778099  ,  6.15062e-09,  1.2335e-23 ])
11110   , -2336.8     , array([ 12.8954    ,  0.0778099  ,  6.15062e-09,  1.2335e-23 ])
11111   , -2336.8     , array([ 12.8825    ,  0.0778877  ,  6.15062e-09,  1.2335e-23 ])
11112   , -2336.8     , array([ 12.8825    ,  0.0778099  ,  6.15677e-09,  1.2335e-23 ])
11113   , -2336.8     , array([ 12.8825    ,  0.0778099  ,  6.15062e-09,  1.23473e-23])
11114   , -2336.8     , array([ 12.7575    ,  0.0778099  ,  5.47645e-09,  1.2335e-23 ])
11115   , -2336.8     , array([ 12.7575    ,  0.0778099  ,  5.47645e-09,  1.2335e-23 ])
