1109    , -2200.56    , array([ 0.410301   ,  0.284523   ,  4.61736e-27,  0.0031464  ])
1110    , -2200.56    , array([ 0.410711   ,  0.284523   ,  4.61736e-27,  0.0031464  ])
1111    , -2200.73    , array([ 0.410301   ,  0.284808   ,  4.61736e-27,  0.0031464  ])
1112    , -2200.56    , array([ 0.410301   ,  0.284523   ,  4.62198e-27,  0.0031464  ])
1113    , -2200.44    , array([ 0.410301   ,  0.284523   ,  4.61736e-27,  0.00314955 ])
1114    , -2200.56    , array([ 0.410301   ,  0.284523   ,  4.61736e-27,  0.0031464  ])
1115    , -1869.36    , array([ 0.410301   ,  0.125472   ,  4.61736e-27,  0.00568412 ])
1116    , -1869.36    , array([ 0.410301   ,  0.125472   ,  4.61736e-27,  0.00568412 ])
1117    , -1869.36    , array([ 0.410711   ,  0.125472   ,  4.61736e-27,  0.00568412 ])
1118    , -1869.65    , array([ 0.410301   ,  0.125597   ,  4.61736e-27,  0.00568412 ])
1119    , -1869.36    , array([ 0.410301   ,  0.125472   ,  4.62198e-27,  0.00568412 ])
1120    , -1869.08    , array([ 0.410301   ,  0.125472   ,  4.61736e-27,  0.00568981 ])
1121    , -2331.4     , array([ 0.410301   ,  0.00474526 ,  4.61736e-27,  0.0605428  ])
1122    , -2331.4     , array([ 0.410301   ,  0.00474526 ,  4.61736e-27,  0.0605428  ])
1123    , -2331.4     , array([ 0.410711   ,  0.00474526 ,  4.61736e-27,  0.0605428  ])
1124    , -2331.33    , array([ 0.410301   ,  0.00475001 ,  4.61736e-27,  0.0605428  ])
1125    , -2331.4     , array([ 0.410301   ,  0.00474526 ,  4.62198e-27,  0.0605428  ])
1126    , -2331.47    , array([ 0.410301   ,  0.00474526 ,  4.61736e-27,  0.0606034  ])
1127    , -1801.8     , array([ 0.410301   ,  0.0588338  ,  4.61736e-27,  0.00982337 ])
1128    , -1801.8     , array([ 0.410301   ,  0.0588338  ,  4.61736e-27,  0.00982337 ])
1129    , -1801.8     , array([ 0.410711   ,  0.0588338  ,  4.61736e-27,  0.00982337 ])
1130    , -1801.23    , array([ 0.410301   ,  0.0588927  ,  4.61736e-27,  0.00982337 ])
1131    , -1801.8     , array([ 0.410301   ,  0.0588338  ,  4.62198e-27,  0.00982337 ])
1132    , -1802.14    , array([ 0.410301   ,  0.0588338  ,  4.61736e-27,  0.0098332  ])
1133    , -1744.68    , array([ 0.410301   ,  0.0943095  ,  4.61736e-27,  0.00698601 ])
1134    , -1744.68    , array([ 0.410301   ,  0.0943095  ,  4.61736e-27,  0.00698601 ])
