Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-13310.72	26639.44	4119.22	12554.64	2.0635,1.6961,0.4066,1.0785,0.9604,0.4553,6.7531,9.5406,0.2855
our_model	Round_1_Replicate_2	-11752.53	23523.06	1117.71	19651.91	0.01,1.4111,0.3284,0.5389,0.3273,1.0478,10.3639,0.0191,0.1673
our_model	Round_1_Replicate_3	-11781.03	23580.06	1187.05	15108.05	4.7876,1.5228,0.4382,0.8514,0.2575,0.5434,7.1891,2.1652,0.1236
our_model	Round_1_Replicate_4	-11778.23	23574.46	1184.37	11336.56	3.2889,1.9994,0.6113,1.363,0.1426,0.1815,4.6484,3.4385,0.1274
our_model	Round_1_Replicate_5	-11936.86	23891.72	1485.47	15130.85	11.4047,1.6132,0.3785,0.7362,0.5958,0.7811,8.3891,29.9987,0.2345
our_model	Round_1_Replicate_6	-12078.34	24174.68	1750.71	12450.53	11.9344,1.9367,0.4568,0.8635,0.561,0.7291,6.9717,29.9974,0.3267
our_model	Round_1_Replicate_7	-11804.33	23626.66	1233.64	13493.22	3.9993,1.6991,0.5078,0.9998,0.126,0.4621,6.1148,2.5178,0.1203
our_model	Round_1_Replicate_8	-11777.53	23573.06	1178.38	13225.54	4.6863,1.7773,0.4982,0.9652,0.1727,0.4606,6.3747,2.8047,0.1444
our_model	Round_1_Replicate_9	-11750.25	23518.5	1124.23	9735.8	3.8611,2.4533,0.6504,1.3591,0.1969,0.2778,4.7792,5.0135,0.2138
our_model	Round_1_Replicate_10	-11780.47	23578.94	1176.62	13364.41	5.1934,1.7723,0.4739,0.945,0.3128,0.494,6.6801,2.779,0.1746
our_model	Round_2_Replicate_1	-11848.74	23715.48	1315.36	8190.4	10.2216,3.2219,0.6847,1.4567,0.2984,0.2595,4.5448,30.0,0.4093
our_model	Round_2_Replicate_2	-11769.0	23556.0	1154.8	7922.58	3.9533,3.0974,0.7678,1.5955,0.2197,0.2375,4.0766,6.9838,0.3184
our_model	Round_2_Replicate_3	-11744.63	23507.26	1112.76	9504.69	3.7953,2.5082,0.6643,1.4186,0.2235,0.2407,4.6381,5.2155,0.2202
our_model	Round_2_Replicate_4	-11750.69	23519.38	1133.2	11017.21	3.6978,2.1177,0.6005,1.4069,0.2195,0.1325,4.8314,3.8522,0.149
our_model	Round_2_Replicate_5	-11862.34	23742.68	1343.32	9533.34	14.8017,2.8121,0.5831,1.2511,0.3527,0.2868,5.3265,30.0,0.36
our_model	Round_2_Replicate_6	-11748.75	23515.5	1123.48	8550.1	3.6471,2.8272,0.7242,1.6176,0.2446,0.1793,4.1996,6.2705,0.2531
our_model	Round_2_Replicate_7	-11771.06	23560.12	1163.92	9989.78	5.1971,2.4757,0.5971,1.3236,0.3246,0.2447,5.1395,5.8586,0.2517
our_model	Round_2_Replicate_8	-11754.26	23526.52	1130.82	8657.23	3.8488,2.7963,0.7073,1.5299,0.2416,0.2316,4.3606,6.3981,0.2684
our_model	Round_2_Replicate_9	-11746.64	23511.28	1126.62	12170.45	4.0321,1.9176,0.5379,1.2951,0.2874,0.1527,5.3636,3.3338,0.1383
our_model	Round_2_Replicate_10	-11755.78	23529.56	1134.67	13409.92	6.169,1.8216,0.455,0.9795,0.3706,0.3571,6.7884,3.4025,0.1748
our_model	Round_2_Replicate_11	-11779.34	23576.68	1188.86	7130.06	2.0334,3.1394,0.9702,2.3187,0.1151,0.0827,2.8469,6.582,0.1991
our_model	Round_2_Replicate_12	-11808.0	23634.0	1249.64	8053.51	2.2127,2.7929,0.8684,2.274,0.1284,0.0262,2.9205,5.5363,0.1578
our_model	Round_2_Replicate_13	-11841.09	23700.18	1300.46	7846.56	8.9047,3.3388,0.7186,1.5168,0.2761,0.2563,4.3418,30.0,0.4195
our_model	Round_2_Replicate_14	-11774.04	23566.08	1186.23	9956.98	3.0927,2.3267,0.6724,1.7498,0.2117,0.0423,4.0619,4.3742,0.1474
our_model	Round_2_Replicate_15	-11749.76	23517.52	1132.26	11080.75	3.6309,2.0996,0.5968,1.4224,0.2329,0.1347,4.8202,3.8141,0.147
our_model	Round_2_Replicate_16	-11842.24	23702.48	1302.52	9466.76	9.915,2.7268,0.5989,1.2343,0.3263,0.3519,5.2424,30.0,0.3508
our_model	Round_2_Replicate_17	-11739.2	23496.4	1105.29	14352.06	4.9846,1.6306,0.4543,1.0087,0.3032,0.2957,6.6044,2.4467,0.1273
our_model	Round_2_Replicate_18	-11756.75	23531.5	1131.75	10288.39	4.7668,2.3573,0.6052,1.2619,0.2641,0.2685,5.1516,4.7286,0.2238
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
