56861   , -2457.15    , array([ 0.182311   ,  21.2906    ,  3.65346e-56,  0.00603935 ])
56862   , -2457.15    , array([ 0.182494   ,  21.2906    ,  3.65346e-56,  0.00603935 ])
56863   , -2457.16    , array([ 0.182311   ,  21.3119    ,  3.65346e-56,  0.00603935 ])
56864   , -2457.15    , array([ 0.182311   ,  21.2906    ,  3.65712e-56,  0.00603935 ])
56865   , -2457.28    , array([ 0.182311   ,  21.2906    ,  3.65346e-56,  0.00604539 ])
56866   , -2457.15    , array([ 0.182311   ,  21.2906    ,  3.65346e-56,  0.00603935 ])
56867   , -2378.37    , array([ 0.182311   ,  20.2521    ,  3.65346e-56,  0.00220237 ])
56868   , -2378.37    , array([ 0.182311   ,  20.2521    ,  3.65346e-56,  0.00220237 ])
56869   , -2378.37    , array([ 0.182494   ,  20.2521    ,  3.65346e-56,  0.00220237 ])
56870   , -2378.37    , array([ 0.182311   ,  20.2724    ,  3.65346e-56,  0.00220237 ])
56871   , -2378.37    , array([ 0.182311   ,  20.2521    ,  3.65712e-56,  0.00220237 ])
56872   , -2378.41    , array([ 0.182311   ,  20.2521    ,  3.65346e-56,  0.00220458 ])
56873   , -2361.66    , array([ 0.182311   ,  17.0302    ,  3.65346e-56,  0.00134673 ])
56874   , -2361.66    , array([ 0.182311   ,  17.0302    ,  3.65346e-56,  0.00134673 ])
56875   , -2361.66    , array([ 0.182494   ,  17.0302    ,  3.65346e-56,  0.00134673 ])
56876   , -2361.66    , array([ 0.182311   ,  17.0472    ,  3.65346e-56,  0.00134673 ])
56877   , -2361.66    , array([ 0.182311   ,  17.0302    ,  3.65712e-56,  0.00134673 ])
56878   , -2361.68    , array([ 0.182311   ,  17.0302    ,  3.65346e-56,  0.00134808 ])
56879   , -2347.97    , array([ 0.182311   ,  6.91118    ,  3.65346e-56,  0.000673429])
56880   , -2347.97    , array([ 0.182311   ,  6.91118    ,  3.65346e-56,  0.000673429])
56881   , -2347.97    , array([ 0.182494   ,  6.91118    ,  3.65346e-56,  0.000673429])
56882   , -2347.98    , array([ 0.182311   ,  6.91809    ,  3.65346e-56,  0.000673429])
56883   , -2347.97    , array([ 0.182311   ,  6.91118    ,  3.65712e-56,  0.000673429])
56884   , -2347.99    , array([ 0.182311   ,  6.91118    ,  3.65346e-56,  0.000674103])
56885   , -2313.88    , array([ 0.182311   ,  0.206023   ,  3.65346e-56,  0.000315323])
56886   , -2313.88    , array([ 0.182311   ,  0.206023   ,  3.65346e-56,  0.000315323])
56887   , -2313.88    , array([ 0.182494   ,  0.206023   ,  3.65346e-56,  0.000315323])
56888   , -2313.91    , array([ 0.182311   ,  0.206229   ,  3.65346e-56,  0.000315323])
56889   , -2313.88    , array([ 0.182311   ,  0.206023   ,  3.65712e-56,  0.000315323])
56890   , -2313.86    , array([ 0.182311   ,  0.206023   ,  3.65346e-56,  0.000315639])
56897   , -2313.88    , array([ 0.182311   ,  0.206021   ,  3.65346e-56,  0.000315323])
56898   , -2313.88    , array([ 0.182311   ,  0.206021   ,  3.65346e-56,  0.000315323])
56899   , -2313.88    , array([ 0.182494   ,  0.206021   ,  3.65346e-56,  0.000315323])
56900   , -2313.91    , array([ 0.182311   ,  0.206227   ,  3.65346e-56,  0.000315323])
56901   , -2313.88    , array([ 0.182311   ,  0.206021   ,  3.65712e-56,  0.000315323])
56902   , -2313.86    , array([ 0.182311   ,  0.206021   ,  3.65346e-56,  0.000315638])
56903   , -2313.88    , array([ 0.182311   ,  0.20602    ,  3.65346e-56,  0.000315322])
56904   , -2313.88    , array([ 0.182311   ,  0.20602    ,  3.65346e-56,  0.000315322])
56905   , -2313.88    , array([ 0.182494   ,  0.20602    ,  3.65346e-56,  0.000315322])
56906   , -2313.91    , array([ 0.182311   ,  0.206226   ,  3.65346e-56,  0.000315322])
56907   , -2313.88    , array([ 0.182311   ,  0.20602    ,  3.65712e-56,  0.000315322])
56908   , -2313.86    , array([ 0.182311   ,  0.20602    ,  3.65346e-56,  0.000315638])
56915   , -2313.88    , array([ 0.182311   ,  0.206019   ,  3.65346e-56,  0.000315322])
56916   , -2313.88    , array([ 0.182311   ,  0.206019   ,  3.65346e-56,  0.000315322])
56917   , -2313.88    , array([ 0.182494   ,  0.206019   ,  3.65346e-56,  0.000315322])
