126331  , -313391     , array([ 0.00595786 ,  0.222139   ,  1.04047e-83,  1.60361e-39,  0.0285553  ])
126332  , -313166     , array([ 0.00596383 ,  0.222139   ,  1.04047e-83,  1.60361e-39,  0.0285553  ])
126333  , -313404     , array([ 0.00595786 ,  0.222361   ,  1.04047e-83,  1.60361e-39,  0.0285553  ])
126334  , -313391     , array([ 0.00595786 ,  0.222139   ,  1.04151e-83,  1.60361e-39,  0.0285553  ])
126335  , -313391     , array([ 0.00595786 ,  0.222139   ,  1.04047e-83,  1.60522e-39,  0.0285553  ])
126336  , -313576     , array([ 0.00595786 ,  0.222139   ,  1.04047e-83,  1.60361e-39,  0.0285838  ])
126337  , -313391     , array([ 0.00595786 ,  0.222139   ,  1.04047e-83,  1.60361e-39,  0.0285553  ])
126338  , -129906     , array([ 0.0129735  ,  0.212083   ,  1.04047e-83,  1.60361e-39,  0.0150246  ])
126339  , -129906     , array([ 0.0129735  ,  0.212083   ,  1.04047e-83,  1.60361e-39,  0.0150246  ])
126340  , -129816     , array([ 0.0129865  ,  0.212083   ,  1.04047e-83,  1.60361e-39,  0.0150246  ])
126341  , -129920     , array([ 0.0129735  ,  0.212295   ,  1.04047e-83,  1.60361e-39,  0.0150246  ])
126342  , -129906     , array([ 0.0129735  ,  0.212083   ,  1.04151e-83,  1.60361e-39,  0.0150246  ])
126343  , -129906     , array([ 0.0129735  ,  0.212083   ,  1.04047e-83,  1.60522e-39,  0.0150246  ])
126344  , -129969     , array([ 0.0129735  ,  0.212083   ,  1.04047e-83,  1.60361e-39,  0.0150396  ])
126352  , -129676     , array([ 0.0130377  ,  0.210264   ,  1.04047e-83,  1.60361e-39,  0.0151054  ])
126353  , -129676     , array([ 0.0130377  ,  0.210264   ,  1.04047e-83,  1.60361e-39,  0.0151054  ])
126354  , -129586     , array([ 0.0130507  ,  0.210264   ,  1.04047e-83,  1.60361e-39,  0.0151054  ])
126355  , -129691     , array([ 0.0130377  ,  0.210474   ,  1.04047e-83,  1.60361e-39,  0.0151054  ])
126356  , -129676     , array([ 0.0130377  ,  0.210264   ,  1.04151e-83,  1.60361e-39,  0.0151054  ])
126357  , -129676     , array([ 0.0130377  ,  0.210264   ,  1.04047e-83,  1.60522e-39,  0.0151054  ])
126358  , -129739     , array([ 0.0130377  ,  0.210264   ,  1.04047e-83,  1.60361e-39,  0.0151205  ])
126359  , -129444     , array([ 0.0131024  ,  0.208453   ,  1.04047e-83,  1.60361e-39,  0.015187   ])
126360  , -129444     , array([ 0.0131024  ,  0.208453   ,  1.04047e-83,  1.60361e-39,  0.015187   ])
126361  , -129354     , array([ 0.0131155  ,  0.208453   ,  1.04047e-83,  1.60361e-39,  0.015187   ])
126362  , -129459     , array([ 0.0131024  ,  0.208661   ,  1.04047e-83,  1.60361e-39,  0.015187   ])
126363  , -129444     , array([ 0.0131024  ,  0.208453   ,  1.04151e-83,  1.60361e-39,  0.015187   ])
126364  , -129444     , array([ 0.0131024  ,  0.208453   ,  1.04047e-83,  1.60522e-39,  0.015187   ])
