6703    , -46326.1    , array([ 0.148952   ,  1.49743    ,  7.74097e-58,  4.33732e-47,  0.032266   ])
6704    , -46306.4    , array([ 0.149101   ,  1.49743    ,  7.74097e-58,  4.33732e-47,  0.032266   ])
6705    , -46332.9    , array([ 0.148952   ,  1.49893    ,  7.74097e-58,  4.33732e-47,  0.032266   ])
6706    , -46326.1    , array([ 0.148952   ,  1.49743    ,  7.74872e-58,  4.33732e-47,  0.032266   ])
6707    , -46326.1    , array([ 0.148952   ,  1.49743    ,  7.74097e-58,  4.34166e-47,  0.032266   ])
6708    , -46333.9    , array([ 0.148952   ,  1.49743    ,  7.74097e-58,  4.33732e-47,  0.0322983  ])
6709    , -46326.1    , array([ 0.148952   ,  1.49743    ,  7.74097e-58,  4.33732e-47,  0.032266   ])
6710    , -42212.4    , array([ 0.365055   ,  1.10287    ,  7.74097e-58,  4.33732e-47,  0.0227216  ])
6711    , -42212.4    , array([ 0.365055   ,  1.10287    ,  7.74097e-58,  4.33732e-47,  0.0227216  ])
6712    , -42218.2    , array([ 0.36542    ,  1.10287    ,  7.74097e-58,  4.33732e-47,  0.0227216  ])
6713    , -42222.1    , array([ 0.365055   ,  1.10397    ,  7.74097e-58,  4.33732e-47,  0.0227216  ])
6714    , -42212.4    , array([ 0.365055   ,  1.10287    ,  7.74872e-58,  4.33732e-47,  0.0227216  ])
6715    , -42212.4    , array([ 0.365055   ,  1.10287    ,  7.74097e-58,  4.34166e-47,  0.0227216  ])
6716    , -42195.7    , array([ 0.365055   ,  1.10287    ,  7.74097e-58,  4.33732e-47,  0.0227443  ])
6717    , -31288.8    , array([ 0.531321   ,  0.660898   ,  7.74097e-58,  4.33732e-47,  0.0315904  ])
6718    , -31288.8    , array([ 0.531321   ,  0.660898   ,  7.74097e-58,  4.33732e-47,  0.0315904  ])
6719    , -31292.2    , array([ 0.531853   ,  0.660898   ,  7.74097e-58,  4.33732e-47,  0.0315904  ])
6720    , -31304.8    , array([ 0.531321   ,  0.661559   ,  7.74097e-58,  4.33732e-47,  0.0315904  ])
6721    , -31288.8    , array([ 0.531321   ,  0.660898   ,  7.74872e-58,  4.33732e-47,  0.0315904  ])
6722    , -31288.8    , array([ 0.531321   ,  0.660898   ,  7.74097e-58,  4.34166e-47,  0.0315904  ])
6723    , -31268.9    , array([ 0.531321   ,  0.660898   ,  7.74097e-58,  4.33732e-47,  0.031622   ])
6724    , -33667.2    , array([ 2.38426    ,  0.0852262  ,  7.74097e-58,  4.33732e-47,  0.118037   ])
6725    , -33667.2    , array([ 2.38426    ,  0.0852262  ,  7.74097e-58,  4.33732e-47,  0.118037   ])
6726    , -33667.9    , array([ 2.38664    ,  0.0852262  ,  7.74097e-58,  4.33732e-47,  0.118037   ])
6727    , -33619      , array([ 2.38426    ,  0.0853114  ,  7.74097e-58,  4.33732e-47,  0.118037   ])
6728    , -33667.2    , array([ 2.38426    ,  0.0852262  ,  7.74872e-58,  4.33732e-47,  0.118037   ])
6729    , -33667.2    , array([ 2.38426    ,  0.0852262  ,  7.74097e-58,  4.34166e-47,  0.118037   ])
6730    , -33718.9    , array([ 2.38426    ,  0.0852262  ,  7.74097e-58,  4.33732e-47,  0.118156   ])
6731    , -3547.08    , array([ 1.19242    ,  0.219353   ,  7.74097e-58,  4.33732e-47,  0.0642395  ])
6732    , -3547.08    , array([ 1.19242    ,  0.219353   ,  7.74097e-58,  4.33732e-47,  0.0642395  ])
6733    , -3545.75    , array([ 1.19361    ,  0.219353   ,  7.74097e-58,  4.33732e-47,  0.0642395  ])
6734    , -3552.65    , array([ 1.19242    ,  0.219573   ,  7.74097e-58,  4.33732e-47,  0.0642395  ])
6735    , -3547.08    , array([ 1.19242    ,  0.219353   ,  7.74872e-58,  4.33732e-47,  0.0642395  ])
6736    , -3547.08    , array([ 1.19242    ,  0.219353   ,  7.74097e-58,  4.34166e-47,  0.0642395  ])
