181682  , -668192     , array([ 0.0264834  ,  0.0340045  ,  1.13863e-71,  0.000408493,  1.8433     ])
181683  , -668085     , array([ 0.0265099  ,  0.0340045  ,  1.13863e-71,  0.000408493,  1.8433     ])
181684  , -668186     , array([ 0.0264834  ,  0.0340385  ,  1.13863e-71,  0.000408493,  1.8433     ])
181685  , -668192     , array([ 0.0264834  ,  0.0340045  ,  1.13977e-71,  0.000408493,  1.8433     ])
181686  , -668153     , array([ 0.0264834  ,  0.0340045  ,  1.13863e-71,  0.000408901,  1.8433     ])
181687  , -668240     , array([ 0.0264834  ,  0.0340045  ,  1.13863e-71,  0.000408493,  1.84514    ])
181688  , -668192     , array([ 0.0264834  ,  0.0340045  ,  1.13863e-71,  0.000408493,  1.8433     ])
181689  , -553272     , array([ 0.0635082  ,  0.0355735  ,  1.13863e-71,  0.000559726,  1.24524    ])
181690  , -553272     , array([ 0.0635082  ,  0.0355735  ,  1.13863e-71,  0.000559726,  1.24524    ])
181691  , -553183     , array([ 0.0635718  ,  0.0355735  ,  1.13863e-71,  0.000559726,  1.24524    ])
181692  , -553252     , array([ 0.0635082  ,  0.0356091  ,  1.13863e-71,  0.000559726,  1.24524    ])
181693  , -553272     , array([ 0.0635082  ,  0.0355735  ,  1.13977e-71,  0.000559726,  1.24524    ])
181694  , -553234     , array([ 0.0635082  ,  0.0355735  ,  1.13863e-71,  0.000560286,  1.24524    ])
181695  , -553311     , array([ 0.0635082  ,  0.0355735  ,  1.13863e-71,  0.000559726,  1.24649    ])
181696  , -210846     , array([ 0.249825   ,  0.275571   ,  1.13863e-71,  0.00213045 ,  0.760695   ])
181697  , -210846     , array([ 0.249825   ,  0.275571   ,  1.13863e-71,  0.00213045 ,  0.760695   ])
181698  , -210718     , array([ 0.250075   ,  0.275571   ,  1.13863e-71,  0.00213045 ,  0.760695   ])
181699  , -210773     , array([ 0.249825   ,  0.275847   ,  1.13863e-71,  0.00213045 ,  0.760695   ])
181700  , -210846     , array([ 0.249825   ,  0.275571   ,  1.13977e-71,  0.00213045 ,  0.760695   ])
181701  , -210842     , array([ 0.249825   ,  0.275571   ,  1.13863e-71,  0.00213258 ,  0.760695   ])
181702  , -211052     , array([ 0.249825   ,  0.275571   ,  1.13863e-71,  0.00213045 ,  0.761456   ])
181710  , -206007     , array([ 0.253752   ,  0.282071   ,  1.13863e-71,  0.00216312 ,  0.756438   ])
181711  , -206007     , array([ 0.253752   ,  0.282071   ,  1.13863e-71,  0.00216312 ,  0.756438   ])
181712  , -205882     , array([ 0.254005   ,  0.282071   ,  1.13863e-71,  0.00216312 ,  0.756438   ])
181713  , -205937     , array([ 0.253752   ,  0.282353   ,  1.13863e-71,  0.00216312 ,  0.756438   ])
181714  , -206007     , array([ 0.253752   ,  0.282071   ,  1.13977e-71,  0.00216312 ,  0.756438   ])
181715  , -206004     , array([ 0.253752   ,  0.282071   ,  1.13863e-71,  0.00216529 ,  0.756438   ])
181716  , -206210     , array([ 0.253752   ,  0.282071   ,  1.13863e-71,  0.00216312 ,  0.757195   ])
181717  , -140599     , array([ 0.330202   ,  0.418137   ,  1.13863e-71,  0.00279706 ,  0.688044   ])
181718  , -140599     , array([ 0.330202   ,  0.418137   ,  1.13863e-71,  0.00279706 ,  0.688044   ])
181719  , -140506     , array([ 0.330533   ,  0.418137   ,  1.13863e-71,  0.00279706 ,  0.688044   ])
181720  , -140564     , array([ 0.330202   ,  0.418555   ,  1.13863e-71,  0.00279706 ,  0.688044   ])
181721  , -140599     , array([ 0.330202   ,  0.418137   ,  1.13977e-71,  0.00279706 ,  0.688044   ])
181722  , -140598     , array([ 0.330202   ,  0.418137   ,  1.13863e-71,  0.00279986 ,  0.688044   ])
181723  , -140738     , array([ 0.330202   ,  0.418137   ,  1.13863e-71,  0.00279706 ,  0.688732   ])
181724  , -58054.4    , array([ 4.44445    ,  20.3699    ,  1.13863e-71,  0.0353653  ,  0.269976   ])
181725  , -58054.4    , array([ 4.44445    ,  20.3699    ,  1.13863e-71,  0.0353653  ,  0.269976   ])
181726  , -58070.3    , array([ 4.4489     ,  20.3699    ,  1.13863e-71,  0.0353653  ,  0.269976   ])
181727  , -58061.1    , array([ 4.44445    ,  20.3903    ,  1.13863e-71,  0.0353653  ,  0.269976   ])
181728  , -58054.4    , array([ 4.44445    ,  20.3699    ,  1.13977e-71,  0.0353653  ,  0.269976   ])
181729  , -58054.6    , array([ 4.44445    ,  20.3699    ,  1.13863e-71,  0.0354007  ,  0.269976   ])
181730  , -58048.9    , array([ 4.44445    ,  20.3699    ,  1.13863e-71,  0.0353653  ,  0.270246   ])
181738  , -56415.7    , array([ 4.10995    ,  18.6941    ,  1.13863e-71,  0.0452896  ,  0.264537   ])
181739  , -56415.7    , array([ 4.10995    ,  18.6941    ,  1.13863e-71,  0.0452896  ,  0.264537   ])
181740  , -56431.1    , array([ 4.11407    ,  18.6941    ,  1.13863e-71,  0.0452896  ,  0.264537   ])
181741  , -56422.6    , array([ 4.10995    ,  18.7128    ,  1.13863e-71,  0.0452896  ,  0.264537   ])
181742  , -56415.7    , array([ 4.10995    ,  18.6941    ,  1.13977e-71,  0.0452896  ,  0.264537   ])
181743  , -56416      , array([ 4.10995    ,  18.6941    ,  1.13863e-71,  0.0453349  ,  0.264537   ])
181744  , -56410.1    , array([ 4.10995    ,  18.6941    ,  1.13863e-71,  0.0452896  ,  0.264802   ])
181745  , -45354.5    , array([ 1.20239    ,  4.85321    ,  1.13863e-71,  2.20493    ,  0.192157   ])
181746  , -45354.5    , array([ 1.20239    ,  4.85321    ,  1.13863e-71,  2.20493    ,  0.192157   ])
181747  , -45354      , array([ 1.2036     ,  4.85321    ,  1.13863e-71,  2.20493    ,  0.192157   ])
181748  , -45364.6    , array([ 1.20239    ,  4.85807    ,  1.13863e-71,  2.20493    ,  0.192157   ])
181749  , -45354.5    , array([ 1.20239    ,  4.85321    ,  1.13977e-71,  2.20493    ,  0.192157   ])
181750  , -45362.5    , array([ 1.20239    ,  4.85321    ,  1.13863e-71,  2.20713    ,  0.192157   ])
181751  , -45358.8    , array([ 1.20239    ,  4.85321    ,  1.13863e-71,  2.20493    ,  0.192349   ])
181759  , -45353.4    , array([ 1.20212    ,  4.85321    ,  1.13863e-71,  2.20513    ,  0.192071   ])
181760  , -45353.4    , array([ 1.20212    ,  4.85321    ,  1.13863e-71,  2.20513    ,  0.192071   ])
181761  , -45352.9    , array([ 1.20333    ,  4.85321    ,  1.13863e-71,  2.20513    ,  0.192071   ])
181762  , -45363.5    , array([ 1.20212    ,  4.85807    ,  1.13863e-71,  2.20513    ,  0.192071   ])
181763  , -45353.4    , array([ 1.20212    ,  4.85321    ,  1.13977e-71,  2.20513    ,  0.192071   ])
181764  , -45361.4    , array([ 1.20212    ,  4.85321    ,  1.13863e-71,  2.20734    ,  0.192071   ])
181765  , -45357.7    , array([ 1.20212    ,  4.85321    ,  1.13863e-71,  2.20513    ,  0.192263   ])
181766  , -44968.4    , array([ 1.02336    ,  4.85362    ,  1.13863e-71,  2.35575    ,  0.139182   ])
181767  , -44968.4    , array([ 1.02336    ,  4.85362    ,  1.13863e-71,  2.35575    ,  0.139182   ])
181768  , -44969.6    , array([ 1.02438    ,  4.85362    ,  1.13863e-71,  2.35575    ,  0.139182   ])
181769  , -44976.9    , array([ 1.02336    ,  4.85848    ,  1.13863e-71,  2.35575    ,  0.139182   ])
181770  , -44968.4    , array([ 1.02336    ,  4.85362    ,  1.13977e-71,  2.35575    ,  0.139182   ])
181771  , -44975.3    , array([ 1.02336    ,  4.85362    ,  1.13863e-71,  2.35811    ,  0.139182   ])
181772  , -44969.2    , array([ 1.02336    ,  4.85362    ,  1.13863e-71,  2.35575    ,  0.139322   ])
181773  , -44196.6    , array([ 1.04297    ,  4.7394     ,  1.13863e-71,  2.15006    ,  0.145838   ])
181774  , -44196.6    , array([ 1.04297    ,  4.7394     ,  1.13863e-71,  2.15006    ,  0.145838   ])
181775  , -44197.3    , array([ 1.04402    ,  4.7394     ,  1.13863e-71,  2.15006    ,  0.145838   ])
181776  , -44205.5    , array([ 1.04297    ,  4.74414    ,  1.13863e-71,  2.15006    ,  0.145838   ])
181777  , -44196.6    , array([ 1.04297    ,  4.7394     ,  1.13977e-71,  2.15006    ,  0.145838   ])
181778  , -44203.2    , array([ 1.04297    ,  4.7394     ,  1.13863e-71,  2.15222    ,  0.145838   ])
181779  , -44197.6    , array([ 1.04297    ,  4.7394     ,  1.13863e-71,  2.15006    ,  0.145984   ])
181780  , -41298.7    , array([ 1.12526    ,  4.30874    ,  1.13863e-71,  1.49191    ,  0.175801   ])
181781  , -41298.7    , array([ 1.12526    ,  4.30874    ,  1.13863e-71,  1.49191    ,  0.175801   ])
181782  , -41297.2    , array([ 1.12639    ,  4.30874    ,  1.13863e-71,  1.49191    ,  0.175801   ])
181783  , -41309.1    , array([ 1.12526    ,  4.31305    ,  1.13863e-71,  1.49191    ,  0.175801   ])
181784  , -41298.7    , array([ 1.12526    ,  4.30874    ,  1.13977e-71,  1.49191    ,  0.175801   ])
181785  , -41304.2    , array([ 1.12526    ,  4.30874    ,  1.13863e-71,  1.4934     ,  0.175801   ])
181786  , -41300.7    , array([ 1.12526    ,  4.30874    ,  1.13863e-71,  1.49191    ,  0.175976   ])
181787  , -33887.8    , array([ 1.26918    ,  2.72501    ,  1.13863e-71,  0.81412    ,  0.270337   ])
181788  , -33887.8    , array([ 1.26918    ,  2.72501    ,  1.13863e-71,  0.81412    ,  0.270337   ])
181789  , -33879      , array([ 1.27045    ,  2.72501    ,  1.13863e-71,  0.81412    ,  0.270337   ])
181790  , -33902.4    , array([ 1.26918    ,  2.72774    ,  1.13863e-71,  0.81412    ,  0.270337   ])
181791  , -33887.8    , array([ 1.26918    ,  2.72501    ,  1.13977e-71,  0.81412    ,  0.270337   ])
181792  , -33891.1    , array([ 1.26918    ,  2.72501    ,  1.13863e-71,  0.814934   ,  0.270337   ])
181793  , -33894.3    , array([ 1.26918    ,  2.72501    ,  1.13863e-71,  0.81412    ,  0.270608   ])
181794  , -90783.5    , array([ 2.05402    ,  0.435952   ,  1.13863e-71,  0.0721897  ,  1.51164    ])
181795  , -90783.5    , array([ 2.05402    ,  0.435952   ,  1.13863e-71,  0.0721897  ,  1.51164    ])
181796  , -90768.3    , array([ 2.05607    ,  0.435952   ,  1.13863e-71,  0.0721897  ,  1.51164    ])
181797  , -90750.5    , array([ 2.05402    ,  0.436388   ,  1.13863e-71,  0.0721897  ,  1.51164    ])
181798  , -90783.5    , array([ 2.05402    ,  0.435952   ,  1.13977e-71,  0.0721897  ,  1.51164    ])
181799  , -90757.1    , array([ 2.05402    ,  0.435952   ,  1.13863e-71,  0.072262   ,  1.51164    ])
181800  , -90816.1    , array([ 2.05402    ,  0.435952   ,  1.13863e-71,  0.0721897  ,  1.51315    ])
181801  , -29521.4    , array([ 1.39204    ,  1.91695    ,  1.13863e-71,  0.51138    ,  0.376164   ])
181802  , -29521.4    , array([ 1.39204    ,  1.91695    ,  1.13863e-71,  0.51138    ,  0.376164   ])
181803  , -29507.6    , array([ 1.39343    ,  1.91695    ,  1.13863e-71,  0.51138    ,  0.376164   ])
181804  , -29536      , array([ 1.39204    ,  1.91887    ,  1.13863e-71,  0.51138    ,  0.376164   ])
181805  , -29521.4    , array([ 1.39204    ,  1.91695    ,  1.13977e-71,  0.51138    ,  0.376164   ])
181806  , -29522.3    , array([ 1.39204    ,  1.91695    ,  1.13863e-71,  0.511891   ,  0.376164   ])
181807  , -29533.2    , array([ 1.39204    ,  1.91695    ,  1.13863e-71,  0.51138    ,  0.37654    ])
181808  , -87193.4    , array([ 1.56891    ,  0.242538   ,  1.13863e-71,  0.097965   ,  0.833493   ])
181809  , -87193.4    , array([ 1.56891    ,  0.242538   ,  1.13863e-71,  0.097965   ,  0.833493   ])
