145549  , -78849.8    , array([ 6.53065    ,  17.6692    ,  1.4875e-29 ,  1.4682e-34 ,  0.00118535 ])
145550  , -78850      , array([ 6.53719    ,  17.6692    ,  1.4875e-29 ,  1.4682e-34 ,  0.00118535 ])
145551  , -78849.9    , array([ 6.53065    ,  17.6869    ,  1.4875e-29 ,  1.4682e-34 ,  0.00118535 ])
145552  , -78849.8    , array([ 6.53065    ,  17.6692    ,  1.48899e-29,  1.4682e-34 ,  0.00118535 ])
145553  , -78849.8    , array([ 6.53065    ,  17.6692    ,  1.4875e-29 ,  1.46967e-34,  0.00118535 ])
145554  , -78849.6    , array([ 6.53065    ,  17.6692    ,  1.4875e-29 ,  1.4682e-34 ,  0.00118654 ])
145555  , -78849.8    , array([ 6.53065    ,  17.6692    ,  1.4875e-29 ,  1.4682e-34 ,  0.00118535 ])
145556  , -78276.6    , array([ 3.92809    ,  13.4176    ,  1.4875e-29 ,  1.4682e-34 ,  0.0027135  ])
145557  , -78276.6    , array([ 3.92809    ,  13.4176    ,  1.4875e-29 ,  1.4682e-34 ,  0.0027135  ])
145558  , -78277.2    , array([ 3.93202    ,  13.4176    ,  1.4875e-29 ,  1.4682e-34 ,  0.0027135  ])
145559  , -78276.9    , array([ 3.92809    ,  13.431     ,  1.4875e-29 ,  1.4682e-34 ,  0.0027135  ])
145560  , -78276.6    , array([ 3.92809    ,  13.4176    ,  1.48899e-29,  1.4682e-34 ,  0.0027135  ])
145561  , -78276.6    , array([ 3.92809    ,  13.4176    ,  1.4875e-29 ,  1.46967e-34,  0.0027135  ])
145562  , -78275.9    , array([ 3.92809    ,  13.4176    ,  1.4875e-29 ,  1.4682e-34 ,  0.00271621 ])
145563  , -40322.2    , array([ 0.514137   ,  4.46171    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745167  ])
145564  , -40322.2    , array([ 0.514137   ,  4.46171    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745167  ])
145565  , -40318.7    , array([ 0.514652   ,  4.46171    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745167  ])
145566  , -40328      , array([ 0.514137   ,  4.46618    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745167  ])
145567  , -40322.2    , array([ 0.514137   ,  4.46171    ,  1.48899e-29,  1.4682e-34 ,  0.0745167  ])
145568  , -40322.2    , array([ 0.514137   ,  4.46171    ,  1.4875e-29 ,  1.46967e-34,  0.0745167  ])
145569  , -40318.9    , array([ 0.514137   ,  4.46171    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745912  ])
145577  , -40319.5    , array([ 0.513855   ,  4.46039    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745833  ])
145578  , -40319.5    , array([ 0.513855   ,  4.46039    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745833  ])
145579  , -40316      , array([ 0.514369   ,  4.46039    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745833  ])
145580  , -40325.3    , array([ 0.513855   ,  4.46485    ,  1.4875e-29 ,  1.4682e-34 ,  0.0745833  ])
145581  , -40319.5    , array([ 0.513855   ,  4.46039    ,  1.48899e-29,  1.4682e-34 ,  0.0745833  ])
145582  , -40319.5    , array([ 0.513855   ,  4.46039    ,  1.4875e-29 ,  1.46967e-34,  0.0745833  ])
145583  , -40316.3    , array([ 0.513855   ,  4.46039    ,  1.4875e-29 ,  1.4682e-34 ,  0.074658   ])
145584  , -40294.8    , array([ 0.511031   ,  4.4471     ,  1.4875e-29 ,  1.4682e-34 ,  0.0752559  ])
145585  , -40294.8    , array([ 0.511031   ,  4.4471     ,  1.4875e-29 ,  1.4682e-34 ,  0.0752559  ])
145586  , -40290.9    , array([ 0.511543   ,  4.4471     ,  1.4875e-29 ,  1.4682e-34 ,  0.0752559  ])
145587  , -40300.6    , array([ 0.511031   ,  4.45155    ,  1.4875e-29 ,  1.4682e-34 ,  0.0752559  ])
145588  , -40294.8    , array([ 0.511031   ,  4.4471     ,  1.48899e-29,  1.4682e-34 ,  0.0752559  ])
145589  , -40294.8    , array([ 0.511031   ,  4.4471     ,  1.4875e-29 ,  1.46967e-34,  0.0752559  ])
