242614  , -45702.5    , array([ 0.00426478 ,  0.00420921 ,  1.61361e-11,  2.80854e-52,  0.000113282])
242615  , -45708      , array([ 0.00426905 ,  0.00420921 ,  1.61361e-11,  2.80854e-52,  0.000113282])
242616  , -45717.6    , array([ 0.00426478 ,  0.00421342 ,  1.61361e-11,  2.80854e-52,  0.000113282])
242617  , -45702.5    , array([ 0.00426478 ,  0.00420921 ,  1.61523e-11,  2.80854e-52,  0.000113282])
242618  , -45702.5    , array([ 0.00426478 ,  0.00420921 ,  1.61361e-11,  2.81135e-52,  0.000113282])
242619  , -45681.9    , array([ 0.00426478 ,  0.00420921 ,  1.61361e-11,  2.80854e-52,  0.000113395])
242620  , -45702.5    , array([ 0.00426478 ,  0.00420921 ,  1.61361e-11,  2.80854e-52,  0.000113282])
242621  , -19216.1    , array([ 0.00344796 ,  0.00234883 ,  1.61361e-11,  2.80854e-52,  0.00025126 ])
242622  , -19216.1    , array([ 0.00344796 ,  0.00234883 ,  1.61361e-11,  2.80854e-52,  0.00025126 ])
242623  , -19211.6    , array([ 0.00345141 ,  0.00234883 ,  1.61361e-11,  2.80854e-52,  0.00025126 ])
242624  , -19234.4    , array([ 0.00344796 ,  0.00235118 ,  1.61361e-11,  2.80854e-52,  0.00025126 ])
242625  , -19216.1    , array([ 0.00344796 ,  0.00234883 ,  1.61523e-11,  2.80854e-52,  0.00025126 ])
242626  , -19216.1    , array([ 0.00344796 ,  0.00234883 ,  1.61361e-11,  2.81135e-52,  0.00025126 ])
242627  , -19202.4    , array([ 0.00344796 ,  0.00234883 ,  1.61361e-11,  2.80854e-52,  0.000251512])
242635  , -19211.4    , array([ 0.00344808 ,  0.00234846 ,  1.61361e-11,  2.80854e-52,  0.000251292])
242636  , -19211.4    , array([ 0.00344808 ,  0.00234846 ,  1.61361e-11,  2.80854e-52,  0.000251292])
242637  , -19206.8    , array([ 0.00345153 ,  0.00234846 ,  1.61361e-11,  2.80854e-52,  0.000251292])
242638  , -19229.6    , array([ 0.00344808 ,  0.00235081 ,  1.61361e-11,  2.80854e-52,  0.000251292])
242639  , -19211.4    , array([ 0.00344808 ,  0.00234846 ,  1.61523e-11,  2.80854e-52,  0.000251292])
242640  , -19211.4    , array([ 0.00344808 ,  0.00234846 ,  1.61361e-11,  2.81135e-52,  0.000251292])
242641  , -19197.7    , array([ 0.00344808 ,  0.00234846 ,  1.61361e-11,  2.80854e-52,  0.000251543])
242642  , -19092.5    , array([ 0.00345109 ,  0.00233914 ,  1.61361e-11,  2.80854e-52,  0.000252073])
242643  , -19092.5    , array([ 0.00345109 ,  0.00233914 ,  1.61361e-11,  2.80854e-52,  0.000252073])
242644  , -19087.8    , array([ 0.00345454 ,  0.00233914 ,  1.61361e-11,  2.80854e-52,  0.000252073])
242645  , -19110.7    , array([ 0.00345109 ,  0.00234149 ,  1.61361e-11,  2.80854e-52,  0.000252073])
242646  , -19092.5    , array([ 0.00345109 ,  0.00233914 ,  1.61523e-11,  2.80854e-52,  0.000252073])
242647  , -19092.5    , array([ 0.00345109 ,  0.00233914 ,  1.61361e-11,  2.81135e-52,  0.000252073])
242648  , -19078.8    , array([ 0.00345109 ,  0.00233914 ,  1.61361e-11,  2.80854e-52,  0.000252325])
242656  , -19091.3    , array([ 0.00345112 ,  0.00233905 ,  1.61361e-11,  2.80854e-52,  0.000252081])
242657  , -19091.3    , array([ 0.00345112 ,  0.00233905 ,  1.61361e-11,  2.80854e-52,  0.000252081])
242658  , -19086.7    , array([ 0.00345457 ,  0.00233905 ,  1.61361e-11,  2.80854e-52,  0.000252081])
242659  , -19109.5    , array([ 0.00345112 ,  0.00234139 ,  1.61361e-11,  2.80854e-52,  0.000252081])
242660  , -19091.3    , array([ 0.00345112 ,  0.00233905 ,  1.61523e-11,  2.80854e-52,  0.000252081])
242661  , -19091.3    , array([ 0.00345112 ,  0.00233905 ,  1.61361e-11,  2.81135e-52,  0.000252081])
242662  , -19077.6    , array([ 0.00345112 ,  0.00233905 ,  1.61361e-11,  2.80854e-52,  0.000252333])
242663  , -19061.8    , array([ 0.00345186 ,  0.00233674 ,  1.61361e-11,  2.80854e-52,  0.000252276])
242664  , -19061.8    , array([ 0.00345186 ,  0.00233674 ,  1.61361e-11,  2.80854e-52,  0.000252276])
242665  , -19057.1    , array([ 0.00345532 ,  0.00233674 ,  1.61361e-11,  2.80854e-52,  0.000252276])
242666  , -19080      , array([ 0.00345186 ,  0.00233908 ,  1.61361e-11,  2.80854e-52,  0.000252276])
242667  , -19061.8    , array([ 0.00345186 ,  0.00233674 ,  1.61523e-11,  2.80854e-52,  0.000252276])
242668  , -19061.8    , array([ 0.00345186 ,  0.00233674 ,  1.61361e-11,  2.81135e-52,  0.000252276])
242669  , -19048.2    , array([ 0.00345186 ,  0.00233674 ,  1.61361e-11,  2.80854e-52,  0.000252528])
242670  , -9151.4     , array([ 0.00380541 ,  0.00149771 ,  1.61361e-11,  2.80854e-52,  0.00035718 ])
242671  , -9151.4     , array([ 0.00380541 ,  0.00149771 ,  1.61361e-11,  2.80854e-52,  0.00035718 ])
242672  , -9142.65    , array([ 0.00380922 ,  0.00149771 ,  1.61361e-11,  2.80854e-52,  0.00035718 ])
242673  , -9160.53    , array([ 0.00380541 ,  0.00149921 ,  1.61361e-11,  2.80854e-52,  0.00035718 ])
242674  , -9151.4     , array([ 0.00380541 ,  0.00149771 ,  1.61523e-11,  2.80854e-52,  0.00035718 ])
242675  , -9151.4     , array([ 0.00380541 ,  0.00149771 ,  1.61361e-11,  2.81135e-52,  0.00035718 ])
242676  , -9151.02    , array([ 0.00380541 ,  0.00149771 ,  1.61361e-11,  2.80854e-52,  0.000357537])
242677  , -7554.56    , array([ 2.23009    ,  0.27621    ,  1.61361e-11,  2.80854e-52,  0.13909    ])
242678  , -7554.56    , array([ 2.23009    ,  0.27621    ,  1.61361e-11,  2.80854e-52,  0.13909    ])
242679  , -7554.07    , array([ 2.23232    ,  0.27621    ,  1.61361e-11,  2.80854e-52,  0.13909    ])
242680  , -7546.21    , array([ 2.23009    ,  0.276486   ,  1.61361e-11,  2.80854e-52,  0.13909    ])
242681  , -7554.56    , array([ 2.23009    ,  0.27621    ,  1.61523e-11,  2.80854e-52,  0.13909    ])
242682  , -7554.56    , array([ 2.23009    ,  0.27621    ,  1.61361e-11,  2.81135e-52,  0.13909    ])
242683  , -7570.31    , array([ 2.23009    ,  0.27621    ,  1.61361e-11,  2.80854e-52,  0.139229   ])
242684  , -7405.15    , array([ 0.0121013  ,  0.00386113 ,  1.61361e-11,  2.80854e-52,  0.00105462 ])
242685  , -7405.15    , array([ 0.0121013  ,  0.00386113 ,  1.61361e-11,  2.80854e-52,  0.00105462 ])
242686  , -7397.49    , array([ 0.0121134  ,  0.00386113 ,  1.61361e-11,  2.80854e-52,  0.00105462 ])
242687  , -7411.38    , array([ 0.0121013  ,  0.003865   ,  1.61361e-11,  2.80854e-52,  0.00105462 ])
242688  , -7405.15    , array([ 0.0121013  ,  0.00386113 ,  1.61523e-11,  2.80854e-52,  0.00105462 ])
242689  , -7405.15    , array([ 0.0121013  ,  0.00386113 ,  1.61361e-11,  2.81135e-52,  0.00105462 ])
242690  , -7406.48    , array([ 0.0121013  ,  0.00386113 ,  1.61361e-11,  2.80854e-52,  0.00105567 ])
242698  , -7405.13    , array([ 0.0121019  ,  0.00386133 ,  1.61361e-11,  2.80854e-52,  0.00105467 ])
242699  , -7405.13    , array([ 0.0121019  ,  0.00386133 ,  1.61361e-11,  2.80854e-52,  0.00105467 ])
242700  , -7397.46    , array([ 0.012114   ,  0.00386133 ,  1.61361e-11,  2.80854e-52,  0.00105467 ])
242701  , -7411.36    , array([ 0.0121019  ,  0.0038652  ,  1.61361e-11,  2.80854e-52,  0.00105467 ])
242702  , -7405.13    , array([ 0.0121019  ,  0.00386133 ,  1.61523e-11,  2.80854e-52,  0.00105467 ])
242703  , -7405.13    , array([ 0.0121019  ,  0.00386133 ,  1.61361e-11,  2.81135e-52,  0.00105467 ])
242704  , -7406.46    , array([ 0.0121019  ,  0.00386133 ,  1.61361e-11,  2.80854e-52,  0.00105573 ])
242705  , -7405.11    , array([ 0.0121026  ,  0.00386154 ,  1.61361e-11,  2.80854e-52,  0.00105473 ])
242706  , -7405.11    , array([ 0.0121026  ,  0.00386154 ,  1.61361e-11,  2.80854e-52,  0.00105473 ])
242707  , -7397.44    , array([ 0.0121147  ,  0.00386154 ,  1.61361e-11,  2.80854e-52,  0.00105473 ])
242708  , -7411.34    , array([ 0.0121026  ,  0.0038654  ,  1.61361e-11,  2.80854e-52,  0.00105473 ])
242709  , -7405.11    , array([ 0.0121026  ,  0.00386154 ,  1.61523e-11,  2.80854e-52,  0.00105473 ])
242710  , -7405.11    , array([ 0.0121026  ,  0.00386154 ,  1.61361e-11,  2.81135e-52,  0.00105473 ])
242711  , -7406.44    , array([ 0.0121026  ,  0.00386154 ,  1.61361e-11,  2.80854e-52,  0.00105578 ])
242712  , -5314.99    , array([ 1.20143    ,  0.316425   ,  1.61361e-11,  2.80854e-52,  0.0971928  ])
242713  , -5314.99    , array([ 1.20143    ,  0.316425   ,  1.61361e-11,  2.80854e-52,  0.0971928  ])
242714  , -5312.05    , array([ 1.20263    ,  0.316425   ,  1.61361e-11,  2.80854e-52,  0.0971928  ])
242715  , -5319.44    , array([ 1.20143    ,  0.316742   ,  1.61361e-11,  2.80854e-52,  0.0971928  ])
242716  , -5314.99    , array([ 1.20143    ,  0.316425   ,  1.61523e-11,  2.80854e-52,  0.0971928  ])
242717  , -5314.99    , array([ 1.20143    ,  0.316425   ,  1.61361e-11,  2.81135e-52,  0.0971928  ])
242718  , -5317.19    , array([ 1.20143    ,  0.316425   ,  1.61361e-11,  2.80854e-52,  0.09729    ])
242719  , -7203.02    , array([ 0.0190823  ,  0.00597395 ,  1.61361e-11,  2.80854e-52,  0.00165079 ])
242720  , -7203.02    , array([ 0.0190823  ,  0.00597395 ,  1.61361e-11,  2.80854e-52,  0.00165079 ])
242721  , -7195.49    , array([ 0.0191014  ,  0.00597395 ,  1.61361e-11,  2.80854e-52,  0.00165079 ])
242722  , -7208.98    , array([ 0.0190823  ,  0.00597993 ,  1.61361e-11,  2.80854e-52,  0.00165079 ])
242723  , -7203.02    , array([ 0.0190823  ,  0.00597395 ,  1.61523e-11,  2.80854e-52,  0.00165079 ])
242724  , -7203.02    , array([ 0.0190823  ,  0.00597395 ,  1.61361e-11,  2.81135e-52,  0.00165079 ])
242725  , -7204.41    , array([ 0.0190823  ,  0.00597395 ,  1.61361e-11,  2.80854e-52,  0.00165244 ])
242726  , -4551.32    , array([ 0.377535   ,  0.104353   ,  1.61361e-11,  2.80854e-52,  0.0311195  ])
242727  , -4551.32    , array([ 0.377535   ,  0.104353   ,  1.61361e-11,  2.80854e-52,  0.0311195  ])
242728  , -4545.88    , array([ 0.377913   ,  0.104353   ,  1.61361e-11,  2.80854e-52,  0.0311195  ])
242729  , -4555.83    , array([ 0.377535   ,  0.104457   ,  1.61361e-11,  2.80854e-52,  0.0311195  ])
242730  , -4551.32    , array([ 0.377535   ,  0.104353   ,  1.61523e-11,  2.80854e-52,  0.0311195  ])
242731  , -4551.32    , array([ 0.377535   ,  0.104353   ,  1.61361e-11,  2.81135e-52,  0.0311195  ])
242732  , -4551.5     , array([ 0.377535   ,  0.104353   ,  1.61361e-11,  2.80854e-52,  0.0311506  ])
242733  , -4292.67    , array([ 0.610493   ,  0.165394   ,  1.61361e-11,  2.80854e-52,  0.0499317  ])
242734  , -4292.67    , array([ 0.610493   ,  0.165394   ,  1.61361e-11,  2.80854e-52,  0.0499317  ])
242735  , -4288.09    , array([ 0.611104   ,  0.165394   ,  1.61361e-11,  2.80854e-52,  0.0499317  ])
242736  , -4297.08    , array([ 0.610493   ,  0.16556    ,  1.61361e-11,  2.80854e-52,  0.0499317  ])
242737  , -4292.67    , array([ 0.610493   ,  0.165394   ,  1.61523e-11,  2.80854e-52,  0.0499317  ])
242738  , -4292.67    , array([ 0.610493   ,  0.165394   ,  1.61361e-11,  2.81135e-52,  0.0499317  ])
242739  , -4293.08    , array([ 0.610493   ,  0.165394   ,  1.61361e-11,  2.80854e-52,  0.0499817  ])
242740  , -4663.79    , array([ 0.0248907  ,  0.00473053 ,  1.61361e-11,  2.80854e-52,  0.00155024 ])
242741  , -4663.79    , array([ 0.0248907  ,  0.00473053 ,  1.61361e-11,  2.80854e-52,  0.00155024 ])
242742  , -4659.45    , array([ 0.0249156  ,  0.00473053 ,  1.61361e-11,  2.80854e-52,  0.00155024 ])
242743  , -4665.22    , array([ 0.0248907  ,  0.00473527 ,  1.61361e-11,  2.80854e-52,  0.00155024 ])
242744  , -4663.79    , array([ 0.0248907  ,  0.00473053 ,  1.61522e-11,  2.80854e-52,  0.00155024 ])
242745  , -4663.79    , array([ 0.0248907  ,  0.00473053 ,  1.61361e-11,  2.81135e-52,  0.00155024 ])
