125580  , -78471.5    , array([ 16.2997    ,  9.60865    ,  0.157758   ,  1.15588e-62,  0.00346544 ])
125581  , -78471.7    , array([ 16.316     ,  9.60865    ,  0.157758   ,  1.15588e-62,  0.00346544 ])
125582  , -78471.9    , array([ 16.2997    ,  9.61826    ,  0.157758   ,  1.15588e-62,  0.00346544 ])
125583  , -78471.5    , array([ 16.2997    ,  9.60865    ,  0.157916   ,  1.15588e-62,  0.00346544 ])
125584  , -78471.5    , array([ 16.2997    ,  9.60865    ,  0.157758   ,  1.15704e-62,  0.00346544 ])
125585  , -78470.9    , array([ 16.2997    ,  9.60865    ,  0.157758   ,  1.15588e-62,  0.00346891 ])
125586  , -78471.5    , array([ 16.2997    ,  9.60865    ,  0.157758   ,  1.15588e-62,  0.00346544 ])
125587  , -76997.3    , array([ 12.9143    ,  5.42518    ,  0.158041   ,  1.15588e-62,  0.00770841 ])
125588  , -76997.3    , array([ 12.9143    ,  5.42518    ,  0.158041   ,  1.15588e-62,  0.00770841 ])
125589  , -76997.8    , array([ 12.9272    ,  5.42518    ,  0.158041   ,  1.15588e-62,  0.00770841 ])
125590  , -76998.9    , array([ 12.9143    ,  5.43061    ,  0.158041   ,  1.15588e-62,  0.00770841 ])
125591  , -76997.3    , array([ 12.9143    ,  5.42518    ,  0.158199   ,  1.15588e-62,  0.00770841 ])
125592  , -76997.3    , array([ 12.9143    ,  5.42518    ,  0.158041   ,  1.15704e-62,  0.00770841 ])
125593  , -76995.4    , array([ 12.9143    ,  5.42518    ,  0.158041   ,  1.15588e-62,  0.00771612 ])
125594  , -9580.75    , array([ 5.08899    ,  0.551344   ,  0.159175   ,  1.15588e-62,  0.188707   ])
125595  , -9580.75    , array([ 5.08899    ,  0.551344   ,  0.159175   ,  1.15588e-62,  0.188707   ])
125596  , -9582.76    , array([ 5.09408    ,  0.551344   ,  0.159175   ,  1.15588e-62,  0.188707   ])
125597  , -9585.01    , array([ 5.08899    ,  0.551896   ,  0.159175   ,  1.15588e-62,  0.188707   ])
125598  , -9580.44    , array([ 5.08899    ,  0.551344   ,  0.159335   ,  1.15588e-62,  0.188707   ])
125599  , -9580.75    , array([ 5.08899    ,  0.551344   ,  0.159175   ,  1.15704e-62,  0.188707   ])
125600  , -9586.17    , array([ 5.08899    ,  0.551344   ,  0.159175   ,  1.15588e-62,  0.188896   ])
125601  , -41733.2    , array([ 7.09868    ,  1.2483     ,  0.158769   ,  1.15588e-62,  0.0601759  ])
125602  , -41733.2    , array([ 7.09868    ,  1.2483     ,  0.158769   ,  1.15588e-62,  0.0601759  ])
125603  , -41736.3    , array([ 7.10578    ,  1.2483     ,  0.158769   ,  1.15588e-62,  0.0601759  ])
125604  , -41756.4    , array([ 7.09868    ,  1.24955    ,  0.158769   ,  1.15588e-62,  0.0601759  ])
125605  , -41733.4    , array([ 7.09868    ,  1.2483     ,  0.158928   ,  1.15588e-62,  0.0601759  ])
125606  , -41733.2    , array([ 7.09868    ,  1.2483     ,  0.158769   ,  1.15704e-62,  0.0601759  ])
125607  , -41712.1    , array([ 7.09868    ,  1.2483     ,  0.158769   ,  1.15588e-62,  0.0602361  ])
125608  , -9560.92    , array([ 5.12004    ,  0.55964    ,  0.159168   ,  1.15588e-62,  0.184806   ])
125609  , -9560.92    , array([ 5.12004    ,  0.55964    ,  0.159168   ,  1.15588e-62,  0.184806   ])
125610  , -9562.95    , array([ 5.12516    ,  0.55964    ,  0.159168   ,  1.15588e-62,  0.184806   ])
125611  , -9566.09    , array([ 5.12004    ,  0.5602     ,  0.159168   ,  1.15588e-62,  0.184806   ])
125612  , -9560.65    , array([ 5.12004    ,  0.55964    ,  0.159327   ,  1.15588e-62,  0.184806   ])
125613  , -9560.92    , array([ 5.12004    ,  0.55964    ,  0.159168   ,  1.15704e-62,  0.184806   ])
125614  , -9565.34    , array([ 5.12004    ,  0.55964    ,  0.159168   ,  1.15588e-62,  0.184991   ])
125622  , -9576.51    , array([ 5.0612     ,  0.54391    ,  0.159212   ,  1.15588e-62,  0.190701   ])
125623  , -9576.51    , array([ 5.0612     ,  0.54391    ,  0.159212   ,  1.15588e-62,  0.190701   ])
125624  , -9578.51    , array([ 5.06626    ,  0.54391    ,  0.159212   ,  1.15588e-62,  0.190701   ])
125625  , -9580.14    , array([ 5.0612     ,  0.544454   ,  0.159212   ,  1.15588e-62,  0.190701   ])
125626  , -9576.17    , array([ 5.0612     ,  0.54391    ,  0.159371   ,  1.15588e-62,  0.190701   ])
125627  , -9576.51    , array([ 5.0612     ,  0.54391    ,  0.159212   ,  1.15704e-62,  0.190701   ])
125628  , -9582.58    , array([ 5.0612     ,  0.54391    ,  0.159212   ,  1.15588e-62,  0.190891   ])
125629  , -9555.43    , array([ 5.10007    ,  0.554272   ,  0.159183   ,  1.15588e-62,  0.186778   ])
125630  , -9555.43    , array([ 5.10007    ,  0.554272   ,  0.159183   ,  1.15588e-62,  0.186778   ])
125631  , -9557.45    , array([ 5.10517    ,  0.554272   ,  0.159183   ,  1.15588e-62,  0.186778   ])
125632  , -9560.09    , array([ 5.10007    ,  0.554827   ,  0.159183   ,  1.15588e-62,  0.186778   ])
125633  , -9555.14    , array([ 5.10007    ,  0.554272   ,  0.159342   ,  1.15588e-62,  0.186778   ])
