Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11677.24	23370.48	991.77	20369.23	1.3456,0.2927,0.5834,0.5677,0.7716,10.7956,0.0298,0.1366
our_model	Round_1_Replicate_2	-14325.43	28666.86	6273.44	6049.89	2.9937,0.7302,1.3978,0.4253,0.5213,4.2869,0.3107,6.6948
our_model	Round_1_Replicate_3	-11843.27	23702.54	1307.33	19687.23	1.3723,0.3135,0.5158,0.3035,1.0963,10.8642,0.0153,0.1814
our_model	Round_1_Replicate_4	-11415.84	22847.68	470.7	20179.93	1.4402,0.545,0.7634,0.5951,2.0294,0.4498,0.1267,0.0357
our_model	Round_1_Replicate_5	-13962.5	27941.0	5480.19	7742.43	2.3803,0.5736,1.257,0.6208,0.5495,5.1889,2.6661,1.8193
our_model	Round_1_Replicate_6	-11294.93	22605.86	230.71	20223.64	1.4163,0.4837,0.7459,0.4981,1.5358,4.8784,0.1045,0.0531
our_model	Round_1_Replicate_7	-13929.13	27874.26	5405.7	9532.77	1.9344,0.4497,1.0938,0.9069,0.5486,6.489,1.9704,1.4704
our_model	Round_1_Replicate_8	-13933.83	27883.66	5410.68	9208.57	1.9973,0.4728,1.1079,0.8345,0.5697,6.2393,2.0815,1.5127
our_model	Round_1_Replicate_9	-13985.33	27986.66	5513.74	4890.62	3.755,0.9086,2.0218,0.3939,0.3561,3.3431,4.8877,2.7849
our_model	Round_1_Replicate_10	-11377.18	22770.36	391.85	20112.42	1.4427,0.5385,0.8095,0.605,1.8615,0.6513,0.1264,0.0376
our_model	Round_2_Replicate_1	-11302.83	22621.66	248.49	19955.94	1.4857,0.5711,0.842,0.5047,1.7034,0.01,0.1208,0.0372
our_model	Round_2_Replicate_2	-11191.1	22398.2	25.99	19986.42	1.5124,0.5311,1.0829,0.5146,1.0872,0.9038,0.1074,0.0423
our_model	Round_2_Replicate_3	-11203.19	22422.38	50.12	19999.1	1.4997,0.5431,1.0126,0.4802,1.2039,0.6615,0.1098,0.0408
our_model	Round_2_Replicate_4	-11191.73	22399.46	26.59	20131.75	1.4712,0.4649,0.8983,0.4439,0.9383,4.7615,0.0899,0.0579
our_model	Round_2_Replicate_5	-11203.69	22423.38	50.05	20049.99	1.4908,0.4561,0.8786,0.4283,0.8586,5.2949,0.0858,0.0628
our_model	Round_2_Replicate_6	-11188.04	22392.08	19.44	20049.94	1.4826,0.4739,0.9721,0.4952,0.8742,4.2148,0.0912,0.0565
our_model	Round_2_Replicate_7	-11198.87	22413.74	41.43	20184.98	1.4908,0.4557,0.9979,0.5224,0.7987,4.3149,0.0883,0.0558
our_model	Round_2_Replicate_8	-11201.46	22418.92	46.21	20069.37	1.4983,0.4528,0.9482,0.5209,0.8084,4.9455,0.0866,0.0607
our_model	Round_2_Replicate_9	-11203.2	22422.4	50.0	19990.02	1.4955,0.5406,0.9741,0.4667,1.2322,1.1116,0.11,0.0419
our_model	Round_2_Replicate_10	-11220.05	22456.1	84.16	19988.0	1.4955,0.5511,0.996,0.5252,1.3366,0.01,0.1138,0.0391
our_model	Round_2_Replicate_11	-11194.07	22404.14	31.38	20160.49	1.459,0.4671,0.9109,0.4341,0.8858,4.5757,0.089,0.0572
our_model	Round_2_Replicate_12	-11194.22	22404.44	32.14	20227.66	1.4925,0.4708,1.0414,0.51,0.8331,3.3553,0.092,0.0505
our_model	Round_2_Replicate_13	-11198.67	22413.34	40.36	19921.39	1.5119,0.4817,0.8648,0.3706,0.9716,4.7942,0.0921,0.0598
our_model	Round_2_Replicate_14	-11203.47	22422.94	49.8	20041.64	1.4999,0.4604,0.8446,0.4079,0.9695,5.2565,0.0889,0.0617
our_model	Round_2_Replicate_15	-11204.87	22425.74	53.31	20030.13	1.4858,0.5362,0.9606,0.472,1.2574,1.2223,0.1101,0.0419
our_model	Round_2_Replicate_16	-11190.67	22397.34	24.86	19897.81	1.5189,0.5358,1.0047,0.4892,1.0982,1.551,0.1073,0.0446
our_model	Round_2_Replicate_17	-11180.23	22376.46	3.92	20032.3	1.4909,0.5011,0.9578,0.473,1.0566,3.0627,0.1006,0.0497
our_model	Round_2_Replicate_18	-11282.76	22581.52	207.12	19734.95	1.5157,0.5807,0.9149,0.5723,1.6192,0.01,0.1242,0.0385
our_model	Round_2_Replicate_19	-11185.54	22387.08	14.52	19872.74	1.5249,0.5254,0.9761,0.4543,1.0982,2.4106,0.1051,0.0476
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
