35666   , -456.607    , array([ 0.0264223  ,  0.635643   ,  0.0978699  ,  7.1671e-74 ])
35667   , -457.888    , array([ 0.0264487  ,  0.635643   ,  0.0978699  ,  7.1671e-74 ])
35668   , -456.607    , array([ 0.0264223  ,  0.636279   ,  0.0978699  ,  7.1671e-74 ])
35669   , -454.854    , array([ 0.0264223  ,  0.635643   ,  0.0979678  ,  7.1671e-74 ])
35670   , -456.607    , array([ 0.0264223  ,  0.635643   ,  0.0978699  ,  7.17427e-74])
35671   , -456.607    , array([ 0.0264223  ,  0.635643   ,  0.0978699  ,  7.1671e-74 ])
35672   , -2336.65    , array([ 0.0145577  ,  0.635643   ,  0.22118    ,  7.1671e-74 ])
35673   , -2336.65    , array([ 0.0145577  ,  0.635643   ,  0.22118    ,  7.1671e-74 ])
35674   , -2336.65    , array([ 0.0145722  ,  0.635643   ,  0.22118    ,  7.1671e-74 ])
35675   , -2336.65    , array([ 0.0145577  ,  0.636279   ,  0.22118    ,  7.1671e-74 ])
35676   , -2336.65    , array([ 0.0145577  ,  0.635643   ,  0.221401   ,  7.1671e-74 ])
35677   , -2336.65    , array([ 0.0145577  ,  0.635643   ,  0.22118    ,  7.17427e-74])
35678   , -477.044    , array([ 0.0245572  ,  0.635643   ,  0.108177   ,  7.1671e-74 ])
35679   , -477.044    , array([ 0.0245572  ,  0.635643   ,  0.108177   ,  7.1671e-74 ])
35680   , -475.535    , array([ 0.0245818  ,  0.635643   ,  0.108177   ,  7.1671e-74 ])
35681   , -477.044    , array([ 0.0245572  ,  0.636279   ,  0.108177   ,  7.1671e-74 ])
35682   , -479.029    , array([ 0.0245572  ,  0.635643   ,  0.108285   ,  7.1671e-74 ])
35683   , -477.044    , array([ 0.0245572  ,  0.635643   ,  0.108177   ,  7.17427e-74])
35684   , -392.991    , array([ 0.0255394  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35685   , -392.991    , array([ 0.0255394  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35686   , -393        , array([ 0.0255649  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35687   , -392.991    , array([ 0.0255394  ,  0.636279   ,  0.102527   ,  7.1671e-74 ])
35688   , -393.001    , array([ 0.0255394  ,  0.635643   ,  0.10263    ,  7.1671e-74 ])
35689   , -392.991    , array([ 0.0255394  ,  0.635643   ,  0.102527   ,  7.17427e-74])
35696   , -392.991    , array([ 0.0255393  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35697   , -392.991    , array([ 0.0255393  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35698   , -393        , array([ 0.0255649  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35699   , -392.991    , array([ 0.0255393  ,  0.636279   ,  0.102527   ,  7.1671e-74 ])
35700   , -393.001    , array([ 0.0255393  ,  0.635643   ,  0.10263    ,  7.1671e-74 ])
35701   , -392.991    , array([ 0.0255393  ,  0.635643   ,  0.102527   ,  7.17427e-74])
35708   , -392.991    , array([ 0.0255393  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35709   , -392.991    , array([ 0.0255393  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35710   , -393        , array([ 0.0255648  ,  0.635643   ,  0.102527   ,  7.1671e-74 ])
35711   , -392.991    , array([ 0.0255393  ,  0.636279   ,  0.102527   ,  7.1671e-74 ])
35712   , -393.001    , array([ 0.0255393  ,  0.635643   ,  0.10263    ,  7.1671e-74 ])
35713   , -392.991    , array([ 0.0255393  ,  0.635643   ,  0.102527   ,  7.17427e-74])
35714   , -1873.74    , array([ 0.00107496 ,  0.635643   ,  0.0104137  ,  7.1671e-74 ])
35715   , -1873.74    , array([ 0.00107496 ,  0.635643   ,  0.0104137  ,  7.1671e-74 ])
35716   , -1870.15    , array([ 0.00107603 ,  0.635643   ,  0.0104137  ,  7.1671e-74 ])
35717   , -1873.74    , array([ 0.00107496 ,  0.636279   ,  0.0104137  ,  7.1671e-74 ])
35718   , -1877.72    , array([ 0.00107496 ,  0.635643   ,  0.0104241  ,  7.1671e-74 ])
35719   , -1873.74    , array([ 0.00107496 ,  0.635643   ,  0.0104137  ,  7.17427e-74])
35720   , -392.995    , array([ 0.0246391  ,  0.635643   ,  0.099905   ,  7.1671e-74 ])
35721   , -392.995    , array([ 0.0246391  ,  0.635643   ,  0.099905   ,  7.1671e-74 ])
35722   , -392.987    , array([ 0.0246637  ,  0.635643   ,  0.099905   ,  7.1671e-74 ])
35723   , -392.995    , array([ 0.0246391  ,  0.636279   ,  0.099905   ,  7.1671e-74 ])
35724   , -393.027    , array([ 0.0246391  ,  0.635643   ,  0.100005   ,  7.1671e-74 ])
35725   , -392.995    , array([ 0.0246391  ,  0.635643   ,  0.099905   ,  7.17427e-74])
35726   , -392.99     , array([ 0.0253469  ,  0.635643   ,  0.101969   ,  7.1671e-74 ])
35727   , -392.99     , array([ 0.0253469  ,  0.635643   ,  0.101969   ,  7.1671e-74 ])
35728   , -392.996    , array([ 0.0253723  ,  0.635643   ,  0.101969   ,  7.1671e-74 ])
35729   , -392.99     , array([ 0.0253469  ,  0.636279   ,  0.101969   ,  7.1671e-74 ])
35730   , -393.004    , array([ 0.0253469  ,  0.635643   ,  0.102071   ,  7.1671e-74 ])
35731   , -392.99     , array([ 0.0253469  ,  0.635643   ,  0.101969   ,  7.17427e-74])
35732   , -392.992    , array([ 0.0248775  ,  0.635643   ,  0.100602   ,  7.1671e-74 ])
