16400   , -2336.8     , array([ 0.399249   ,  13.936     ,  5.39421e-08,  1.0265e-11 ])
16401   , -2336.8     , array([ 0.399649   ,  13.936     ,  5.39421e-08,  1.0265e-11 ])
16402   , -2336.8     , array([ 0.399249   ,  13.9499    ,  5.39421e-08,  1.0265e-11 ])
16403   , -2336.8     , array([ 0.399249   ,  13.936     ,  5.39961e-08,  1.0265e-11 ])
16404   , -2336.8     , array([ 0.399249   ,  13.936     ,  5.39421e-08,  1.02752e-11])
16405   , -2336.8     , array([ 0.399249   ,  13.936     ,  5.39421e-08,  1.0265e-11 ])
16406   , -2336.8     , array([ 0.398215   ,  13.936     ,  5.40263e-08,  1.0265e-11 ])
16407   , -2336.8     , array([ 0.398215   ,  13.936     ,  5.40263e-08,  1.0265e-11 ])
16408   , -2336.8     , array([ 0.398613   ,  13.936     ,  5.40263e-08,  1.0265e-11 ])
16409   , -2336.8     , array([ 0.398215   ,  13.9499    ,  5.40263e-08,  1.0265e-11 ])
16410   , -2336.8     , array([ 0.398215   ,  13.936     ,  5.40804e-08,  1.0265e-11 ])
16411   , -2336.8     , array([ 0.398215   ,  13.936     ,  5.40263e-08,  1.02752e-11])
16412   , -2336.8     , array([ 0.394103   ,  13.936     ,  5.43646e-08,  1.0265e-11 ])
16413   , -2336.8     , array([ 0.394103   ,  13.936     ,  5.43646e-08,  1.0265e-11 ])
16414   , -2336.8     , array([ 0.394498   ,  13.936     ,  5.43646e-08,  1.0265e-11 ])
16415   , -2336.8     , array([ 0.394103   ,  13.9499    ,  5.43646e-08,  1.0265e-11 ])
16416   , -2336.8     , array([ 0.394103   ,  13.936     ,  5.4419e-08 ,  1.0265e-11 ])
16417   , -2336.8     , array([ 0.394103   ,  13.936     ,  5.43646e-08,  1.02752e-11])
16418   , -2336.8     , array([ 0.378078   ,  13.936     ,  5.57388e-08,  1.02649e-11])
16419   , -2336.8     , array([ 0.378078   ,  13.936     ,  5.57388e-08,  1.02649e-11])
16420   , -2336.8     , array([ 0.378456   ,  13.936     ,  5.57388e-08,  1.02649e-11])
16421   , -2336.8     , array([ 0.378078   ,  13.9499    ,  5.57388e-08,  1.02649e-11])
16422   , -2336.8     , array([ 0.378078   ,  13.936     ,  5.57946e-08,  1.02649e-11])
16423   , -2336.8     , array([ 0.378078   ,  13.936     ,  5.57388e-08,  1.02752e-11])
16424   , -2336.8     , array([ 0.320232   ,  13.936     ,  6.1592e-08 ,  1.02648e-11])
16425   , -2336.8     , array([ 0.320232   ,  13.936     ,  6.1592e-08 ,  1.02648e-11])
16426   , -2336.8     , array([ 0.320552   ,  13.936     ,  6.1592e-08 ,  1.02648e-11])
16427   , -2336.8     , array([ 0.320232   ,  13.95      ,  6.1592e-08 ,  1.02648e-11])
16428   , -2336.8     , array([ 0.320232   ,  13.936     ,  6.16536e-08,  1.02648e-11])
16429   , -2336.8     , array([ 0.320232   ,  13.936     ,  6.1592e-08 ,  1.02751e-11])
16430   , -2336.8     , array([ 0.164816   ,  13.936     ,  9.18315e-08,  1.02644e-11])
16431   , -2336.8     , array([ 0.164816   ,  13.936     ,  9.18315e-08,  1.02644e-11])
16432   , -2336.8     , array([ 0.164981   ,  13.936     ,  9.18315e-08,  1.02644e-11])
16433   , -2336.8     , array([ 0.164816   ,  13.95      ,  9.18315e-08,  1.02644e-11])
16434   , -2336.8     , array([ 0.164816   ,  13.936     ,  9.19234e-08,  1.02644e-11])
16435   , -2336.8     , array([ 0.164816   ,  13.936     ,  9.18315e-08,  1.02746e-11])
16436   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53796e-07,  1.02625e-11])
16437   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53796e-07,  1.02625e-11])
16438   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53796e-07,  1.02625e-11])
16439   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53796e-07,  1.02625e-11])
16440   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.5425e-07 ,  1.02625e-11])
16441   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53796e-07,  1.02727e-11])
16448   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16449   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16450   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16451   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53797e-07,  1.02625e-11])
16452   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.54251e-07,  1.02625e-11])
16453   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02727e-11])
16454   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16455   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16456   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16457   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53797e-07,  1.02625e-11])
16458   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.54251e-07,  1.02625e-11])
16459   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02727e-11])
16466   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16467   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16468   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16469   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53797e-07,  1.02625e-11])
16470   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.54251e-07,  1.02625e-11])
16471   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02727e-11])
16472   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16473   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16474   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16475   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53797e-07,  1.02625e-11])
16476   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.54251e-07,  1.02625e-11])
16477   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02727e-11])
16484   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16485   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16486   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16487   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53797e-07,  1.02625e-11])
16488   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.54251e-07,  1.02625e-11])
16489   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02727e-11])
16490   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16491   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16492   , -2336.06    , array([ 0.0115763  ,  13.9362    ,  4.53797e-07,  1.02625e-11])
16493   , -2336.06    , array([ 0.0115648  ,  13.9501    ,  4.53797e-07,  1.02625e-11])
16494   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.54251e-07,  1.02625e-11])
16495   , -2336.06    , array([ 0.0115648  ,  13.9362    ,  4.53797e-07,  1.02727e-11])
16496   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16497   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16498   , -2330.54    , array([ 0.00306648 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16499   , -2330.53    , array([ 0.00306341 ,  13.9502    ,  1.00878e-06,  1.02615e-11])
16500   , -2330.52    , array([ 0.00306341 ,  13.9362    ,  1.00979e-06,  1.02615e-11])
16501   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02718e-11])
16502   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16503   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16504   , -2330.54    , array([ 0.00306648 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16505   , -2330.53    , array([ 0.00306341 ,  13.9502    ,  1.00878e-06,  1.02615e-11])
16506   , -2330.52    , array([ 0.00306341 ,  13.9362    ,  1.00979e-06,  1.02615e-11])
16507   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02718e-11])
16508   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16509   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16510   , -2330.54    , array([ 0.00306648 ,  13.9362    ,  1.00878e-06,  1.02615e-11])
16511   , -2330.53    , array([ 0.00306341 ,  13.9502    ,  1.00878e-06,  1.02615e-11])
16512   , -2330.52    , array([ 0.00306341 ,  13.9362    ,  1.00979e-06,  1.02615e-11])
16513   , -2330.53    , array([ 0.00306341 ,  13.9362    ,  1.00878e-06,  1.02718e-11])
16514   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16515   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16516   , -2318.79    , array([ 0.00157825 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16517   , -2318.77    , array([ 0.00157667 ,  13.9502    ,  1.50405e-06,  1.02611e-11])
16518   , -2318.75    , array([ 0.00157667 ,  13.9362    ,  1.50556e-06,  1.02611e-11])
16519   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02713e-11])
16520   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16521   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16522   , -2318.79    , array([ 0.00157825 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16523   , -2318.77    , array([ 0.00157667 ,  13.9502    ,  1.50405e-06,  1.02611e-11])
16524   , -2318.75    , array([ 0.00157667 ,  13.9362    ,  1.50556e-06,  1.02611e-11])
16525   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02713e-11])
16526   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16527   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16528   , -2318.79    , array([ 0.00157825 ,  13.9362    ,  1.50405e-06,  1.02611e-11])
16529   , -2318.77    , array([ 0.00157667 ,  13.9502    ,  1.50405e-06,  1.02611e-11])
16530   , -2318.75    , array([ 0.00157667 ,  13.9362    ,  1.50556e-06,  1.02611e-11])
16531   , -2318.77    , array([ 0.00157667 ,  13.9362    ,  1.50405e-06,  1.02713e-11])
16532   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16533   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16534   , -2306.44    , array([ 0.00113225 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16535   , -2306.41    , array([ 0.00113112 ,  13.9502    ,  1.83653e-06,  1.02608e-11])
16536   , -2306.38    , array([ 0.00113112 ,  13.9363    ,  1.83836e-06,  1.02608e-11])
16537   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02711e-11])
16538   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16539   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16540   , -2306.44    , array([ 0.00113225 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16541   , -2306.41    , array([ 0.00113112 ,  13.9502    ,  1.83653e-06,  1.02608e-11])
16542   , -2306.38    , array([ 0.00113112 ,  13.9363    ,  1.83836e-06,  1.02608e-11])
16543   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02711e-11])
16544   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16545   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16546   , -2306.44    , array([ 0.00113225 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16547   , -2306.41    , array([ 0.00113112 ,  13.9502    ,  1.83653e-06,  1.02608e-11])
16548   , -2306.38    , array([ 0.00113112 ,  13.9363    ,  1.83836e-06,  1.02608e-11])
16549   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02711e-11])
16556   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16557   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16558   , -2306.44    , array([ 0.00113225 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16559   , -2306.41    , array([ 0.00113112 ,  13.9502    ,  1.83653e-06,  1.02608e-11])
16560   , -2306.38    , array([ 0.00113112 ,  13.9363    ,  1.83836e-06,  1.02608e-11])
16561   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02711e-11])
16562   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16563   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16564   , -2306.44    , array([ 0.00113225 ,  13.9363    ,  1.83653e-06,  1.02608e-11])
16565   , -2306.41    , array([ 0.00113112 ,  13.9502    ,  1.83653e-06,  1.02608e-11])
16566   , -2306.38    , array([ 0.00113112 ,  13.9363    ,  1.83836e-06,  1.02608e-11])
16567   , -2306.41    , array([ 0.00113112 ,  13.9363    ,  1.83653e-06,  1.02711e-11])
16568   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16569   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16570   , -2302.24    , array([ 0.00104204 ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16571   , -2302.21    , array([ 0.001041   ,  13.9502    ,  1.93055e-06,  1.02608e-11])
16572   , -2302.17    , array([ 0.001041   ,  13.9363    ,  1.93248e-06,  1.02608e-11])
16573   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.0271e-11 ])
16574   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16575   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16576   , -2302.24    , array([ 0.00104204 ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16577   , -2302.21    , array([ 0.001041   ,  13.9502    ,  1.93055e-06,  1.02608e-11])
16578   , -2302.17    , array([ 0.001041   ,  13.9363    ,  1.93248e-06,  1.02608e-11])
16579   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.0271e-11 ])
16580   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16581   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16582   , -2302.24    , array([ 0.00104204 ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16583   , -2302.21    , array([ 0.001041   ,  13.9502    ,  1.93055e-06,  1.02608e-11])
16584   , -2302.17    , array([ 0.001041   ,  13.9363    ,  1.93248e-06,  1.02608e-11])
16585   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.0271e-11 ])
16592   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16593   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16594   , -2302.24    , array([ 0.00104204 ,  13.9363    ,  1.93055e-06,  1.02608e-11])
16595   , -2302.21    , array([ 0.001041   ,  13.9502    ,  1.93055e-06,  1.02608e-11])
16596   , -2302.17    , array([ 0.001041   ,  13.9363    ,  1.93248e-06,  1.02608e-11])
16597   , -2302.21    , array([ 0.001041   ,  13.9363    ,  1.93055e-06,  1.0271e-11 ])
16598   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16599   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16600   , -2300.73    , array([ 0.00101387 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16601   , -2300.7     , array([ 0.00101286 ,  13.9502    ,  1.96262e-06,  1.02607e-11])
16602   , -2300.66    , array([ 0.00101286 ,  13.9363    ,  1.96458e-06,  1.02607e-11])
16603   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.0271e-11 ])
16604   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16605   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16606   , -2300.73    , array([ 0.00101387 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16607   , -2300.7     , array([ 0.00101286 ,  13.9502    ,  1.96262e-06,  1.02607e-11])
16608   , -2300.66    , array([ 0.00101286 ,  13.9363    ,  1.96458e-06,  1.02607e-11])
16609   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.0271e-11 ])
16610   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16611   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16612   , -2300.73    , array([ 0.00101387 ,  13.9363    ,  1.96262e-06,  1.02607e-11])
16613   , -2300.7     , array([ 0.00101286 ,  13.9502    ,  1.96262e-06,  1.02607e-11])
16614   , -2300.66    , array([ 0.00101286 ,  13.9363    ,  1.96458e-06,  1.02607e-11])
16615   , -2300.7     , array([ 0.00101286 ,  13.9363    ,  1.96262e-06,  1.0271e-11 ])
16616   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16617   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16618   , -2300.34    , array([ 0.00100674 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16619   , -2300.3     , array([ 0.00100574 ,  13.9502    ,  1.97097e-06,  1.02607e-11])
16620   , -2300.27    , array([ 0.00100574 ,  13.9363    ,  1.97294e-06,  1.02607e-11])
16621   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.0271e-11 ])
16622   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16623   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16624   , -2300.34    , array([ 0.00100674 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16625   , -2300.3     , array([ 0.00100574 ,  13.9502    ,  1.97097e-06,  1.02607e-11])
16626   , -2300.27    , array([ 0.00100574 ,  13.9363    ,  1.97294e-06,  1.02607e-11])
16627   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.0271e-11 ])
16628   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16629   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16630   , -2300.34    , array([ 0.00100674 ,  13.9363    ,  1.97097e-06,  1.02607e-11])
16631   , -2300.3     , array([ 0.00100574 ,  13.9502    ,  1.97097e-06,  1.02607e-11])
16632   , -2300.27    , array([ 0.00100574 ,  13.9363    ,  1.97294e-06,  1.02607e-11])
16633   , -2300.3     , array([ 0.00100574 ,  13.9363    ,  1.97097e-06,  1.0271e-11 ])
16634   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16635   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16636   , -2300.14    , array([ 0.0010032  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16637   , -2300.1     , array([ 0.0010022  ,  13.9502    ,  1.97515e-06,  1.02607e-11])
16638   , -2300.07    , array([ 0.0010022  ,  13.9363    ,  1.97713e-06,  1.02607e-11])
16639   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.0271e-11 ])
16640   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16641   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16642   , -2300.14    , array([ 0.0010032  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16643   , -2300.1     , array([ 0.0010022  ,  13.9502    ,  1.97515e-06,  1.02607e-11])
16644   , -2300.07    , array([ 0.0010022  ,  13.9363    ,  1.97713e-06,  1.02607e-11])
16645   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.0271e-11 ])
16646   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16647   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16648   , -2300.14    , array([ 0.0010032  ,  13.9363    ,  1.97515e-06,  1.02607e-11])
16649   , -2300.1     , array([ 0.0010022  ,  13.9502    ,  1.97515e-06,  1.02607e-11])
16650   , -2300.07    , array([ 0.0010022  ,  13.9363    ,  1.97713e-06,  1.02607e-11])
16651   , -2300.1     , array([ 0.0010022  ,  13.9363    ,  1.97515e-06,  1.0271e-11 ])
16652   , -2300       , array([ 0.00100043 ,  13.9363    ,  1.97725e-06,  1.02607e-11])
