63361   , -79089.4    , array([ 0.1507     ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63362   , -79089.4    , array([ 0.1507     ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63363   , -79089.4    , array([ 1.1507     ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63364   , -79089.4    , array([ 2.76873    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63365   , -79089.4    , array([ 1.1507     ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63366   , -79089.4    , array([ 1.76873    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63367   , -79089.4    , array([ 2.1507     ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63368   , -79089.4    , array([ 2.38677    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63369   , -79089.4    , array([ 2.53267    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63370   , -79089.4    , array([ 2.62284    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63371   , -79089.4    , array([ 2.67856    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63372   , -79089.4    , array([ 2.71301    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63373   , -79089.4    , array([ 2.73863    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63374   , -79089.4    , array([ 2.73863    ,  0.0178088  ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63375   , -79089.4    , array([ 2.73863    ,  1.01781    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63376   , -79089.4    , array([ 2.73863    ,  2.63584    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63377   , -79089.4    , array([ 2.73863    ,  1.01781    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63378   , -79089.4    , array([ 2.73863    ,  1.63584    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63379   , -79089.4    , array([ 2.73863    ,  2.01781    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63380   , -79089.4    , array([ 2.73863    ,  2.25388    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63381   , -79089.4    , array([ 2.73863    ,  2.39977    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63382   , -79089.4    , array([ 2.73863    ,  2.48994    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63383   , -79089.4    , array([ 2.73863    ,  2.54567    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63384   , -79089.4    , array([ 2.73863    ,  2.58011    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63385   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63386   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.66442e-86,  0.00906346 ,  1.03702e-19])
63387   , -79089.4    , array([ 2.73863    ,  2.60574    ,  1          ,  0.00906346 ,  1.03702e-19])
63388   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.61803    ,  0.00906346 ,  1.03702e-19])
63389   , -79089.4    , array([ 2.73863    ,  2.60574    ,  1          ,  0.00906346 ,  1.03702e-19])
63390   , -79089.4    , array([ 2.73863    ,  2.60574    ,  1.61803    ,  0.00906346 ,  1.03702e-19])
63391   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2          ,  0.00906346 ,  1.03702e-19])
63392   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.23607    ,  0.00906346 ,  1.03702e-19])
63393   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.38197    ,  0.00906346 ,  1.03702e-19])
63394   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.47214    ,  0.00906346 ,  1.03702e-19])
63395   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.52786    ,  0.00906346 ,  1.03702e-19])
63396   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.56231    ,  0.00906346 ,  1.03702e-19])
63397   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  0.00906346 ,  1.03702e-19])
63398   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  0.00906346 ,  1.03702e-19])
63399   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  1.00906    ,  1.03702e-19])
63400   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.6271     ,  1.03702e-19])
63401   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  1.00906    ,  1.03702e-19])
63402   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  1.6271     ,  1.03702e-19])
63403   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.00906    ,  1.03702e-19])
63404   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.24513    ,  1.03702e-19])
63405   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.39103    ,  1.03702e-19])
63406   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.4812     ,  1.03702e-19])
63407   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.53693    ,  1.03702e-19])
63408   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.57137    ,  1.03702e-19])
63409   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  1.03702e-19])
63410   , -79089.4    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  1.03702e-19])
63411   , -51777.5    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  1          ])
63412   , -49236.1    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  2.61803    ])
63413   , -50874      , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  1.88889    ])
63415   , -49236.1    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  2.61803    ])
63416   , -46824.7    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  3.61803    ])
63417   , -45451.6    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.23607    ])
63418   , -44687.9    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.61803    ])
63419   , -44252.7    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.8541     ])
63421   , -44415.6    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.76393    ])
63422   , -44154.2    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63424   , -44154.2    , array([ 2.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63425   , -46649.8    , array([ 3.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63426   , -41612.6    , array([ 1.12059    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63428   , -41612.6    , array([ 1.12059    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63429   , -41747.2    , array([ 1.73863    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63430   , -47135.6    , array([ 0.580298   ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63431   , -41365.9    , array([ 1.41752    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63432   , -41358.6    , array([ 1.39625    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63433   , -41353.5    , array([ 1.36649    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63434   , -41381.6    , array([ 1.27257    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63435   , -41353.2    , array([ 1.35277    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63436   , -41354.3    , array([ 1.33891    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63437   , -41353.2    , array([ 1.35277    ,  2.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63438   , -47792.9    , array([ 1.35277    ,  3.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63439   , -19627.8    , array([ 1.35277    ,  0.987704   ,  2.58793    ,  2.59699    ,  4.90983    ])
63441   , -19627.8    , array([ 1.35277    ,  0.987704   ,  2.58793    ,  2.59699    ,  4.90983    ])
63443   , -30605.9    , array([ 1.35277    ,  1.60574    ,  2.58793    ,  2.59699    ,  4.90983    ])
63444   , -25700.1    , array([ 1.35277    ,  1.29658    ,  2.58793    ,  2.59699    ,  4.90983    ])
63445   , -10213.3    , array([ 1.35277    ,  0.605738   ,  2.58793    ,  2.59699    ,  4.90983    ])
63446   , -4337.09    , array([ 1.35277    ,  0.36967    ,  2.58793    ,  2.59699    ,  4.90983    ])
63447   , -3573.59    , array([ 1.35277    ,  0.223772   ,  2.58793    ,  2.59699    ,  4.90983    ])
63448   , -3269.79    , array([ 1.35277    ,  0.247591   ,  2.58793    ,  2.59699    ,  4.90983    ])
63449   , -3210.72    , array([ 1.35277    ,  0.278962   ,  2.58793    ,  2.59699    ,  4.90983    ])
63450   , -3465.87    , array([ 1.35277    ,  0.31361    ,  2.58793    ,  2.59699    ,  4.90983    ])
63451   , -3210.72    , array([ 1.35277    ,  0.278962   ,  2.58793    ,  2.59699    ,  4.90983    ])
63452   , -4549.97    , array([ 1.35277    ,  0.278962   ,  3.58793    ,  2.59699    ,  4.90983    ])
63453   , -4079.24    , array([ 1.35277    ,  0.278962   ,  0.969895   ,  2.59699    ,  4.90983    ])
63454   , -3210.72    , array([ 1.35277    ,  0.278962   ,  2.58793    ,  2.59699    ,  4.90983    ])
63455   , -2863.73    , array([ 1.35277    ,  0.278962   ,  1.96989    ,  2.59699    ,  4.90983    ])
63456   , -2987.69    , array([ 1.35277    ,  0.278962   ,  1.58793    ,  2.59699    ,  4.90983    ])
63457   , -2863.19    , array([ 1.35277    ,  0.278962   ,  1.96207    ,  2.59699    ,  4.90983    ])
63458   , -2862.21    , array([ 1.35277    ,  0.278962   ,  1.93327    ,  2.59699    ,  4.90983    ])
63459   , -2862.21    , array([ 1.35277    ,  0.278962   ,  1.92672    ,  2.59699    ,  4.90983    ])
63460   , -2862.29    , array([ 1.35277    ,  0.278962   ,  1.92011    ,  2.59699    ,  4.90983    ])
63461   , -2862.21    , array([ 1.35277    ,  0.278962   ,  1.92672    ,  2.59699    ,  4.90983    ])
63462   , -3354.75    , array([ 1.35277    ,  0.278962   ,  1.92672    ,  3.59699    ,  4.90983    ])
63463   , -9486.39    , array([ 1.35277    ,  0.278962   ,  1.92672    ,  0.978958   ,  4.90983    ])
