150016  , -79088.6    , array([ 0.975358   ,  0.162068   ,  3.34799e-19,  5.96137e-17,  1.096e-07  ])
150017  , -79088.6    , array([ 0.976334   ,  0.162068   ,  3.34799e-19,  5.96137e-17,  1.096e-07  ])
150018  , -79088.6    , array([ 0.975358   ,  0.16223    ,  3.34799e-19,  5.96137e-17,  1.096e-07  ])
150019  , -79088.6    , array([ 0.975358   ,  0.162068   ,  3.35133e-19,  5.96137e-17,  1.096e-07  ])
150020  , -79088.6    , array([ 0.975358   ,  0.162068   ,  3.34799e-19,  5.96733e-17,  1.096e-07  ])
150021  , -79088.6    , array([ 0.975358   ,  0.162068   ,  3.34799e-19,  5.96137e-17,  1.0971e-07 ])
150022  , -79088.6    , array([ 0.975358   ,  0.162068   ,  3.34799e-19,  5.96137e-17,  1.096e-07  ])
150023  , -79085.9    , array([ 0.904073   ,  0.0827663  ,  3.34799e-19,  5.96137e-17,  2.32065e-07])
150024  , -79085.9    , array([ 0.904073   ,  0.0827663  ,  3.34799e-19,  5.96137e-17,  2.32065e-07])
150025  , -79085.9    , array([ 0.904977   ,  0.0827663  ,  3.34799e-19,  5.96137e-17,  2.32065e-07])
150026  , -79085.9    , array([ 0.904073   ,  0.0828491  ,  3.34799e-19,  5.96137e-17,  2.32065e-07])
150027  , -79085.9    , array([ 0.904073   ,  0.0827663  ,  3.35133e-19,  5.96137e-17,  2.32065e-07])
150028  , -79085.9    , array([ 0.904073   ,  0.0827663  ,  3.34799e-19,  5.96733e-17,  2.32065e-07])
150029  , -79085.9    , array([ 0.904073   ,  0.0827663  ,  3.34799e-19,  5.96137e-17,  2.32297e-07])
150030  , -78118.5    , array([ 0.667361   ,  0.00562965 ,  3.34799e-19,  5.96137e-17,  4.66443e-06])
150031  , -78118.5    , array([ 0.667361   ,  0.00562965 ,  3.34799e-19,  5.96137e-17,  4.66443e-06])
150032  , -78118.5    , array([ 0.668028   ,  0.00562965 ,  3.34799e-19,  5.96137e-17,  4.66443e-06])
150033  , -78119.4    , array([ 0.667361   ,  0.00563528 ,  3.34799e-19,  5.96137e-17,  4.66443e-06])
150034  , -78118.5    , array([ 0.667361   ,  0.00562965 ,  3.35133e-19,  5.96137e-17,  4.66443e-06])
150035  , -78118.5    , array([ 0.667361   ,  0.00562965 ,  3.34799e-19,  5.96733e-17,  4.66443e-06])
150036  , -78117.5    , array([ 0.667361   ,  0.00562965 ,  3.34799e-19,  5.96137e-17,  4.6691e-06 ])
150044  , -78117.7    , array([ 0.667331   ,  0.00562744 ,  3.34799e-19,  5.96137e-17,  4.66648e-06])
150045  , -78117.7    , array([ 0.667331   ,  0.00562744 ,  3.34799e-19,  5.96137e-17,  4.66648e-06])
150046  , -78117.7    , array([ 0.667999   ,  0.00562744 ,  3.34799e-19,  5.96137e-17,  4.66648e-06])
150047  , -78118.6    , array([ 0.667331   ,  0.00563307 ,  3.34799e-19,  5.96137e-17,  4.66648e-06])
150048  , -78117.7    , array([ 0.667331   ,  0.00562744 ,  3.35133e-19,  5.96137e-17,  4.66648e-06])
150049  , -78117.7    , array([ 0.667331   ,  0.00562744 ,  3.34799e-19,  5.96733e-17,  4.66648e-06])
150050  , -78116.7    , array([ 0.667331   ,  0.00562744 ,  3.34799e-19,  5.96137e-17,  4.67114e-06])
150051  , -78116.9    , array([ 0.667302   ,  0.00562523 ,  3.34799e-19,  5.96137e-17,  4.66852e-06])
150052  , -78116.9    , array([ 0.667302   ,  0.00562523 ,  3.34799e-19,  5.96137e-17,  4.66852e-06])
150053  , -78116.9    , array([ 0.667969   ,  0.00562523 ,  3.34799e-19,  5.96137e-17,  4.66852e-06])
150054  , -78117.8    , array([ 0.667302   ,  0.00563086 ,  3.34799e-19,  5.96137e-17,  4.66852e-06])
150055  , -78116.9    , array([ 0.667302   ,  0.00562523 ,  3.35133e-19,  5.96137e-17,  4.66852e-06])
150056  , -78116.9    , array([ 0.667302   ,  0.00562523 ,  3.34799e-19,  5.96733e-17,  4.66852e-06])
150057  , -78115.9    , array([ 0.667302   ,  0.00562523 ,  3.34799e-19,  5.96137e-17,  4.67319e-06])
150065  , -78116.7    , array([ 0.667294   ,  0.00562468 ,  3.34799e-19,  5.96137e-17,  4.66903e-06])
150066  , -78116.7    , array([ 0.667294   ,  0.00562468 ,  3.34799e-19,  5.96137e-17,  4.66903e-06])
150067  , -78116.7    , array([ 0.667962   ,  0.00562468 ,  3.34799e-19,  5.96137e-17,  4.66903e-06])
150068  , -78117.6    , array([ 0.667294   ,  0.00563031 ,  3.34799e-19,  5.96137e-17,  4.66903e-06])
