154649  , -30778.3    , array([ 10.024     ,  0.804442   ,  0.000444153,  7.28829e-45,  0.0620076  ])
154650  , -30780      , array([ 10.034     ,  0.804442   ,  0.000444153,  7.28829e-45,  0.0620076  ])
154651  , -30804.2    , array([ 10.024     ,  0.805246   ,  0.000444153,  7.28829e-45,  0.0620076  ])
154652  , -30778.3    , array([ 10.024     ,  0.804442   ,  0.000444598,  7.28829e-45,  0.0620076  ])
154653  , -30778.3    , array([ 10.024     ,  0.804442   ,  0.000444153,  7.29558e-45,  0.0620076  ])
154654  , -30755.8    , array([ 10.024     ,  0.804442   ,  0.000444153,  7.28829e-45,  0.0620697  ])
154655  , -30778.3    , array([ 10.024     ,  0.804442   ,  0.000444153,  7.28829e-45,  0.0620076  ])
154656  , -7141.84    , array([ 9.52187    ,  0.37492    ,  0.000444146,  7.28829e-45,  0.119883   ])
154657  , -7141.84    , array([ 9.52187    ,  0.37492    ,  0.000444146,  7.28829e-45,  0.119883   ])
154658  , -7143       , array([ 9.5314     ,  0.37492    ,  0.000444146,  7.28829e-45,  0.119883   ])
154659  , -7147.43    , array([ 9.52187    ,  0.375296   ,  0.000444146,  7.28829e-45,  0.119883   ])
154660  , -7141.84    , array([ 9.52187    ,  0.37492    ,  0.000444591,  7.28829e-45,  0.119883   ])
154661  , -7141.84    , array([ 9.52187    ,  0.37492    ,  0.000444146,  7.29558e-45,  0.119883   ])
154662  , -7144.1     , array([ 9.52187    ,  0.37492    ,  0.000444146,  7.28829e-45,  0.120003   ])
154670  , -7138.06    , array([ 9.52069    ,  0.374737   ,  0.000444146,  7.28829e-45,  0.119835   ])
154671  , -7138.06    , array([ 9.52069    ,  0.374737   ,  0.000444146,  7.28829e-45,  0.119835   ])
154672  , -7139.21    , array([ 9.53022    ,  0.374737   ,  0.000444146,  7.28829e-45,  0.119835   ])
154673  , -7143.64    , array([ 9.52069    ,  0.375112   ,  0.000444146,  7.28829e-45,  0.119835   ])
154674  , -7138.06    , array([ 9.52069    ,  0.374737   ,  0.000444591,  7.28829e-45,  0.119835   ])
154675  , -7138.06    , array([ 9.52069    ,  0.374737   ,  0.000444146,  7.29558e-45,  0.119835   ])
154676  , -7140.32    , array([ 9.52069    ,  0.374737   ,  0.000444146,  7.28829e-45,  0.119954   ])
154677  , -2508.42    , array([ 7.27522    ,  0.129742   ,  0.00044418 ,  7.28829e-45,  0.0495804  ])
154678  , -2508.42    , array([ 7.27522    ,  0.129742   ,  0.00044418 ,  7.28829e-45,  0.0495804  ])
154679  , -2508.73    , array([ 7.2825     ,  0.129742   ,  0.00044418 ,  7.28829e-45,  0.0495804  ])
154680  , -2507.56    , array([ 7.27522    ,  0.129871   ,  0.00044418 ,  7.28829e-45,  0.0495804  ])
154681  , -2508.42    , array([ 7.27522    ,  0.129742   ,  0.000444624,  7.28829e-45,  0.0495804  ])
154682  , -2508.42    , array([ 7.27522    ,  0.129742   ,  0.00044418 ,  7.29558e-45,  0.0495804  ])
154683  , -2511.28    , array([ 7.27522    ,  0.129742   ,  0.00044418 ,  7.28829e-45,  0.04963    ])
154691  , -2508.27    , array([ 7.26917    ,  0.129756   ,  0.00044418 ,  7.28829e-45,  0.0495841  ])
154692  , -2508.27    , array([ 7.26917    ,  0.129756   ,  0.00044418 ,  7.28829e-45,  0.0495841  ])
154693  , -2508.58    , array([ 7.27644    ,  0.129756   ,  0.00044418 ,  7.28829e-45,  0.0495841  ])
154694  , -2507.41    , array([ 7.26917    ,  0.129886   ,  0.00044418 ,  7.28829e-45,  0.0495841  ])
154695  , -2508.27    , array([ 7.26917    ,  0.129756   ,  0.000444624,  7.28829e-45,  0.0495841  ])
154696  , -2508.27    , array([ 7.26917    ,  0.129756   ,  0.00044418 ,  7.29558e-45,  0.0495841  ])
154697  , -2511.13    , array([ 7.26917    ,  0.129756   ,  0.00044418 ,  7.28829e-45,  0.0496337  ])
154698  , -2508.12    , array([ 7.26312    ,  0.129771   ,  0.000444179,  7.28829e-45,  0.0495878  ])
154699  , -2508.12    , array([ 7.26312    ,  0.129771   ,  0.000444179,  7.28829e-45,  0.0495878  ])
154700  , -2508.43    , array([ 7.27039    ,  0.129771   ,  0.000444179,  7.28829e-45,  0.0495878  ])
154701  , -2507.26    , array([ 7.26312    ,  0.129901   ,  0.000444179,  7.28829e-45,  0.0495878  ])
154702  , -2508.12    , array([ 7.26312    ,  0.129771   ,  0.000444624,  7.28829e-45,  0.0495878  ])
154703  , -2508.12    , array([ 7.26312    ,  0.129771   ,  0.000444179,  7.29558e-45,  0.0495878  ])
154704  , -2510.98    , array([ 7.26312    ,  0.129771   ,  0.000444179,  7.28829e-45,  0.0496374  ])
154712  , -2508.08    , array([ 7.26161    ,  0.129775   ,  0.000444179,  7.28829e-45,  0.0495887  ])
154713  , -2508.08    , array([ 7.26161    ,  0.129775   ,  0.000444179,  7.28829e-45,  0.0495887  ])
154714  , -2508.39    , array([ 7.26887    ,  0.129775   ,  0.000444179,  7.28829e-45,  0.0495887  ])
154715  , -2507.22    , array([ 7.26161    ,  0.129905   ,  0.000444179,  7.28829e-45,  0.0495887  ])
154716  , -2508.08    , array([ 7.26161    ,  0.129775   ,  0.000444624,  7.28829e-45,  0.0495887  ])
154717  , -2508.08    , array([ 7.26161    ,  0.129775   ,  0.000444179,  7.29558e-45,  0.0495887  ])
154718  , -2510.94    , array([ 7.26161    ,  0.129775   ,  0.000444179,  7.28829e-45,  0.0496383  ])
154719  , -2508.05    , array([ 7.2601     ,  0.129779   ,  0.000444179,  7.28829e-45,  0.0495896  ])
