230495  , -125715     , array([ 0.0280027  ,  1.31122    ,  1.0257e-22 ,  8.3001e-13 ,  0.0302228  ])
230496  , -125634     , array([ 0.0280307  ,  1.31122    ,  1.0257e-22 ,  8.3001e-13 ,  0.0302228  ])
230497  , -125721     , array([ 0.0280027  ,  1.31254    ,  1.0257e-22 ,  8.3001e-13 ,  0.0302228  ])
230498  , -125715     , array([ 0.0280027  ,  1.31122    ,  1.02673e-22,  8.3001e-13 ,  0.0302228  ])
230499  , -125715     , array([ 0.0280027  ,  1.31122    ,  1.0257e-22 ,  8.30841e-13,  0.0302228  ])
230500  , -125775     , array([ 0.0280027  ,  1.31122    ,  1.0257e-22 ,  8.3001e-13 ,  0.0302531  ])
230501  , -125715     , array([ 0.0280027  ,  1.31122    ,  1.0257e-22 ,  8.3001e-13 ,  0.0302228  ])
230502  , -57512.4    , array([ 0.0629717  ,  1.23241    ,  1.0257e-22 ,  8.3001e-13 ,  0.0165931  ])
230503  , -57512.4    , array([ 0.0629717  ,  1.23241    ,  1.0257e-22 ,  8.3001e-13 ,  0.0165931  ])
230504  , -57483.3    , array([ 0.0630347  ,  1.23241    ,  1.0257e-22 ,  8.3001e-13 ,  0.0165931  ])
230505  , -57517.2    , array([ 0.0629717  ,  1.23364    ,  1.0257e-22 ,  8.3001e-13 ,  0.0165931  ])
230506  , -57512.4    , array([ 0.0629717  ,  1.23241    ,  1.02673e-22,  8.3001e-13 ,  0.0165931  ])
230507  , -57512.4    , array([ 0.0629717  ,  1.23241    ,  1.0257e-22 ,  8.30841e-13,  0.0165931  ])
230508  , -57531.3    , array([ 0.0629717  ,  1.23241    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166097  ])
230516  , -57480.6    , array([ 0.0631195  ,  1.22672    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166449  ])
230517  , -57480.6    , array([ 0.0631195  ,  1.22672    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166449  ])
230518  , -57451.4    , array([ 0.0631826  ,  1.22672    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166449  ])
230519  , -57485.4    , array([ 0.0631195  ,  1.22795    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166449  ])
230520  , -57480.6    , array([ 0.0631195  ,  1.22672    ,  1.02673e-22,  8.3001e-13 ,  0.0166449  ])
230521  , -57480.6    , array([ 0.0631195  ,  1.22672    ,  1.0257e-22 ,  8.30841e-13,  0.0166449  ])
230522  , -57499.4    , array([ 0.0631195  ,  1.22672    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166615  ])
230523  , -57448.3    , array([ 0.0632686  ,  1.22103    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166972  ])
230524  , -57448.3    , array([ 0.0632686  ,  1.22103    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166972  ])
230525  , -57419.1    , array([ 0.0633319  ,  1.22103    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166972  ])
230526  , -57453.1    , array([ 0.0632686  ,  1.22225    ,  1.0257e-22 ,  8.3001e-13 ,  0.0166972  ])
230527  , -57448.3    , array([ 0.0632686  ,  1.22103    ,  1.02673e-22,  8.3001e-13 ,  0.0166972  ])
230528  , -57448.3    , array([ 0.0632686  ,  1.22103    ,  1.0257e-22 ,  8.30841e-13,  0.0166972  ])
230529  , -57467.1    , array([ 0.0632686  ,  1.22103    ,  1.0257e-22 ,  8.3001e-13 ,  0.0167139  ])
230537  , -57440.1    , array([ 0.0633062  ,  1.2196     ,  1.0257e-22 ,  8.3001e-13 ,  0.0167104  ])
230538  , -57440.1    , array([ 0.0633062  ,  1.2196     ,  1.0257e-22 ,  8.3001e-13 ,  0.0167104  ])
230539  , -57410.9    , array([ 0.0633695  ,  1.2196     ,  1.0257e-22 ,  8.3001e-13 ,  0.0167104  ])
