296474  , -72643.9    , array([ 9.19735    ,  0.130913   ,  0.0969111  ,  4.79644e-07,  0.000751957])
296499  , -8516.16    , array([ 9.04706    ,  0.0235277  ,  0.0970025  ,  4.79644e-07,  0.00426926 ])
296500  , -8516.16    , array([ 9.04706    ,  0.0235277  ,  0.0969055  ,  4.80123e-07,  0.00426926 ])
296501  , -8498.38    , array([ 9.04706    ,  0.0235277  ,  0.0969055  ,  4.79644e-07,  0.00427353 ])
296502  , -2393.56    , array([ 9.01431    ,  0.0161249  ,  0.0969043  ,  4.79644e-07,  0.00625696 ])
296503  , -2393.56    , array([ 9.01431    ,  0.0161249  ,  0.0969043  ,  4.79644e-07,  0.00625696 ])
296504  , -2393.57    , array([ 9.02333    ,  0.0161249  ,  0.0969043  ,  4.79644e-07,  0.00625696 ])
296505  , -2390.25    , array([ 9.01431    ,  0.016141   ,  0.0969043  ,  4.79644e-07,  0.00625696 ])
296506  , -2393.56    , array([ 9.01431    ,  0.0161249  ,  0.0970013  ,  4.79644e-07,  0.00625696 ])
296507  , -2393.56    , array([ 9.01431    ,  0.0161249  ,  0.0969043  ,  4.80123e-07,  0.00625696 ])
296508  , -2396.48    , array([ 9.01431    ,  0.0161249  ,  0.0969043  ,  4.79644e-07,  0.00626322 ])
296516  , -2389.88    , array([ 8.99417    ,  0.0162924  ,  0.0969006  ,  4.79644e-07,  0.00632351 ])
296517  , -2389.88    , array([ 8.99417    ,  0.0162924  ,  0.0969006  ,  4.79644e-07,  0.00632351 ])
296518  , -2389.89    , array([ 9.00317    ,  0.0162924  ,  0.0969006  ,  4.79644e-07,  0.00632351 ])
296519  , -2386.56    , array([ 8.99417    ,  0.0163087  ,  0.0969006  ,  4.79644e-07,  0.00632351 ])
296520  , -2389.88    , array([ 8.99417    ,  0.0162924  ,  0.0969976  ,  4.79644e-07,  0.00632351 ])
296521  , -2389.88    , array([ 8.99417    ,  0.0162924  ,  0.0969006  ,  4.80123e-07,  0.00632351 ])
296522  , -2392.8     , array([ 8.99417    ,  0.0162924  ,  0.0969006  ,  4.79644e-07,  0.00632984 ])
296523  , -2386.15    , array([ 8.97396    ,  0.0164626  ,  0.096897   ,  4.79644e-07,  0.00639117 ])
296524  , -2386.15    , array([ 8.97396    ,  0.0164626  ,  0.096897   ,  4.79644e-07,  0.00639117 ])
296525  , -2386.17    , array([ 8.98294    ,  0.0164626  ,  0.096897   ,  4.79644e-07,  0.00639117 ])
296526  , -2382.84    , array([ 8.97396    ,  0.0164791  ,  0.096897   ,  4.79644e-07,  0.00639117 ])
296527  , -2386.15    , array([ 8.97396    ,  0.0164626  ,  0.0969939  ,  4.79644e-07,  0.00639117 ])
296528  , -2386.15    , array([ 8.97396    ,  0.0164626  ,  0.096897   ,  4.80123e-07,  0.00639117 ])
296529  , -2389.07    , array([ 8.97396    ,  0.0164626  ,  0.096897   ,  4.79644e-07,  0.00639756 ])
296537  , -2385.21    , array([ 8.96889    ,  0.0165057  ,  0.096896   ,  4.79644e-07,  0.00640829 ])
296538  , -2385.21    , array([ 8.96889    ,  0.0165057  ,  0.096896   ,  4.79644e-07,  0.00640829 ])
296539  , -2385.23    , array([ 8.97786    ,  0.0165057  ,  0.096896   ,  4.79644e-07,  0.00640829 ])
296540  , -2381.9     , array([ 8.96889    ,  0.0165222  ,  0.096896   ,  4.79644e-07,  0.00640829 ])
296541  , -2385.21    , array([ 8.96889    ,  0.0165057  ,  0.096993   ,  4.79644e-07,  0.00640829 ])
296542  , -2385.21    , array([ 8.96889    ,  0.0165057  ,  0.096896   ,  4.80123e-07,  0.00640829 ])
296543  , -2388.13    , array([ 8.96889    ,  0.0165057  ,  0.096896   ,  4.79644e-07,  0.00641471 ])
296544  , -2384.27    , array([ 8.96381    ,  0.016549   ,  0.0968951  ,  4.79644e-07,  0.00642549 ])
296545  , -2384.27    , array([ 8.96381    ,  0.016549   ,  0.0968951  ,  4.79644e-07,  0.00642549 ])
296546  , -2384.29    , array([ 8.97278    ,  0.016549   ,  0.0968951  ,  4.79644e-07,  0.00642549 ])
296547  , -2380.95    , array([ 8.96381    ,  0.0165656  ,  0.0968951  ,  4.79644e-07,  0.00642549 ])
296548  , -2384.27    , array([ 8.96381    ,  0.016549   ,  0.0969921  ,  4.79644e-07,  0.00642549 ])
296549  , -2384.27    , array([ 8.96381    ,  0.016549   ,  0.0968951  ,  4.80123e-07,  0.00642549 ])
296550  , -2387.19    , array([ 8.96381    ,  0.016549   ,  0.0968951  ,  4.79644e-07,  0.00643192 ])
296558  , -2384.03    , array([ 8.96254    ,  0.0165598  ,  0.0968949  ,  4.79644e-07,  0.00642981 ])
296559  , -2384.03    , array([ 8.96254    ,  0.0165598  ,  0.0968949  ,  4.79644e-07,  0.00642981 ])
296560  , -2384.05    , array([ 8.97151    ,  0.0165598  ,  0.0968949  ,  4.79644e-07,  0.00642981 ])
296561  , -2380.72    , array([ 8.96254    ,  0.0165764  ,  0.0968949  ,  4.79644e-07,  0.00642981 ])
296562  , -2384.03    , array([ 8.96254    ,  0.0165598  ,  0.0969918  ,  4.79644e-07,  0.00642981 ])
296563  , -2384.03    , array([ 8.96254    ,  0.0165598  ,  0.0968949  ,  4.80123e-07,  0.00642981 ])
296564  , -2386.95    , array([ 8.96254    ,  0.0165598  ,  0.0968949  ,  4.79644e-07,  0.00643624 ])
296565  , -2383.8     , array([ 8.96127    ,  0.0165707  ,  0.0968947  ,  4.79644e-07,  0.00643412 ])
296566  , -2383.8     , array([ 8.96127    ,  0.0165707  ,  0.0968947  ,  4.79644e-07,  0.00643412 ])
296567  , -2383.81    , array([ 8.97023    ,  0.0165707  ,  0.0968947  ,  4.79644e-07,  0.00643412 ])
296568  , -2380.48    , array([ 8.96127    ,  0.0165873  ,  0.0968947  ,  4.79644e-07,  0.00643412 ])
296569  , -2383.8     , array([ 8.96127    ,  0.0165707  ,  0.0969916  ,  4.79644e-07,  0.00643412 ])
296570  , -2383.8     , array([ 8.96127    ,  0.0165707  ,  0.0968947  ,  4.80123e-07,  0.00643412 ])
296571  , -2386.72    , array([ 8.96127    ,  0.0165707  ,  0.0968947  ,  4.79644e-07,  0.00644056 ])
296579  , -2383.74    , array([ 8.96095    ,  0.0165734  ,  0.0968946  ,  4.79644e-07,  0.0064352  ])
296580  , -2383.74    , array([ 8.96095    ,  0.0165734  ,  0.0968946  ,  4.79644e-07,  0.0064352  ])
296581  , -2383.75    , array([ 8.96991    ,  0.0165734  ,  0.0968946  ,  4.79644e-07,  0.0064352  ])
296582  , -2380.42    , array([ 8.96095    ,  0.01659    ,  0.0968946  ,  4.79644e-07,  0.0064352  ])
296583  , -2383.74    , array([ 8.96095    ,  0.0165734  ,  0.0969915  ,  4.79644e-07,  0.0064352  ])
296584  , -2383.74    , array([ 8.96095    ,  0.0165734  ,  0.0968946  ,  4.80123e-07,  0.0064352  ])
296585  , -2386.66    , array([ 8.96095    ,  0.0165734  ,  0.0968946  ,  4.79644e-07,  0.00644164 ])
296586  , -2383.68    , array([ 8.96063    ,  0.0165761  ,  0.0968945  ,  4.79644e-07,  0.00643628 ])
296587  , -2383.68    , array([ 8.96063    ,  0.0165761  ,  0.0968945  ,  4.79644e-07,  0.00643628 ])
296588  , -2383.69    , array([ 8.9696     ,  0.0165761  ,  0.0968945  ,  4.79644e-07,  0.00643628 ])
296589  , -2380.36    , array([ 8.96063    ,  0.0165927  ,  0.0968945  ,  4.79644e-07,  0.00643628 ])
296590  , -2383.68    , array([ 8.96063    ,  0.0165761  ,  0.0969915  ,  4.79644e-07,  0.00643628 ])
296591  , -2383.68    , array([ 8.96063    ,  0.0165761  ,  0.0968945  ,  4.80123e-07,  0.00643628 ])
296592  , -2386.6     , array([ 8.96063    ,  0.0165761  ,  0.0968945  ,  4.79644e-07,  0.00644272 ])
296600  , -2383.66    , array([ 8.96055    ,  0.0165768  ,  0.0968945  ,  4.79644e-07,  0.00643655 ])
296601  , -2383.66    , array([ 8.96055    ,  0.0165768  ,  0.0968945  ,  4.79644e-07,  0.00643655 ])
296602  , -2383.68    , array([ 8.96952    ,  0.0165768  ,  0.0968945  ,  4.79644e-07,  0.00643655 ])
296603  , -2380.35    , array([ 8.96055    ,  0.0165934  ,  0.0968945  ,  4.79644e-07,  0.00643655 ])
296604  , -2383.66    , array([ 8.96055    ,  0.0165768  ,  0.0969915  ,  4.79644e-07,  0.00643655 ])
296605  , -2383.66    , array([ 8.96055    ,  0.0165768  ,  0.0968945  ,  4.80123e-07,  0.00643655 ])
296606  , -2386.59    , array([ 8.96055    ,  0.0165768  ,  0.0968945  ,  4.79644e-07,  0.00644299 ])
296607  , -2383.65    , array([ 8.96047    ,  0.0165775  ,  0.0968945  ,  4.79644e-07,  0.00643682 ])
296608  , -2383.65    , array([ 8.96047    ,  0.0165775  ,  0.0968945  ,  4.79644e-07,  0.00643682 ])
296609  , -2383.67    , array([ 8.96944    ,  0.0165775  ,  0.0968945  ,  4.79644e-07,  0.00643682 ])
296610  , -2380.33    , array([ 8.96047    ,  0.0165941  ,  0.0968945  ,  4.79644e-07,  0.00643682 ])
296611  , -2383.65    , array([ 8.96047    ,  0.0165775  ,  0.0969915  ,  4.79644e-07,  0.00643682 ])
296612  , -2383.65    , array([ 8.96047    ,  0.0165775  ,  0.0968945  ,  4.80123e-07,  0.00643682 ])
296613  , -2386.57    , array([ 8.96047    ,  0.0165775  ,  0.0968945  ,  4.79644e-07,  0.00644326 ])
296614  , -23845.6    , array([ 3.50924    ,  1.26148    ,  0.095375   ,  4.79644e-07,  0.542948   ])
296615  , -23845.6    , array([ 3.50924    ,  1.26148    ,  0.095375   ,  4.79644e-07,  0.542948   ])
296616  , -23843.3    , array([ 3.51275    ,  1.26148    ,  0.095375   ,  4.79644e-07,  0.542948   ])
296617  , -23845.9    , array([ 3.50924    ,  1.26274    ,  0.095375   ,  4.79644e-07,  0.542948   ])
296618  , -23843.5    , array([ 3.50924    ,  1.26148    ,  0.0954704  ,  4.79644e-07,  0.542948   ])
296619  , -23845.6    , array([ 3.50924    ,  1.26148    ,  0.095375   ,  4.80124e-07,  0.542948   ])
296620  , -23864.5    , array([ 3.50924    ,  1.26148    ,  0.095375   ,  4.79644e-07,  0.543491   ])
296621  , -2068.59    , array([ 7.50929    ,  0.0375068  ,  0.0966063  ,  4.79644e-07,  0.0148488  ])
296622  , -2068.59    , array([ 7.50929    ,  0.0375068  ,  0.0966063  ,  4.79644e-07,  0.0148488  ])
296623  , -2068.64    , array([ 7.5168     ,  0.0375068  ,  0.0966063  ,  4.79644e-07,  0.0148488  ])
296624  , -2065.29    , array([ 7.50929    ,  0.0375444  ,  0.0966063  ,  4.79644e-07,  0.0148488  ])
296625  , -2068.59    , array([ 7.50929    ,  0.0375068  ,  0.0967029  ,  4.79644e-07,  0.0148488  ])
296626  , -2068.59    , array([ 7.50929    ,  0.0375068  ,  0.0966063  ,  4.80123e-07,  0.0148488  ])
296627  , -2071.53    , array([ 7.50929    ,  0.0375068  ,  0.0966063  ,  4.79644e-07,  0.0148637  ])
296628  , -1987.12    , array([ 6.92675    ,  0.0544718  ,  0.0964748  ,  4.79644e-07,  0.0217574  ])
296629  , -1987.12    , array([ 6.92675    ,  0.0544718  ,  0.0964748  ,  4.79644e-07,  0.0217574  ])
296630  , -1987.2     , array([ 6.93368    ,  0.0544718  ,  0.0964748  ,  4.79644e-07,  0.0217574  ])
296631  , -1983.92    , array([ 6.92675    ,  0.0545263  ,  0.0964748  ,  4.79644e-07,  0.0217574  ])
296632  , -1987.11    , array([ 6.92675    ,  0.0544718  ,  0.0965714  ,  4.79644e-07,  0.0217574  ])
296633  , -1987.12    , array([ 6.92675    ,  0.0544718  ,  0.0964748  ,  4.80123e-07,  0.0217574  ])
296634  , -1990.23    , array([ 6.92675    ,  0.0544718  ,  0.0964748  ,  4.79644e-07,  0.0217791  ])
296635  , -170348     , array([ 0.0290148  ,  0.215149   ,  0.116929   ,  4.79645e-07,  0.0801679  ])
296636  , -170348     , array([ 0.0290148  ,  0.215149   ,  0.116929   ,  4.79645e-07,  0.0801679  ])
296637  , -170215     , array([ 0.0290438  ,  0.215149   ,  0.116929   ,  4.79645e-07,  0.0801679  ])
296638  , -170362     , array([ 0.0290148  ,  0.215364   ,  0.116929   ,  4.79645e-07,  0.0801679  ])
296639  , -170344     , array([ 0.0290148  ,  0.215149   ,  0.117046   ,  4.79645e-07,  0.0801679  ])
296640  , -170348     , array([ 0.0290148  ,  0.215149   ,  0.116929   ,  4.80125e-07,  0.0801679  ])
296641  , -170447     , array([ 0.0290148  ,  0.215149   ,  0.116929   ,  4.79645e-07,  0.0802481  ])
296642  , -1766.64    , array([ 1.95778    ,  0.0747903  ,  0.100852   ,  4.79644e-07,  0.0293979  ])
296643  , -1766.64    , array([ 1.95778    ,  0.0747903  ,  0.100852   ,  4.79644e-07,  0.0293979  ])
296644  , -1766.74    , array([ 1.95974    ,  0.0747903  ,  0.100852   ,  4.79644e-07,  0.0293979  ])
296645  , -1764.08    , array([ 1.95778    ,  0.0748651  ,  0.100852   ,  4.79644e-07,  0.0293979  ])
296646  , -1766.63    , array([ 1.95778    ,  0.0747903  ,  0.100953   ,  4.79644e-07,  0.0293979  ])
296647  , -1766.64    , array([ 1.95778    ,  0.0747903  ,  0.100852   ,  4.80124e-07,  0.0293979  ])
296648  , -1769.35    , array([ 1.95778    ,  0.0747903  ,  0.100852   ,  4.79644e-07,  0.0294273  ])
296649  , -1657.29    , array([ 1.50202    ,  0.0680259  ,  0.912516   ,  4.79645e-07,  0.0232507  ])
296650  , -1657.29    , array([ 1.50202    ,  0.0680259  ,  0.912516   ,  4.79645e-07,  0.0232507  ])
296651  , -1657.39    , array([ 1.50352    ,  0.0680259  ,  0.912516   ,  4.79645e-07,  0.0232507  ])
296652  , -1659.08    , array([ 1.50202    ,  0.0680939  ,  0.912516   ,  4.79645e-07,  0.0232507  ])
296653  , -1657.3     , array([ 1.50202    ,  0.0680259  ,  0.913428   ,  4.79645e-07,  0.0232507  ])
296654  , -1657.29    , array([ 1.50202    ,  0.0680259  ,  0.912516   ,  4.80125e-07,  0.0232507  ])
296655  , -1655.38    , array([ 1.50202    ,  0.0680259  ,  0.912516   ,  4.79645e-07,  0.023274   ])
296656  , -5847.09    , array([ 0.202865   ,  0.0873433  ,  8.7942     ,  4.79645e-07,  0.0297867  ])
296657  , -5847.09    , array([ 0.202865   ,  0.0873433  ,  8.7942     ,  4.79645e-07,  0.0297867  ])
296658  , -5838.75    , array([ 0.203068   ,  0.0873433  ,  8.7942     ,  4.79645e-07,  0.0297867  ])
296659  , -5852.56    , array([ 0.202865   ,  0.0874307  ,  8.7942     ,  4.79645e-07,  0.0297867  ])
296660  , -5845.48    , array([ 0.202865   ,  0.0873433  ,  8.803      ,  4.79645e-07,  0.0297867  ])
296661  , -5847.09    , array([ 0.202865   ,  0.0873433  ,  8.7942     ,  4.80125e-07,  0.0297867  ])
296662  , -5846.54    , array([ 0.202865   ,  0.0873433  ,  8.7942     ,  4.79645e-07,  0.0298165  ])
296663  , -1642.34    , array([ 1.18777    ,  0.070049   ,  1.19016    ,  4.79645e-07,  0.0239359  ])
296664  , -1642.34    , array([ 1.18777    ,  0.070049   ,  1.19016    ,  4.79645e-07,  0.0239359  ])
296665  , -1642.32    , array([ 1.18896    ,  0.070049   ,  1.19016    ,  4.79645e-07,  0.0239359  ])
296666  , -1644.19    , array([ 1.18777    ,  0.0701191  ,  1.19016    ,  4.79645e-07,  0.0239359  ])
296667  , -1642.33    , array([ 1.18777    ,  0.070049   ,  1.19135    ,  4.79645e-07,  0.0239359  ])
296668  , -1642.34    , array([ 1.18777    ,  0.070049   ,  1.19016    ,  4.80125e-07,  0.0239359  ])
296669  , -1640.41    , array([ 1.18777    ,  0.070049   ,  1.19016    ,  4.79645e-07,  0.0239599  ])
296670  , -1717.51    , array([ 1.06071    ,  0.0743633  ,  4.91174    ,  4.79646e-07,  0.0255845  ])
296671  , -1717.51    , array([ 1.06071    ,  0.0743633  ,  4.91174    ,  4.79646e-07,  0.0255845  ])
296672  , -1717.66    , array([ 1.06178    ,  0.0743633  ,  4.91174    ,  4.79646e-07,  0.0255845  ])
296673  , -1720.81    , array([ 1.06071    ,  0.0744377  ,  4.91174    ,  4.79646e-07,  0.0255845  ])
296674  , -1717.84    , array([ 1.06071    ,  0.0743633  ,  4.91665    ,  4.79646e-07,  0.0255845  ])
296675  , -1717.51    , array([ 1.06071    ,  0.0743633  ,  4.91174    ,  4.80126e-07,  0.0255845  ])
296676  , -1714.15    , array([ 1.06071    ,  0.0743633  ,  4.91174    ,  4.79646e-07,  0.0256101  ])
296677  , -1634.54    , array([ 1.14799    ,  0.0713212  ,  1.82392    ,  4.79645e-07,  0.0244209  ])
296678  , -1634.54    , array([ 1.14799    ,  0.0713212  ,  1.82392    ,  4.79645e-07,  0.0244209  ])
296679  , -1634.53    , array([ 1.14913    ,  0.0713212  ,  1.82392    ,  4.79645e-07,  0.0244209  ])
296680  , -1636.61    , array([ 1.14799    ,  0.0713926  ,  1.82392    ,  4.79645e-07,  0.0244209  ])
296681  , -1634.54    , array([ 1.14799    ,  0.0713212  ,  1.82574    ,  4.79645e-07,  0.0244209  ])
296682  , -1634.54    , array([ 1.14799    ,  0.0713212  ,  1.82392    ,  4.80125e-07,  0.0244209  ])
296683  , -1632.36    , array([ 1.14799    ,  0.0713212  ,  1.82392    ,  4.79645e-07,  0.0244454  ])
296684  , -1618.86    , array([ 1.13652    ,  0.0722309  ,  2.1279     ,  4.79647e-07,  0.0249073  ])
296685  , -1618.86    , array([ 1.13652    ,  0.0722309  ,  2.1279     ,  4.79647e-07,  0.0249073  ])
296686  , -1618.86    , array([ 1.13766    ,  0.0722309  ,  2.1279     ,  4.79647e-07,  0.0249073  ])
296687  , -1620.89    , array([ 1.13652    ,  0.0723031  ,  2.1279     ,  4.79647e-07,  0.0249073  ])
296688  , -1618.87    , array([ 1.13652    ,  0.0722309  ,  2.13003    ,  4.79647e-07,  0.0249073  ])
296689  , -1618.86    , array([ 1.13652    ,  0.0722309  ,  2.1279     ,  4.80127e-07,  0.0249073  ])
296690  , -1616.73    , array([ 1.13652    ,  0.0722309  ,  2.1279     ,  4.79647e-07,  0.0249322  ])
296691  , -1582.65    , array([ 1.0918     ,  0.0759869  ,  3.9422     ,  4.79652e-07,  0.0269516  ])
296692  , -1582.65    , array([ 1.0918     ,  0.0759869  ,  3.9422     ,  4.79652e-07,  0.0269516  ])
296693  , -1582.72    , array([ 1.09289    ,  0.0759869  ,  3.9422     ,  4.79652e-07,  0.0269516  ])
296694  , -1584.79    , array([ 1.0918     ,  0.0760629  ,  3.9422     ,  4.79652e-07,  0.0269516  ])
296695  , -1582.78    , array([ 1.0918     ,  0.0759869  ,  3.94614    ,  4.79652e-07,  0.0269516  ])
296696  , -1582.65    , array([ 1.0918     ,  0.0759869  ,  3.9422     ,  4.80132e-07,  0.0269516  ])
296697  , -1580.38    , array([ 1.0918     ,  0.0759869  ,  3.9422     ,  4.79652e-07,  0.0269785  ])
296698  , -1501.35    , array([ 1.12971    ,  0.0780596  ,  3.88206    ,  4.79661e-07,  0.0289598  ])
296699  , -1501.35    , array([ 1.12971    ,  0.0780596  ,  3.88206    ,  4.79661e-07,  0.0289598  ])
296700  , -1501.43    , array([ 1.13084    ,  0.0780596  ,  3.88206    ,  4.79661e-07,  0.0289598  ])
296701  , -1502.33    , array([ 1.12971    ,  0.0781377  ,  3.88206    ,  4.79661e-07,  0.0289598  ])
296702  , -1501.41    , array([ 1.12971    ,  0.0780596  ,  3.88594    ,  4.79661e-07,  0.0289598  ])
296703  , -1501.35    , array([ 1.12971    ,  0.0780596  ,  3.88206    ,  4.80141e-07,  0.0289598  ])
296704  , -1500.19    , array([ 1.12971    ,  0.0780596  ,  3.88206    ,  4.79661e-07,  0.0289887  ])
296705  , -1432.31    , array([ 0.992181   ,  0.100703   ,  5.9806     ,  4.79702e-07,  0.0409101  ])
296706  , -1432.31    , array([ 0.992181   ,  0.100703   ,  5.9806     ,  4.79702e-07,  0.0409101  ])
296707  , -1432.42    , array([ 0.993173   ,  0.100703   ,  5.9806     ,  4.79702e-07,  0.0409101  ])
296708  , -1432.9     , array([ 0.992181   ,  0.100804   ,  5.9806     ,  4.79702e-07,  0.0409101  ])
296709  , -1432.56    , array([ 0.992181   ,  0.100703   ,  5.98658    ,  4.79702e-07,  0.0409101  ])
296710  , -1432.31    , array([ 0.992181   ,  0.100703   ,  5.9806     ,  4.80182e-07,  0.0409101  ])
296711  , -1431.73    , array([ 0.992181   ,  0.100703   ,  5.9806     ,  4.79702e-07,  0.040951   ])
296712  , -1536.88    , array([ 0.953227   ,  0.117882   ,  3.75624    ,  4.79742e-07,  0.0497417  ])
296713  , -1536.88    , array([ 0.953227   ,  0.117882   ,  3.75624    ,  4.79742e-07,  0.0497417  ])
296714  , -1536.36    , array([ 0.95418    ,  0.117882   ,  3.75624    ,  4.79742e-07,  0.0497417  ])
296715  , -1535.74    , array([ 0.953227   ,  0.118      ,  3.75624    ,  4.79742e-07,  0.0497417  ])
296716  , -1536.36    , array([ 0.953227   ,  0.117882   ,  3.76       ,  4.79742e-07,  0.0497417  ])
296717  , -1536.88    , array([ 0.953227   ,  0.117882   ,  3.75624    ,  4.80222e-07,  0.0497417  ])
296718  , -1538.25    , array([ 0.953227   ,  0.117882   ,  3.75624    ,  4.79742e-07,  0.0497915  ])
296719  , -1411.96    , array([ 0.980851   ,  0.105355   ,  5.23392    ,  4.79714e-07,  0.0432684  ])
296720  , -1411.96    , array([ 0.980851   ,  0.105355   ,  5.23392    ,  4.79714e-07,  0.0432684  ])
296721  , -1411.91    , array([ 0.981833   ,  0.105355   ,  5.23392    ,  4.79714e-07,  0.0432684  ])
296722  , -1412.03    , array([ 0.980851   ,  0.105461   ,  5.23392    ,  4.79714e-07,  0.0432684  ])
296723  , -1411.95    , array([ 0.980851   ,  0.105355   ,  5.23916    ,  4.79714e-07,  0.0432684  ])
296724  , -1411.96    , array([ 0.980851   ,  0.105355   ,  5.23392    ,  4.80194e-07,  0.0432684  ])
296725  , -1411.9     , array([ 0.980851   ,  0.105355   ,  5.23392    ,  4.79714e-07,  0.0433117  ])
296726  , -1412.55    , array([ 1.05202    ,  0.105618   ,  5.06454    ,  4.79733e-07,  0.0434746  ])
296727  , -1412.55    , array([ 1.05202    ,  0.105618   ,  5.06454    ,  4.79733e-07,  0.0434746  ])
296728  , -1412.61    , array([ 1.05308    ,  0.105618   ,  5.06454    ,  4.79733e-07,  0.0434746  ])
296729  , -1412.49    , array([ 1.05202    ,  0.105724   ,  5.06454    ,  4.79733e-07,  0.0434746  ])
296730  , -1412.55    , array([ 1.05202    ,  0.105618   ,  5.0696     ,  4.79733e-07,  0.0434746  ])
296731  , -1412.55    , array([ 1.05202    ,  0.105618   ,  5.06454    ,  4.80213e-07,  0.0434746  ])
296732  , -1412.6     , array([ 1.05202    ,  0.105618   ,  5.06454    ,  4.79733e-07,  0.0435181  ])
296733  , -1411.32    , array([ 1.01012    ,  0.105466   ,  5.16215    ,  4.79722e-07,  0.0433549  ])
296734  , -1411.32    , array([ 1.01012    ,  0.105466   ,  5.16215    ,  4.79722e-07,  0.0433549  ])
296735  , -1411.32    , array([ 1.01113    ,  0.105466   ,  5.16215    ,  4.79722e-07,  0.0433549  ])
296736  , -1411.33    , array([ 1.01012    ,  0.105571   ,  5.16215    ,  4.79722e-07,  0.0433549  ])
296737  , -1411.31    , array([ 1.01012    ,  0.105466   ,  5.16731    ,  4.79722e-07,  0.0433549  ])
296738  , -1411.32    , array([ 1.01012    ,  0.105466   ,  5.16215    ,  4.80202e-07,  0.0433549  ])
296739  , -1411.3     , array([ 1.01012    ,  0.105466   ,  5.16215    ,  4.79722e-07,  0.0433982  ])
296740  , -1411.36    , array([ 1.00634    ,  0.105162   ,  5.19535    ,  4.7974e-07 ,  0.043271   ])
296741  , -1411.36    , array([ 1.00634    ,  0.105162   ,  5.19535    ,  4.7974e-07 ,  0.043271   ])
296742  , -1411.36    , array([ 1.00734    ,  0.105162   ,  5.19535    ,  4.7974e-07 ,  0.043271   ])
296743  , -1411.35    , array([ 1.00634    ,  0.105267   ,  5.19535    ,  4.7974e-07 ,  0.043271   ])
296744  , -1411.36    , array([ 1.00634    ,  0.105162   ,  5.20055    ,  4.7974e-07 ,  0.043271   ])
296745  , -1411.36    , array([ 1.00634    ,  0.105162   ,  5.19535    ,  4.8022e-07 ,  0.043271   ])
296746  , -1411.36    , array([ 1.00634    ,  0.105162   ,  5.19535    ,  4.7974e-07 ,  0.0433143  ])
296747  , -1411.32    , array([ 1.00963    ,  0.105427   ,  5.16639    ,  4.79724e-07,  0.0433441  ])
296748  , -1411.32    , array([ 1.00963    ,  0.105427   ,  5.16639    ,  4.79724e-07,  0.0433441  ])
