53437   , -1785.37    , array([ 0.0722197  ,  0.0685435  ,  2.3353e-92 ,  0.0122129  ])
53438   , -1785.37    , array([ 0.0722919  ,  0.0685435  ,  2.3353e-92 ,  0.0122129  ])
53439   , -1784.76    , array([ 0.0722197  ,  0.068612   ,  2.3353e-92 ,  0.0122129  ])
53440   , -1785.37    , array([ 0.0722197  ,  0.0685435  ,  2.33764e-92,  0.0122129  ])
53441   , -1785.7     , array([ 0.0722197  ,  0.0685435  ,  2.3353e-92 ,  0.0122252  ])
53442   , -1785.37    , array([ 0.0722197  ,  0.0685435  ,  2.3353e-92 ,  0.0122129  ])
53443   , -1875.08    , array([ 0.0722197  ,  0.166481   ,  2.3353e-92 ,  0.00753996 ])
53444   , -1875.08    , array([ 0.0722197  ,  0.166481   ,  2.3353e-92 ,  0.00753996 ])
53445   , -1875.08    , array([ 0.0722919  ,  0.166481   ,  2.3353e-92 ,  0.00753996 ])
53446   , -1875.4     , array([ 0.0722197  ,  0.166648   ,  2.3353e-92 ,  0.00753996 ])
53447   , -1875.08    , array([ 0.0722197  ,  0.166481   ,  2.33764e-92,  0.00753996 ])
53448   , -1874.79    , array([ 0.0722197  ,  0.166481   ,  2.3353e-92 ,  0.00754751 ])
53449   , -1680.01    , array([ 0.0722197  ,  0.0933194  ,  2.3353e-92 ,  0.0103274  ])
53450   , -1680.01    , array([ 0.0722197  ,  0.0933194  ,  2.3353e-92 ,  0.0103274  ])
53451   , -1680.01    , array([ 0.0722919  ,  0.0933194  ,  2.3353e-92 ,  0.0103274  ])
53452   , -1679.98    , array([ 0.0722197  ,  0.0934127  ,  2.3353e-92 ,  0.0103274  ])
53453   , -1680.01    , array([ 0.0722197  ,  0.0933194  ,  2.33764e-92,  0.0103274  ])
53454   , -1679.92    , array([ 0.0722197  ,  0.0933194  ,  2.3353e-92 ,  0.0103378  ])
53455   , -1282.28    , array([ 0.0722197  ,  0.359171   ,  2.3353e-92 ,  0.0649365  ])
53456   , -1282.28    , array([ 0.0722197  ,  0.359171   ,  2.3353e-92 ,  0.0649365  ])
53457   , -1282.28    , array([ 0.0722919  ,  0.359171   ,  2.3353e-92 ,  0.0649365  ])
53458   , -1282.9     , array([ 0.0722197  ,  0.35953    ,  2.3353e-92 ,  0.0649365  ])
53459   , -1282.28    , array([ 0.0722197  ,  0.359171   ,  2.33764e-92,  0.0649365  ])
53460   , -1281.66    , array([ 0.0722197  ,  0.359171   ,  2.3353e-92 ,  0.0650015  ])
53467   , -1282.28    , array([ 0.0722197  ,  0.359175   ,  2.3353e-92 ,  0.0649374  ])
53468   , -1282.28    , array([ 0.0722197  ,  0.359175   ,  2.3353e-92 ,  0.0649374  ])
53469   , -1282.28    , array([ 0.0722919  ,  0.359175   ,  2.3353e-92 ,  0.0649374  ])
53470   , -1282.89    , array([ 0.0722197  ,  0.359534   ,  2.3353e-92 ,  0.0649374  ])
53471   , -1282.28    , array([ 0.0722197  ,  0.359175   ,  2.33764e-92,  0.0649374  ])
53472   , -1281.66    , array([ 0.0722197  ,  0.359175   ,  2.3353e-92 ,  0.0650024  ])
53473   , -1282.26    , array([ 0.0722197  ,  0.359203   ,  2.3353e-92 ,  0.0649444  ])
53474   , -1282.26    , array([ 0.0722197  ,  0.359203   ,  2.3353e-92 ,  0.0649444  ])
53475   , -1282.26    , array([ 0.0722919  ,  0.359203   ,  2.3353e-92 ,  0.0649444  ])
53476   , -1282.88    , array([ 0.0722197  ,  0.359562   ,  2.3353e-92 ,  0.0649444  ])
53477   , -1282.26    , array([ 0.0722197  ,  0.359203   ,  2.33764e-92,  0.0649444  ])
53478   , -1281.64    , array([ 0.0722197  ,  0.359203   ,  2.3353e-92 ,  0.0650093  ])
53479   , -12973.6    , array([ 0.0722197  ,  5.32083    ,  2.3353e-92 ,  2.56748    ])
53480   , -12973.6    , array([ 0.0722197  ,  5.32083    ,  2.3353e-92 ,  2.56748    ])
53481   , -12973.6    , array([ 0.0722919  ,  5.32083    ,  2.3353e-92 ,  2.56748    ])
53482   , -12986.5    , array([ 0.0722197  ,  5.32615    ,  2.3353e-92 ,  2.56748    ])
53483   , -12973.6    , array([ 0.0722197  ,  5.32083    ,  2.33764e-92,  2.56748    ])
53484   , -12968.4    , array([ 0.0722197  ,  5.32083    ,  2.3353e-92 ,  2.57005    ])
53485   , -1274.3     , array([ 0.0722197  ,  0.373655   ,  2.3353e-92 ,  0.0685348  ])
53486   , -1274.3     , array([ 0.0722197  ,  0.373655   ,  2.3353e-92 ,  0.0685348  ])
53487   , -1274.3     , array([ 0.0722919  ,  0.373655   ,  2.3353e-92 ,  0.0685348  ])
53488   , -1274.97    , array([ 0.0722197  ,  0.374029   ,  2.3353e-92 ,  0.0685348  ])
53489   , -1274.3     , array([ 0.0722197  ,  0.373655   ,  2.33764e-92,  0.0685348  ])
53490   , -1273.68    , array([ 0.0722197  ,  0.373655   ,  2.3353e-92 ,  0.0686034  ])
53491   , -1261.5     , array([ 0.0722197  ,  0.418026   ,  2.3353e-92 ,  0.0798715  ])
53492   , -1261.5     , array([ 0.0722197  ,  0.418026   ,  2.3353e-92 ,  0.0798715  ])
53493   , -1261.5     , array([ 0.0722919  ,  0.418026   ,  2.3353e-92 ,  0.0798715  ])
53494   , -1262.34    , array([ 0.0722197  ,  0.418445   ,  2.3353e-92 ,  0.0798715  ])
