1245    , -31599.8    , array([ 0.00738804 ,  0.74237    ,  0.00340026 ,  0.082356   ])
1246    , -31603.5    , array([ 0.00739543 ,  0.74237    ,  0.00340026 ,  0.082356   ])
1247    , -31596.8    , array([ 0.00738804 ,  0.743113   ,  0.00340026 ,  0.082356   ])
1248    , -31596.2    , array([ 0.00738804 ,  0.74237    ,  0.00340366 ,  0.082356   ])
1249    , -31597.9    , array([ 0.00738804 ,  0.74237    ,  0.00340026 ,  0.0824384  ])
1250    , -31599.8    , array([ 0.00738804 ,  0.74237    ,  0.00340026 ,  0.082356   ])
1251    , -26701.6    , array([ 0.00410939 ,  1.20937    ,  0.00609739 ,  0.112412   ])
1252    , -26701.6    , array([ 0.00410939 ,  1.20937    ,  0.00609739 ,  0.112412   ])
1253    , -26699.4    , array([ 0.00411351 ,  1.20937    ,  0.00609739 ,  0.112412   ])
1254    , -26700.1    , array([ 0.00410939 ,  1.21058    ,  0.00609739 ,  0.112412   ])
1255    , -26703.8    , array([ 0.00410939 ,  1.20937    ,  0.00610349 ,  0.112412   ])
1256    , -26705.1    , array([ 0.00410939 ,  1.20937    ,  0.00609739 ,  0.112525   ])
1257    , -27503.1    , array([ 0.00251822 ,  35.7371    ,  0.0093732  ,  0.0161832  ])
1258    , -27503.1    , array([ 0.00251822 ,  35.7371    ,  0.0093732  ,  0.0161832  ])
1259    , -27477.4    , array([ 0.00252074 ,  35.7371    ,  0.0093732  ,  0.0161832  ])
1260    , -27503.2    , array([ 0.00251822 ,  35.7729    ,  0.0093732  ,  0.0161832  ])
1261    , -27528.5    , array([ 0.00251822 ,  35.7371    ,  0.00938258 ,  0.0161832  ])
1262    , -27510.3    , array([ 0.00251822 ,  35.7371    ,  0.0093732  ,  0.0161994  ])
1263    , -25031.8    , array([ 0.00331592 ,  5.33083    ,  0.00736129 ,  0.04809    ])
1264    , -25031.8    , array([ 0.00331592 ,  5.33083    ,  0.00736129 ,  0.04809    ])
1265    , -25023.6    , array([ 0.00331924 ,  5.33083    ,  0.00736129 ,  0.04809    ])
1266    , -25031.9    , array([ 0.00331592 ,  5.33616    ,  0.00736129 ,  0.04809    ])
1267    , -25040      , array([ 0.00331592 ,  5.33083    ,  0.00736866 ,  0.04809    ])
1268    , -25035.5    , array([ 0.00331592 ,  5.33083    ,  0.00736129 ,  0.0481381  ])
1269    , -24282.7    , array([ 0.00406514 ,  27.0985    ,  0.0058952  ,  0.0475569  ])
1270    , -24282.7    , array([ 0.00406514 ,  27.0985    ,  0.0058952  ,  0.0475569  ])
1271    , -24285.5    , array([ 0.00406921 ,  27.0985    ,  0.0058952  ,  0.0475569  ])
1272    , -24282.6    , array([ 0.00406514 ,  27.1256    ,  0.0058952  ,  0.0475569  ])
1273    , -24279.9    , array([ 0.00406514 ,  27.0985    ,  0.0059011  ,  0.0475569  ])
1274    , -24281.3    , array([ 0.00406514 ,  27.0985    ,  0.0058952  ,  0.0476044  ])
1281    , -24282.7    , array([ 0.00406496 ,  27.0985    ,  0.00589494 ,  0.0475569  ])
1282    , -24282.7    , array([ 0.00406496 ,  27.0985    ,  0.00589494 ,  0.0475569  ])
1283    , -24285.5    , array([ 0.00406903 ,  27.0985    ,  0.00589494 ,  0.0475569  ])
1284    , -24282.6    , array([ 0.00406496 ,  27.1256    ,  0.00589494 ,  0.0475569  ])
1285    , -24279.9    , array([ 0.00406496 ,  27.0985    ,  0.00590084 ,  0.0475569  ])
1286    , -24281.3    , array([ 0.00406496 ,  27.0985    ,  0.00589494 ,  0.0476045  ])
1293    , -24282.7    , array([ 0.00406496 ,  27.0985    ,  0.00589494 ,  0.0475569  ])
1294    , -24282.7    , array([ 0.00406496 ,  27.0985    ,  0.00589494 ,  0.0475569  ])
1295    , -24285.5    , array([ 0.00406903 ,  27.0985    ,  0.00589494 ,  0.0475569  ])
1296    , -24282.6    , array([ 0.00406496 ,  27.1256    ,  0.00589494 ,  0.0475569  ])
1297    , -24279.9    , array([ 0.00406496 ,  27.0985    ,  0.00590083 ,  0.0475569  ])
1298    , -24281.3    , array([ 0.00406496 ,  27.0985    ,  0.00589494 ,  0.0476045  ])
1299    , -24250.8    , array([ 0.00136431 ,  26.8336    ,  0.00197465 ,  0.0481885  ])
1300    , -24250.8    , array([ 0.00136431 ,  26.8336    ,  0.00197465 ,  0.0481885  ])
1301    , -24253.4    , array([ 0.00136568 ,  26.8336    ,  0.00197465 ,  0.0481885  ])
1302    , -24250.7    , array([ 0.00136431 ,  26.8605    ,  0.00197465 ,  0.0481885  ])
1303    , -24248.1    , array([ 0.00136431 ,  26.8336    ,  0.00197663 ,  0.0481885  ])
1304    , -24249.5    , array([ 0.00136431 ,  26.8336    ,  0.00197465 ,  0.0482367  ])
1305    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1306    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1307    , -24195.6    , array([ 0.00110569 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1308    , -24193.3    , array([ 0.00110458 ,  24.5502    ,  0.00163578 ,  0.0482336  ])
1309    , -24191      , array([ 0.00110458 ,  24.5256    ,  0.00163742 ,  0.0482336  ])
1310    , -24192.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482819  ])
1317    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1318    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1319    , -24195.6    , array([ 0.00110569 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1320    , -24193.3    , array([ 0.00110458 ,  24.5502    ,  0.00163578 ,  0.0482336  ])
1321    , -24191      , array([ 0.00110458 ,  24.5256    ,  0.00163742 ,  0.0482336  ])
1322    , -24192.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482819  ])
1329    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1330    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1331    , -24195.6    , array([ 0.00110568 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1332    , -24193.3    , array([ 0.00110458 ,  24.5502    ,  0.00163578 ,  0.0482336  ])
1333    , -24191      , array([ 0.00110458 ,  24.5256    ,  0.00163741 ,  0.0482336  ])
1334    , -24192.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482819  ])
1341    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1342    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1343    , -24195.6    , array([ 0.00110568 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1344    , -24193.3    , array([ 0.00110458 ,  24.5502    ,  0.00163578 ,  0.0482336  ])
1345    , -24191      , array([ 0.00110458 ,  24.5256    ,  0.00163741 ,  0.0482336  ])
1346    , -24192.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482819  ])
1353    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1354    , -24193.3    , array([ 0.00110458 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1355    , -24195.6    , array([ 0.00110568 ,  24.5256    ,  0.00163578 ,  0.0482336  ])
1356    , -24193.3    , array([ 0.00110458 ,  24.5502    ,  0.00163578 ,  0.0482336  ])
