75621   , -79089.3    , array([ 3.23249    ,  0.844036   ,  6.70264e-29,  0.0514336  ,  1.13845e-07])
75622   , -79089.3    , array([ 3.23573    ,  0.844036   ,  6.70264e-29,  0.0514336  ,  1.13845e-07])
75623   , -79089.3    , array([ 3.23249    ,  0.84488    ,  6.70264e-29,  0.0514336  ,  1.13845e-07])
75624   , -79089.3    , array([ 3.23249    ,  0.844036   ,  6.70935e-29,  0.0514336  ,  1.13845e-07])
75625   , -79089.3    , array([ 3.23249    ,  0.844036   ,  6.70264e-29,  0.051485   ,  1.13845e-07])
75626   , -79089.3    , array([ 3.23249    ,  0.844036   ,  6.70264e-29,  0.0514336  ,  1.13959e-07])
75627   , -79089.3    , array([ 3.23249    ,  0.844036   ,  6.70264e-29,  0.0514336  ,  1.13845e-07])
75628   , -79089.2    , array([ 3.14288    ,  0.72039    ,  6.70264e-29,  0.0514331  ,  1.37472e-07])
75629   , -79089.2    , array([ 3.14288    ,  0.72039    ,  6.70264e-29,  0.0514331  ,  1.37472e-07])
75630   , -79089.2    , array([ 3.14603    ,  0.72039    ,  6.70264e-29,  0.0514331  ,  1.37472e-07])
75631   , -79089.2    , array([ 3.14288    ,  0.721111   ,  6.70264e-29,  0.0514331  ,  1.37472e-07])
75632   , -79089.2    , array([ 3.14288    ,  0.72039    ,  6.70935e-29,  0.0514331  ,  1.37472e-07])
75633   , -79089.2    , array([ 3.14288    ,  0.72039    ,  6.70264e-29,  0.0514845  ,  1.37472e-07])
75634   , -79089.2    , array([ 3.14288    ,  0.72039    ,  6.70264e-29,  0.0514331  ,  1.3761e-07 ])
75635   , -79088.5    , array([ 2.80861    ,  0.382291   ,  6.70264e-29,  0.0514311  ,  2.92292e-07])
75636   , -79088.5    , array([ 2.80861    ,  0.382291   ,  6.70264e-29,  0.0514311  ,  2.92292e-07])
75637   , -79088.5    , array([ 2.81142    ,  0.382291   ,  6.70264e-29,  0.0514311  ,  2.92292e-07])
75638   , -79088.5    , array([ 2.80861    ,  0.382674   ,  6.70264e-29,  0.0514311  ,  2.92292e-07])
75639   , -79088.5    , array([ 2.80861    ,  0.382291   ,  6.70935e-29,  0.0514311  ,  2.92292e-07])
75640   , -79088.5    , array([ 2.80861    ,  0.382291   ,  6.70264e-29,  0.0514826  ,  2.92292e-07])
75641   , -79088.5    , array([ 2.80861    ,  0.382291   ,  6.70264e-29,  0.0514311  ,  2.92584e-07])
75642   , -78855.7    , array([ 1.79121    ,  0.0303181  ,  6.70264e-29,  0.0514234  ,  5.97336e-06])
