89366   , -54321.9    , array([ 0.032417   ,  4.42512    ,  0.036696   ,  2.85571e-06,  0.00423254 ])
89367   , -54314.3    , array([ 0.0324494  ,  4.42512    ,  0.036696   ,  2.85571e-06,  0.00423254 ])
89368   , -54322.4    , array([ 0.032417   ,  4.42954    ,  0.036696   ,  2.85571e-06,  0.00423254 ])
89369   , -54321.9    , array([ 0.032417   ,  4.42512    ,  0.0367327  ,  2.85571e-06,  0.00423254 ])
89370   , -54321.9    , array([ 0.032417   ,  4.42512    ,  0.036696   ,  2.85857e-06,  0.00423254 ])
89371   , -54327.6    , array([ 0.032417   ,  4.42512    ,  0.036696   ,  2.85571e-06,  0.00423677 ])
89372   , -54321.9    , array([ 0.032417   ,  4.42512    ,  0.036696   ,  2.85571e-06,  0.00423254 ])
89373   , -61856.9    , array([ 0.0726963  ,  4.20157    ,  0.0367045  ,  2.85571e-06,  0.00231289 ])
89374   , -61856.9    , array([ 0.0726963  ,  4.20157    ,  0.0367045  ,  2.85571e-06,  0.00231289 ])
89375   , -61867      , array([ 0.072769   ,  4.20157    ,  0.0367045  ,  2.85571e-06,  0.00231289 ])
89376   , -61857.3    , array([ 0.0726963  ,  4.20577    ,  0.0367045  ,  2.85571e-06,  0.00231289 ])
89377   , -61856.9    , array([ 0.0726963  ,  4.20157    ,  0.0367412  ,  2.85571e-06,  0.00231289 ])
89378   , -61856.9    , array([ 0.0726963  ,  4.20157    ,  0.0367045  ,  2.85857e-06,  0.00231289 ])
89379   , -61846.1    , array([ 0.0726963  ,  4.20157    ,  0.0367045  ,  2.85571e-06,  0.00231521 ])
89380   , -53436.9    , array([ 0.0380572  ,  4.37979    ,  0.0366977  ,  2.85571e-06,  0.00375382 ])
89381   , -53436.9    , array([ 0.0380572  ,  4.37979    ,  0.0366977  ,  2.85571e-06,  0.00375382 ])
89382   , -53436.5    , array([ 0.0380953  ,  4.37979    ,  0.0366977  ,  2.85571e-06,  0.00375382 ])
89383   , -53437.4    , array([ 0.0380572  ,  4.38417    ,  0.0366977  ,  2.85571e-06,  0.00375382 ])
89384   , -53436.9    , array([ 0.0380572  ,  4.37979    ,  0.0367344  ,  2.85571e-06,  0.00375382 ])
89385   , -53436.9    , array([ 0.0380572  ,  4.37979    ,  0.0366977  ,  2.85857e-06,  0.00375382 ])
89386   , -53435.9    , array([ 0.0380572  ,  4.37979    ,  0.0366977  ,  2.85571e-06,  0.00375758 ])
89387   , -50011.7    , array([ 0.0986986  ,  2.36293    ,  0.0367276  ,  2.85571e-06,  0.0103342  ])
89388   , -50011.7    , array([ 0.0986986  ,  2.36293    ,  0.0367276  ,  2.85571e-06,  0.0103342  ])
