146865  , -202139     , array([ 0.473283   ,  0.357356   ,  3.51319e-19,  1.13277e-75,  1.1167     ])
146866  , -202039     , array([ 0.473757   ,  0.357356   ,  3.51319e-19,  1.13277e-75,  1.1167     ])
146867  , -202044     , array([ 0.473283   ,  0.357714   ,  3.51319e-19,  1.13277e-75,  1.1167     ])
146868  , -202139     , array([ 0.473283   ,  0.357356   ,  3.51671e-19,  1.13277e-75,  1.1167     ])
146869  , -202139     , array([ 0.473283   ,  0.357356   ,  3.51319e-19,  1.1339e-75 ,  1.1167     ])
146870  , -202353     , array([ 0.473283   ,  0.357356   ,  3.51319e-19,  1.13277e-75,  1.11782    ])
146871  , -202139     , array([ 0.473283   ,  0.357356   ,  3.51319e-19,  1.13277e-75,  1.1167     ])
146872  , -56601      , array([ 0.702914   ,  0.521413   ,  3.51319e-19,  1.13277e-75,  0.477743   ])
146873  , -56601      , array([ 0.702914   ,  0.521413   ,  3.51319e-19,  1.13277e-75,  0.477743   ])
146874  , -56565.9    , array([ 0.703617   ,  0.521413   ,  3.51319e-19,  1.13277e-75,  0.477743   ])
146875  , -56584.5    , array([ 0.702914   ,  0.521935   ,  3.51319e-19,  1.13277e-75,  0.477743   ])
146876  , -56601      , array([ 0.702914   ,  0.521413   ,  3.51671e-19,  1.13277e-75,  0.477743   ])
146877  , -56601      , array([ 0.702914   ,  0.521413   ,  3.51319e-19,  1.1339e-75 ,  0.477743   ])
146878  , -56664.8    , array([ 0.702914   ,  0.521413   ,  3.51319e-19,  1.13277e-75,  0.478221   ])
146886  , -56458.5    , array([ 0.705814   ,  0.517985   ,  3.51319e-19,  1.13277e-75,  0.476937   ])
146887  , -56458.5    , array([ 0.705814   ,  0.517985   ,  3.51319e-19,  1.13277e-75,  0.476937   ])
146888  , -56423.6    , array([ 0.70652    ,  0.517985   ,  3.51319e-19,  1.13277e-75,  0.476937   ])
146889  , -56441.8    , array([ 0.705814   ,  0.518504   ,  3.51319e-19,  1.13277e-75,  0.476937   ])
146890  , -56458.5    , array([ 0.705814   ,  0.517985   ,  3.51671e-19,  1.13277e-75,  0.476937   ])
146891  , -56458.5    , array([ 0.705814   ,  0.517985   ,  3.51319e-19,  1.1339e-75 ,  0.476937   ])
146892  , -56522.3    , array([ 0.705814   ,  0.517985   ,  3.51319e-19,  1.13277e-75,  0.477414   ])
146893  , -52606.7    , array([ 0.881791   ,  0.362588   ,  3.51319e-19,  1.13277e-75,  0.435306   ])
146894  , -52606.7    , array([ 0.881791   ,  0.362588   ,  3.51319e-19,  1.13277e-75,  0.435306   ])
146895  , -52583.7    , array([ 0.882674   ,  0.362588   ,  3.51319e-19,  1.13277e-75,  0.435306   ])
146896  , -52575.8    , array([ 0.881791   ,  0.36295    ,  3.51319e-19,  1.13277e-75,  0.435306   ])
146897  , -52606.7    , array([ 0.881791   ,  0.362588   ,  3.51671e-19,  1.13277e-75,  0.435306   ])
146898  , -52606.7    , array([ 0.881791   ,  0.362588   ,  3.51319e-19,  1.1339e-75 ,  0.435306   ])
146899  , -52672.6    , array([ 0.881791   ,  0.362588   ,  3.51319e-19,  1.13277e-75,  0.435741   ])
146900  , -49678.1    , array([ 0.348635   ,  0.148247   ,  3.51319e-19,  1.13277e-75,  0.182734   ])
146901  , -49678.1    , array([ 0.348635   ,  0.148247   ,  3.51319e-19,  1.13277e-75,  0.182734   ])
146902  , -49650.2    , array([ 0.348984   ,  0.148247   ,  3.51319e-19,  1.13277e-75,  0.182734   ])
146903  , -49645.3    , array([ 0.348635   ,  0.148396   ,  3.51319e-19,  1.13277e-75,  0.182734   ])
146904  , -49678.1    , array([ 0.348635   ,  0.148247   ,  3.51671e-19,  1.13277e-75,  0.182734   ])
146905  , -49678.1    , array([ 0.348635   ,  0.148247   ,  3.51319e-19,  1.1339e-75 ,  0.182734   ])
146906  , -49740      , array([ 0.348635   ,  0.148247   ,  3.51319e-19,  1.13277e-75,  0.182917   ])
146907  , -44025.6    , array([ 0.374026   ,  0.156017   ,  3.51319e-19,  1.13277e-75,  0.176146   ])
146908  , -44025.6    , array([ 0.374026   ,  0.156017   ,  3.51319e-19,  1.13277e-75,  0.176146   ])
146909  , -43999.9    , array([ 0.3744     ,  0.156017   ,  3.51319e-19,  1.13277e-75,  0.176146   ])
146910  , -43996.2    , array([ 0.374026   ,  0.156173   ,  3.51319e-19,  1.13277e-75,  0.176146   ])
146911  , -44025.6    , array([ 0.374026   ,  0.156017   ,  3.51671e-19,  1.13277e-75,  0.176146   ])
146912  , -44025.6    , array([ 0.374026   ,  0.156017   ,  3.51319e-19,  1.1339e-75 ,  0.176146   ])
146913  , -44082.2    , array([ 0.374026   ,  0.156017   ,  3.51319e-19,  1.13277e-75,  0.176323   ])
146914  , -26065.7    , array([ 0.495478   ,  0.191387   ,  3.51319e-19,  1.13277e-75,  0.152088   ])
146915  , -26065.7    , array([ 0.495478   ,  0.191387   ,  3.51319e-19,  1.13277e-75,  0.152088   ])
146916  , -26047.3    , array([ 0.495974   ,  0.191387   ,  3.51319e-19,  1.13277e-75,  0.152088   ])
146917  , -26047.3    , array([ 0.495478   ,  0.191579   ,  3.51319e-19,  1.13277e-75,  0.152088   ])
146918  , -26065.7    , array([ 0.495478   ,  0.191387   ,  3.51671e-19,  1.13277e-75,  0.152088   ])
146919  , -26065.7    , array([ 0.495478   ,  0.191387   ,  3.51319e-19,  1.1339e-75 ,  0.152088   ])
146920  , -26104.5    , array([ 0.495478   ,  0.191387   ,  3.51319e-19,  1.13277e-75,  0.15224    ])
146921  , -6267.96    , array([ 0.736739   ,  0.200183   ,  3.51319e-19,  1.13277e-75,  0.0834231  ])
