208749  , -71192      , array([ 0.177832   ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208750  , -71192      , array([ 0.177832   ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208751  , -75468.5    , array([ 1.17783    ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208753  , -71192      , array([ 0.177832   ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208755  , -74564.5    , array([ 0.559798   ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208756  , -73704.4    , array([ 0.368788   ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208758  , -66966.8    , array([ 0.0876623  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208759  , -57941.1    , array([ 0.0319342  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208761  , -62775.2    , array([ 0.0532204  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208762  , -53951.1    , array([ 0.0187785  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208763  , -54290.6    , array([ 0.0106479  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208764  , -53379.4    , array([ 0.0160012  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208765  , -53252.5    , array([ 0.0143829  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208766  , -53399.9    , array([ 0.0127484  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208767  , -53252.5    , array([ 0.0143829  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208768  , -54130.2    , array([ 0.0143829  ,  1.55385    ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208770  , -53252.5    , array([ 0.0143829  ,  0.553849   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208772  , -53806.9    , array([ 0.0143829  ,  0.935815   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208773  , -53599.8    , array([ 0.0143829  ,  0.744827   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208774  , -52262.9    , array([ 0.0143829  ,  0.317781   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208775  , -50364.2    , array([ 0.0143829  ,  0.171883   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208776  , -46159.8    , array([ 0.0143829  ,  0.081713   ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208777  , -33030.2    , array([ 0.0143829  ,  0.0259849  ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208779  , -41049.6    , array([ 0.0143829  ,  0.0472712  ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208780  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208782  , -27210.4    , array([ 0.0143829  ,  0.0182395  ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208783  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208784  , -21033.5    , array([ 0.0143829  ,  0.0128293  ,  1          ,  1.71823e-52,  0.00133114 ])
208786  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  2.43195e-88,  1.71823e-52,  0.00133114 ])
208788  , -21032.8    , array([ 0.0143829  ,  0.0128293  ,  0.381966   ,  1.71823e-52,  0.00133114 ])
208789  , -21032.5    , array([ 0.0143829  ,  0.0128293  ,  0.190983   ,  1.71823e-52,  0.00133114 ])
208792  , -21032.4    , array([ 0.0143829  ,  0.0128293  ,  0.072949   ,  1.71823e-52,  0.00133114 ])
208794  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  0.027864   ,  1.71823e-52,  0.00133114 ])
208796  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  0.0106431  ,  1.71823e-52,  0.00133114 ])
208798  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  0.00406531 ,  1.71823e-52,  0.00133114 ])
208800  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  0.00155281 ,  1.71823e-52,  0.00133114 ])
208802  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  0.000593121,  1.71823e-52,  0.00133114 ])
208804  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  0.000226552,  1.71823e-52,  0.00133114 ])
208806  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  8.65351e-05,  1.71823e-52,  0.00133114 ])
208808  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  3.30535e-05,  1.71823e-52,  0.00133114 ])
208810  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.26253e-05,  1.71823e-52,  0.00133114 ])
208812  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  4.82244e-06,  1.71823e-52,  0.00133114 ])
208814  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.84201e-06,  1.71823e-52,  0.00133114 ])
208816  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  7.03584e-07,  1.71823e-52,  0.00133114 ])
208818  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  2.68745e-07,  1.71823e-52,  0.00133114 ])
208820  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.02652e-07,  1.71823e-52,  0.00133114 ])
208822  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  3.92094e-08,  1.71823e-52,  0.00133114 ])
208824  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.49767e-08,  1.71823e-52,  0.00133114 ])
208826  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  5.72057e-09,  1.71823e-52,  0.00133114 ])
208828  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  2.18506e-09,  1.71823e-52,  0.00133114 ])
208830  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  8.3462e-10 ,  1.71823e-52,  0.00133114 ])
208832  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  3.18796e-10,  1.71823e-52,  0.00133114 ])
208834  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.21769e-10,  1.71823e-52,  0.00133114 ])
208836  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  4.65118e-11,  1.71823e-52,  0.00133114 ])
208838  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  1.71823e-52,  0.00133114 ])
208839  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  2.79436e-11,  1.71823e-52,  0.00133114 ])
208840  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  1.71823e-52,  0.00133114 ])
208841  , -21071.8    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  1          ,  0.00133114 ])
208843  , -21032.3    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  1.71823e-52,  0.00133114 ])
208845  , -21047.4    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.381966   ,  0.00133114 ])
208846  , -21039.9    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.190983   ,  0.00133114 ])
208849  , -21035.2    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.072949   ,  0.00133114 ])
208851  , -21033.4    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.027864   ,  0.00133114 ])
208853  , -21032.7    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.0106431  ,  0.00133114 ])
208855  , -21032.5    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.00406531 ,  0.00133114 ])
208857  , -21032.4    , array([ 0.0143829  ,  0.0128293  ,  1.77659e-11,  0.00155281 ,  0.00133114 ])
