180007  , -79089.4    , array([ 4.7855     ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180008  , -79089.4    , array([ 4.7855     ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180009  , -79089.4    , array([ 5.7855     ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180010  , -79089.4    , array([ 3.16746    ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180011  , -79089.3    , array([ 0.549427   ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180013  , -79089.3    , array([ 0.549427   ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180015  , -79089.4    , array([ 1.54943    ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180016  , -79089.4    , array([ 1.04943    ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180018  , -79089.2    , array([ 0.313359   ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180019  , -79089      , array([ 0.167461   ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180020  , -79088.5    , array([ 0.0772914  ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180021  , -79086.1    , array([ 0.0215634  ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180022  , -79086.1    , array([ 0.0215634  ,  6.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180023  , -79086.1    , array([ 0.0215634  ,  7.79019    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180024  , -79086.1    , array([ 0.0215634  ,  5.17216    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180025  , -79086.1    , array([ 0.0215634  ,  2.55412    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180027  , -79086.1    , array([ 0.0215634  ,  2.55412    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180028  , -79086.1    , array([ 0.0215634  ,  0.936089   ,  2.47218e-34,  0.000860383,  8.85725e-08])
180030  , -79086.1    , array([ 0.0215634  ,  1.74511    ,  2.47218e-34,  0.000860383,  8.85725e-08])
180031  , -79086      , array([ 0.0215634  ,  0.554123   ,  2.47218e-34,  0.000860383,  8.85725e-08])
180032  , -79085.8    , array([ 0.0215634  ,  0.318055   ,  2.47218e-34,  0.000860383,  8.85725e-08])
180033  , -79085.6    , array([ 0.0215634  ,  0.172157   ,  2.47218e-34,  0.000860383,  8.85725e-08])
180034  , -79084.9    , array([ 0.0215634  ,  0.0819868  ,  2.47218e-34,  0.000860383,  8.85725e-08])
180035  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  2.47218e-34,  0.000860383,  8.85725e-08])
180036  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  2.47218e-34,  0.000860383,  8.85725e-08])
180037  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  1          ,  0.000860383,  8.85725e-08])
180038  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  2.61803    ,  0.000860383,  8.85725e-08])
180040  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  2.61803    ,  0.000860383,  8.85725e-08])
180044  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  6.3722     ,  0.000860383,  8.85725e-08])
180045  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  4.49511    ,  0.000860383,  8.85725e-08])
180046  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  8.6924     ,  0.000860383,  8.85725e-08])
180048  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  7.80616    ,  0.000860383,  8.85725e-08])
180049  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.24012    ,  0.000860383,  8.85725e-08])
180050  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.57863    ,  0.000860383,  8.85725e-08])
180051  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.78784    ,  0.000860383,  8.85725e-08])
180052  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.000860383,  8.85725e-08])
180054  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.000860383,  8.85725e-08])
180055  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.00086    ,  8.85725e-08])
180057  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.000860383,  8.85725e-08])
180059  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.382826   ,  8.85725e-08])
180060  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.191843   ,  8.85725e-08])
180063  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.0738094  ,  8.85725e-08])
180065  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.0287244  ,  8.85725e-08])
180067  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.0115035  ,  8.85725e-08])
180069  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.00492569 ,  8.85725e-08])
180071  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.00241319 ,  8.85725e-08])
180072  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.000127246,  8.85725e-08])
180074  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.000407279,  8.85725e-08])
180076  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  0.000234209,  8.85725e-08])
180077  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  6.11386e-05,  8.85725e-08])
180078  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  2.02822e-05,  8.85725e-08])
180080  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  3.5888e-05 ,  8.85725e-08])
180081  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  8.85725e-08])
180082  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  8.85725e-08])
180083  , -114250     , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  1          ])
180085  , -79079.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  8.85725e-08])
180087  , -122128     , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.381966   ])
180088  , -154117     , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.190635   ])
180091  , -163095     , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.0728161  ])
180093  , -86516.5    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.0278133  ])
180095  , -38569.4    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.0106238  ])
180096  , -47447.4    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.0133435  ])
180097  , -32634.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00890646 ])
180098  , -20659.1    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00550453 ])
180099  , -15163.4    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00340202 ])
180100  , -16096.7    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.0021026  ])
180101  , -14871.6    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00311896 ])
180102  , -14797.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00296097 ])
180103  , -14789.2    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00285446 ])
180104  , -14787.8    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180105  , -14789      , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.00291183 ])
180107  , -14787.8    , array([ 0.0215634  ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180108  , -7708.15    , array([ 1.02156    ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180109  , -7806.79    , array([ 2.6396     ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180110  , -7708.15    , array([ 1.02156    ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180111  , -7767.5     , array([ 1.6396     ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180112  , -7622.42    , array([ 0.639597   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180113  , -7507.67    , array([ 0.403529   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180114  , -7374.17    , array([ 0.257631   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180115  , -7261.03    , array([ 0.167461   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180116  , -7252.5     , array([ 0.111733   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180117  , -7236.08    , array([ 0.129456   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180118  , -7236.68    , array([ 0.136902   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180119  , -7235.92    , array([ 0.132173   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180120  , -7235.93    , array([ 0.131066   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180121  , -7235.99    , array([ 0.133279   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180122  , -7235.92    , array([ 0.132173   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180123  , -63775.9    , array([ 0.132173   ,  1.0149     ,  9.91715    ,  1.06374e-05,  0.002883   ])
180125  , -7235.92    , array([ 0.132173   ,  0.0149048  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180127  , -60210.4    , array([ 0.132173   ,  0.396871   ,  9.91715    ,  1.06374e-05,  0.002883   ])
180128  , -55223.6    , array([ 0.132173   ,  0.20546    ,  9.91715    ,  1.06374e-05,  0.002883   ])
180131  , -43760.5    , array([ 0.132173   ,  0.0876902  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180133  , -29143.9    , array([ 0.132173   ,  0.0427063  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180135  , -17468.5    , array([ 0.132173   ,  0.025524   ,  9.91715    ,  1.06374e-05,  0.002883   ])
180137  , -11341.4    , array([ 0.132173   ,  0.018961   ,  9.91715    ,  1.06374e-05,  0.002883   ])
180138  , -5369.24    , array([ 0.132173   ,  0.0129854  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180139  , -4319.62    , array([ 0.132173   ,  0.0117992  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180140  , -3740.89    , array([ 0.132173   ,  0.011066   ,  9.91715    ,  1.06374e-05,  0.002883   ])
180141  , -3420.24    , array([ 0.132173   ,  0.0106129  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180142  , -3239.3     , array([ 0.132173   ,  0.0103329  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180143  , -3134.92    , array([ 0.132173   ,  0.0101598  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180144  , -3073.46    , array([ 0.132173   ,  0.0100529  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180146  , -3101.04    , array([ 0.132173   ,  0.0101014  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180147  , -3073.46    , array([ 0.132173   ,  0.0100529  ,  9.91715    ,  1.06374e-05,  0.002883   ])
180149  , -3054.58    , array([ 0.132173   ,  0.0100529  ,  8.29911    ,  1.06374e-05,  0.002883   ])
180150  , -3063.92    , array([ 0.132173   ,  0.0100529  ,  9.10813    ,  1.06374e-05,  0.002883   ])
