310318  , -67388.8    , array([ 0.029636   ,  0.159661   ,  6.98619e-14,  2.7841e-30 ,  0.0155143  ])
310319  , -67333.1    , array([ 0.0296656  ,  0.159661   ,  6.98619e-14,  2.7841e-30 ,  0.0155143  ])
310320  , -67404.8    , array([ 0.029636   ,  0.159821   ,  6.98619e-14,  2.7841e-30 ,  0.0155143  ])
310321  , -67388.8    , array([ 0.029636   ,  0.159661   ,  6.99318e-14,  2.7841e-30 ,  0.0155143  ])
310322  , -67388.8    , array([ 0.029636   ,  0.159661   ,  6.98619e-14,  2.78689e-30,  0.0155143  ])
310323  , -67422.1    , array([ 0.029636   ,  0.159661   ,  6.98619e-14,  2.7841e-30 ,  0.0155298  ])
310324  , -67388.8    , array([ 0.029636   ,  0.159661   ,  6.98619e-14,  2.7841e-30 ,  0.0155143  ])
310325  , -29068.2    , array([ 0.0687442  ,  0.125398   ,  6.98619e-14,  2.7841e-30 ,  0.00937441 ])
310326  , -29068.2    , array([ 0.0687442  ,  0.125398   ,  6.98619e-14,  2.7841e-30 ,  0.00937441 ])
310327  , -29055.2    , array([ 0.068813   ,  0.125398   ,  6.98619e-14,  2.7841e-30 ,  0.00937441 ])
310328  , -29083.8    , array([ 0.0687442  ,  0.125523   ,  6.98619e-14,  2.7841e-30 ,  0.00937441 ])
310329  , -29068.2    , array([ 0.0687442  ,  0.125398   ,  6.99318e-14,  2.7841e-30 ,  0.00937441 ])
310330  , -29068.2    , array([ 0.0687442  ,  0.125398   ,  6.98619e-14,  2.78689e-30,  0.00937441 ])
310331  , -29063.7    , array([ 0.0687442  ,  0.125398   ,  6.98619e-14,  2.7841e-30 ,  0.00938379 ])
310332  , -356198     , array([ 0.328081   ,  0.00543883 ,  6.98619e-14,  2.7841e-30 ,  0.0564074  ])
310333  , -356198     , array([ 0.328081   ,  0.00543883 ,  6.98619e-14,  2.7841e-30 ,  0.0564074  ])
310334  , -356191     , array([ 0.32841    ,  0.00543883 ,  6.98619e-14,  2.7841e-30 ,  0.0564074  ])
310335  , -355833     , array([ 0.328081   ,  0.00544427 ,  6.98619e-14,  2.7841e-30 ,  0.0564074  ])
310336  , -356198     , array([ 0.328081   ,  0.00543883 ,  6.99318e-14,  2.7841e-30 ,  0.0564074  ])
310337  , -356198     , array([ 0.328081   ,  0.00543883 ,  6.98619e-14,  2.78689e-30,  0.0564074  ])
310338  , -356566     , array([ 0.328081   ,  0.00543883 ,  6.98619e-14,  2.7841e-30 ,  0.0564639  ])
310339  , -10759.9    , array([ 0.106552   ,  0.0520179  ,  6.98619e-14,  2.7841e-30 ,  0.0155058  ])
310340  , -10759.9    , array([ 0.106552   ,  0.0520179  ,  6.98619e-14,  2.7841e-30 ,  0.0155058  ])
310341  , -10745.8    , array([ 0.106659   ,  0.0520179  ,  6.98619e-14,  2.7841e-30 ,  0.0155058  ])
310342  , -10765      , array([ 0.106552   ,  0.0520699  ,  6.98619e-14,  2.7841e-30 ,  0.0155058  ])
310343  , -10759.9    , array([ 0.106552   ,  0.0520179  ,  6.99318e-14,  2.7841e-30 ,  0.0155058  ])
310344  , -10759.9    , array([ 0.106552   ,  0.0520179  ,  6.98619e-14,  2.78689e-30,  0.0155058  ])
310345  , -10767.3    , array([ 0.106552   ,  0.0520179  ,  6.98619e-14,  2.7841e-30 ,  0.0155213  ])
310353  , -10759.4    , array([ 0.106393   ,  0.0519265  ,  6.98619e-14,  2.7841e-30 ,  0.0154795  ])
310354  , -10759.4    , array([ 0.106393   ,  0.0519265  ,  6.98619e-14,  2.7841e-30 ,  0.0154795  ])
310355  , -10745.3    , array([ 0.1065     ,  0.0519265  ,  6.98619e-14,  2.7841e-30 ,  0.0154795  ])
310356  , -10764.5    , array([ 0.106393   ,  0.0519785  ,  6.98619e-14,  2.7841e-30 ,  0.0154795  ])
310357  , -10759.4    , array([ 0.106393   ,  0.0519265  ,  6.99318e-14,  2.7841e-30 ,  0.0154795  ])
310358  , -10759.4    , array([ 0.106393   ,  0.0519265  ,  6.98619e-14,  2.78689e-30,  0.0154795  ])
310359  , -10766.8    , array([ 0.106393   ,  0.0519265  ,  6.98619e-14,  2.7841e-30 ,  0.015495   ])
310360  , -10758.8    , array([ 0.106234   ,  0.051835   ,  6.98619e-14,  2.7841e-30 ,  0.0154533  ])
310361  , -10758.8    , array([ 0.106234   ,  0.051835   ,  6.98619e-14,  2.7841e-30 ,  0.0154533  ])
310362  , -10744.7    , array([ 0.10634    ,  0.051835   ,  6.98619e-14,  2.7841e-30 ,  0.0154533  ])
310363  , -10764      , array([ 0.106234   ,  0.0518869  ,  6.98619e-14,  2.7841e-30 ,  0.0154533  ])
310364  , -10758.8    , array([ 0.106234   ,  0.051835   ,  6.99318e-14,  2.7841e-30 ,  0.0154533  ])
310365  , -10758.8    , array([ 0.106234   ,  0.051835   ,  6.98619e-14,  2.78689e-30,  0.0154533  ])
310366  , -10766.3    , array([ 0.106234   ,  0.051835   ,  6.98619e-14,  2.7841e-30 ,  0.0154687  ])
310374  , -10758.7    , array([ 0.106194   ,  0.0518121  ,  6.98619e-14,  2.7841e-30 ,  0.0154467  ])
310375  , -10758.7    , array([ 0.106194   ,  0.0518121  ,  6.98619e-14,  2.7841e-30 ,  0.0154467  ])
310376  , -10744.6    , array([ 0.1063     ,  0.0518121  ,  6.98619e-14,  2.7841e-30 ,  0.0154467  ])
310377  , -10763.9    , array([ 0.106194   ,  0.051864   ,  6.98619e-14,  2.7841e-30 ,  0.0154467  ])
310378  , -10758.7    , array([ 0.106194   ,  0.0518121  ,  6.99318e-14,  2.7841e-30 ,  0.0154467  ])
