103750  , -3005.39    , array([ 0.314954   ,  0.0416043  ,  3.1967e-07 ,  2.8918e-69 ,  0.0163015  ])
103751  , -3002.74    , array([ 0.31527    ,  0.0416043  ,  3.1967e-07 ,  2.8918e-69 ,  0.0163015  ])
103752  , -3002.27    , array([ 0.314954   ,  0.0416459  ,  3.1967e-07 ,  2.8918e-69 ,  0.0163015  ])
103753  , -3005.39    , array([ 0.314954   ,  0.0416043  ,  3.1999e-07 ,  2.8918e-69 ,  0.0163015  ])
103754  , -3005.39    , array([ 0.314954   ,  0.0416043  ,  3.1967e-07 ,  2.89469e-69,  0.0163015  ])
103755  , -3010.38    , array([ 0.314954   ,  0.0416043  ,  3.1967e-07 ,  2.8918e-69 ,  0.0163178  ])
103756  , -3005.39    , array([ 0.314954   ,  0.0416043  ,  3.1967e-07 ,  2.8918e-69 ,  0.0163015  ])
103757  , -17792.4    , array([ 0.477036   ,  0.0677843  ,  3.1967e-07 ,  2.8918e-69 ,  0.00746759 ])
103758  , -17792.4    , array([ 0.477036   ,  0.0677843  ,  3.1967e-07 ,  2.8918e-69 ,  0.00746759 ])
103759  , -17793.6    , array([ 0.477514   ,  0.0677843  ,  3.1967e-07 ,  2.8918e-69 ,  0.00746759 ])
103760  , -17815.1    , array([ 0.477036   ,  0.0678522  ,  3.1967e-07 ,  2.8918e-69 ,  0.00746759 ])
103761  , -17792.4    , array([ 0.477036   ,  0.0677843  ,  3.1999e-07 ,  2.8918e-69 ,  0.00746759 ])
103762  , -17792.4    , array([ 0.477036   ,  0.0677843  ,  3.1967e-07 ,  2.89469e-69,  0.00746759 ])
103763  , -17768.4    , array([ 0.477036   ,  0.0677843  ,  3.1967e-07 ,  2.8918e-69 ,  0.00747506 ])
103764  , -2584.59    , array([ 0.331779   ,  0.0442294  ,  3.1967e-07 ,  2.8918e-69 ,  0.0147818  ])
103765  , -2584.59    , array([ 0.331779   ,  0.0442294  ,  3.1967e-07 ,  2.8918e-69 ,  0.0147818  ])
103766  , -2582.55    , array([ 0.332111   ,  0.0442294  ,  3.1967e-07 ,  2.8918e-69 ,  0.0147818  ])
103767  , -2585.93    , array([ 0.331779   ,  0.0442737  ,  3.1967e-07 ,  2.8918e-69 ,  0.0147818  ])
103768  , -2584.59    , array([ 0.331779   ,  0.0442294  ,  3.1999e-07 ,  2.8918e-69 ,  0.0147818  ])
103769  , -2584.59    , array([ 0.331779   ,  0.0442294  ,  3.1967e-07 ,  2.89469e-69,  0.0147818  ])
103770  , -2584.67    , array([ 0.331779   ,  0.0442294  ,  3.1967e-07 ,  2.8918e-69 ,  0.0147966  ])
103771  , -2042.17    , array([ 0.458129   ,  0.0385266  ,  3.1967e-07 ,  2.8918e-69 ,  0.0135756  ])
103772  , -2042.17    , array([ 0.458129   ,  0.0385266  ,  3.1967e-07 ,  2.8918e-69 ,  0.0135756  ])
103773  , -2041.31    , array([ 0.458588   ,  0.0385266  ,  3.1967e-07 ,  2.8918e-69 ,  0.0135756  ])
103774  , -2042.02    , array([ 0.458129   ,  0.0385651  ,  3.1967e-07 ,  2.8918e-69 ,  0.0135756  ])
103775  , -2042.17    , array([ 0.458129   ,  0.0385266  ,  3.1999e-07 ,  2.8918e-69 ,  0.0135756  ])
103776  , -2042.17    , array([ 0.458129   ,  0.0385266  ,  3.1967e-07 ,  2.89469e-69,  0.0135756  ])
103777  , -2042.64    , array([ 0.458129   ,  0.0385266  ,  3.1967e-07 ,  2.8918e-69 ,  0.0135892  ])
103778  , -8123.16    , array([ 4.24723    ,  0.444405   ,  3.1967e-07 ,  2.8918e-69 ,  0.164104   ])
103779  , -8123.16    , array([ 4.24723    ,  0.444405   ,  3.1967e-07 ,  2.8918e-69 ,  0.164104   ])
103780  , -8124.55    , array([ 4.25148    ,  0.444405   ,  3.1967e-07 ,  2.8918e-69 ,  0.164104   ])
103781  , -8124.29    , array([ 4.24723    ,  0.44485    ,  3.1967e-07 ,  2.8918e-69 ,  0.164104   ])
103782  , -8123.16    , array([ 4.24723    ,  0.444405   ,  3.1999e-07 ,  2.8918e-69 ,  0.164104   ])
103783  , -8123.16    , array([ 4.24723    ,  0.444405   ,  3.1967e-07 ,  2.89469e-69,  0.164104   ])
103784  , -8131.01    , array([ 4.24723    ,  0.444405   ,  3.1967e-07 ,  2.8918e-69 ,  0.164268   ])
103785  , -1829.26    , array([ 0.742849   ,  0.0655045  ,  3.1967e-07 ,  2.8918e-69 ,  0.0233176  ])
103786  , -1829.26    , array([ 0.742849   ,  0.0655045  ,  3.1967e-07 ,  2.8918e-69 ,  0.0233176  ])
103787  , -1828.48    , array([ 0.743592   ,  0.0655045  ,  3.1967e-07 ,  2.8918e-69 ,  0.0233176  ])
103788  , -1829.19    , array([ 0.742849   ,  0.06557    ,  3.1967e-07 ,  2.8918e-69 ,  0.0233176  ])
103789  , -1829.26    , array([ 0.742849   ,  0.0655045  ,  3.1999e-07 ,  2.8918e-69 ,  0.0233176  ])
103790  , -1829.26    , array([ 0.742849   ,  0.0655045  ,  3.1967e-07 ,  2.89469e-69,  0.0233176  ])
103791  , -1829.8     , array([ 0.742849   ,  0.0655045  ,  3.1967e-07 ,  2.8918e-69 ,  0.0233409  ])
103792  , -1749.95    , array([ 1.36773    ,  0.0988918  ,  3.19683e-07,  2.8918e-69 ,  0.0355717  ])
103793  , -1749.95    , array([ 1.36773    ,  0.0988918  ,  3.19683e-07,  2.8918e-69 ,  0.0355717  ])
103794  , -1749.74    , array([ 1.3691     ,  0.0988918  ,  3.19683e-07,  2.8918e-69 ,  0.0355717  ])
103795  , -1750.04    , array([ 1.36773    ,  0.0989907  ,  3.19683e-07,  2.8918e-69 ,  0.0355717  ])
103796  , -1749.95    , array([ 1.36773    ,  0.0988918  ,  3.20003e-07,  2.8918e-69 ,  0.0355717  ])
103797  , -1749.95    , array([ 1.36773    ,  0.0988918  ,  3.19683e-07,  2.89469e-69,  0.0355717  ])
103798  , -1750.59    , array([ 1.36773    ,  0.0988918  ,  3.19683e-07,  2.8918e-69 ,  0.0356073  ])
103799  , -1653.47    , array([ 1.28086    ,  0.0782766  ,  3.1969e-07 ,  2.8918e-69 ,  0.0280399  ])
103800  , -1653.47    , array([ 1.28086    ,  0.0782766  ,  3.1969e-07 ,  2.8918e-69 ,  0.0280399  ])
103801  , -1653.32    , array([ 1.28214    ,  0.0782766  ,  3.1969e-07 ,  2.8918e-69 ,  0.0280399  ])
103802  , -1653.51    , array([ 1.28086    ,  0.0783549  ,  3.1969e-07 ,  2.8918e-69 ,  0.0280399  ])
103803  , -1653.47    , array([ 1.28086    ,  0.0782766  ,  3.20009e-07,  2.8918e-69 ,  0.0280399  ])
103804  , -1653.47    , array([ 1.28086    ,  0.0782766  ,  3.1969e-07 ,  2.89469e-69,  0.0280399  ])
103805  , -1653.69    , array([ 1.28086    ,  0.0782766  ,  3.1969e-07 ,  2.8918e-69 ,  0.0280679  ])
103806  , -1634.49    , array([ 1.34314    ,  0.0703259  ,  3.19702e-07,  2.8918e-69 ,  0.0251841  ])
103807  , -1634.49    , array([ 1.34314    ,  0.0703259  ,  3.19702e-07,  2.8918e-69 ,  0.0251841  ])
103808  , -1634.43    , array([ 1.34448    ,  0.0703259  ,  3.19702e-07,  2.8918e-69 ,  0.0251841  ])
103809  , -1634.49    , array([ 1.34314    ,  0.0703962  ,  3.19702e-07,  2.8918e-69 ,  0.0251841  ])
103810  , -1634.49    , array([ 1.34314    ,  0.0703259  ,  3.20021e-07,  2.8918e-69 ,  0.0251841  ])
103811  , -1634.49    , array([ 1.34314    ,  0.0703259  ,  3.19702e-07,  2.89469e-69,  0.0251841  ])
103812  , -1634.56    , array([ 1.34314    ,  0.0703259  ,  3.19702e-07,  2.8918e-69 ,  0.0252093  ])
103813  , -1632.77    , array([ 1.39356    ,  0.0677857  ,  3.19713e-07,  2.8918e-69 ,  0.0242685  ])
103814  , -1632.77    , array([ 1.39356    ,  0.0677857  ,  3.19713e-07,  2.8918e-69 ,  0.0242685  ])
103815  , -1632.75    , array([ 1.39496    ,  0.0677857  ,  3.19713e-07,  2.8918e-69 ,  0.0242685  ])
103816  , -1632.77    , array([ 1.39356    ,  0.0678535  ,  3.19713e-07,  2.8918e-69 ,  0.0242685  ])
103817  , -1632.77    , array([ 1.39356    ,  0.0677857  ,  3.20033e-07,  2.8918e-69 ,  0.0242685  ])
103818  , -1632.77    , array([ 1.39356    ,  0.0677857  ,  3.19713e-07,  2.89469e-69,  0.0242685  ])
103819  , -1632.78    , array([ 1.39356    ,  0.0677857  ,  3.19713e-07,  2.8918e-69 ,  0.0242928  ])
103820  , -1632.68    , array([ 1.42115    ,  0.0674114  ,  3.19722e-07,  2.8918e-69 ,  0.0241363  ])
103821  , -1632.68    , array([ 1.42115    ,  0.0674114  ,  3.19722e-07,  2.8918e-69 ,  0.0241363  ])
103822  , -1632.67    , array([ 1.42257    ,  0.0674114  ,  3.19722e-07,  2.8918e-69 ,  0.0241363  ])
103823  , -1632.68    , array([ 1.42115    ,  0.0674788  ,  3.19722e-07,  2.8918e-69 ,  0.0241363  ])
103824  , -1632.68    , array([ 1.42115    ,  0.0674114  ,  3.20042e-07,  2.8918e-69 ,  0.0241363  ])
103825  , -1632.68    , array([ 1.42115    ,  0.0674114  ,  3.19722e-07,  2.89469e-69,  0.0241363  ])
103826  , -1632.68    , array([ 1.42115    ,  0.0674114  ,  3.19722e-07,  2.8918e-69 ,  0.0241605  ])
103827  , -1632.6     , array([ 1.43329    ,  0.0675183  ,  3.1973e-07 ,  2.8918e-69 ,  0.0241774  ])
