13865   , -77627.3    , array([ 0.850621   ,  0.0332558  ,  0.100788   ,  0.000223782,  4.08101e-05])
13866   , -77627.3    , array([ 0.851472   ,  0.0332558  ,  0.100788   ,  0.000223782,  4.08101e-05])
13867   , -77628.7    , array([ 0.850621   ,  0.0332891  ,  0.100788   ,  0.000223782,  4.08101e-05])
13868   , -77627.3    , array([ 0.850621   ,  0.0332558  ,  0.100889   ,  0.000223782,  4.08101e-05])
13869   , -77627.3    , array([ 0.850621   ,  0.0332558  ,  0.100788   ,  0.000224006,  4.08101e-05])
13870   , -77625.9    , array([ 0.850621   ,  0.0332558  ,  0.100788   ,  0.000223782,  4.08509e-05])
13871   , -77627.3    , array([ 0.850621   ,  0.0332558  ,  0.100788   ,  0.000223782,  4.08101e-05])
13872   , -73298.9    , array([ 0.834899   ,  0.0164461  ,  0.100788   ,  0.000223782,  8.41637e-05])
13873   , -73298.9    , array([ 0.834899   ,  0.0164461  ,  0.100788   ,  0.000223782,  8.41637e-05])
13874   , -73299      , array([ 0.835734   ,  0.0164461  ,  0.100788   ,  0.000223782,  8.41637e-05])
13875   , -73304.3    , array([ 0.834899   ,  0.0164625  ,  0.100788   ,  0.000223782,  8.41637e-05])
13876   , -73298.9    , array([ 0.834899   ,  0.0164461  ,  0.100889   ,  0.000223782,  8.41637e-05])
13877   , -73298.9    , array([ 0.834899   ,  0.0164461  ,  0.100788   ,  0.000224006,  8.41637e-05])
13878   , -73293.4    , array([ 0.834899   ,  0.0164461  ,  0.100788   ,  0.000223782,  8.42479e-05])
13886   , -73297.3    , array([ 0.834896   ,  0.0164437  ,  0.100788   ,  0.000223782,  8.41764e-05])
13887   , -73297.3    , array([ 0.834896   ,  0.0164437  ,  0.100788   ,  0.000223782,  8.41764e-05])
13888   , -73297.3    , array([ 0.835731   ,  0.0164437  ,  0.100788   ,  0.000223782,  8.41764e-05])
13889   , -73302.7    , array([ 0.834896   ,  0.0164601  ,  0.100788   ,  0.000223782,  8.41764e-05])
13890   , -73297.3    , array([ 0.834896   ,  0.0164437  ,  0.100889   ,  0.000223782,  8.41764e-05])
13891   , -73297.3    , array([ 0.834896   ,  0.0164437  ,  0.100788   ,  0.000224006,  8.41764e-05])
13892   , -73291.8    , array([ 0.834896   ,  0.0164437  ,  0.100788   ,  0.000223782,  8.42606e-05])
13893   , -73295.6    , array([ 0.834893   ,  0.0164413  ,  0.100788   ,  0.000223782,  8.41891e-05])
13894   , -73295.6    , array([ 0.834893   ,  0.0164413  ,  0.100788   ,  0.000223782,  8.41891e-05])
13895   , -73295.7    , array([ 0.835728   ,  0.0164413  ,  0.100788   ,  0.000223782,  8.41891e-05])
13896   , -73301.1    , array([ 0.834893   ,  0.0164577  ,  0.100788   ,  0.000223782,  8.41891e-05])
13897   , -73295.6    , array([ 0.834893   ,  0.0164413  ,  0.100889   ,  0.000223782,  8.41891e-05])
13898   , -73295.6    , array([ 0.834893   ,  0.0164413  ,  0.100788   ,  0.000224006,  8.41891e-05])
13899   , -73290.1    , array([ 0.834893   ,  0.0164413  ,  0.100788   ,  0.000223782,  8.42733e-05])
13900   , -24978      , array([ 0.804318   ,  0.00402151 ,  0.100789   ,  0.000223782,  0.000358018])
13901   , -24978      , array([ 0.804318   ,  0.00402151 ,  0.100789   ,  0.000223782,  0.000358018])
13902   , -24978.1    , array([ 0.805122   ,  0.00402151 ,  0.100789   ,  0.000223782,  0.000358018])
13903   , -25004.4    , array([ 0.804318   ,  0.00402553 ,  0.100789   ,  0.000223782,  0.000358018])
13904   , -24978      , array([ 0.804318   ,  0.00402151 ,  0.10089    ,  0.000223782,  0.000358018])
13905   , -24978      , array([ 0.804318   ,  0.00402151 ,  0.100789   ,  0.000224005,  0.000358018])
13906   , -24951.6    , array([ 0.804318   ,  0.00402151 ,  0.100789   ,  0.000223782,  0.000358376])
