59602   , -99686.6    , array([ 0.0371433  ,  0.326645   ,  5.59523e-49,  5.16956e-30,  0.0372812  ])
59603   , -99609.9    , array([ 0.0371805  ,  0.326645   ,  5.59523e-49,  5.16956e-30,  0.0372812  ])
59604   , -99702.1    , array([ 0.0371433  ,  0.326972   ,  5.59523e-49,  5.16956e-30,  0.0372812  ])
59605   , -99686.6    , array([ 0.0371433  ,  0.326645   ,  5.60083e-49,  5.16956e-30,  0.0372812  ])
59606   , -99686.6    , array([ 0.0371433  ,  0.326645   ,  5.59523e-49,  5.17473e-30,  0.0372812  ])
59607   , -99735.5    , array([ 0.0371433  ,  0.326645   ,  5.59523e-49,  5.16956e-30,  0.0373185  ])
59608   , -99686.6    , array([ 0.0371433  ,  0.326645   ,  5.59523e-49,  5.16956e-30,  0.0372812  ])
59609   , -38421.7    , array([ 0.0859277  ,  0.275438   ,  5.59523e-49,  5.16956e-30,  0.021807   ])
59610   , -38421.7    , array([ 0.0859277  ,  0.275438   ,  5.59523e-49,  5.16956e-30,  0.021807   ])
59611   , -38393.3    , array([ 0.0860137  ,  0.275438   ,  5.59523e-49,  5.16956e-30,  0.021807   ])
59612   , -38435.8    , array([ 0.0859277  ,  0.275714   ,  5.59523e-49,  5.16956e-30,  0.021807   ])
59613   , -38421.7    , array([ 0.0859277  ,  0.275438   ,  5.60083e-49,  5.16956e-30,  0.021807   ])
59614   , -38421.7    , array([ 0.0859277  ,  0.275438   ,  5.59523e-49,  5.17473e-30,  0.021807   ])
59615   , -38431.5    , array([ 0.0859277  ,  0.275438   ,  5.59523e-49,  5.16956e-30,  0.0218289  ])
59623   , -38396.1    , array([ 0.085975   ,  0.275109   ,  5.59523e-49,  5.16956e-30,  0.0218227  ])
59624   , -38396.1    , array([ 0.085975   ,  0.275109   ,  5.59523e-49,  5.16956e-30,  0.0218227  ])
59625   , -38367.7    , array([ 0.0860611  ,  0.275109   ,  5.59523e-49,  5.16956e-30,  0.0218227  ])
59626   , -38410.3    , array([ 0.085975   ,  0.275385   ,  5.59523e-49,  5.16956e-30,  0.0218227  ])
59627   , -38396.1    , array([ 0.085975   ,  0.275109   ,  5.60083e-49,  5.16956e-30,  0.0218227  ])
59628   , -38396.1    , array([ 0.085975   ,  0.275109   ,  5.59523e-49,  5.17473e-30,  0.0218227  ])
59629   , -38405.9    , array([ 0.085975   ,  0.275109   ,  5.59523e-49,  5.16956e-30,  0.0218446  ])
59630   , -38370.6    , array([ 0.0860224  ,  0.274781   ,  5.59523e-49,  5.16956e-30,  0.0218385  ])
