31      , -3150.14    , array([ 0.209387   ,  0.0268814  ,  5.46571e-58,  0.0590132  ])
32      , -3150.14    , array([ 0.209596   ,  0.0268814  ,  5.46571e-58,  0.0590132  ])
33      , -3153.05    , array([ 0.209387   ,  0.0269083  ,  5.46571e-58,  0.0590132  ])
34      , -3150.14    , array([ 0.209387   ,  0.0268814  ,  5.47118e-58,  0.0590132  ])
35      , -3144.35    , array([ 0.209387   ,  0.0268814  ,  5.46571e-58,  0.0590722  ])
36      , -3150.14    , array([ 0.209387   ,  0.0268814  ,  5.46571e-58,  0.0590132  ])
37      , -2234.41    , array([ 0.209387   ,  0.0170648  ,  5.46571e-58,  0.14544    ])
38      , -2234.41    , array([ 0.209387   ,  0.0170648  ,  5.46571e-58,  0.14544    ])
39      , -2234.41    , array([ 0.209596   ,  0.0170648  ,  5.46571e-58,  0.14544    ])
40      , -2233.65    , array([ 0.209387   ,  0.0170819  ,  5.46571e-58,  0.14544    ])
41      , -2234.41    , array([ 0.209387   ,  0.0170648  ,  5.47118e-58,  0.14544    ])
42      , -2235.26    , array([ 0.209387   ,  0.0170648  ,  5.46571e-58,  0.145585   ])
49      , -2234.4     , array([ 0.209387   ,  0.0170652  ,  5.46571e-58,  0.145441   ])
50      , -2234.4     , array([ 0.209387   ,  0.0170652  ,  5.46571e-58,  0.145441   ])
51      , -2234.4     , array([ 0.209596   ,  0.0170652  ,  5.46571e-58,  0.145441   ])
52      , -2233.65    , array([ 0.209387   ,  0.0170822  ,  5.46571e-58,  0.145441   ])
53      , -2234.4     , array([ 0.209387   ,  0.0170652  ,  5.47118e-58,  0.145441   ])
54      , -2235.26    , array([ 0.209387   ,  0.0170652  ,  5.46571e-58,  0.145587   ])
55      , -2234.4     , array([ 0.209387   ,  0.0170655  ,  5.46571e-58,  0.145443   ])
56      , -2234.4     , array([ 0.209387   ,  0.0170655  ,  5.46571e-58,  0.145443   ])
57      , -2234.4     , array([ 0.209596   ,  0.0170655  ,  5.46571e-58,  0.145443   ])
58      , -2233.64    , array([ 0.209387   ,  0.0170826  ,  5.46571e-58,  0.145443   ])
59      , -2234.4     , array([ 0.209387   ,  0.0170655  ,  5.47118e-58,  0.145443   ])
60      , -2235.25    , array([ 0.209387   ,  0.0170655  ,  5.46571e-58,  0.145588   ])
61      , -1203.36    , array([ 0.209387   ,  0.432799   ,  5.46571e-58,  0.867536   ])
