Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1621.38	3252.76	586.96	20004.94	0.9776,0.0712,3.3529,9.5169,0.0499
our_model	Round_1_Replicate_2	-1338.63	2687.26	55.88	20070.85	1.0366,0.0802,4.6836,3.924,0.041
our_model	Round_1_Replicate_3	-3062.52	6135.04	3220.87	5620.94	2.9607,0.6973,0.862,1.0794,30.0
our_model	Round_1_Replicate_4	-1461.88	2933.76	293.5	19979.79	0.8971,0.1447,5.3568,1.5875,0.0834
our_model	Round_1_Replicate_5	-2669.03	5348.06	2546.08	4394.64	3.9507,0.7539,0.6597,1.0317,30.0
our_model	Round_1_Replicate_6	-1608.56	3227.12	595.66	19594.48	0.9677,0.1671,5.5825,0.274,0.0725
our_model	Round_1_Replicate_7	-1401.83	2813.66	178.28	20187.41	0.8434,0.133,5.6478,1.6175,0.0703
our_model	Round_1_Replicate_8	-2085.38	4180.76	1491.41	6014.44	3.1663,0.3405,0.8962,2.4411,30.0
our_model	Round_1_Replicate_9	-2121.68	4253.36	1562.2	3335.04	5.6846,0.6443,0.4941,1.2841,30.0
our_model	Round_1_Replicate_10	-1980.04	3970.08	1273.35	8833.99	2.275,0.158,1.3744,5.4619,30.0
our_model	Round_2_Replicate_1	-1359.15	2728.3	94.74	19646.98	1.0627,0.1284,4.8803,1.6097,0.0637
our_model	Round_2_Replicate_2	-2337.19	4684.38	1991.09	110850.28	0.1666,0.0248,20.394,30.0,0.5763
our_model	Round_2_Replicate_3	-1615.78	3241.56	641.24	19961.08	1.6649,0.04,1.5153,8.7316,0.0182
our_model	Round_2_Replicate_4	-1576.15	3162.3	559.38	19922.32	1.6712,0.0449,2.3662,7.4246,0.0206
our_model	Round_2_Replicate_5	-1343.66	2697.32	65.08	19707.87	1.1134,0.106,4.6739,3.2871,0.0573
our_model	Round_2_Replicate_6	-1583.7	3177.4	580.69	20314.61	1.0473,0.0402,3.2114,8.9128,0.0191
our_model	Round_2_Replicate_7	-1354.09	2718.18	88.38	20161.64	1.0018,0.0748,4.7099,3.7267,0.0361
our_model	Round_2_Replicate_8	-2039.27	4088.54	1390.88	29390.02	0.6344,0.0642,4.8167,13.1127,1.3595
our_model	Round_2_Replicate_9	-1747.13	3504.26	923.3	20251.54	1.2803,0.0271,1.0669,17.0596,0.0137
our_model	Round_2_Replicate_10	-1973.76	3957.52	1260.22	43661.69	0.457,0.0321,6.9706,26.7793,1.8736
our_model	Round_3_Replicate_1	-1381.33	2772.66	146.76	20037.34	1.1416,0.0708,4.394,3.4055,0.0335
our_model	Round_3_Replicate_2	-1382.07	2774.14	145.7	20155.09	1.0156,0.0687,4.2751,3.9735,0.0321
our_model	Round_3_Replicate_3	-1527.64	3065.28	458.68	20058.5	1.3384,0.0476,3.2645,7.2485,0.0229
our_model	Round_3_Replicate_4	-1326.78	2663.56	31.8	20194.59	0.9249,0.0889,5.0028,2.6559,0.0426
our_model	Round_3_Replicate_5	-1366.33	2742.66	112.65	20161.77	1.0143,0.0718,4.5945,4.5812,0.0366
our_model	Round_3_Replicate_6	-1338.22	2686.44	55.3	20133.78	0.9899,0.08,4.7031,3.4093,0.0388
our_model	Round_3_Replicate_7	-1447.42	2904.84	278.91	20201.07	1.0336,0.0567,3.8209,6.4523,0.0283
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1325.36	2660.72	28.42	20004.86	0.993,0.0972,4.9105,3.5242,0.0521
our_model	Round_1_Replicate_2	-1327.63	2665.26	33.86	20030.42	0.9793,0.1055,5.3039,1.446,0.0489
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1312.37	2634.74	2.9	19974.64	1.011,0.1013,4.9991,2.1909,0.0494
our_model	Round_1_Replicate_2	-2090.14	4190.28	1500.89	4125.97	4.6164,0.4993,0.6145,1.6641,30.0
our_model	Round_1_Replicate_3	-2067.26	4144.52	1456.21	5550.34	3.449,0.3571,0.8287,2.3359,30.0
