115240  , -28203.4    , array([ 0.316701   ,  0.76151    ,  0.0643185  ,  4.92386e-16,  0.0666652  ])
115241  , -28185.5    , array([ 0.317018   ,  0.76151    ,  0.0643185  ,  4.92386e-16,  0.0666652  ])
115242  , -28216.8    , array([ 0.316701   ,  0.762272   ,  0.0643185  ,  4.92386e-16,  0.0666652  ])
115243  , -28203.3    , array([ 0.316701   ,  0.76151    ,  0.0643829  ,  4.92386e-16,  0.0666652  ])
115244  , -28203.4    , array([ 0.316701   ,  0.76151    ,  0.0643185  ,  4.92878e-16,  0.0666652  ])
115245  , -28205.4    , array([ 0.316701   ,  0.76151    ,  0.0643185  ,  4.92386e-16,  0.0667319  ])
115246  , -28203.4    , array([ 0.316701   ,  0.76151    ,  0.0643185  ,  4.92386e-16,  0.0666652  ])
115247  , -12415.8    , array([ 0.707632   ,  0.415937   ,  0.0645351  ,  4.92386e-16,  0.0609675  ])
115248  , -12415.8    , array([ 0.707632   ,  0.415937   ,  0.0645351  ,  4.92386e-16,  0.0609675  ])
115249  , -12412.5    , array([ 0.70834    ,  0.415937   ,  0.0645351  ,  4.92386e-16,  0.0609675  ])
115250  , -12431      , array([ 0.707632   ,  0.416353   ,  0.0645351  ,  4.92386e-16,  0.0609675  ])
115251  , -12415.8    , array([ 0.707632   ,  0.415937   ,  0.0645997  ,  4.92386e-16,  0.0609675  ])
115252  , -12415.8    , array([ 0.707632   ,  0.415937   ,  0.0645351  ,  4.92878e-16,  0.0609675  ])
115253  , -12404.7    , array([ 0.707632   ,  0.415937   ,  0.0645351  ,  4.92386e-16,  0.0610285  ])
115254  , -27052.5    , array([ 1.54309    ,  0.0989196  ,  0.064681   ,  4.92386e-16,  0.119009   ])
115255  , -27052.5    , array([ 1.54309    ,  0.0989196  ,  0.064681   ,  4.92386e-16,  0.119009   ])
115256  , -27051.7    , array([ 1.54463    ,  0.0989196  ,  0.064681   ,  4.92386e-16,  0.119009   ])
115257  , -27011.9    , array([ 1.54309    ,  0.0990186  ,  0.064681   ,  4.92386e-16,  0.119009   ])
115258  , -27052.1    , array([ 1.54309    ,  0.0989196  ,  0.0647457  ,  4.92386e-16,  0.119009   ])
115259  , -27052.5    , array([ 1.54309    ,  0.0989196  ,  0.064681   ,  4.92878e-16,  0.119009   ])
115260  , -27096.9    , array([ 1.54309    ,  0.0989196  ,  0.064681   ,  4.92386e-16,  0.119128   ])
115261  , -4449.92    , array([ 0.955964   ,  0.238985   ,  0.0645913  ,  4.92386e-16,  0.0789175  ])
115262  , -4449.92    , array([ 0.955964   ,  0.238985   ,  0.0645913  ,  4.92386e-16,  0.0789175  ])
115263  , -4446.31    , array([ 0.95692    ,  0.238985   ,  0.0645913  ,  4.92386e-16,  0.0789175  ])
115264  , -4452.64    , array([ 0.955964   ,  0.239224   ,  0.0645913  ,  4.92386e-16,  0.0789175  ])
115265  , -4449.85    , array([ 0.955964   ,  0.238985   ,  0.064656   ,  4.92386e-16,  0.0789175  ])
115266  , -4449.92    , array([ 0.955964   ,  0.238985   ,  0.0645913  ,  4.92878e-16,  0.0789175  ])
115267  , -4452.94    , array([ 0.955964   ,  0.238985   ,  0.0645913  ,  4.92386e-16,  0.0789965  ])
115268  , -6066.41    , array([ 0.0240999  ,  0.00111327 ,  0.0820429  ,  4.92386e-16,  0.000595973])
115269  , -6066.41    , array([ 0.0240999  ,  0.00111327 ,  0.0820429  ,  4.92386e-16,  0.000595973])
115270  , -6065.82    , array([ 0.024124   ,  0.00111327 ,  0.0820429  ,  4.92386e-16,  0.000595973])
115271  , -6051.52    , array([ 0.0240999  ,  0.00111438 ,  0.0820429  ,  4.92386e-16,  0.000595973])
115272  , -6066.41    , array([ 0.0240999  ,  0.00111327 ,  0.082125   ,  4.92386e-16,  0.000595973])
115273  , -6066.41    , array([ 0.0240999  ,  0.00111327 ,  0.0820429  ,  4.92878e-16,  0.000595973])
