182875  , -79089.4    , array([ 2.67126    ,  0.00313829 ,  0.337523   ,  2.08319e-86,  7.77716e-13])
182876  , -79089.4    , array([ 2.67393    ,  0.00313829 ,  0.337523   ,  2.08319e-86,  7.77716e-13])
182877  , -79089.4    , array([ 2.67126    ,  0.00314143 ,  0.337523   ,  2.08319e-86,  7.77716e-13])
182878  , -79089.4    , array([ 2.67126    ,  0.00313829 ,  0.337861   ,  2.08319e-86,  7.77716e-13])
182879  , -79089.4    , array([ 2.67126    ,  0.00313829 ,  0.337523   ,  2.08527e-86,  7.77716e-13])
182880  , -79089.4    , array([ 2.67126    ,  0.00313829 ,  0.337523   ,  2.08319e-86,  7.78494e-13])
182881  , -79089.4    , array([ 2.67126    ,  0.00313829 ,  0.337523   ,  2.08319e-86,  7.77716e-13])
182882  , -79089.4    , array([ 2.67126    ,  0.00313737 ,  0.337523   ,  2.08319e-86,  7.77943e-13])
182883  , -79089.4    , array([ 2.67126    ,  0.00313737 ,  0.337523   ,  2.08319e-86,  7.77943e-13])
182884  , -79089.4    , array([ 2.67393    ,  0.00313737 ,  0.337523   ,  2.08319e-86,  7.77943e-13])
182885  , -79089.4    , array([ 2.67126    ,  0.00314051 ,  0.337523   ,  2.08319e-86,  7.77943e-13])
182886  , -79089.4    , array([ 2.67126    ,  0.00313737 ,  0.337861   ,  2.08319e-86,  7.77943e-13])
182887  , -79089.4    , array([ 2.67126    ,  0.00313737 ,  0.337523   ,  2.08527e-86,  7.77943e-13])
182888  , -79089.4    , array([ 2.67126    ,  0.00313737 ,  0.337523   ,  2.08319e-86,  7.78721e-13])
182889  , -79089.4    , array([ 2.67125    ,  0.00313372 ,  0.337523   ,  2.08319e-86,  7.7885e-13 ])
182890  , -79089.4    , array([ 2.67125    ,  0.00313372 ,  0.337523   ,  2.08319e-86,  7.7885e-13 ])
182891  , -79089.4    , array([ 2.67393    ,  0.00313372 ,  0.337523   ,  2.08319e-86,  7.7885e-13 ])
182892  , -79089.4    , array([ 2.67125    ,  0.00313685 ,  0.337523   ,  2.08319e-86,  7.7885e-13 ])
182893  , -79089.4    , array([ 2.67125    ,  0.00313372 ,  0.337861   ,  2.08319e-86,  7.7885e-13 ])
182894  , -79089.4    , array([ 2.67125    ,  0.00313372 ,  0.337523   ,  2.08527e-86,  7.7885e-13 ])
182895  , -79089.4    , array([ 2.67125    ,  0.00313372 ,  0.337523   ,  2.08319e-86,  7.79629e-13])
182896  , -79089.4    , array([ 2.67124    ,  0.00311915 ,  0.337523   ,  2.08319e-86,  7.82489e-13])
182897  , -79089.4    , array([ 2.67124    ,  0.00311915 ,  0.337523   ,  2.08319e-86,  7.82489e-13])
182898  , -79089.4    , array([ 2.67391    ,  0.00311915 ,  0.337523   ,  2.08319e-86,  7.82489e-13])
182899  , -79089.4    , array([ 2.67124    ,  0.00312227 ,  0.337523   ,  2.08319e-86,  7.82489e-13])
182900  , -79089.4    , array([ 2.67124    ,  0.00311915 ,  0.33786    ,  2.08319e-86,  7.82489e-13])
182901  , -79089.4    , array([ 2.67124    ,  0.00311915 ,  0.337523   ,  2.08527e-86,  7.82489e-13])
182902  , -79089.4    , array([ 2.67124    ,  0.00311915 ,  0.337523   ,  2.08319e-86,  7.83272e-13])
182903  , -79089.4    , array([ 2.67119    ,  0.00306154 ,  0.337521   ,  2.08319e-86,  7.97215e-13])
182904  , -79089.4    , array([ 2.67119    ,  0.00306154 ,  0.337521   ,  2.08319e-86,  7.97215e-13])
182905  , -79089.4    , array([ 2.67386    ,  0.00306154 ,  0.337521   ,  2.08319e-86,  7.97215e-13])
182906  , -79089.4    , array([ 2.67119    ,  0.00306461 ,  0.337521   ,  2.08319e-86,  7.97215e-13])
182907  , -79089.4    , array([ 2.67119    ,  0.00306154 ,  0.337859   ,  2.08319e-86,  7.97215e-13])
182908  , -79089.4    , array([ 2.67119    ,  0.00306154 ,  0.337521   ,  2.08527e-86,  7.97215e-13])
182909  , -79089.4    , array([ 2.67119    ,  0.00306154 ,  0.337521   ,  2.08319e-86,  7.98013e-13])
182910  , -79089.4    , array([ 2.67099    ,  0.00284156 ,  0.337515   ,  2.08319e-86,  8.58945e-13])
182911  , -79089.4    , array([ 2.67099    ,  0.00284156 ,  0.337515   ,  2.08319e-86,  8.58945e-13])
182912  , -79089.4    , array([ 2.67367    ,  0.00284156 ,  0.337515   ,  2.08319e-86,  8.58945e-13])
182913  , -79089.4    , array([ 2.67099    ,  0.0028444  ,  0.337515   ,  2.08319e-86,  8.58945e-13])
182914  , -79089.4    , array([ 2.67099    ,  0.00284156 ,  0.337852   ,  2.08319e-86,  8.58945e-13])
182915  , -79089.4    , array([ 2.67099    ,  0.00284156 ,  0.337515   ,  2.08527e-86,  8.58945e-13])
182916  , -79089.4    , array([ 2.67099    ,  0.00284156 ,  0.337515   ,  2.08319e-86,  8.59805e-13])
182917  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182918  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182919  , -79089.4    , array([ 2.67287    ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182920  , -79089.4    , array([ 2.6702     ,  0.00211085 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182921  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.337827   ,  2.08319e-86,  1.15751e-12])
182922  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08527e-86,  1.15751e-12])
182923  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15867e-12])
182931  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182932  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182933  , -79089.4    , array([ 2.67287    ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182934  , -79089.4    , array([ 2.6702     ,  0.00211085 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182935  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.337827   ,  2.08319e-86,  1.15751e-12])
182936  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08527e-86,  1.15751e-12])
182937  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15867e-12])
182938  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182939  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182940  , -79089.4    , array([ 2.67287    ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182941  , -79089.4    , array([ 2.6702     ,  0.00211085 ,  0.33749    ,  2.08319e-86,  1.15751e-12])
182942  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.337827   ,  2.08319e-86,  1.15751e-12])
182943  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08527e-86,  1.15751e-12])
182944  , -79089.4    , array([ 2.6702     ,  0.00210874 ,  0.33749    ,  2.08319e-86,  1.15867e-12])
182945  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182946  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182947  , -79089.4    , array([ 2.67128    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182948  , -79089.4    , array([ 2.66861    ,  0.00116249 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182949  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337777   ,  2.08319e-86,  2.10205e-12])
182950  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08527e-86,  2.10205e-12])
182951  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10415e-12])
182952  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182953  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182954  , -79089.4    , array([ 2.67128    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182955  , -79089.4    , array([ 2.66861    ,  0.00116249 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182956  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337777   ,  2.08319e-86,  2.10205e-12])
182957  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08527e-86,  2.10205e-12])
182958  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10415e-12])
182959  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182960  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182961  , -79089.4    , array([ 2.67128    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182962  , -79089.4    , array([ 2.66861    ,  0.00116249 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182963  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337777   ,  2.08319e-86,  2.10205e-12])
182964  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08527e-86,  2.10205e-12])
182965  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10415e-12])
182973  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182974  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182975  , -79089.4    , array([ 2.67128    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182976  , -79089.4    , array([ 2.66861    ,  0.00116249 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182977  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337777   ,  2.08319e-86,  2.10205e-12])
182978  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08527e-86,  2.10205e-12])
182979  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10415e-12])
182980  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182981  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182982  , -79089.4    , array([ 2.67128    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182983  , -79089.4    , array([ 2.66861    ,  0.00116249 ,  0.337439   ,  2.08319e-86,  2.10205e-12])
182984  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337777   ,  2.08319e-86,  2.10205e-12])
182985  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08527e-86,  2.10205e-12])
182986  , -79089.4    , array([ 2.66861    ,  0.00116133 ,  0.337439   ,  2.08319e-86,  2.10415e-12])
182987  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182988  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182989  , -79089.4    , array([ 2.67088    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182990  , -79089.4    , array([ 2.66821    ,  0.00100144 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182991  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337764   ,  2.08319e-86,  2.44019e-12])
182992  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337427   ,  2.08527e-86,  2.44019e-12])
182993  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44263e-12])
182994  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182995  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182996  , -79089.4    , array([ 2.67088    ,  0.00100044 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182997  , -79089.4    , array([ 2.66821    ,  0.00100144 ,  0.337427   ,  2.08319e-86,  2.44019e-12])
182998  , -79089.4    , array([ 2.66821    ,  0.00100044 ,  0.337764   ,  2.08319e-86,  2.44019e-12])
