70542   , -77894.3    , array([ 0.161464   ,  27.1444    ,  1.21222e-20,  1.26168e-51,  0.000243909])
70543   , -77895.5    , array([ 0.161625   ,  27.1444    ,  1.21222e-20,  1.26168e-51,  0.000243909])
70544   , -77894.3    , array([ 0.161464   ,  27.1715    ,  1.21222e-20,  1.26168e-51,  0.000243909])
70545   , -77894.3    , array([ 0.161464   ,  27.1444    ,  1.21343e-20,  1.26168e-51,  0.000243909])
70546   , -77894.3    , array([ 0.161464   ,  27.1444    ,  1.21222e-20,  1.26295e-51,  0.000243909])
70547   , -77893.1    , array([ 0.161464   ,  27.1444    ,  1.21222e-20,  1.26168e-51,  0.000244153])
70548   , -77894.3    , array([ 0.161464   ,  27.1444    ,  1.21222e-20,  1.26168e-51,  0.000243909])
70549   , -74462.2    , array([ 0.079463   ,  26.9728    ,  1.21222e-20,  1.26168e-51,  0.000500743])
70550   , -74462.2    , array([ 0.079463   ,  26.9728    ,  1.21222e-20,  1.26168e-51,  0.000500743])
70551   , -74466.4    , array([ 0.0795425  ,  26.9728    ,  1.21222e-20,  1.26168e-51,  0.000500743])
70552   , -74462.2    , array([ 0.079463   ,  26.9998    ,  1.21222e-20,  1.26168e-51,  0.000500743])
70553   , -74462.2    , array([ 0.079463   ,  26.9728    ,  1.21343e-20,  1.26168e-51,  0.000500743])
70554   , -74462.2    , array([ 0.079463   ,  26.9728    ,  1.21222e-20,  1.26295e-51,  0.000500743])
70555   , -74458      , array([ 0.079463   ,  26.9728    ,  1.21222e-20,  1.26168e-51,  0.000501244])
70556   , -209372     , array([ 0.00466146 ,  26.2974    ,  1.21222e-20,  1.26168e-51,  0.00889543 ])
70557   , -209372     , array([ 0.00466146 ,  26.2974    ,  1.21222e-20,  1.26168e-51,  0.00889543 ])
70558   , -209249     , array([ 0.00466612 ,  26.2974    ,  1.21222e-20,  1.26168e-51,  0.00889543 ])
70559   , -209372     , array([ 0.00466146 ,  26.3237    ,  1.21222e-20,  1.26168e-51,  0.00889543 ])
70560   , -209372     , array([ 0.00466146 ,  26.2974    ,  1.21343e-20,  1.26168e-51,  0.00889543 ])
70561   , -209372     , array([ 0.00466146 ,  26.2974    ,  1.21222e-20,  1.26295e-51,  0.00889543 ])
70562   , -209478     , array([ 0.00466146 ,  26.2974    ,  1.21222e-20,  1.26168e-51,  0.00890433 ])
70563   , -64321.4    , array([ 0.0390951  ,  26.8023    ,  1.21222e-20,  1.26168e-51,  0.00102834 ])
70564   , -64321.4    , array([ 0.0390951  ,  26.8023    ,  1.21222e-20,  1.26168e-51,  0.00102834 ])
70565   , -64331.2    , array([ 0.0391342  ,  26.8023    ,  1.21222e-20,  1.26168e-51,  0.00102834 ])
70566   , -64321.4    , array([ 0.0390951  ,  26.8291    ,  1.21222e-20,  1.26168e-51,  0.00102834 ])
70567   , -64321.4    , array([ 0.0390951  ,  26.8023    ,  1.21343e-20,  1.26168e-51,  0.00102834 ])
70568   , -64321.4    , array([ 0.0390951  ,  26.8023    ,  1.21222e-20,  1.26295e-51,  0.00102834 ])
70569   , -64311.4    , array([ 0.0390951  ,  26.8023    ,  1.21222e-20,  1.26168e-51,  0.00102937 ])
70570   , -55058.4    , array([ 0.0233182  ,  26.6787    ,  1.21222e-20,  1.26168e-51,  0.00173711 ])
70571   , -55058.4    , array([ 0.0233182  ,  26.6787    ,  1.21222e-20,  1.26168e-51,  0.00173711 ])
70572   , -55063      , array([ 0.0233416  ,  26.6787    ,  1.21222e-20,  1.26168e-51,  0.00173711 ])
70573   , -55058.4    , array([ 0.0233182  ,  26.7054    ,  1.21222e-20,  1.26168e-51,  0.00173711 ])
70574   , -55058.4    , array([ 0.0233182  ,  26.6787    ,  1.21343e-20,  1.26168e-51,  0.00173711 ])
70575   , -55058.4    , array([ 0.0233182  ,  26.6787    ,  1.21222e-20,  1.26295e-51,  0.00173711 ])
70576   , -55053.3    , array([ 0.0233182  ,  26.6787    ,  1.21222e-20,  1.26168e-51,  0.00173884 ])
70577   , -54398.1    , array([ 0.0200928  ,  26.6432    ,  1.21222e-20,  1.26168e-51,  0.00202033 ])
70578   , -54398.1    , array([ 0.0200928  ,  26.6432    ,  1.21222e-20,  1.26168e-51,  0.00202033 ])
70579   , -54396.9    , array([ 0.0201129  ,  26.6432    ,  1.21222e-20,  1.26168e-51,  0.00202033 ])
70580   , -54398.1    , array([ 0.0200928  ,  26.6699    ,  1.21222e-20,  1.26168e-51,  0.00202033 ])
70581   , -54398.1    , array([ 0.0200928  ,  26.6432    ,  1.21343e-20,  1.26168e-51,  0.00202033 ])
70582   , -54398.1    , array([ 0.0200928  ,  26.6432    ,  1.21222e-20,  1.26295e-51,  0.00202033 ])
70583   , -54398.6    , array([ 0.0200928  ,  26.6432    ,  1.21222e-20,  1.26168e-51,  0.00202235 ])
70591   , -54394.1    , array([ 0.0202562  ,  26.6039    ,  1.21222e-20,  1.26168e-51,  0.00204274 ])
70592   , -54394.1    , array([ 0.0202562  ,  26.6039    ,  1.21222e-20,  1.26168e-51,  0.00204274 ])
70593   , -54392.9    , array([ 0.0202765  ,  26.6039    ,  1.21222e-20,  1.26168e-51,  0.00204274 ])
70594   , -54394.2    , array([ 0.0202562  ,  26.6305    ,  1.21222e-20,  1.26168e-51,  0.00204274 ])
70595   , -54394.1    , array([ 0.0202562  ,  26.6039    ,  1.21343e-20,  1.26168e-51,  0.00204274 ])
70596   , -54394.1    , array([ 0.0202562  ,  26.6039    ,  1.21222e-20,  1.26295e-51,  0.00204274 ])
70597   , -54394.7    , array([ 0.0202562  ,  26.6039    ,  1.21222e-20,  1.26168e-51,  0.00204478 ])
70598   , -54389.4    , array([ 0.0204588  ,  26.5557    ,  1.21222e-20,  1.26168e-51,  0.00207061 ])
70599   , -54389.4    , array([ 0.0204588  ,  26.5557    ,  1.21222e-20,  1.26168e-51,  0.00207061 ])
70600   , -54388.1    , array([ 0.0204793  ,  26.5557    ,  1.21222e-20,  1.26168e-51,  0.00207061 ])
70601   , -54389.5    , array([ 0.0204588  ,  26.5823    ,  1.21222e-20,  1.26168e-51,  0.00207061 ])
70602   , -54389.4    , array([ 0.0204588  ,  26.5557    ,  1.21343e-20,  1.26168e-51,  0.00207061 ])
70603   , -54389.4    , array([ 0.0204588  ,  26.5557    ,  1.21222e-20,  1.26295e-51,  0.00207061 ])
70604   , -54390.1    , array([ 0.0204588  ,  26.5557    ,  1.21222e-20,  1.26168e-51,  0.00207268 ])
70612   , -54388.6    , array([ 0.020498   ,  26.5464    ,  1.21222e-20,  1.26168e-51,  0.00207601 ])
70613   , -54388.6    , array([ 0.020498   ,  26.5464    ,  1.21222e-20,  1.26168e-51,  0.00207601 ])
70614   , -54387.2    , array([ 0.0205185  ,  26.5464    ,  1.21222e-20,  1.26168e-51,  0.00207601 ])
70615   , -54388.6    , array([ 0.020498   ,  26.573     ,  1.21222e-20,  1.26168e-51,  0.00207601 ])
70616   , -54388.6    , array([ 0.020498   ,  26.5464    ,  1.21343e-20,  1.26168e-51,  0.00207601 ])
70617   , -54388.6    , array([ 0.020498   ,  26.5464    ,  1.21222e-20,  1.26295e-51,  0.00207601 ])
70618   , -54389.2    , array([ 0.020498   ,  26.5464    ,  1.21222e-20,  1.26168e-51,  0.00207808 ])
70619   , -54387.5    , array([ 0.0205456  ,  26.5352    ,  1.21222e-20,  1.26168e-51,  0.00208258 ])
