197602  , -79070.7    , array([ 0.876805   ,  0.0686792  ,  8.17326e-18,  2.18689    ,  1.04236e-06])
197603  , -79070.7    , array([ 0.877682   ,  0.0686792  ,  8.17326e-18,  2.18689    ,  1.04236e-06])
197604  , -79070.7    , array([ 0.876805   ,  0.0687479  ,  8.17326e-18,  2.18689    ,  1.04236e-06])
197605  , -79070.7    , array([ 0.876805   ,  0.0686792  ,  8.18144e-18,  2.18689    ,  1.04236e-06])
197606  , -79070.7    , array([ 0.876805   ,  0.0686792  ,  8.17326e-18,  2.18907    ,  1.04236e-06])
197607  , -79070.6    , array([ 0.876805   ,  0.0686792  ,  8.17326e-18,  2.18689    ,  1.0434e-06 ])
197608  , -79070.7    , array([ 0.876805   ,  0.0686792  ,  8.17326e-18,  2.18689    ,  1.04236e-06])
197609  , -79013.1    , array([ 0.844986   ,  0.034299   ,  8.17326e-18,  2.18657    ,  2.16852e-06])
197610  , -79013.1    , array([ 0.844986   ,  0.034299   ,  8.17326e-18,  2.18657    ,  2.16852e-06])
197611  , -79013.1    , array([ 0.845831   ,  0.034299   ,  8.17326e-18,  2.18657    ,  2.16852e-06])
197612  , -79013.2    , array([ 0.844986   ,  0.0343333  ,  8.17326e-18,  2.18657    ,  2.16852e-06])
197613  , -79013.1    , array([ 0.844986   ,  0.034299   ,  8.18144e-18,  2.18657    ,  2.16852e-06])
197614  , -79013.1    , array([ 0.844986   ,  0.034299   ,  8.17326e-18,  2.18876    ,  2.16852e-06])
197615  , -79013.1    , array([ 0.844986   ,  0.034299   ,  8.17326e-18,  2.18657    ,  2.17069e-06])
197616  , -60308.5    , array([ 0.728845   ,  0.00213356 ,  8.17326e-18,  2.18531    ,  4.06204e-05])
197617  , -60308.5    , array([ 0.728845   ,  0.00213356 ,  8.17326e-18,  2.18531    ,  4.06204e-05])
197618  , -60308.5    , array([ 0.729575   ,  0.00213356 ,  8.17326e-18,  2.18531    ,  4.06204e-05])
197619  , -60324.1    , array([ 0.728845   ,  0.0021357  ,  8.17326e-18,  2.18531    ,  4.06204e-05])
197620  , -60308.5    , array([ 0.728845   ,  0.00213356 ,  8.18144e-18,  2.18531    ,  4.06204e-05])
197621  , -60308.5    , array([ 0.728845   ,  0.00213356 ,  8.17326e-18,  2.1875     ,  4.06204e-05])
197622  , -60292.7    , array([ 0.728845   ,  0.00213356 ,  8.17326e-18,  2.18531    ,  4.0661e-05 ])
197630  , -60093.5    , array([ 0.728588   ,  0.00211946 ,  8.17326e-18,  2.18531    ,  4.09055e-05])
197631  , -60093.5    , array([ 0.728588   ,  0.00211946 ,  8.17326e-18,  2.18531    ,  4.09055e-05])
197632  , -60093.5    , array([ 0.729317   ,  0.00211946 ,  8.17326e-18,  2.18531    ,  4.09055e-05])
197633  , -60109.3    , array([ 0.728588   ,  0.00212158 ,  8.17326e-18,  2.18531    ,  4.09055e-05])
197634  , -60093.5    , array([ 0.728588   ,  0.00211946 ,  8.18144e-18,  2.18531    ,  4.09055e-05])
197635  , -60093.5    , array([ 0.728588   ,  0.00211946 ,  8.17326e-18,  2.18749    ,  4.09055e-05])
197636  , -60077.6    , array([ 0.728588   ,  0.00211946 ,  8.17326e-18,  2.18531    ,  4.09464e-05])
197637  , -59874.9    , array([ 0.728329   ,  0.00210535 ,  8.17326e-18,  2.1853     ,  4.11949e-05])
197638  , -59874.9    , array([ 0.728329   ,  0.00210535 ,  8.17326e-18,  2.1853     ,  4.11949e-05])
197639  , -59874.9    , array([ 0.729058   ,  0.00210535 ,  8.17326e-18,  2.1853     ,  4.11949e-05])
197640  , -59890.8    , array([ 0.728329   ,  0.00210745 ,  8.17326e-18,  2.1853     ,  4.11949e-05])
197641  , -59874.9    , array([ 0.728329   ,  0.00210535 ,  8.18144e-18,  2.1853     ,  4.11949e-05])
197642  , -59874.9    , array([ 0.728329   ,  0.00210535 ,  8.17326e-18,  2.18749    ,  4.11949e-05])
197643  , -59858.9    , array([ 0.728329   ,  0.00210535 ,  8.17326e-18,  2.1853     ,  4.12362e-05])
197651  , -59819.4    , array([ 0.728264   ,  0.0021018  ,  8.17326e-18,  2.1853     ,  4.12683e-05])
197652  , -59819.4    , array([ 0.728264   ,  0.0021018  ,  8.17326e-18,  2.1853     ,  4.12683e-05])
197653  , -59819.4    , array([ 0.728992   ,  0.0021018  ,  8.17326e-18,  2.1853     ,  4.12683e-05])
197654  , -59835.4    , array([ 0.728264   ,  0.0021039  ,  8.17326e-18,  2.1853     ,  4.12683e-05])
197655  , -59819.4    , array([ 0.728264   ,  0.0021018  ,  8.18144e-18,  2.1853     ,  4.12683e-05])
197656  , -59819.4    , array([ 0.728264   ,  0.0021018  ,  8.17326e-18,  2.18749    ,  4.12683e-05])
197657  , -59803.4    , array([ 0.728264   ,  0.0021018  ,  8.17326e-18,  2.1853     ,  4.13095e-05])
197658  , -59763.7    , array([ 0.728198   ,  0.00209826 ,  8.17326e-18,  2.1853     ,  4.13418e-05])
197659  , -59763.7    , array([ 0.728198   ,  0.00209826 ,  8.17326e-18,  2.1853     ,  4.13418e-05])
197660  , -59763.8    , array([ 0.728927   ,  0.00209826 ,  8.17326e-18,  2.1853     ,  4.13418e-05])
197661  , -59779.8    , array([ 0.728198   ,  0.00210035 ,  8.17326e-18,  2.1853     ,  4.13418e-05])
197662  , -59763.7    , array([ 0.728198   ,  0.00209826 ,  8.18144e-18,  2.1853     ,  4.13418e-05])
197663  , -59763.7    , array([ 0.728198   ,  0.00209826 ,  8.17326e-18,  2.18749    ,  4.13418e-05])
197664  , -59747.6    , array([ 0.728198   ,  0.00209826 ,  8.17326e-18,  2.1853     ,  4.13832e-05])
197672  , -59749.8    , array([ 0.728182   ,  0.00209737 ,  8.17326e-18,  2.1853     ,  4.13603e-05])
197673  , -59749.8    , array([ 0.728182   ,  0.00209737 ,  8.17326e-18,  2.1853     ,  4.13603e-05])
197674  , -59749.8    , array([ 0.72891    ,  0.00209737 ,  8.17326e-18,  2.1853     ,  4.13603e-05])
197675  , -59765.8    , array([ 0.728182   ,  0.00209947 ,  8.17326e-18,  2.1853     ,  4.13603e-05])
197676  , -59749.8    , array([ 0.728182   ,  0.00209737 ,  8.18144e-18,  2.1853     ,  4.13603e-05])
197677  , -59749.8    , array([ 0.728182   ,  0.00209737 ,  8.17326e-18,  2.18749    ,  4.13603e-05])
197678  , -59733.7    , array([ 0.728182   ,  0.00209737 ,  8.17326e-18,  2.1853     ,  4.14017e-05])
197679  , -59735.8    , array([ 0.728165   ,  0.00209648 ,  8.17326e-18,  2.1853     ,  4.13788e-05])
197680  , -59735.8    , array([ 0.728165   ,  0.00209648 ,  8.17326e-18,  2.1853     ,  4.13788e-05])
197681  , -59735.8    , array([ 0.728894   ,  0.00209648 ,  8.17326e-18,  2.1853     ,  4.13788e-05])
197682  , -59751.8    , array([ 0.728165   ,  0.00209858 ,  8.17326e-18,  2.1853     ,  4.13788e-05])
197683  , -59735.8    , array([ 0.728165   ,  0.00209648 ,  8.18144e-18,  2.1853     ,  4.13788e-05])
197684  , -59735.8    , array([ 0.728165   ,  0.00209648 ,  8.17326e-18,  2.18749    ,  4.13788e-05])
197685  , -59719.7    , array([ 0.728165   ,  0.00209648 ,  8.17326e-18,  2.1853     ,  4.14202e-05])
197693  , -59732.3    , array([ 0.728161   ,  0.00209626 ,  8.17326e-18,  2.1853     ,  4.13834e-05])
197694  , -59732.3    , array([ 0.728161   ,  0.00209626 ,  8.17326e-18,  2.1853     ,  4.13834e-05])
197695  , -59732.3    , array([ 0.72889    ,  0.00209626 ,  8.17326e-18,  2.1853     ,  4.13834e-05])
197696  , -59748.3    , array([ 0.728161   ,  0.00209836 ,  8.17326e-18,  2.1853     ,  4.13834e-05])
197697  , -59732.3    , array([ 0.728161   ,  0.00209626 ,  8.18144e-18,  2.1853     ,  4.13834e-05])
197698  , -59732.3    , array([ 0.728161   ,  0.00209626 ,  8.17326e-18,  2.18749    ,  4.13834e-05])
197699  , -59716.2    , array([ 0.728161   ,  0.00209626 ,  8.17326e-18,  2.1853     ,  4.14248e-05])
197700  , -59728.8    , array([ 0.728157   ,  0.00209604 ,  8.17326e-18,  2.1853     ,  4.1388e-05 ])
197701  , -59728.8    , array([ 0.728157   ,  0.00209604 ,  8.17326e-18,  2.1853     ,  4.1388e-05 ])
197702  , -59728.8    , array([ 0.728886   ,  0.00209604 ,  8.17326e-18,  2.1853     ,  4.1388e-05 ])
197703  , -59744.8    , array([ 0.728157   ,  0.00209813 ,  8.17326e-18,  2.1853     ,  4.1388e-05 ])
